county,precinct,office,district,party,candidate,votes,election_day,mail,provisional
Fayette,Belle Vernon Borough - 02-01,Registered Voters,,,,620,,,
Fayette,Belle Vernon Borough - 02-01,Ballots Cast,,,,158,,,
Fayette,Brownsville Township - 04-01,Registered Voters,,,,367,,,
Fayette,Brownsville Township - 04-01,Ballots Cast,,,,133,,,
Fayette,Brownsville Borough 1 - 06-01,Registered Voters,,,,345,,,
Fayette,Brownsville Borough 1 - 06-01,Ballots Cast,,,,102,,,
Fayette,Brownsville Borough 2 - 06-02,Registered Voters,,,,380,,,
Fayette,Brownsville Borough 2 - 06-02,Ballots Cast,,,,161,,,
Fayette,Brownsville Borough 3 - 06-03,Registered Voters,,,,487,,,
Fayette,Brownsville Borough 3 - 06-03,Ballots Cast,,,,146,,,
Fayette,Bullskin Township 1 - 08-01,Registered Voters,,,,2644,,,
Fayette,Bullskin Township 1 - 08-01,Ballots Cast,,,,1004,,,
Fayette,Bullskin Township 2 - 08-02,Registered Voters,,,,930,,,
Fayette,Bullskin Township 2 - 08-02,Ballots Cast,,,,333,,,
Fayette,Bullskin Township 3 - 08-03,Registered Voters,,,,900,,,
Fayette,Bullskin Township 3 - 08-03,Ballots Cast,,,,336,,,
Fayette,Connellsville City 1 - 10-01,Registered Voters,,,,1255,,,
Fayette,Connellsville City 1 - 10-01,Ballots Cast,,,,407,,,
Fayette,Connellsville City 2 - 10-02,Registered Voters,,,,1160,,,
Fayette,Connellsville City 2 - 10-02,Ballots Cast,,,,389,,,
Fayette,Connellsville City 3 - 10-03,Registered Voters,,,,583,,,
Fayette,Connellsville City 3 - 10-03,Ballots Cast,,,,213,,,
Fayette,Connellsville City 4 - 10-04,Registered Voters,,,,867,,,
Fayette,Connellsville City 4 - 10-04,Ballots Cast,,,,313,,,
Fayette,Connellsville Township - 12-01,Registered Voters,,,,1321,,,
Fayette,Connellsville Township - 12-01,Ballots Cast,,,,519,,,
Fayette,Dawson Borough - 14-01,Registered Voters,,,,191,,,
Fayette,Dawson Borough - 14-01,Ballots Cast,,,,69,,,
Fayette,Dunbar Township 1 - 16-01,Registered Voters,,,,1627,,,
Fayette,Dunbar Township 1 - 16-01,Ballots Cast,,,,625,,,
Fayette,Dunbar Township 2 - 16-02,Registered Voters,,,,2538,,,
Fayette,Dunbar Township 2 - 16-02,Ballots Cast,,,,1034,,,
Fayette,Dunbar Borough - 18-01,Registered Voters,,,,577,,,
Fayette,Dunbar Borough - 18-01,Ballots Cast,,,,256,,,
Fayette,Everson Borough - 20-01,Registered Voters,,,,365,,,
Fayette,Everson Borough - 20-01,Ballots Cast,,,,114,,,
Fayette,Fairchance Borough - 22-01,Registered Voters,,,,1103,,,
Fayette,Fairchance Borough - 22-01,Ballots Cast,,,,375,,,
Fayette,Fayette City Borough - 24-01,Registered Voters,,,,332,,,
Fayette,Fayette City Borough - 24-01,Ballots Cast,,,,111,,,
Fayette,Franklin Township 1 - 26-01,Registered Voters,,,,844,,,
Fayette,Franklin Township 1 - 26-01,Ballots Cast,,,,322,,,
Fayette,Franklin Township 2 - 26-02,Registered Voters,,,,614,,,
Fayette,Franklin Township 2 - 26-02,Ballots Cast,,,,258,,,
Fayette,Georges Township 1 - 28-01,Registered Voters,,,,901,,,
Fayette,Georges Township 1 - 28-01,Ballots Cast,,,,383,,,
Fayette,Georges Township 2 - 28-02,Registered Voters,,,,1346,,,
Fayette,Georges Township 2 - 28-02,Ballots Cast,,,,538,,,
Fayette,Georges Township 3 - 28-03,Registered Voters,,,,1461,,,
Fayette,Georges Township 3 - 28-03,Ballots Cast,,,,537,,,
Fayette,German Township 1 - 30-01,Registered Voters,,,,1308,,,
Fayette,German Township 1 - 30-01,Ballots Cast,,,,498,,,
Fayette,German Township 2 - 30-02,Registered Voters,,,,681,,,
Fayette,German Township 2 - 30-02,Ballots Cast,,,,217,,,
Fayette,German Township 3 - 30-03,Registered Voters,,,,615,,,
Fayette,German Township 3 - 30-03,Ballots Cast,,,,230,,,
Fayette,German Township 4 - 30-04,Registered Voters,,,,264,,,
Fayette,German Township 4 - 30-04,Ballots Cast,,,,86,,,
Fayette,Henry Clay Township - 32-01,Registered Voters,,,,1146,,,
Fayette,Henry Clay Township - 32-01,Ballots Cast,,,,594,,,
Fayette,Jefferson Township - 34-01,Registered Voters,,,,1304,,,
Fayette,Jefferson Township - 34-01,Ballots Cast,,,,589,,,
Fayette,Lower Tyrone Township - 36-01,Registered Voters,,,,677,,,
Fayette,Lower Tyrone Township - 36-01,Ballots Cast,,,,263,,,
Fayette,Luzerne Township 1 - 38-01,Registered Voters,,,,816,,,
Fayette,Luzerne Township 1 - 38-01,Ballots Cast,,,,302,,,
Fayette,Luzerne Township 2 - 38-02,Registered Voters,,,,906,,,
Fayette,Luzerne Township 2 - 38-02,Ballots Cast,,,,376,,,
Fayette,Luzerne Township 3 - 38-03,Registered Voters,,,,365,,,
Fayette,Luzerne Township 3 - 38-03,Ballots Cast,,,,125,,,
Fayette,Luzerne Township 4 - 38-04,Registered Voters,,,,262,,,
Fayette,Luzerne Township 4 - 38-04,Ballots Cast,,,,103,,,
Fayette,Markleysburg Borough - 40-01,Registered Voters,,,,128,,,
Fayette,Markleysburg Borough - 40-01,Ballots Cast,,,,55,,,
Fayette,Masontown Borough - 42-01,Registered Voters,,,,1926,,,
Fayette,Masontown Borough - 42-01,Ballots Cast,,,,639,,,
Fayette,Menallen Township 1 - 44-01,Registered Voters,,,,752,,,
Fayette,Menallen Township 1 - 44-01,Ballots Cast,,,,279,,,
Fayette,Menallen Township 2 - 44-02,Registered Voters,,,,1199,,,
