county,precinct,office,district,party,candidate,votes,election_day,early_voting,provisional
Chester,Birmingham 1,State Assembly,160,DEM,Cathy Spahr,474,321,150,3
Chester,Birmingham 2,State Assembly,160,DEM,Cathy Spahr,793,449,341,3
Chester,Pennsbury N-1,State Assembly,160,DEM,Cathy Spahr,440,101,336,3
Chester,Pennsbury N-2,State Assembly,160,DEM,Cathy Spahr,293,155,136,2
Chester,Pennsbury S-1,State Assembly,160,DEM,Cathy Spahr,342,215,125,2
Chester,Pennsbury S-2,State Assembly,160,DEM,Cathy Spahr,280,167,111,2
Chester,Thornbury 1,State Assembly,160,DEM,Cathy Spahr,336,191,145,0
Chester,Thornbury 2,State Assembly,160,DEM,Cathy Spahr,518,339,174,5
Chester,Westtown 1,State Assembly,160,DEM,Cathy Spahr,718,429,287,2
Chester,Westtown 2,State Assembly,160,DEM,Cathy Spahr,643,385,256,2
Chester,Westtown 3,State Assembly,160,DEM,Cathy Spahr,884,554,317,13
Chester,Westtown 4,State Assembly,160,DEM,Cathy Spahr,491,310,180,1
Chester,Westtown 5,State Assembly,160,DEM,Cathy Spahr,391,267,121,3
Chester,E Bradford N-1,State Assembly,156,DEM,Chris Pielli,514,326,181,7
Chester,E Bradford N-2,State Assembly,156,DEM,Chris Pielli,881,519,359,3
Chester,E Bradford S-1,State Assembly,156,DEM,Chris Pielli,1119,612,497,10
Chester,E Bradford S-2,State Assembly,156,DEM,Chris Pielli,558,310,241,7
Chester,E Goshen 1,State Assembly,156,DEM,Chris Pielli,630,366,257,7
Chester,E Goshen 2,State Assembly,156,DEM,Chris Pielli,538,337,198,3
Chester,E Goshen 3,State Assembly,156,DEM,Chris Pielli,554,333,213,8
Chester,E Goshen 4,State Assembly,156,DEM,Chris Pielli,893,578,307,8
Chester,E Goshen 7,State Assembly,156,DEM,Chris Pielli,619,318,297,4
Chester,E Goshen 8,State Assembly,156,DEM,Chris Pielli,422,236,183,3
Chester,E Goshen 9,State Assembly,156,DEM,Chris Pielli,440,314,119,7
Chester,W Goshen M-1,State Assembly,156,DEM,Chris Pielli,636,436,196,4
Chester,W Goshen M-2,State Assembly,156,DEM,Chris Pielli,665,455,206,4
Chester,W Goshen N-1,State Assembly,156,DEM,Chris Pielli,700,465,232,3
Chester,W Goshen N-2,State Assembly,156,DEM,Chris Pielli,563,333,228,2
Chester,W Goshen N-3,State Assembly,156,DEM,Chris Pielli,901,545,354,2
Chester,W Goshen N-4,State Assembly,156,DEM,Chris Pielli,923,595,322,6
Chester,W Goshen S-1,State Assembly,156,DEM,Chris Pielli,715,431,271,13
Chester,W Goshen S-2,State Assembly,156,DEM,Chris Pielli,571,331,230,10
Chester,W Goshen S-3,State Assembly,156,DEM,Chris Pielli,511,356,154,1
Chester,W Goshen S-4,State Assembly,156,DEM,Chris Pielli,692,455,233,4
Chester,West Chester 1,State Assembly,156,DEM,Chris Pielli,1043,668,370,5
Chester,West Chester 2-E,State Assembly,156,DEM,Chris Pielli,241,197,39,5
Chester,West Chester 2-W,State Assembly,156,DEM,Chris Pielli,328,247,77,4
Chester,West Chester 3,State Assembly,156,DEM,Chris Pielli,679,505,166,8
Chester,West Chester 4,State Assembly,156,DEM,Chris Pielli,258,209,46,3
Chester,West Chester 5,State Assembly,156,DEM,Chris Pielli,394,251,141,2
Chester,West Chester 6,State Assembly,156,DEM,Chris Pielli,718,521,190,7
Chester,Atglen,U.S. House,6,DEM,Chrissy Houlahan,269,213,55,1
Chester,Avondale,U.S. House,6,DEM,Chrissy Houlahan,164,126,37,1
Chester,Birmingham 1,U.S. House,6,DEM,Chrissy Houlahan,525,358,160,7
Chester,Birmingham 2,U.S. House,6,DEM,Chrissy Houlahan,878,501,373,4
Chester,Caln 1,U.S. House,6,DEM,Chrissy Houlahan,536,379,153,4
Chester,Caln 2,U.S. House,6,DEM,Chrissy Houlahan,654,410,239,5
Chester,Caln 3,U.S. House,6,DEM,Chrissy Houlahan,1625,906,698,21
Chester,Caln 4,U.S. House,6,DEM,Chrissy Houlahan,1220,526,685,9
Chester,Charlestown,U.S. House,6,DEM,Chrissy Houlahan,1991,1112,855,24
Chester,Coatesville 1,U.S. House,6,DEM,Chrissy Houlahan,710,468,235,7
Chester,Coatesville 2,U.S. House,6,DEM,Chrissy Houlahan,522,381,134,7
Chester,Coatesville 3,U.S. House,6,DEM,Chrissy Houlahan,394,282,103,9
Chester,Coatesville 4-1,U.S. House,6,DEM,Chrissy Houlahan,242,177,59,6
Chester,Coatesville 4-2,U.S. House,6,DEM,Chrissy Houlahan,306,208,93,5
Chester,Coatesville 5,U.S. House,6,DEM,Chrissy Houlahan,378,277,91,10
Chester,E Bradford N-1,U.S. House,6,DEM,Chrissy Houlahan,526,333,186,7
Chester,E Bradford N-2,U.S. House,6,DEM,Chrissy Houlahan,952,563,383,6
Chester,E Bradford S-1,U.S. House,6,DEM,Chrissy Houlahan,1199,675,513,11
Chester,E Bradford S-2,U.S. House,6,DEM,Chrissy Houlahan,616,347,258,11
Chester,E Brandywine N-1,U.S. House,6,DEM,Chrissy Houlahan,558,360,196,2
Chester,E Brandywine N-2,U.S. House,6,DEM,Chrissy Houlahan,1014,645,364,5
Chester,E Brandywine S,U.S. House,6,DEM,Chrissy Houlahan,1279,776,487,16
Chester,E Coventry 1,U.S. House,6,DEM,Chrissy Houlahan,1124,655,460,9
Chester,E Coventry 2,U.S. House,6,DEM,Chrissy Houlahan,536,365,161,10
Chester,E Downingtown E,U.S. House,6,DEM,Chrissy Houlahan,756,561,189,6
Chester,E Downingtown W,U.S. House,6,DEM,Chrissy Houlahan,571,391,172,8
Chester,E Fallowfield E,U.S. House,6,DEM,Chrissy Houlahan,1154,693,448,13
Chester,E Fallowfield W,U.S. House,6,DEM,Chrissy Houlahan,1171,712,450,9
Chester,E Goshen 1,U.S. House,6,DEM,Chrissy Houlahan,679,409,263,7
Chester,E Goshen 2,U.S. House,6,DEM,Chrissy Houlahan,553,350,200,3
Chester,E Goshen 3,U.S. House,6,DEM,Chrissy Houlahan,591,366,217,8
Chester,E Goshen 4,U.S. House,6,DEM,Chrissy Houlahan,913,591,314,8
Chester,E Goshen 5,U.S. House,6,DEM,Chrissy Houlahan,873,469,394,10
