county,precinct,office,district,candidate,party,votes,absentee,election_day,emergency,provisional,federal
Westmoreland,3871 NEW KENSINGTON - 7-1,U.S. Senate,,Neal Gale,GRN,3,1,2,0,0,0
Westmoreland,3871 NEW KENSINGTON - 7-1,U.S. Senate,,Dale R Kerns Jr,LIB,5,0,5,0,0,0
Westmoreland,3871 NEW KENSINGTON - 7-1,U.S. Senate,,Write-ins,,1,0,1,0,0,0
Westmoreland,3871 NEW KENSINGTON - 7-1,Governor,,Tom Wolf,DEM,216,4,212,0,0,0
Westmoreland,3871 NEW KENSINGTON - 7-1,Governor,,Scott R Wagner,REP,137,5,132,0,0,0
Westmoreland,3871 NEW KENSINGTON - 7-1,Governor,,Paul Glover,GRN,1,0,1,0,0,0
Westmoreland,3871 NEW KENSINGTON - 7-1,Governor,,Ken V Krawchuk,LIB,5,0,5,0,0,0
Westmoreland,3871 NEW KENSINGTON - 7-1,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,3871 NEW KENSINGTON - 7-1,U.S. House,14,Bibiana Boerio,DEM,181,4,177,0,0,0
Westmoreland,3871 NEW KENSINGTON - 7-1,U.S. House,14,Guy Reschenthaler,REP,176,5,171,0,0,0
Westmoreland,3871 NEW KENSINGTON - 7-1,U.S. House,14,Write-ins,,0,0,0,0,0,0
Westmoreland,3871 NEW KENSINGTON - 7-1,State House,33,Frank Dermody,DEM,190,6,184,0,0,0
Westmoreland,3871 NEW KENSINGTON - 7-1,State House,33,Joshua R Nulph,REP,168,3,165,0,0,0
Westmoreland,3871 NEW KENSINGTON - 7-1,State House,33,Write-ins,,1,0,1,0,0,0
Westmoreland,3872 NEW KENSINGTON - 7-2,,,Registered Voters,,665,,,,,
Westmoreland,3872 NEW KENSINGTON - 7-2,,,Ballots Cast,,423,11,412,0,0,0
Westmoreland,3872 NEW KENSINGTON - 7-2,Straight Party,,Democratic,DEM,103,3,100,0,0,0
Westmoreland,3872 NEW KENSINGTON - 7-2,Straight Party,,Republican,REP,129,1,128,0,0,0
Westmoreland,3872 NEW KENSINGTON - 7-2,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,3872 NEW KENSINGTON - 7-2,Straight Party,,Libertarian,LIB,0,0,0,0,0,0
Westmoreland,3872 NEW KENSINGTON - 7-2,U.S. Senate,,Bob Casey Jr,DEM,186,5,181,0,0,0
Westmoreland,3872 NEW KENSINGTON - 7-2,U.S. Senate,,Lou Barletta,REP,231,6,225,0,0,0
Westmoreland,3872 NEW KENSINGTON - 7-2,U.S. Senate,,Neal Gale,GRN,2,0,2,0,0,0
Westmoreland,3872 NEW KENSINGTON - 7-2,U.S. Senate,,Dale R Kerns Jr,LIB,2,0,2,0,0,0
Westmoreland,3872 NEW KENSINGTON - 7-2,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,3872 NEW KENSINGTON - 7-2,Governor,,Tom Wolf,DEM,200,6,194,0,0,0
Westmoreland,3872 NEW KENSINGTON - 7-2,Governor,,Scott R Wagner,REP,213,5,208,0,0,0
Westmoreland,3872 NEW KENSINGTON - 7-2,Governor,,Paul Glover,GRN,2,0,2,0,0,0
Westmoreland,3872 NEW KENSINGTON - 7-2,Governor,,Ken V Krawchuk,LIB,3,0,3,0,0,0
Westmoreland,3872 NEW KENSINGTON - 7-2,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,3872 NEW KENSINGTON - 7-2,U.S. House,14,Bibiana Boerio,DEM,182,6,176,0,0,0
Westmoreland,3872 NEW KENSINGTON - 7-2,U.S. House,14,Guy Reschenthaler,REP,236,4,232,0,0,0
Westmoreland,3872 NEW KENSINGTON - 7-2,U.S. House,14,Write-ins,,0,0,0,0,0,0
Westmoreland,3872 NEW KENSINGTON - 7-2,State House,33,Frank Dermody,DEM,176,6,170,0,0,0
Westmoreland,3872 NEW KENSINGTON - 7-2,State House,33,Joshua R Nulph,REP,245,5,240,0,0,0
Westmoreland,3872 NEW KENSINGTON - 7-2,State House,33,Write-ins,,0,0,0,0,0,0
Westmoreland,3900 NEW STANTON BOROUGH,,,Registered Voters,,1650,,,,,
Westmoreland,3900 NEW STANTON BOROUGH,,,Ballots Cast,,893,28,865,0,0,0
Westmoreland,3900 NEW STANTON BOROUGH,Straight Party,,Democratic,DEM,156,4,152,0,0,0
Westmoreland,3900 NEW STANTON BOROUGH,Straight Party,,Republican,REP,281,11,270,0,0,0
Westmoreland,3900 NEW STANTON BOROUGH,Straight Party,,Green Party,GRN,1,0,1,0,0,0
Westmoreland,3900 NEW STANTON BOROUGH,Straight Party,,Libertarian,LIB,3,0,3,0,0,0
Westmoreland,3900 NEW STANTON BOROUGH,U.S. Senate,,Bob Casey Jr,DEM,376,12,364,0,0,0
Westmoreland,3900 NEW STANTON BOROUGH,U.S. Senate,,Lou Barletta,REP,488,16,472,0,0,0
Westmoreland,3900 NEW STANTON BOROUGH,U.S. Senate,,Neal Gale,GRN,8,0,8,0,0,0
Westmoreland,3900 NEW STANTON BOROUGH,U.S. Senate,,Dale R Kerns Jr,LIB,12,0,12,0,0,0
Westmoreland,3900 NEW STANTON BOROUGH,U.S. Senate,,Write-ins,,1,0,1,0,0,0
Westmoreland,3900 NEW STANTON BOROUGH,Governor,,Tom Wolf,DEM,388,12,376,0,0,0
Westmoreland,3900 NEW STANTON BOROUGH,Governor,,Scott R Wagner,REP,482,15,467,0,0,0
Westmoreland,3900 NEW STANTON BOROUGH,Governor,,Paul Glover,GRN,4,1,3,0,0,0
Westmoreland,3900 NEW STANTON BOROUGH,Governor,,Ken V Krawchuk,LIB,13,0,13,0,0,0
Westmoreland,3900 NEW STANTON BOROUGH,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,3900 NEW STANTON BOROUGH,U.S. House,14,Bibiana Boerio,DEM,359,12,347,0,0,0
Westmoreland,3900 NEW STANTON BOROUGH,U.S. House,14,Guy Reschenthaler,REP,525,16,509,0,0,0
Westmoreland,3900 NEW STANTON BOROUGH,U.S. House,14,Write-ins,,0,0,0,0,0,0
Westmoreland,3900 NEW STANTON BOROUGH,State House,57,Collin Warren,DEM,285,8,277,0,0,0
Westmoreland,3900 NEW STANTON BOROUGH,State House,57,Eric Nelson,REP,603,20,583,0,0,0
Westmoreland,3900 NEW STANTON BOROUGH,State House,57,Write-ins,,0,0,0,0,0,0
Westmoreland,4010 N BELLE VERNON BOROUGH 1,,,Registered Voters,,619,,,,,
Westmoreland,4010 N BELLE VERNON BOROUGH 1,,,Ballots Cast,,333,8,324,0,1,0
Westmoreland,4010 N BELLE VERNON BOROUGH 1,Straight Party,,Democratic,DEM,86,2,84,0,0,0
Westmoreland,4010 N BELLE VERNON BOROUGH 1,Straight Party,,Republican,REP,84,5,79,0,0,0
Westmoreland,4010 N BELLE VERNON BOROUGH 1,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,4010 N BELLE VERNON BOROUGH 1,Straight Party,,Libertarian,LIB,0,0,0,0,0,0
Westmoreland,4010 N BELLE VERNON BOROUGH 1,U.S. Senate,,Bob Casey Jr,DEM,186,6,180,0,0,0
Westmoreland,4010 N BELLE VERNON BOROUGH 1,U.S. Senate,,Lou Barletta,REP,136,2,133,0,1,0
Westmoreland,4010 N BELLE VERNON BOROUGH 1,U.S. Senate,,Neal Gale,GRN,4,0,4,0,0,0
Westmoreland,4010 N BELLE VERNON BOROUGH 1,U.S. Senate,,Dale R Kerns Jr,LIB,3,0,3,0,0,0
Westmoreland,4010 N BELLE VERNON BOROUGH 1,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,4010 N BELLE VERNON BOROUGH 1,Governor,,Tom Wolf,DEM,194,4,190,0,0,0
Westmoreland,4010 N BELLE VERNON BOROUGH 1,Governor,,Scott R Wagner,REP,133,3,129,0,1,0
Westmoreland,4010 N BELLE VERNON BOROUGH 1,Governor,,Paul Glover,GRN,2,0,2,0,0,0
Westmoreland,4010 N BELLE VERNON BOROUGH 1,Governor,,Ken V Krawchuk,LIB,3,1,2,0,0,0
Westmoreland,4010 N BELLE VERNON BOROUGH 1,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,4010 N BELLE VERNON BOROUGH 1,U.S. House,14,Bibiana Boerio,DEM,172,4,168,0,0,0
Westmoreland,4010 N BELLE VERNON BOROUGH 1,U.S. House,14,Guy Reschenthaler,REP,158,4,153,0,1,0
Westmoreland,4010 N BELLE VERNON BOROUGH 1,U.S. House,14,Write-ins,,0,0,0,0,0,0
Westmoreland,4010 N BELLE VERNON BOROUGH 1,State Senate,32,Pam Gerard,DEM,170,4,166,0,0,0
Westmoreland,4010 N BELLE VERNON BOROUGH 1,State Senate,32,Pat Stefano,REP,158,4,153,0,1,0
Westmoreland,4010 N BELLE VERNON BOROUGH 1,State Senate,32,Write-ins,,0,0,0,0,0,0
Westmoreland,4010 N BELLE VERNON BOROUGH 1,State House,58,Mary Popovich,DEM,161,4,157,0,0,0
Westmoreland,4010 N BELLE VERNON BOROUGH 1,State House,58,Justin Walsh,REP,170,3,166,0,1,0
Westmoreland,4010 N BELLE VERNON BOROUGH 1,State House,58,Write-ins,,0,0,0,0,0,0
Westmoreland,4020 N BELLE VERNON BOROUGH 2,,,Registered Voters,,571,,,,,
Westmoreland,4020 N BELLE VERNON BOROUGH 2,,,Ballots Cast,,330,5,325,0,0,0
Westmoreland,4020 N BELLE VERNON BOROUGH 2,Straight Party,,Democratic,DEM,85,2,83,0,0,0
Westmoreland,4020 N BELLE VERNON BOROUGH 2,Straight Party,,Republican,REP,73,2,71,0,0,0
Westmoreland,4020 N BELLE VERNON BOROUGH 2,Straight Party,,Green Party,GRN,1,0,1,0,0,0
Westmoreland,4020 N BELLE VERNON BOROUGH 2,Straight Party,,Libertarian,LIB,0,0,0,0,0,0
Westmoreland,4020 N BELLE VERNON BOROUGH 2,U.S. Senate,,Bob Casey Jr,DEM,182,2,180,0,0,0
Westmoreland,4020 N BELLE VERNON BOROUGH 2,U.S. Senate,,Lou Barletta,REP,132,2,130,0,0,0
Westmoreland,4020 N BELLE VERNON BOROUGH 2,U.S. Senate,,Neal Gale,GRN,1,0,1,0,0,0
Westmoreland,4020 N BELLE VERNON BOROUGH 2,U.S. Senate,,Dale R Kerns Jr,LIB,2,1,1,0,0,0
Westmoreland,4020 N BELLE VERNON BOROUGH 2,U.S. Senate,,Write-ins,,1,0,1,0,0,0
Westmoreland,4020 N BELLE VERNON BOROUGH 2,Governor,,Tom Wolf,DEM,194,2,192,0,0,0
Westmoreland,4020 N BELLE VERNON BOROUGH 2,Governor,,Scott R Wagner,REP,125,2,123,0,0,0
Westmoreland,4020 N BELLE VERNON BOROUGH 2,Governor,,Paul Glover,GRN,5,1,4,0,0,0
Westmoreland,4020 N BELLE VERNON BOROUGH 2,Governor,,Ken V Krawchuk,LIB,2,0,2,0,0,0
Westmoreland,4020 N BELLE VERNON BOROUGH 2,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,4020 N BELLE VERNON BOROUGH 2,U.S. House,14,Bibiana Boerio,DEM,175,2,173,0,0,0
Westmoreland,4020 N BELLE VERNON BOROUGH 2,U.S. House,14,Guy Reschenthaler,REP,143,3,140,0,0,0
Westmoreland,4020 N BELLE VERNON BOROUGH 2,U.S. House,14,Write-ins,,1,0,1,0,0,0
Westmoreland,4020 N BELLE VERNON BOROUGH 2,State Senate,32,Pam Gerard,DEM,154,2,152,0,0,0
Westmoreland,4020 N BELLE VERNON BOROUGH 2,State Senate,32,Pat Stefano,REP,169,3,166,0,0,0
Westmoreland,4020 N BELLE VERNON BOROUGH 2,State Senate,32,Write-ins,,1,0,1,0,0,0
Westmoreland,4020 N BELLE VERNON BOROUGH 2,State House,58,Mary Popovich,DEM,143,2,141,0,0,0
Westmoreland,4020 N BELLE VERNON BOROUGH 2,State House,58,Justin Walsh,REP,181,3,178,0,0,0
Westmoreland,4020 N BELLE VERNON BOROUGH 2,State House,58,Write-ins,,1,0,1,0,0,0
Westmoreland,4111 N HUNTINGDON TWP - 1-1,,,Registered Voters,,1537,,,,,
Westmoreland,4111 N HUNTINGDON TWP - 1-1,,,Ballots Cast,,958,28,929,0,0,1
Westmoreland,4111 N HUNTINGDON TWP - 1-1,Straight Party,,Democratic,DEM,199,4,194,0,0,1
Westmoreland,4111 N HUNTINGDON TWP - 1-1,Straight Party,,Republican,REP,331,13,318,0,0,0
Westmoreland,4111 N HUNTINGDON TWP - 1-1,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,4111 N HUNTINGDON TWP - 1-1,Straight Party,,Libertarian,LIB,2,0,2,0,0,0
Westmoreland,4111 N HUNTINGDON TWP - 1-1,U.S. Senate,,Bob Casey Jr,DEM,390,9,380,0,0,1
Westmoreland,4111 N HUNTINGDON TWP - 1-1,U.S. Senate,,Lou Barletta,REP,539,18,521,0,0,0
Westmoreland,4111 N HUNTINGDON TWP - 1-1,U.S. Senate,,Neal Gale,GRN,0,0,0,0,0,0
Westmoreland,4111 N HUNTINGDON TWP - 1-1,U.S. Senate,,Dale R Kerns Jr,LIB,8,0,8,0,0,0
Westmoreland,4111 N HUNTINGDON TWP - 1-1,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,4111 N HUNTINGDON TWP - 1-1,Governor,,Tom Wolf,DEM,428,9,419,0,0,0
Westmoreland,4111 N HUNTINGDON TWP - 1-1,Governor,,Scott R Wagner,REP,513,17,496,0,0,0
Westmoreland,4111 N HUNTINGDON TWP - 1-1,Governor,,Paul Glover,GRN,1,0,1,0,0,0
Westmoreland,4111 N HUNTINGDON TWP - 1-1,Governor,,Ken V Krawchuk,LIB,7,1,6,0,0,0
Westmoreland,4111 N HUNTINGDON TWP - 1-1,Governor,,Write-ins,,2,0,2,0,0,0
Westmoreland,4111 N HUNTINGDON TWP - 1-1,U.S. House,14,Bibiana Boerio,DEM,376,9,366,0,0,1
Westmoreland,4111 N HUNTINGDON TWP - 1-1,U.S. House,14,Guy Reschenthaler,REP,573,18,555,0,0,0
Westmoreland,4111 N HUNTINGDON TWP - 1-1,U.S. House,14,Write-ins,,0,0,0,0,0,0
Westmoreland,4111 N HUNTINGDON TWP - 1-1,State House,56,Doug Hunt,DEM,359,8,351,0,0,0
Westmoreland,4111 N HUNTINGDON TWP - 1-1,State House,56,George Dunbar,REP,589,19,570,0,0,0
Westmoreland,4111 N HUNTINGDON TWP - 1-1,State House,56,Write-ins,,0,0,0,0,0,0
Westmoreland,4112 N HUNTINGDON TWP - 1-2,,,Registered Voters,,177,,,,,
Westmoreland,4112 N HUNTINGDON TWP - 1-2,,,Ballots Cast,,105,2,103,0,0,0
Westmoreland,4112 N HUNTINGDON TWP - 1-2,Straight Party,,Democratic,DEM,14,2,12,0,0,0
Westmoreland,4112 N HUNTINGDON TWP - 1-2,Straight Party,,Republican,REP,41,0,41,0,0,0
Westmoreland,4112 N HUNTINGDON TWP - 1-2,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,4112 N HUNTINGDON TWP - 1-2,Straight Party,,Libertarian,LIB,1,0,1,0,0,0
Westmoreland,4112 N HUNTINGDON TWP - 1-2,U.S. Senate,,Bob Casey Jr,DEM,32,2,30,0,0,0
Westmoreland,4112 N HUNTINGDON TWP - 1-2,U.S. Senate,,Lou Barletta,REP,64,0,64,0,0,0
Westmoreland,4112 N HUNTINGDON TWP - 1-2,U.S. Senate,,Neal Gale,GRN,1,0,1,0,0,0
Westmoreland,4112 N HUNTINGDON TWP - 1-2,U.S. Senate,,Dale R Kerns Jr,LIB,2,0,2,0,0,0
Westmoreland,4112 N HUNTINGDON TWP - 1-2,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,4112 N HUNTINGDON TWP - 1-2,Governor,,Tom Wolf,DEM,36,2,34,0,0,0
Westmoreland,4112 N HUNTINGDON TWP - 1-2,Governor,,Scott R Wagner,REP,61,0,61,0,0,0
Westmoreland,4112 N HUNTINGDON TWP - 1-2,Governor,,Paul Glover,GRN,1,0,1,0,0,0
Westmoreland,4112 N HUNTINGDON TWP - 1-2,Governor,,Ken V Krawchuk,LIB,2,0,2,0,0,0
Westmoreland,4112 N HUNTINGDON TWP - 1-2,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,4112 N HUNTINGDON TWP - 1-2,U.S. House,14,Bibiana Boerio,DEM,31,2,29,0,0,0
Westmoreland,4112 N HUNTINGDON TWP - 1-2,U.S. House,14,Guy Reschenthaler,REP,68,0,68,0,0,0
Westmoreland,4112 N HUNTINGDON TWP - 1-2,U.S. House,14,Write-ins,,0,0,0,0,0,0
Westmoreland,4112 N HUNTINGDON TWP - 1-2,State House,56,Doug Hunt,DEM,31,2,29,0,0,0
Westmoreland,4112 N HUNTINGDON TWP - 1-2,State House,56,George Dunbar,REP,71,0,71,0,0,0
Westmoreland,4112 N HUNTINGDON TWP - 1-2,State House,56,Write-ins,,0,0,0,0,0,0
Westmoreland,4113 N HUNTINGDON TWP - 1-3,,,Registered Voters,,1656,,,,,
Westmoreland,4113 N HUNTINGDON TWP - 1-3,,,Ballots Cast,,1055,51,996,0,7,1
Westmoreland,4113 N HUNTINGDON TWP - 1-3,Straight Party,,Democratic,DEM,174,9,165,0,0,0
Westmoreland,4113 N HUNTINGDON TWP - 1-3,Straight Party,,Republican,REP,405,21,384,0,0,0
Westmoreland,4113 N HUNTINGDON TWP - 1-3,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,4113 N HUNTINGDON TWP - 1-3,Straight Party,,Libertarian,LIB,1,0,1,0,0,0
Westmoreland,4113 N HUNTINGDON TWP - 1-3,U.S. Senate,,Bob Casey Jr,DEM,387,19,364,0,3,1
Westmoreland,4113 N HUNTINGDON TWP - 1-3,U.S. Senate,,Lou Barletta,REP,645,31,610,0,4,0
Westmoreland,4113 N HUNTINGDON TWP - 1-3,U.S. Senate,,Neal Gale,GRN,3,0,3,0,0,0
Westmoreland,4113 N HUNTINGDON TWP - 1-3,U.S. Senate,,Dale R Kerns Jr,LIB,10,0,10,0,0,0
Westmoreland,4113 N HUNTINGDON TWP - 1-3,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,4113 N HUNTINGDON TWP - 1-3,Governor,,Tom Wolf,DEM,421,21,397,0,3,0
Westmoreland,4113 N HUNTINGDON TWP - 1-3,Governor,,Scott R Wagner,REP,618,29,585,0,4,0
Westmoreland,4113 N HUNTINGDON TWP - 1-3,Governor,,Paul Glover,GRN,7,0,7,0,0,0
Westmoreland,4113 N HUNTINGDON TWP - 1-3,Governor,,Ken V Krawchuk,LIB,5,1,4,0,0,0
Westmoreland,4113 N HUNTINGDON TWP - 1-3,Governor,,Write-ins,,1,0,1,0,0,0
Westmoreland,4113 N HUNTINGDON TWP - 1-3,U.S. House,14,Bibiana Boerio,DEM,357,19,334,0,3,1
Westmoreland,4113 N HUNTINGDON TWP - 1-3,U.S. House,14,Guy Reschenthaler,REP,692,32,656,0,4,0
Westmoreland,4113 N HUNTINGDON TWP - 1-3,U.S. House,14,Write-ins,,1,0,1,0,0,0
Westmoreland,4113 N HUNTINGDON TWP - 1-3,State House,56,Doug Hunt,DEM,324,18,303,0,3,0
Westmoreland,4113 N HUNTINGDON TWP - 1-3,State House,56,George Dunbar,REP,720,33,685,0,2,0
Westmoreland,4113 N HUNTINGDON TWP - 1-3,State House,56,Write-ins,,1,0,1,0,0,0
Westmoreland,4114 N HUNTINGDON TWP - 1-4,,,Registered Voters,,753,,,,,
Westmoreland,4114 N HUNTINGDON TWP - 1-4,,,Ballots Cast,,482,4,478,0,0,0
Westmoreland,4114 N HUNTINGDON TWP - 1-4,Straight Party,,Democratic,DEM,92,1,91,0,0,0
Westmoreland,4114 N HUNTINGDON TWP - 1-4,Straight Party,,Republican,REP,157,2,155,0,0,0
Westmoreland,4114 N HUNTINGDON TWP - 1-4,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,4114 N HUNTINGDON TWP - 1-4,Straight Party,,Libertarian,LIB,2,0,2,0,0,0
Westmoreland,4114 N HUNTINGDON TWP - 1-4,U.S. Senate,,Bob Casey Jr,DEM,233,2,231,0,0,0
Westmoreland,4114 N HUNTINGDON TWP - 1-4,U.S. Senate,,Lou Barletta,REP,240,2,238,0,0,0
Westmoreland,4114 N HUNTINGDON TWP - 1-4,U.S. Senate,,Neal Gale,GRN,0,0,0,0,0,0
Westmoreland,4114 N HUNTINGDON TWP - 1-4,U.S. Senate,,Dale R Kerns Jr,LIB,3,0,3,0,0,0
Westmoreland,4114 N HUNTINGDON TWP - 1-4,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,4114 N HUNTINGDON TWP - 1-4,Governor,,Tom Wolf,DEM,250,2,248,0,0,0
Westmoreland,4114 N HUNTINGDON TWP - 1-4,Governor,,Scott R Wagner,REP,225,2,223,0,0,0
Westmoreland,4114 N HUNTINGDON TWP - 1-4,Governor,,Paul Glover,GRN,1,0,1,0,0,0
Westmoreland,4114 N HUNTINGDON TWP - 1-4,Governor,,Ken V Krawchuk,LIB,6,0,6,0,0,0
Westmoreland,4114 N HUNTINGDON TWP - 1-4,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,4114 N HUNTINGDON TWP - 1-4,U.S. House,14,Bibiana Boerio,DEM,212,2,210,0,0,0
Westmoreland,4114 N HUNTINGDON TWP - 1-4,U.S. House,14,Guy Reschenthaler,REP,269,2,267,0,0,0
Westmoreland,4114 N HUNTINGDON TWP - 1-4,U.S. House,14,Write-ins,,0,0,0,0,0,0
Westmoreland,4114 N HUNTINGDON TWP - 1-4,State House,56,Doug Hunt,DEM,195,2,193,0,0,0
Westmoreland,4114 N HUNTINGDON TWP - 1-4,State House,56,George Dunbar,REP,286,2,284,0,0,0
Westmoreland,4114 N HUNTINGDON TWP - 1-4,State House,56,Write-ins,,0,0,0,0,0,0
Westmoreland,4121 N HUNTINGDON TWP - 2-1,,,Registered Voters,,554,,,,,
Westmoreland,4121 N HUNTINGDON TWP - 2-1,,,Ballots Cast,,369,4,365,0,0,0
Westmoreland,4121 N HUNTINGDON TWP - 2-1,Straight Party,,Democratic,DEM,80,1,79,0,0,0
Westmoreland,4121 N HUNTINGDON TWP - 2-1,Straight Party,,Republican,REP,144,1,143,0,0,0
Westmoreland,4121 N HUNTINGDON TWP - 2-1,Straight Party,,Green Party,GRN,1,0,1,0,0,0
Westmoreland,4121 N HUNTINGDON TWP - 2-1,Straight Party,,Libertarian,LIB,0,0,0,0,0,0
Westmoreland,4121 N HUNTINGDON TWP - 2-1,U.S. Senate,,Bob Casey Jr,DEM,161,2,159,0,0,0
Westmoreland,4121 N HUNTINGDON TWP - 2-1,U.S. Senate,,Lou Barletta,REP,195,2,193,0,0,0
Westmoreland,4121 N HUNTINGDON TWP - 2-1,U.S. Senate,,Neal Gale,GRN,3,0,3,0,0,0
Westmoreland,4121 N HUNTINGDON TWP - 2-1,U.S. Senate,,Dale R Kerns Jr,LIB,5,0,5,0,0,0
Westmoreland,4121 N HUNTINGDON TWP - 2-1,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,4121 N HUNTINGDON TWP - 2-1,Governor,,Tom Wolf,DEM,165,2,163,0,0,0
Westmoreland,4121 N HUNTINGDON TWP - 2-1,Governor,,Scott R Wagner,REP,193,2,191,0,0,0
Westmoreland,4121 N HUNTINGDON TWP - 2-1,Governor,,Paul Glover,GRN,0,0,0,0,0,0
Westmoreland,4121 N HUNTINGDON TWP - 2-1,Governor,,Ken V Krawchuk,LIB,7,0,7,0,0,0
Westmoreland,4121 N HUNTINGDON TWP - 2-1,Governor,,Write-ins,,1,0,1,0,0,0
Westmoreland,4121 N HUNTINGDON TWP - 2-1,U.S. House,14,Bibiana Boerio,DEM,145,2,143,0,0,0
Westmoreland,4121 N HUNTINGDON TWP - 2-1,U.S. House,14,Guy Reschenthaler,REP,220,2,218,0,0,0
Westmoreland,4121 N HUNTINGDON TWP - 2-1,U.S. House,14,Write-ins,,0,0,0,0,0,0
Westmoreland,4121 N HUNTINGDON TWP - 2-1,State House,56,Doug Hunt,DEM,139,2,137,0,0,0
Westmoreland,4121 N HUNTINGDON TWP - 2-1,State House,56,George Dunbar,REP,225,2,223,0,0,0
Westmoreland,4121 N HUNTINGDON TWP - 2-1,State House,56,Write-ins,,0,0,0,0,0,0
Westmoreland,4122 N HUNTINGDON TWP - 2-2,,,Registered Voters,,1548,,,,,
Westmoreland,4122 N HUNTINGDON TWP - 2-2,,,Ballots Cast,,976,41,934,0,0,1
Westmoreland,4122 N HUNTINGDON TWP - 2-2,Straight Party,,Democratic,DEM,205,15,189,0,0,1
Westmoreland,4122 N HUNTINGDON TWP - 2-2,Straight Party,,Republican,REP,308,12,296,0,0,0
Westmoreland,4122 N HUNTINGDON TWP - 2-2,Straight Party,,Green Party,GRN,3,0,3,0,0,0
Westmoreland,4122 N HUNTINGDON TWP - 2-2,Straight Party,,Libertarian,LIB,1,0,1,0,0,0
Westmoreland,4122 N HUNTINGDON TWP - 2-2,U.S. Senate,,Bob Casey Jr,DEM,415,22,392,0,0,1
Westmoreland,4122 N HUNTINGDON TWP - 2-2,U.S. Senate,,Lou Barletta,REP,541,18,523,0,0,0
Westmoreland,4122 N HUNTINGDON TWP - 2-2,U.S. Senate,,Neal Gale,GRN,4,0,4,0,0,0
Westmoreland,4122 N HUNTINGDON TWP - 2-2,U.S. Senate,,Dale R Kerns Jr,LIB,7,1,6,0,0,0
Westmoreland,4122 N HUNTINGDON TWP - 2-2,U.S. Senate,,Write-ins,,0,0,0,0,0,0
Westmoreland,4122 N HUNTINGDON TWP - 2-2,Governor,,Tom Wolf,DEM,465,25,440,0,0,0
Westmoreland,4122 N HUNTINGDON TWP - 2-2,Governor,,Scott R Wagner,REP,494,14,480,0,0,0
Westmoreland,4122 N HUNTINGDON TWP - 2-2,Governor,,Paul Glover,GRN,6,0,6,0,0,0
Westmoreland,4122 N HUNTINGDON TWP - 2-2,Governor,,Ken V Krawchuk,LIB,8,2,6,0,0,0
Westmoreland,4122 N HUNTINGDON TWP - 2-2,Governor,,Write-ins,,0,0,0,0,0,0
Westmoreland,4122 N HUNTINGDON TWP - 2-2,U.S. House,14,Bibiana Boerio,DEM,398,22,375,0,0,1
Westmoreland,4122 N HUNTINGDON TWP - 2-2,U.S. House,14,Guy Reschenthaler,REP,574,19,555,0,0,0
Westmoreland,4122 N HUNTINGDON TWP - 2-2,U.S. House,14,Write-ins,,0,0,0,0,0,0
Westmoreland,4122 N HUNTINGDON TWP - 2-2,State House,56,Doug Hunt,DEM,394,20,374,0,0,0
Westmoreland,4122 N HUNTINGDON TWP - 2-2,State House,56,George Dunbar,REP,574,20,554,0,0,0
Westmoreland,4122 N HUNTINGDON TWP - 2-2,State House,56,Write-ins,,0,0,0,0,0,0
Westmoreland,4123 N HUNTINGDON TWP - 2-3,,,Registered Voters,,631,,,,,
Westmoreland,4123 N HUNTINGDON TWP - 2-3,,,Ballots Cast,,403,14,388,1,0,0
Westmoreland,4123 N HUNTINGDON TWP - 2-3,Straight Party,,Democratic,DEM,84,1,82,1,0,0
Westmoreland,4123 N HUNTINGDON TWP - 2-3,Straight Party,,Republican,REP,157,9,148,0,0,0
Westmoreland,4123 N HUNTINGDON TWP - 2-3,Straight Party,,Green Party,GRN,0,0,0,0,0,0
Westmoreland,4123 N HUNTINGDON TWP - 2-3,Straight Party,,Libertarian,LIB,1,0,1,0,0,0
Westmoreland,4123 N HUNTINGDON TWP - 2-3,U.S. Senate,,Bob Casey Jr,DEM,161,4,156,1,0,0
Westmoreland,4123 N HUNTINGDON TWP - 2-3,U.S. Senate,,Lou Barletta,REP,235,10,225,0,0,0
