county,precinct,precinct_name,party,office,district,candidate,votes
Centre,38,38 BOGGS EAST,REP,U.S. Senate,,LOU BARLETTA,297.0
Centre,38,38 BOGGS EAST,GRN,U.S. Senate,,NEAL GALE,2.0
Centre,38,38 BOGGS EAST,LIB,U.S. Senate,,"DALE R KERNS, JR",5.0
Centre,38,38 BOGGS EAST,,U.S. Senate,,WRITE-INS,1.0
Centre,38,38 BOGGS EAST,DEM,Governor,,TOM WOLF,145.0
Centre,38,38 BOGGS EAST,REP,Governor,,SCOTT R WAGNER,315.0
Centre,38,38 BOGGS EAST,GRN,Governor,,PAUL GLOVER,4.0
Centre,38,38 BOGGS EAST,LIB,Governor,,KEN V KRAWCHUK,6.0
Centre,38,38 BOGGS EAST,,Governor,,WRITE-INS,0.0
Centre,38,38 BOGGS EAST,DEM,U.S. House,15.0,SUSAN BOSER,106.0
Centre,38,38 BOGGS EAST,REP,U.S. House,15.0,GLENN GT THOMPSON,363.0
Centre,38,38 BOGGS EAST,,U.S. House,15.0,WRITE-INS,0.0
Centre,38,38 BOGGS EAST,DEM,State Senate,34.0,EZRA NANES,110.0
Centre,38,38 BOGGS EAST,REP,State Senate,34.0,JACOB D CORMAN III,349.0
Centre,38,38 BOGGS EAST,,State Senate,34.0,WRITE-INS,1.0
Centre,38,38 BOGGS EAST,DEM,State House,76.0,MIKE HANNA,187.0
Centre,38,38 BOGGS EAST,REP,State House,76.0,STEPHANIE BOROWICZ,279.0
Centre,38,38 BOGGS EAST,,State House,76.0,WRITE-INS,0.0
Centre,39,39 BOGGS WEST,,Registered Voters,,,1020.0
Centre,39,39 BOGGS WEST,,Ballots Cast,,,648.0
Centre,39,39 BOGGS WEST,,VOTER TURNOUT - TOTAL,,,
Centre,39,39 BOGGS WEST,DEM,STRAIGHT PARTY,,DEMOCRATIC,83.0
Centre,39,39 BOGGS WEST,REP,STRAIGHT PARTY,,REPUBLICAN,228.0
Centre,39,39 BOGGS WEST,GRN,STRAIGHT PARTY,,GREEN,0.0
Centre,39,39 BOGGS WEST,LIB,STRAIGHT PARTY,,LIBERTARIAN,1.0
Centre,39,39 BOGGS WEST,DEM,U.S. Senate,,"BOB CASEY, JR",226.0
Centre,39,39 BOGGS WEST,REP,U.S. Senate,,LOU BARLETTA,406.0
Centre,39,39 BOGGS WEST,GRN,U.S. Senate,,NEAL GALE,4.0
Centre,39,39 BOGGS WEST,LIB,U.S. Senate,,"DALE R KERNS, JR",4.0
Centre,39,39 BOGGS WEST,,U.S. Senate,,WRITE-INS,0.0
Centre,39,39 BOGGS WEST,DEM,Governor,,TOM WOLF,202.0
Centre,39,39 BOGGS WEST,REP,Governor,,SCOTT R WAGNER,431.0
Centre,39,39 BOGGS WEST,GRN,Governor,,PAUL GLOVER,7.0
Centre,39,39 BOGGS WEST,LIB,Governor,,KEN V KRAWCHUK,4.0
Centre,39,39 BOGGS WEST,,Governor,,WRITE-INS,0.0
Centre,39,39 BOGGS WEST,DEM,U.S. House,15.0,SUSAN BOSER,149.0
Centre,39,39 BOGGS WEST,REP,U.S. House,15.0,GLENN GT THOMPSON,493.0
Centre,39,39 BOGGS WEST,,U.S. House,15.0,WRITE-INS,0.0
Centre,39,39 BOGGS WEST,DEM,State Senate,34.0,EZRA NANES,184.0
Centre,39,39 BOGGS WEST,REP,State Senate,34.0,JACOB D CORMAN III,458.0
Centre,39,39 BOGGS WEST,,State Senate,34.0,WRITE-INS,1.0
Centre,39,39 BOGGS WEST,DEM,State House,76.0,MIKE HANNA,262.0
Centre,39,39 BOGGS WEST,REP,State House,76.0,STEPHANIE BOROWICZ,381.0
Centre,39,39 BOGGS WEST,,State House,76.0,WRITE-INS,1.0
Centre,40,40 BURNSIDE,,Registered Voters,,,266.0
Centre,40,40 BURNSIDE,,Ballots Cast,,,178.0
Centre,40,40 BURNSIDE,,VOTER TURNOUT - TOTAL,,,
Centre,40,40 BURNSIDE,DEM,STRAIGHT PARTY,,DEMOCRATIC,28.0
Centre,40,40 BURNSIDE,REP,STRAIGHT PARTY,,REPUBLICAN,76.0
Centre,40,40 BURNSIDE,GRN,STRAIGHT PARTY,,GREEN,0.0
Centre,40,40 BURNSIDE,LIB,STRAIGHT PARTY,,LIBERTARIAN,0.0
Centre,40,40 BURNSIDE,DEM,U.S. Senate,,"BOB CASEY, JR",67.0
Centre,40,40 BURNSIDE,REP,U.S. Senate,,LOU BARLETTA,107.0
Centre,40,40 BURNSIDE,GRN,U.S. Senate,,NEAL GALE,1.0
Centre,40,40 BURNSIDE,LIB,U.S. Senate,,"DALE R KERNS, JR",2.0
Centre,40,40 BURNSIDE,,U.S. Senate,,WRITE-INS,0.0
Centre,40,40 BURNSIDE,DEM,Governor,,TOM WOLF,62.0
Centre,40,40 BURNSIDE,REP,Governor,,SCOTT R WAGNER,115.0
Centre,40,40 BURNSIDE,GRN,Governor,,PAUL GLOVER,1.0
Centre,40,40 BURNSIDE,LIB,Governor,,KEN V KRAWCHUK,0.0
Centre,40,40 BURNSIDE,,Governor,,WRITE-INS,0.0
Centre,40,40 BURNSIDE,DEM,U.S. House,15.0,SUSAN BOSER,39.0
Centre,40,40 BURNSIDE,REP,U.S. House,15.0,GLENN GT THOMPSON,137.0
Centre,40,40 BURNSIDE,,U.S. House,15.0,WRITE-INS,0.0
Centre,40,40 BURNSIDE,DEM,State Senate,34.0,EZRA NANES,44.0
Centre,40,40 BURNSIDE,REP,State Senate,34.0,JACOB D CORMAN III,133.0
Centre,40,40 BURNSIDE,,State Senate,34.0,WRITE-INS,0.0
Centre,40,40 BURNSIDE,DEM,State House,76.0,MIKE HANNA,78.0
Centre,40,40 BURNSIDE,REP,State House,76.0,STEPHANIE BOROWICZ,100.0
Centre,40,40 BURNSIDE,,State House,76.0,WRITE-INS,0.0
Centre,41,41 COLLEGE NORTH,,Registered Voters,,,2753.0
Centre,41,41 COLLEGE NORTH,,Ballots Cast,,,1752.0
Centre,41,41 COLLEGE NORTH,,VOTER TURNOUT - TOTAL,,,
Centre,41,41 COLLEGE NORTH,DEM,STRAIGHT PARTY,,DEMOCRATIC,472.0
Centre,41,41 COLLEGE NORTH,REP,STRAIGHT PARTY,,REPUBLICAN,424.0
Centre,41,41 COLLEGE NORTH,GRN,STRAIGHT PARTY,,GREEN,0.0
Centre,41,41 COLLEGE NORTH,LIB,STRAIGHT PARTY,,LIBERTARIAN,2.0
Centre,41,41 COLLEGE NORTH,DEM,U.S. Senate,,"BOB CASEY, JR",1002.0
Centre,41,41 COLLEGE NORTH,REP,U.S. Senate,,LOU BARLETTA,680.0
Centre,41,41 COLLEGE NORTH,GRN,U.S. Senate,,NEAL GALE,20.0
Centre,41,41 COLLEGE NORTH,LIB,U.S. Senate,,"DALE R KERNS, JR",39.0
Centre,41,41 COLLEGE NORTH,,U.S. Senate,,WRITE-INS,0.0
Centre,41,41 COLLEGE NORTH,DEM,Governor,,TOM WOLF,1011.0
Centre,41,41 COLLEGE NORTH,REP,Governor,,SCOTT R WAGNER,690.0
Centre,41,41 COLLEGE NORTH,GRN,Governor,,PAUL GLOVER,14.0
Centre,41,41 COLLEGE NORTH,LIB,Governor,,KEN V KRAWCHUK,30.0
Centre,41,41 COLLEGE NORTH,,Governor,,WRITE-INS,1.0
Centre,41,41 COLLEGE NORTH,DEM,U.S. House,12.0,MARC FRIEDENBERG,1004.0
Centre,41,41 COLLEGE NORTH,REP,U.S. House,12.0,TOM MARINO,739.0
Centre,41,41 COLLEGE NORTH,,U.S. House,12.0,WRITE-INS,0.0
Centre,41,41 COLLEGE NORTH,DEM,State Senate,34.0,EZRA NANES,964.0
Centre,41,41 COLLEGE NORTH,REP,State Senate,34.0,JACOB D CORMAN III,775.0
Centre,41,41 COLLEGE NORTH,,State Senate,34.0,WRITE-INS,2.0
Centre,41,41 COLLEGE NORTH,DEM,State House,171.0,ERIN MCCRACKEN,882.0
Centre,41,41 COLLEGE NORTH,REP,State House,171.0,KERRY A BENNINGHOFF,860.0
Centre,41,41 COLLEGE NORTH,,State House,171.0,WRITE-INS,1.0
Centre,42,42 COLLEGE SOUTH,,Registered Voters,,,2039.0
Centre,42,42 COLLEGE SOUTH,,Ballots Cast,,,1434.0
Centre,42,42 COLLEGE SOUTH,,VOTER TURNOUT - TOTAL,,,
Centre,42,42 COLLEGE SOUTH,DEM,STRAIGHT PARTY,,DEMOCRATIC,448.0
Centre,42,42 COLLEGE SOUTH,REP,STRAIGHT PARTY,,REPUBLICAN,366.0
Centre,42,42 COLLEGE SOUTH,GRN,STRAIGHT PARTY,,GREEN,1.0
Centre,42,42 COLLEGE SOUTH,LIB,STRAIGHT PARTY,,LIBERTARIAN,1.0
Centre,42,42 COLLEGE SOUTH,DEM,U.S. Senate,,"BOB CASEY, JR",810.0
Centre,42,42 COLLEGE SOUTH,REP,U.S. Senate,,LOU BARLETTA,585.0
Centre,42,42 COLLEGE SOUTH,GRN,U.S. Senate,,NEAL GALE,12.0
Centre,42,42 COLLEGE SOUTH,LIB,U.S. Senate,,"DALE R KERNS, JR",10.0
Centre,42,42 COLLEGE SOUTH,,U.S. Senate,,WRITE-INS,0.0
Centre,42,42 COLLEGE SOUTH,DEM,Governor,,TOM WOLF,834.0
Centre,42,42 COLLEGE SOUTH,REP,Governor,,SCOTT R WAGNER,567.0
Centre,42,42 COLLEGE SOUTH,GRN,Governor,,PAUL GLOVER,6.0
Centre,42,42 COLLEGE SOUTH,LIB,Governor,,KEN V KRAWCHUK,17.0
Centre,42,42 COLLEGE SOUTH,,Governor,,WRITE-INS,0.0
Centre,42,42 COLLEGE SOUTH,DEM,U.S. House,12.0,MARC FRIEDENBERG,808.0
Centre,42,42 COLLEGE SOUTH,REP,U.S. House,12.0,TOM MARINO,619.0
Centre,42,42 COLLEGE SOUTH,,U.S. House,12.0,WRITE-INS,0.0
Centre,42,42 COLLEGE SOUTH,DEM,State Senate,34.0,EZRA NANES,772.0
Centre,42,42 COLLEGE SOUTH,REP,State Senate,34.0,JACOB D CORMAN III,652.0
Centre,42,42 COLLEGE SOUTH,,State Senate,34.0,WRITE-INS,0.0
Centre,42,42 COLLEGE SOUTH,DEM,State House,171.0,ERIN MCCRACKEN,723.0
Centre,42,42 COLLEGE SOUTH,REP,State House,171.0,KERRY A BENNINGHOFF,699.0
Centre,42,42 COLLEGE SOUTH,,State House,171.0,WRITE-INS,1.0
Centre,43,43 COLLEGE EAST,,Registered Voters,,,1850.0
Centre,43,43 COLLEGE EAST,,Ballots Cast,,,1283.0
Centre,43,43 COLLEGE EAST,,VOTER TURNOUT - TOTAL,,,
Centre,43,43 COLLEGE EAST,DEM,STRAIGHT PARTY,,DEMOCRATIC,410.0
Centre,43,43 COLLEGE EAST,REP,STRAIGHT PARTY,,REPUBLICAN,247.0
Centre,43,43 COLLEGE EAST,GRN,STRAIGHT PARTY,,GREEN,0.0
Centre,43,43 COLLEGE EAST,LIB,STRAIGHT PARTY,,LIBERTARIAN,2.0
Centre,43,43 COLLEGE EAST,DEM,U.S. Senate,,"BOB CASEY, JR",825.0
Centre,43,43 COLLEGE EAST,REP,U.S. Senate,,LOU BARLETTA,416.0
Centre,43,43 COLLEGE EAST,GRN,U.S. Senate,,NEAL GALE,15.0
Centre,43,43 COLLEGE EAST,LIB,U.S. Senate,,"DALE R KERNS, JR",19.0
Centre,43,43 COLLEGE EAST,,U.S. Senate,,WRITE-INS,0.0
Centre,43,43 COLLEGE EAST,DEM,Governor,,TOM WOLF,834.0
Centre,43,43 COLLEGE EAST,REP,Governor,,SCOTT R WAGNER,412.0
Centre,43,43 COLLEGE EAST,GRN,Governor,,PAUL GLOVER,16.0
Centre,43,43 COLLEGE EAST,LIB,Governor,,KEN V KRAWCHUK,14.0
Centre,43,43 COLLEGE EAST,,Governor,,WRITE-INS,0.0
Centre,43,43 COLLEGE EAST,DEM,U.S. House,12.0,MARC FRIEDENBERG,813.0
Centre,43,43 COLLEGE EAST,REP,U.S. House,12.0,TOM MARINO,455.0
Centre,43,43 COLLEGE EAST,,U.S. House,12.0,WRITE-INS,1.0
Centre,43,43 COLLEGE EAST,DEM,State Senate,34.0,EZRA NANES,782.0
Centre,43,43 COLLEGE EAST,REP,State Senate,34.0,JACOB D CORMAN III,491.0
Centre,43,43 COLLEGE EAST,,State Senate,34.0,WRITE-INS,0.0
Centre,43,43 COLLEGE EAST,DEM,State House,171.0,ERIN MCCRACKEN,732.0
Centre,43,43 COLLEGE EAST,REP,State House,171.0,KERRY A BENNINGHOFF,544.0
Centre,43,43 COLLEGE EAST,,State House,171.0,WRITE-INS,1.0
Centre,44,44 COLLEGE WEST,,Registered Voters,,,1684.0
Centre,44,44 COLLEGE WEST,,Ballots Cast,,,654.0
Centre,44,44 COLLEGE WEST,,VOTER TURNOUT - TOTAL,,,
Centre,44,44 COLLEGE WEST,DEM,STRAIGHT PARTY,,DEMOCRATIC,282.0
Centre,44,44 COLLEGE WEST,REP,STRAIGHT PARTY,,REPUBLICAN,124.0
Centre,44,44 COLLEGE WEST,GRN,STRAIGHT PARTY,,GREEN,0.0
Centre,44,44 COLLEGE WEST,LIB,STRAIGHT PARTY,,LIBERTARIAN,0.0
Centre,44,44 COLLEGE WEST,DEM,U.S. Senate,,"BOB CASEY, JR",456.0
Centre,44,44 COLLEGE WEST,REP,U.S. Senate,,LOU BARLETTA,180.0
Centre,44,44 COLLEGE WEST,GRN,U.S. Senate,,NEAL GALE,7.0
Centre,44,44 COLLEGE WEST,LIB,U.S. Senate,,"DALE R KERNS, JR",9.0
Centre,44,44 COLLEGE WEST,,U.S. Senate,,WRITE-INS,0.0
Centre,44,44 COLLEGE WEST,DEM,Governor,,TOM WOLF,465.0
Centre,44,44 COLLEGE WEST,REP,Governor,,SCOTT R WAGNER,174.0
Centre,44,44 COLLEGE WEST,GRN,Governor,,PAUL GLOVER,4.0
Centre,44,44 COLLEGE WEST,LIB,Governor,,KEN V KRAWCHUK,9.0
Centre,44,44 COLLEGE WEST,,Governor,,WRITE-INS,0.0
Centre,44,44 COLLEGE WEST,DEM,U.S. House,12.0,MARC FRIEDENBERG,457.0
Centre,44,44 COLLEGE WEST,REP,U.S. House,12.0,TOM MARINO,192.0
Centre,44,44 COLLEGE WEST,,U.S. House,12.0,WRITE-INS,0.0
Centre,44,44 COLLEGE WEST,DEM,State Senate,34.0,EZRA NANES,434.0
Centre,44,44 COLLEGE WEST,REP,State Senate,34.0,JACOB D CORMAN III,215.0
Centre,44,44 COLLEGE WEST,,State Senate,34.0,WRITE-INS,0.0
Centre,44,44 COLLEGE WEST,DEM,State House,171.0,ERIN MCCRACKEN,429.0
Centre,44,44 COLLEGE WEST,REP,State House,171.0,KERRY A BENNINGHOFF,220.0
Centre,44,44 COLLEGE WEST,,State House,171.0,WRITE-INS,2.0
Centre,45,45 CURTIN NORTH,,Registered Voters,,,51.0
Centre,45,45 CURTIN NORTH,,Ballots Cast,,,40.0
Centre,45,45 CURTIN NORTH,,VOTER TURNOUT - TOTAL,,,
Centre,45,45 CURTIN NORTH,DEM,STRAIGHT PARTY,,DEMOCRATIC,12.0
Centre,45,45 CURTIN NORTH,REP,STRAIGHT PARTY,,REPUBLICAN,4.0
Centre,45,45 CURTIN NORTH,GRN,STRAIGHT PARTY,,GREEN,0.0
Centre,45,45 CURTIN NORTH,LIB,STRAIGHT PARTY,,LIBERTARIAN,0.0
Centre,45,45 CURTIN NORTH,DEM,U.S. Senate,,"BOB CASEY, JR",27.0
Centre,45,45 CURTIN NORTH,REP,U.S. Senate,,LOU BARLETTA,10.0
Centre,45,45 CURTIN NORTH,GRN,U.S. Senate,,NEAL GALE,2.0
Centre,45,45 CURTIN NORTH,LIB,U.S. Senate,,"DALE R KERNS, JR",1.0
Centre,45,45 CURTIN NORTH,,U.S. Senate,,WRITE-INS,0.0
Centre,45,45 CURTIN NORTH,DEM,Governor,,TOM WOLF,27.0
Centre,45,45 CURTIN NORTH,REP,Governor,,SCOTT R WAGNER,13.0
Centre,45,45 CURTIN NORTH,GRN,Governor,,PAUL GLOVER,0.0
Centre,45,45 CURTIN NORTH,LIB,Governor,,KEN V KRAWCHUK,0.0
Centre,45,45 CURTIN NORTH,,Governor,,WRITE-INS,0.0
Centre,45,45 CURTIN NORTH,DEM,U.S. House,15.0,SUSAN BOSER,20.0
Centre,45,45 CURTIN NORTH,REP,U.S. House,15.0,GLENN GT THOMPSON,20.0
Centre,45,45 CURTIN NORTH,,U.S. House,15.0,WRITE-INS,0.0
Centre,45,45 CURTIN NORTH,DEM,State Senate,34.0,EZRA NANES,21.0
Centre,45,45 CURTIN NORTH,REP,State Senate,34.0,JACOB D CORMAN III,18.0
Centre,45,45 CURTIN NORTH,,State Senate,34.0,WRITE-INS,0.0
Centre,45,45 CURTIN NORTH,DEM,State House,76.0,MIKE HANNA,31.0
Centre,45,45 CURTIN NORTH,REP,State House,76.0,STEPHANIE BOROWICZ,9.0
Centre,45,45 CURTIN NORTH,,State House,76.0,WRITE-INS,0.0
Centre,46,46 CURTIN SOUTH,,Registered Voters,,,260.0
Centre,46,46 CURTIN SOUTH,,Ballots Cast,,,171.0
Centre,46,46 CURTIN SOUTH,,VOTER TURNOUT - TOTAL,,,
Centre,46,46 CURTIN SOUTH,DEM,STRAIGHT PARTY,,DEMOCRATIC,23.0
Centre,46,46 CURTIN SOUTH,REP,STRAIGHT PARTY,,REPUBLICAN,61.0
Centre,46,46 CURTIN SOUTH,GRN,STRAIGHT PARTY,,GREEN,0.0
Centre,46,46 CURTIN SOUTH,LIB,STRAIGHT PARTY,,LIBERTARIAN,0.0
Centre,46,46 CURTIN SOUTH,DEM,U.S. Senate,,"BOB CASEY, JR",61.0
Centre,46,46 CURTIN SOUTH,REP,U.S. Senate,,LOU BARLETTA,105.0
Centre,46,46 CURTIN SOUTH,GRN,U.S. Senate,,NEAL GALE,2.0
Centre,46,46 CURTIN SOUTH,LIB,U.S. Senate,,"DALE R KERNS, JR",1.0
Centre,46,46 CURTIN SOUTH,,U.S. Senate,,WRITE-INS,0.0
Centre,46,46 CURTIN SOUTH,DEM,Governor,,TOM WOLF,61.0
Centre,46,46 CURTIN SOUTH,REP,Governor,,SCOTT R WAGNER,105.0
Centre,46,46 CURTIN SOUTH,GRN,Governor,,PAUL GLOVER,0.0
Centre,46,46 CURTIN SOUTH,LIB,Governor,,KEN V KRAWCHUK,1.0
Centre,46,46 CURTIN SOUTH,,Governor,,WRITE-INS,0.0
Centre,46,46 CURTIN SOUTH,DEM,U.S. House,15.0,SUSAN BOSER,44.0
Centre,46,46 CURTIN SOUTH,REP,U.S. House,15.0,GLENN GT THOMPSON,126.0
Centre,46,46 CURTIN SOUTH,,U.S. House,15.0,WRITE-INS,0.0
Centre,46,46 CURTIN SOUTH,DEM,State Senate,34.0,EZRA NANES,53.0
Centre,46,46 CURTIN SOUTH,REP,State Senate,34.0,JACOB D CORMAN III,113.0
Centre,46,46 CURTIN SOUTH,,State Senate,34.0,WRITE-INS,0.0
Centre,46,46 CURTIN SOUTH,DEM,State House,76.0,MIKE HANNA,71.0
Centre,46,46 CURTIN SOUTH,REP,State House,76.0,STEPHANIE BOROWICZ,100.0
Centre,46,46 CURTIN SOUTH,,State House,76.0,WRITE-INS,0.0
Centre,47,47 FERGUSON NORTH 1,,Registered Voters,,,1667.0
Centre,47,47 FERGUSON NORTH 1,,Ballots Cast,,,1136.0
Centre,47,47 FERGUSON NORTH 1,,VOTER TURNOUT - TOTAL,,,
Centre,47,47 FERGUSON NORTH 1,DEM,STRAIGHT PARTY,,DEMOCRATIC,336.0
Centre,47,47 FERGUSON NORTH 1,REP,STRAIGHT PARTY,,REPUBLICAN,246.0
Centre,47,47 FERGUSON NORTH 1,GRN,STRAIGHT PARTY,,GREEN,0.0
Centre,47,47 FERGUSON NORTH 1,LIB,STRAIGHT PARTY,,LIBERTARIAN,1.0
Centre,47,47 FERGUSON NORTH 1,DEM,U.S. Senate,,"BOB CASEY, JR",675.0
Centre,47,47 FERGUSON NORTH 1,REP,U.S. Senate,,LOU BARLETTA,429.0
Centre,47,47 FERGUSON NORTH 1,GRN,U.S. Senate,,NEAL GALE,9.0
Centre,47,47 FERGUSON NORTH 1,LIB,U.S. Senate,,"DALE R KERNS, JR",21.0
Centre,47,47 FERGUSON NORTH 1,,U.S. Senate,,WRITE-INS,0.0
Centre,47,47 FERGUSON NORTH 1,DEM,Governor,,TOM WOLF,695.0
Centre,47,47 FERGUSON NORTH 1,REP,Governor,,SCOTT R WAGNER,411.0
Centre,47,47 FERGUSON NORTH 1,GRN,Governor,,PAUL GLOVER,3.0
Centre,47,47 FERGUSON NORTH 1,LIB,Governor,,KEN V KRAWCHUK,16.0
Centre,47,47 FERGUSON NORTH 1,,Governor,,WRITE-INS,2.0
Centre,47,47 FERGUSON NORTH 1,DEM,U.S. House,12.0,MARC FRIEDENBERG,675.0
Centre,47,47 FERGUSON NORTH 1,REP,U.S. House,12.0,TOM MARINO,454.0
Centre,47,47 FERGUSON NORTH 1,,U.S. House,12.0,WRITE-INS,0.0
Centre,47,47 FERGUSON NORTH 1,DEM,State Senate,34.0,EZRA NANES,633.0
Centre,47,47 FERGUSON NORTH 1,REP,State Senate,34.0,JACOB D CORMAN III,488.0
Centre,47,47 FERGUSON NORTH 1,,State Senate,34.0,WRITE-INS,0.0
Centre,47,47 FERGUSON NORTH 1,DEM,State House,171.0,ERIN MCCRACKEN,627.0
Centre,47,47 FERGUSON NORTH 1,REP,State House,171.0,KERRY A BENNINGHOFF,498.0
Centre,47,47 FERGUSON NORTH 1,,State House,171.0,WRITE-INS,0.0
Centre,48,48 FERGUSON NORTH 2,,Registered Voters,,,1403.0
Centre,48,48 FERGUSON NORTH 2,,Ballots Cast,,,763.0
Centre,48,48 FERGUSON NORTH 2,,VOTER TURNOUT - TOTAL,,,
Centre,48,48 FERGUSON NORTH 2,DEM,STRAIGHT PARTY,,DEMOCRATIC,285.0
Centre,48,48 FERGUSON NORTH 2,REP,STRAIGHT PARTY,,REPUBLICAN,151.0
Centre,48,48 FERGUSON NORTH 2,GRN,STRAIGHT PARTY,,GREEN,1.0
Centre,48,48 FERGUSON NORTH 2,LIB,STRAIGHT PARTY,,LIBERTARIAN,0.0
Centre,48,48 FERGUSON NORTH 2,DEM,U.S. Senate,,"BOB CASEY, JR",487.0
Centre,48,48 FERGUSON NORTH 2,REP,U.S. Senate,,LOU BARLETTA,254.0
Centre,48,48 FERGUSON NORTH 2,GRN,U.S. Senate,,NEAL GALE,9.0
Centre,48,48 FERGUSON NORTH 2,LIB,U.S. Senate,,"DALE R KERNS, JR",9.0
Centre,48,48 FERGUSON NORTH 2,,U.S. Senate,,WRITE-INS,0.0
Centre,48,48 FERGUSON NORTH 2,DEM,Governor,,TOM WOLF,503.0
Centre,48,48 FERGUSON NORTH 2,REP,Governor,,SCOTT R WAGNER,247.0
Centre,48,48 FERGUSON NORTH 2,GRN,Governor,,PAUL GLOVER,6.0
Centre,48,48 FERGUSON NORTH 2,LIB,Governor,,KEN V KRAWCHUK,6.0
Centre,48,48 FERGUSON NORTH 2,,Governor,,WRITE-INS,0.0
Centre,48,48 FERGUSON NORTH 2,DEM,U.S. House,12.0,MARC FRIEDENBERG,487.0
Centre,48,48 FERGUSON NORTH 2,REP,U.S. House,12.0,TOM MARINO,270.0
Centre,48,48 FERGUSON NORTH 2,,U.S. House,12.0,WRITE-INS,1.0
Centre,48,48 FERGUSON NORTH 2,DEM,State Senate,34.0,EZRA NANES,477.0
Centre,48,48 FERGUSON NORTH 2,REP,State Senate,34.0,JACOB D CORMAN III,280.0
Centre,48,48 FERGUSON NORTH 2,,State Senate,34.0,WRITE-INS,1.0
Centre,48,48 FERGUSON NORTH 2,DEM,State House,81.0,RICK ROGERS,469.0
Centre,48,48 FERGUSON NORTH 2,REP,State House,81.0,RICH IRVIN,267.0
Centre,48,48 FERGUSON NORTH 2,LIB,State House,81.0,JOSEPH P SOLOSKI,19.0
Centre,48,48 FERGUSON NORTH 2,,State House,81.0,WRITE-INS,0.0
Centre,49,49 FERGUSON NORTHEAST 1,,Registered Voters,,,2389.0
Centre,49,49 FERGUSON NORTHEAST 1,,Ballots Cast,,,1085.0
Centre,49,49 FERGUSON NORTHEAST 1,,VOTER TURNOUT - TOTAL,,,
Centre,49,49 FERGUSON NORTHEAST 1,DEM,STRAIGHT PARTY,,DEMOCRATIC,486.0
Centre,49,49 FERGUSON NORTHEAST 1,REP,STRAIGHT PARTY,,REPUBLICAN,137.0
Centre,49,49 FERGUSON NORTHEAST 1,GRN,STRAIGHT PARTY,,GREEN,0.0
Centre,49,49 FERGUSON NORTHEAST 1,LIB,STRAIGHT PARTY,,LIBERTARIAN,5.0
Centre,49,49 FERGUSON NORTHEAST 1,DEM,U.S. Senate,,"BOB CASEY, JR",815.0
Centre,49,49 FERGUSON NORTHEAST 1,REP,U.S. Senate,,LOU BARLETTA,236.0
Centre,49,49 FERGUSON NORTHEAST 1,GRN,U.S. Senate,,NEAL GALE,11.0
Centre,49,49 FERGUSON NORTHEAST 1,LIB,U.S. Senate,,"DALE R KERNS, JR",21.0
Centre,49,49 FERGUSON NORTHEAST 1,,U.S. Senate,,WRITE-INS,0.0
Centre,49,49 FERGUSON NORTHEAST 1,DEM,Governor,,TOM WOLF,818.0
Centre,49,49 FERGUSON NORTHEAST 1,REP,Governor,,SCOTT R WAGNER,229.0
Centre,49,49 FERGUSON NORTHEAST 1,GRN,Governor,,PAUL GLOVER,9.0
Centre,49,49 FERGUSON NORTHEAST 1,LIB,Governor,,KEN V KRAWCHUK,19.0
Centre,49,49 FERGUSON NORTHEAST 1,,Governor,,WRITE-INS,2.0
Centre,49,49 FERGUSON NORTHEAST 1,DEM,U.S. House,12.0,MARC FRIEDENBERG,814.0
Centre,49,49 FERGUSON NORTHEAST 1,REP,U.S. House,12.0,TOM MARINO,263.0
Centre,49,49 FERGUSON NORTHEAST 1,,U.S. House,12.0,WRITE-INS,1.0
Centre,49,49 FERGUSON NORTHEAST 1,DEM,State Senate,34.0,EZRA NANES,785.0
Centre,49,49 FERGUSON NORTHEAST 1,REP,State Senate,34.0,JACOB D CORMAN III,286.0
Centre,49,49 FERGUSON NORTHEAST 1,,State Senate,34.0,WRITE-INS,2.0
Centre,49,49 FERGUSON NORTHEAST 1,DEM,State House,77.0,H SCOTT CONKLIN,555.0
Centre,49,49 FERGUSON NORTHEAST 1,,State House,77.0,WRITE-INS,15.0
Centre,49,49 FERGUSON NORTHEAST 1,DEM,State House,81.0,RICK ROGERS,274.0
Centre,49,49 FERGUSON NORTHEAST 1,REP,State House,81.0,RICH IRVIN,124.0
Centre,49,49 FERGUSON NORTHEAST 1,LIB,State House,81.0,JOSEPH P SOLOSKI,14.0
Centre,49,49 FERGUSON NORTHEAST 1,,State House,81.0,WRITE-INS,0.0
Centre,50,50 FERGUSON NORTHEAST 2,,Registered Voters,,,1438.0
Centre,50,50 FERGUSON NORTHEAST 2,,Ballots Cast,,,601.0
Centre,50,50 FERGUSON NORTHEAST 2,,VOTER TURNOUT - TOTAL,,,
Centre,50,50 FERGUSON NORTHEAST 2,DEM,STRAIGHT PARTY,,DEMOCRATIC,240.0
Centre,50,50 FERGUSON NORTHEAST 2,REP,STRAIGHT PARTY,,REPUBLICAN,70.0
Centre,50,50 FERGUSON NORTHEAST 2,GRN,STRAIGHT PARTY,,GREEN,0.0
Centre,50,50 FERGUSON NORTHEAST 2,LIB,STRAIGHT PARTY,,LIBERTARIAN,3.0
Centre,50,50 FERGUSON NORTHEAST 2,DEM,U.S. Senate,,"BOB CASEY, JR",419.0
Centre,50,50 FERGUSON NORTHEAST 2,REP,U.S. Senate,,LOU BARLETTA,142.0
Centre,50,50 FERGUSON NORTHEAST 2,GRN,U.S. Senate,,NEAL GALE,14.0
