county,state_precinct_id,precinct,office,district,party,candidate,votes
Indiana,29000,PLUMVILLE,U.S. Senate,,DEM,Bob Casey Jr.,30
Indiana,30003,RAYNE,U.S. Senate,,DEM,Bob Casey Jr.,380
Indiana,31000,SALTSBURG,U.S. Senate,,DEM,Bob Casey Jr.,136
Indiana,32000,SHELOCTA,U.S. Senate,,DEM,Bob Casey Jr.,3
Indiana,33000,SMICKSBURG,U.S. Senate,,DEM,Bob Casey Jr.,4
Indiana,24003,SOUTH MAHONING 1,U.S. Senate,,DEM,Bob Casey Jr.,146
Indiana,34000,WASHINGTON,U.S. Senate,,DEM,Bob Casey Jr.,201
Indiana,25000,WEST MAHONING,U.S. Senate,,DEM,Bob Casey Jr.,28
Indiana,36003,WEST WHEATFIELD 1,U.S. Senate,,DEM,Bob Casey Jr.,166
Indiana,36006,WEST WHEATFIELD 2,U.S. Senate,,DEM,Bob Casey Jr.,154
Indiana,37010,WHITE 1,U.S. Senate,,DEM,Bob Casey Jr.,399
Indiana,37020,WHITE 2,U.S. Senate,,DEM,Bob Casey Jr.,608
Indiana,37031,WHITE 3 1,U.S. Senate,,DEM,Bob Casey Jr.,406
Indiana,37032,WHITE 3 2,U.S. Senate,,DEM,Bob Casey Jr.,413
Indiana,37033,WHITE 3 3,U.S. Senate,,DEM,Bob Casey Jr.,387
Indiana,37040,WHITE 4,U.S. Senate,,DEM,Bob Casey Jr.,458
Indiana,37060,WHITE 6,U.S. Senate,,DEM,Bob Casey Jr.,287
Indiana,38003,YOUNG 1,U.S. Senate,,DEM,Bob Casey Jr.,122
Indiana,38006,YOUNG 2,U.S. Senate,,DEM,Bob Casey Jr.,41
Indiana,38009,YOUNG 3,U.S. Senate,,DEM,Bob Casey Jr.,61
Indiana,1000,ARMAGH,U.S. Senate,,REP,Lou Barletta,28
Indiana,2003,ARMSTRONG 1,U.S. Senate,,REP,Lou Barletta,220
Indiana,2006,ARMSTRONG 2,U.S. Senate,,REP,Lou Barletta,587
Indiana,3003,BANKS 1,U.S. Senate,,REP,Lou Barletta,211
Indiana,4003,BLACKLICK,U.S. Senate,,REP,Lou Barletta,337
Indiana,5010,BLAIRSVILLE 1,U.S. Senate,,REP,Lou Barletta,204
Indiana,5020,BLAIRSVILLE 2,U.S. Senate,,REP,Lou Barletta,204
Indiana,5030,BLAIRSVILLE 3,U.S. Senate,,REP,Lou Barletta,201
Indiana,6000,BRUSH VALLEY,U.S. Senate,,REP,Lou Barletta,429
Indiana,7003,BUFFINGTON 1,U.S. Senate,,REP,Lou Barletta,236
Indiana,7006,BUFFINGTON 2,U.S. Senate,,REP,Lou Barletta,81
Indiana,8003,BURRELL 1,U.S. Senate,,REP,Lou Barletta,260
Indiana,8006,BURRELL 2,U.S. Senate,,REP,Lou Barletta,441
Indiana,9003,CANOE,U.S. Senate,,REP,Lou Barletta,297
Indiana,10003,CENTER 1,U.S. Senate,,REP,Lou Barletta,289
Indiana,10006,CENTER 2,U.S. Senate,,REP,Lou Barletta,208
Indiana,10009,CENTER 3,U.S. Senate,,REP,Lou Barletta,395
Indiana,12000,CHERRY TREE,U.S. Senate,,REP,Lou Barletta,65
Indiana,11003,CHERRYHILL 1,U.S. Senate,,REP,Lou Barletta,466
Indiana,11006,CHERRYHILL 2,U.S. Senate,,REP,Lou Barletta,224
Indiana,13003,CLYMER 1,U.S. Senate,,REP,Lou Barletta,216
Indiana,14003,CONEMAUGH 1,U.S. Senate,,REP,Lou Barletta,95
Indiana,14006,CONEMAUGH 2,U.S. Senate,,REP,Lou Barletta,255
Indiana,14009,CONEMAUGH 3,U.S. Senate,,REP,Lou Barletta,136
Indiana,15000,CREEKSIDE,U.S. Senate,,REP,Lou Barletta,51
Indiana,22000,EAST MAHONING,U.S. Senate,,REP,Lou Barletta,269
Indiana,35003,EAST WHEATFIELD 1,U.S. Senate,,REP,Lou Barletta,305
Indiana,35006,EAST WHEATFIELD 2,U.S. Senate,,REP,Lou Barletta,186
Indiana,15500,ERNEST,U.S. Senate,,REP,Lou Barletta,62
Indiana,16000,GLEN CAMPBELL,U.S. Senate,,REP,Lou Barletta,39
Indiana,17003,GRANT,U.S. Senate,,REP,Lou Barletta,192
Indiana,18003,GREEN 1,U.S. Senate,,REP,Lou Barletta,372
Indiana,18006,GREEN 2,U.S. Senate,,REP,Lou Barletta,346
Indiana,18009,GREEN 3,U.S. Senate,,REP,Lou Barletta,136
Indiana,19003,HOMER CITY 1,U.S. Senate,,REP,Lou Barletta,160
Indiana,19006,HOMER CITY 2,U.S. Senate,,REP,Lou Barletta,109
Indiana,20010,INDIANA 1,U.S. Senate,,REP,Lou Barletta,252
Indiana,20021,INDIANA 2 1,U.S. Senate,,REP,Lou Barletta,136
Indiana,20022,INDIANA 2 2,U.S. Senate,,REP,Lou Barletta,223
Indiana,20031,INDIANA 3 1,U.S. Senate,,REP,Lou Barletta,61
Indiana,20032,INDIANA 3 2,U.S. Senate,,REP,Lou Barletta,152
Indiana,20034,INDIANA 3 4,U.S. Senate,,REP,Lou Barletta,111
Indiana,20040,INDIANA 4,U.S. Senate,,REP,Lou Barletta,187
Indiana,26000,MARION CENTER,U.S. Senate,,REP,Lou Barletta,105
Indiana,27000,MONTGOMERY,U.S. Senate,,REP,Lou Barletta,299
Indiana,23000,NORTH MAHONING,U.S. Senate,,REP,Lou Barletta,296
Indiana,28003,PINE 1,U.S. Senate,,REP,Lou Barletta,208
Indiana,28006,PINE 2,U.S. Senate,,REP,Lou Barletta,93
Indiana,28009,PINE 3,U.S. Senate,,REP,Lou Barletta,95
Indiana,29000,PLUMVILLE,U.S. Senate,,REP,Lou Barletta,61
Indiana,30003,RAYNE,U.S. Senate,,REP,Lou Barletta,774
Indiana,31000,SALTSBURG,U.S. Senate,,REP,Lou Barletta,117
Indiana,32000,SHELOCTA,U.S. Senate,,REP,Lou Barletta,29
Indiana,33000,SMICKSBURG,U.S. Senate,,REP,Lou Barletta,15
Indiana,24003,SOUTH MAHONING 1,U.S. Senate,,REP,Lou Barletta,336
Indiana,34000,WASHINGTON,U.S. Senate,,REP,Lou Barletta,432
Indiana,25000,WEST MAHONING,U.S. Senate,,REP,Lou Barletta,135
Indiana,36003,WEST WHEATFIELD 1,U.S. Senate,,REP,Lou Barletta,213
Indiana,36006,WEST WHEATFIELD 2,U.S. Senate,,REP,Lou Barletta,242
Indiana,37010,WHITE 1,U.S. Senate,,REP,Lou Barletta,523
Indiana,37020,WHITE 2,U.S. Senate,,REP,Lou Barletta,714
Indiana,37031,WHITE 3 1,U.S. Senate,,REP,Lou Barletta,401
Indiana,37032,WHITE 3 2,U.S. Senate,,REP,Lou Barletta,387
Indiana,37033,WHITE 3 3,U.S. Senate,,REP,Lou Barletta,299
Indiana,37040,WHITE 4,U.S. Senate,,REP,Lou Barletta,453
Indiana,37060,WHITE 6,U.S. Senate,,REP,Lou Barletta,306
Indiana,38003,YOUNG 1,U.S. Senate,,REP,Lou Barletta,191
Indiana,38006,YOUNG 2,U.S. Senate,,REP,Lou Barletta,59
Indiana,38009,YOUNG 3,U.S. Senate,,REP,Lou Barletta,97
Indiana,1000,ARMAGH,U.S. Senate,,GRE,Neal Gale,0
Indiana,2003,ARMSTRONG 1,U.S. Senate,,GRE,Neal Gale,2
Indiana,2006,ARMSTRONG 2,U.S. Senate,,GRE,Neal Gale,3
Indiana,3003,BANKS 1,U.S. Senate,,GRE,Neal Gale,2
Indiana,4003,BLACKLICK,U.S. Senate,,GRE,Neal Gale,2
Indiana,5010,BLAIRSVILLE 1,U.S. Senate,,GRE,Neal Gale,3
Indiana,5020,BLAIRSVILLE 2,U.S. Senate,,GRE,Neal Gale,3
Indiana,5030,BLAIRSVILLE 3,U.S. Senate,,GRE,Neal Gale,2
Indiana,6000,BRUSH VALLEY,U.S. Senate,,GRE,Neal Gale,5
Indiana,7003,BUFFINGTON 1,U.S. Senate,,GRE,Neal Gale,3
Indiana,7006,BUFFINGTON 2,U.S. Senate,,GRE,Neal Gale,1
Indiana,8003,BURRELL 1,U.S. Senate,,GRE,Neal Gale,4
Indiana,8006,BURRELL 2,U.S. Senate,,GRE,Neal Gale,3
Indiana,9003,CANOE,U.S. Senate,,GRE,Neal Gale,2
Indiana,10003,CENTER 1,U.S. Senate,,GRE,Neal Gale,1
Indiana,10006,CENTER 2,U.S. Senate,,GRE,Neal Gale,3
Indiana,10009,CENTER 3,U.S. Senate,,GRE,Neal Gale,2
Indiana,12000,CHERRY TREE,U.S. Senate,,GRE,Neal Gale,1
Indiana,11003,CHERRYHILL 1,U.S. Senate,,GRE,Neal Gale,3
Indiana,11006,CHERRYHILL 2,U.S. Senate,,GRE,Neal Gale,3
Indiana,13003,CLYMER 1,U.S. Senate,,GRE,Neal Gale,7
Indiana,14003,CONEMAUGH 1,U.S. Senate,,GRE,Neal Gale,2
Indiana,14006,CONEMAUGH 2,U.S. Senate,,GRE,Neal Gale,2
Indiana,14009,CONEMAUGH 3,U.S. Senate,,GRE,Neal Gale,2
Indiana,15000,CREEKSIDE,U.S. Senate,,GRE,Neal Gale,1
Indiana,22000,EAST MAHONING,U.S. Senate,,GRE,Neal Gale,3
Indiana,35003,EAST WHEATFIELD 1,U.S. Senate,,GRE,Neal Gale,2
Indiana,35006,EAST WHEATFIELD 2,U.S. Senate,,GRE,Neal Gale,2
Indiana,15500,ERNEST,U.S. Senate,,GRE,Neal Gale,1
Indiana,16000,GLEN CAMPBELL,U.S. Senate,,GRE,Neal Gale,0
Indiana,17003,GRANT,U.S. Senate,,GRE,Neal Gale,1
Indiana,18003,GREEN 1,U.S. Senate,,GRE,Neal Gale,3
Indiana,18006,GREEN 2,U.S. Senate,,GRE,Neal Gale,4
Indiana,18009,GREEN 3,U.S. Senate,,GRE,Neal Gale,0
Indiana,19003,HOMER CITY 1,U.S. Senate,,GRE,Neal Gale,3
Indiana,19006,HOMER CITY 2,U.S. Senate,,GRE,Neal Gale,2
Indiana,20010,INDIANA 1,U.S. Senate,,GRE,Neal Gale,8
Indiana,20021,INDIANA 2 1,U.S. Senate,,GRE,Neal Gale,9
Indiana,20022,INDIANA 2 2,U.S. Senate,,GRE,Neal Gale,5
Indiana,20031,INDIANA 3 1,U.S. Senate,,GRE,Neal Gale,8
Indiana,20032,INDIANA 3 2,U.S. Senate,,GRE,Neal Gale,21
Indiana,20034,INDIANA 3 4,U.S. Senate,,GRE,Neal Gale,4
Indiana,20040,INDIANA 4,U.S. Senate,,GRE,Neal Gale,1
Indiana,26000,MARION CENTER,U.S. Senate,,GRE,Neal Gale,0
Indiana,27000,MONTGOMERY,U.S. Senate,,GRE,Neal Gale,0
Indiana,23000,NORTH MAHONING,U.S. Senate,,GRE,Neal Gale,3
Indiana,28003,PINE 1,U.S. Senate,,GRE,Neal Gale,0
Indiana,28006,PINE 2,U.S. Senate,,GRE,Neal Gale,0
Indiana,28009,PINE 3,U.S. Senate,,GRE,Neal Gale,2
Indiana,29000,PLUMVILLE,U.S. Senate,,GRE,Neal Gale,0
Indiana,30003,RAYNE,U.S. Senate,,GRE,Neal Gale,3
Indiana,31000,SALTSBURG,U.S. Senate,,GRE,Neal Gale,1
Indiana,32000,SHELOCTA,U.S. Senate,,GRE,Neal Gale,0
Indiana,33000,SMICKSBURG,U.S. Senate,,GRE,Neal Gale,0
Indiana,24003,SOUTH MAHONING 1,U.S. Senate,,GRE,Neal Gale,1
Indiana,34000,WASHINGTON,U.S. Senate,,GRE,Neal Gale,2
Indiana,25000,WEST MAHONING,U.S. Senate,,GRE,Neal Gale,1
Indiana,36003,WEST WHEATFIELD 1,U.S. Senate,,GRE,Neal Gale,3
Indiana,36006,WEST WHEATFIELD 2,U.S. Senate,,GRE,Neal Gale,1
Indiana,37010,WHITE 1,U.S. Senate,,GRE,Neal Gale,4
Indiana,37020,WHITE 2,U.S. Senate,,GRE,Neal Gale,8
Indiana,37031,WHITE 3 1,U.S. Senate,,GRE,Neal Gale,3
Indiana,37032,WHITE 3 2,U.S. Senate,,GRE,Neal Gale,4
Indiana,37033,WHITE 3 3,U.S. Senate,,GRE,Neal Gale,5
Indiana,37040,WHITE 4,U.S. Senate,,GRE,Neal Gale,3
Indiana,37060,WHITE 6,U.S. Senate,,GRE,Neal Gale,3
Indiana,38003,YOUNG 1,U.S. Senate,,GRE,Neal Gale,1
Indiana,38006,YOUNG 2,U.S. Senate,,GRE,Neal Gale,1
Indiana,38009,YOUNG 3,U.S. Senate,,GRE,Neal Gale,1
Indiana,1000,ARMAGH,U.S. Senate,,LIB,Dale R. Kerns Jr.,2
Indiana,2003,ARMSTRONG 1,U.S. Senate,,LIB,Dale R. Kerns Jr.,9
Indiana,2006,ARMSTRONG 2,U.S. Senate,,LIB,Dale R. Kerns Jr.,13
Indiana,3003,BANKS 1,U.S. Senate,,LIB,Dale R. Kerns Jr.,2
Indiana,4003,BLACKLICK,U.S. Senate,,LIB,Dale R. Kerns Jr.,1
Indiana,5010,BLAIRSVILLE 1,U.S. Senate,,LIB,Dale R. Kerns Jr.,9
Indiana,5020,BLAIRSVILLE 2,U.S. Senate,,LIB,Dale R. Kerns Jr.,4
Indiana,5030,BLAIRSVILLE 3,U.S. Senate,,LIB,Dale R. Kerns Jr.,9
Indiana,6000,BRUSH VALLEY,U.S. Senate,,LIB,Dale R. Kerns Jr.,7
Indiana,7003,BUFFINGTON 1,U.S. Senate,,LIB,Dale R. Kerns Jr.,1
Indiana,7006,BUFFINGTON 2,U.S. Senate,,LIB,Dale R. Kerns Jr.,0
Indiana,8003,BURRELL 1,U.S. Senate,,LIB,Dale R. Kerns Jr.,7
Indiana,8006,BURRELL 2,U.S. Senate,,LIB,Dale R. Kerns Jr.,8
Indiana,9003,CANOE,U.S. Senate,,LIB,Dale R. Kerns Jr.,4
Indiana,10003,CENTER 1,U.S. Senate,,LIB,Dale R. Kerns Jr.,4
Indiana,10006,CENTER 2,U.S. Senate,,LIB,Dale R. Kerns Jr.,8
Indiana,10009,CENTER 3,U.S. Senate,,LIB,Dale R. Kerns Jr.,6
Indiana,12000,CHERRY TREE,U.S. Senate,,LIB,Dale R. Kerns Jr.,1
Indiana,11003,CHERRYHILL 1,U.S. Senate,,LIB,Dale R. Kerns Jr.,3
Indiana,11006,CHERRYHILL 2,U.S. Senate,,LIB,Dale R. Kerns Jr.,3
Indiana,13003,CLYMER 1,U.S. Senate,,LIB,Dale R. Kerns Jr.,7
Indiana,14003,CONEMAUGH 1,U.S. Senate,,LIB,Dale R. Kerns Jr.,2
Indiana,14006,CONEMAUGH 2,U.S. Senate,,LIB,Dale R. Kerns Jr.,4
Indiana,14009,CONEMAUGH 3,U.S. Senate,,LIB,Dale R. Kerns Jr.,1
Indiana,15000,CREEKSIDE,U.S. Senate,,LIB,Dale R. Kerns Jr.,0
Indiana,22000,EAST MAHONING,U.S. Senate,,LIB,Dale R. Kerns Jr.,0
Indiana,35003,EAST WHEATFIELD 1,U.S. Senate,,LIB,Dale R. Kerns Jr.,2
Indiana,35006,EAST WHEATFIELD 2,U.S. Senate,,LIB,Dale R. Kerns Jr.,2
Indiana,15500,ERNEST,U.S. Senate,,LIB,Dale R. Kerns Jr.,4
Indiana,16000,GLEN CAMPBELL,U.S. Senate,,LIB,Dale R. Kerns Jr.,1
Indiana,17003,GRANT,U.S. Senate,,LIB,Dale R. Kerns Jr.,0
Indiana,18003,GREEN 1,U.S. Senate,,LIB,Dale R. Kerns Jr.,5
Indiana,18006,GREEN 2,U.S. Senate,,LIB,Dale R. Kerns Jr.,2
Indiana,18009,GREEN 3,U.S. Senate,,LIB,Dale R. Kerns Jr.,1
Indiana,19003,HOMER CITY 1,U.S. Senate,,LIB,Dale R. Kerns Jr.,5
Indiana,19006,HOMER CITY 2,U.S. Senate,,LIB,Dale R. Kerns Jr.,4
Indiana,20010,INDIANA 1,U.S. Senate,,LIB,Dale R. Kerns Jr.,10
Indiana,20021,INDIANA 2 1,U.S. Senate,,LIB,Dale R. Kerns Jr.,15
Indiana,20022,INDIANA 2 2,U.S. Senate,,LIB,Dale R. Kerns Jr.,12
Indiana,20031,INDIANA 3 1,U.S. Senate,,LIB,Dale R. Kerns Jr.,6
Indiana,20032,INDIANA 3 2,U.S. Senate,,LIB,Dale R. Kerns Jr.,13
Indiana,20034,INDIANA 3 4,U.S. Senate,,LIB,Dale R. Kerns Jr.,5
Indiana,20040,INDIANA 4,U.S. Senate,,LIB,Dale R. Kerns Jr.,3
Indiana,26000,MARION CENTER,U.S. Senate,,LIB,Dale R. Kerns Jr.,3
Indiana,27000,MONTGOMERY,U.S. Senate,,LIB,Dale R. Kerns Jr.,4
Indiana,23000,NORTH MAHONING,U.S. Senate,,LIB,Dale R. Kerns Jr.,4
Indiana,28003,PINE 1,U.S. Senate,,LIB,Dale R. Kerns Jr.,2
Indiana,28006,PINE 2,U.S. Senate,,LIB,Dale R. Kerns Jr.,1
Indiana,28009,PINE 3,U.S. Senate,,LIB,Dale R. Kerns Jr.,1
Indiana,29000,PLUMVILLE,U.S. Senate,,LIB,Dale R. Kerns Jr.,2
Indiana,30003,RAYNE,U.S. Senate,,LIB,Dale R. Kerns Jr.,14
Indiana,31000,SALTSBURG,U.S. Senate,,LIB,Dale R. Kerns Jr.,4
Indiana,32000,SHELOCTA,U.S. Senate,,LIB,Dale R. Kerns Jr.,0
Indiana,33000,SMICKSBURG,U.S. Senate,,LIB,Dale R. Kerns Jr.,1
Indiana,24003,SOUTH MAHONING 1,U.S. Senate,,LIB,Dale R. Kerns Jr.,4
Indiana,34000,WASHINGTON,U.S. Senate,,LIB,Dale R. Kerns Jr.,6
Indiana,25000,WEST MAHONING,U.S. Senate,,LIB,Dale R. Kerns Jr.,1
Indiana,36003,WEST WHEATFIELD 1,U.S. Senate,,LIB,Dale R. Kerns Jr.,3
Indiana,36006,WEST WHEATFIELD 2,U.S. Senate,,LIB,Dale R. Kerns Jr.,4
Indiana,37010,WHITE 1,U.S. Senate,,LIB,Dale R. Kerns Jr.,12
Indiana,37020,WHITE 2,U.S. Senate,,LIB,Dale R. Kerns Jr.,17
Indiana,37031,WHITE 3 1,U.S. Senate,,LIB,Dale R. Kerns Jr.,11
Indiana,37032,WHITE 3 2,U.S. Senate,,LIB,Dale R. Kerns Jr.,17
Indiana,37033,WHITE 3 3,U.S. Senate,,LIB,Dale R. Kerns Jr.,10
Indiana,37040,WHITE 4,U.S. Senate,,LIB,Dale R. Kerns Jr.,3
Indiana,37060,WHITE 6,U.S. Senate,,LIB,Dale R. Kerns Jr.,3
Indiana,38003,YOUNG 1,U.S. Senate,,LIB,Dale R. Kerns Jr.,5
Indiana,38006,YOUNG 2,U.S. Senate,,LIB,Dale R. Kerns Jr.,0
Indiana,38009,YOUNG 3,U.S. Senate,,LIB,Dale R. Kerns Jr.,1
Indiana,1000,ARMAGH,Governor,,DEM,Tom Wolf,13
Indiana,2003,ARMSTRONG 1,Governor,,DEM,Tom Wolf,123
Indiana,2006,ARMSTRONG 2,Governor,,DEM,Tom Wolf,287
Indiana,3003,BANKS 1,Governor,,DEM,Tom Wolf,67
Indiana,4003,BLACKLICK,Governor,,DEM,Tom Wolf,190
Indiana,5010,BLAIRSVILLE 1,Governor,,DEM,Tom Wolf,193
Indiana,5020,BLAIRSVILLE 2,Governor,,DEM,Tom Wolf,198
Indiana,5030,BLAIRSVILLE 3,Governor,,DEM,Tom Wolf,231
Indiana,6000,BRUSH VALLEY,Governor,,DEM,Tom Wolf,229
Indiana,7003,BUFFINGTON 1,Governor,,DEM,Tom Wolf,126
Indiana,7006,BUFFINGTON 2,Governor,,DEM,Tom Wolf,35
Indiana,8003,BURRELL 1,Governor,,DEM,Tom Wolf,201
Indiana,8006,BURRELL 2,Governor,,DEM,Tom Wolf,316
Indiana,9003,CANOE,Governor,,DEM,Tom Wolf,137
Indiana,10003,CENTER 1,Governor,,DEM,Tom Wolf,202
Indiana,10006,CENTER 2,Governor,,DEM,Tom Wolf,234
Indiana,10009,CENTER 3,Governor,,DEM,Tom Wolf,461
Indiana,12000,CHERRY TREE,Governor,,DEM,Tom Wolf,32
Indiana,11003,CHERRYHILL 1,Governor,,DEM,Tom Wolf,249
Indiana,11006,CHERRYHILL 2,Governor,,DEM,Tom Wolf,111
Indiana,13003,CLYMER 1,Governor,,DEM,Tom Wolf,181
Indiana,14003,CONEMAUGH 1,Governor,,DEM,Tom Wolf,60
Indiana,14006,CONEMAUGH 2,Governor,,DEM,Tom Wolf,138
Indiana,14009,CONEMAUGH 3,Governor,,DEM,Tom Wolf,104
Indiana,15000,CREEKSIDE,Governor,,DEM,Tom Wolf,49
Indiana,22000,EAST MAHONING,Governor,,DEM,Tom Wolf,88
Indiana,35003,EAST WHEATFIELD 1,Governor,,DEM,Tom Wolf,199
Indiana,35006,EAST WHEATFIELD 2,Governor,,DEM,Tom Wolf,129
Indiana,15500,ERNEST,Governor,,DEM,Tom Wolf,50
Indiana,16000,GLEN CAMPBELL,Governor,,DEM,Tom Wolf,33
Indiana,17003,GRANT,Governor,,DEM,Tom Wolf,61
Indiana,18003,GREEN 1,Governor,,DEM,Tom Wolf,133
Indiana,18006,GREEN 2,Governor,,DEM,Tom Wolf,143
Indiana,18009,GREEN 3,Governor,,DEM,Tom Wolf,57
Indiana,19003,HOMER CITY 1,Governor,,DEM,Tom Wolf,241
Indiana,19006,HOMER CITY 2,Governor,,DEM,Tom Wolf,121
Indiana,20010,INDIANA 1,Governor,,DEM,Tom Wolf,418
Indiana,20021,INDIANA 2 1,Governor,,DEM,Tom Wolf,226
Indiana,20022,INDIANA 2 2,Governor,,DEM,Tom Wolf,376
Indiana,20031,INDIANA 3 1,Governor,,DEM,Tom Wolf,261
Indiana,20032,INDIANA 3 2,Governor,,DEM,Tom Wolf,423
Indiana,20034,INDIANA 3 4,Governor,,DEM,Tom Wolf,216
Indiana,20040,INDIANA 4,Governor,,DEM,Tom Wolf,346
Indiana,26000,MARION CENTER,Governor,,DEM,Tom Wolf,49
Indiana,27000,MONTGOMERY,Governor,,DEM,Tom Wolf,163
Indiana,23000,NORTH MAHONING,Governor,,DEM,Tom Wolf,82
Indiana,28003,PINE 1,Governor,,DEM,Tom Wolf,95
Indiana,28006,PINE 2,Governor,,DEM,Tom Wolf,77
Indiana,28009,PINE 3,Governor,,DEM,Tom Wolf,60
Indiana,29000,PLUMVILLE,Governor,,DEM,Tom Wolf,32
Indiana,30003,RAYNE,Governor,,DEM,Tom Wolf,365
Indiana,31000,SALTSBURG,Governor,,DEM,Tom Wolf,145
Indiana,32000,SHELOCTA,Governor,,DEM,Tom Wolf,4
Indiana,33000,SMICKSBURG,Governor,,DEM,Tom Wolf,4
Indiana,24003,SOUTH MAHONING 1,Governor,,DEM,Tom Wolf,132
Indiana,34000,WASHINGTON,Governor,,DEM,Tom Wolf,186
Indiana,25000,WEST MAHONING,Governor,,DEM,Tom Wolf,27
Indiana,36003,WEST WHEATFIELD 1,Governor,,DEM,Tom Wolf,167
Indiana,36006,WEST WHEATFIELD 2,Governor,,DEM,Tom Wolf,147
Indiana,37010,WHITE 1,Governor,,DEM,Tom Wolf,423
Indiana,37020,WHITE 2,Governor,,DEM,Tom Wolf,641
Indiana,37031,WHITE 3 1,Governor,,DEM,Tom Wolf,427
Indiana,37032,WHITE 3 2,Governor,,DEM,Tom Wolf,421
Indiana,37033,WHITE 3 3,Governor,,DEM,Tom Wolf,408
Indiana,37040,WHITE 4,Governor,,DEM,Tom Wolf,460
Indiana,37060,WHITE 6,Governor,,DEM,Tom Wolf,305
