county,office,district,party,candidate,votes,precinct
Somerset,State Senate,32.0,DEM,PAM GERARD,131,SUMMIT
Somerset,State Senate,32.0,DEM,PAM GERARD,66,UPPER TURKEYFOOT
Somerset,State Senate,32.0,DEM,PAM GERARD,14,URSINA
Somerset,State Senate,32.0,DEM,PAM GERARD,13,WELLERSBURG
Somerset,State Senate,32.0,DEM,PAM GERARD,162,WINDBERX1
Somerset,State Senate,32.0,DEM,PAM GERARD,200,WINDBERX2
Somerset,State Senate,32.0,DEM,PAM GERARD,126,WINDBERX3
Somerset,State Senate,32.0,DEM,PAM GERARD,133,WINDBERX4
Somerset,State Senate,32.0,REP,PAT STEFANO,262,ADDISON
Somerset,State Senate,32.0,REP,PAT STEFANO,58,ADDISON
Somerset,State Senate,32.0,REP,PAT STEFANO,242,ALLEGHENY
Somerset,State Senate,32.0,REP,PAT STEFANO,42,BENSON
Somerset,State Senate,32.0,REP,PAT STEFANO,635,BERLIN
Somerset,State Senate,32.0,REP,PAT STEFANO,309,BLACK
Somerset,State Senate,32.0,REP,PAT STEFANO,290,BOSWELL
Somerset,State Senate,32.0,REP,PAT STEFANO,908,BROTHERS VALLEY
Somerset,State Senate,32.0,REP,PAT STEFANO,19,CALLIMONT
Somerset,State Senate,32.0,REP,PAT STEFANO,25,CASSELMAN
Somerset,State Senate,32.0,REP,PAT STEFANO,240,CENTRAL CITY
Somerset,State Senate,32.0,REP,PAT STEFANO,693,CONEMAUGHX1
Somerset,State Senate,32.0,REP,PAT STEFANO,503,CONEMAUGHX2
Somerset,State Senate,32.0,REP,PAT STEFANO,434,CONEMAUGHX3
Somerset,State Senate,32.0,REP,PAT STEFANO,472,CONEMAUGHX4
Somerset,State Senate,32.0,REP,PAT STEFANO,174,CONEMAUGHX5
Somerset,State Senate,32.0,REP,PAT STEFANO,154,CONFLUENCE
Somerset,State Senate,32.0,REP,PAT STEFANO,472,ELK LICK
Somerset,State Senate,32.0,REP,PAT STEFANO,41,FAIRHOPE
Somerset,State Senate,32.0,REP,PAT STEFANO,92,GARRETT
Somerset,State Senate,32.0,REP,PAT STEFANO,194,GREENVILLE
Somerset,State Senate,32.0,REP,PAT STEFANO,186,HOOVERSVILLE
Somerset,State Senate,32.0,REP,PAT STEFANO,201,INDIAN LAKE
Somerset,State Senate,32.0,REP,PAT STEFANO,520,JEFFERSON
Somerset,State Senate,32.0,REP,PAT STEFANO,559,JENNERX1
Somerset,State Senate,32.0,REP,PAT STEFANO,381,JENNERX2
Somerset,State Senate,32.0,REP,PAT STEFANO,261,JENNERX3
Somerset,State Senate,32.0,REP,PAT STEFANO,245,JENNERSTOWN
Somerset,State Senate,32.0,REP,PAT STEFANO,216,LARIMER
Somerset,State Senate,32.0,REP,PAT STEFANO,585,LINCOLN
Somerset,State Senate,32.0,REP,PAT STEFANO,142,LOWER TURKEYFOOT
Somerset,State Senate,32.0,REP,PAT STEFANO,553,MEYERSDALE
Somerset,State Senate,32.0,REP,PAT STEFANO,324,MIDDLECREEK
Somerset,State Senate,32.0,REP,PAT STEFANO,563,MILFORD
Somerset,State Senate,32.0,REP,PAT STEFANO,46,NEW BALTIMORE
Somerset,State Senate,32.0,REP,PAT STEFANO,81,NEW CENTERVILLE
Somerset,State Senate,32.0,REP,PAT STEFANO,140,NORTHAMPTON
Somerset,State Senate,32.0,REP,PAT STEFANO,163,OGLE
Somerset,State Senate,32.0,REP,PAT STEFANO,451,PAINTX1
Somerset,State Senate,32.0,REP,PAT STEFANO,427,PAINTX2
Somerset,State Senate,32.0,REP,PAT STEFANO,160,PAINTX3
Somerset,State Senate,32.0,REP,PAT STEFANO,218,PAINT
Somerset,State Senate,32.0,REP,PAT STEFANO,587,QUEMAHONING
Somerset,State Senate,32.0,REP,PAT STEFANO,230,ROCKWOOD
Somerset,State Senate,32.0,REP,PAT STEFANO,219,SALISBURY
Somerset,State Senate,32.0,REP,PAT STEFANO,3,SEVEN SPRINGS
Somerset,State Senate,32.0,REP,PAT STEFANO,217,SHADEX1
Somerset,State Senate,32.0,REP,PAT STEFANO,191,SHADEX2
Somerset,State Senate,32.0,REP,PAT STEFANO,246,SHADEX3
Somerset,State Senate,32.0,REP,PAT STEFANO,69,SHANKSVILLE
Somerset,State Senate,32.0,REP,PAT STEFANO,646,SOMERSETX1
Somerset,State Senate,32.0,REP,PAT STEFANO,845,SOMERSETX2
Somerset,State Senate,32.0,REP,PAT STEFANO,784,SOMERSETX3
Somerset,State Senate,32.0,REP,PAT STEFANO,557,SOMERSETX4
Somerset,State Senate,32.0,REP,PAT STEFANO,300,SOMERSETXEAST
Somerset,State Senate,32.0,REP,PAT STEFANO,460,SOMERSETXNORTH WEST
Somerset,State Senate,32.0,REP,PAT STEFANO,832,SOMERSETXSOUTH WEST
Somerset,State Senate,32.0,REP,PAT STEFANO,225,SOUTHAMPTON
Somerset,State Senate,32.0,REP,PAT STEFANO,823,STONYCREEK
Somerset,State Senate,32.0,REP,PAT STEFANO,126,STOYSTOWN
Somerset,State Senate,32.0,REP,PAT STEFANO,650,SUMMIT
Somerset,State Senate,32.0,REP,PAT STEFANO,464,UPPER TURKEYFOOT
Somerset,State Senate,32.0,REP,PAT STEFANO,53,URSINA
Somerset,State Senate,32.0,REP,PAT STEFANO,69,WELLERSBURG
Somerset,State Senate,32.0,REP,PAT STEFANO,190,WINDBERX1
Somerset,State Senate,32.0,REP,PAT STEFANO,287,WINDBERX2
Somerset,State Senate,32.0,REP,PAT STEFANO,164,WINDBERX3
Somerset,State Senate,32.0,REP,PAT STEFANO,163,WINDBERX4
Somerset,State House,51.0,DEM,TIMOTHY S. MAHONEY,111,ADDISON
Somerset,State House,51.0,DEM,TIMOTHY S. MAHONEY,24,ADDISON
Somerset,State House,51.0,DEM,TIMOTHY S. MAHONEY,111,CONFLUENCE
Somerset,State House,51.0,DEM,TIMOTHY S. MAHONEY,109,ELK LICK
Somerset,State House,51.0,DEM,TIMOTHY S. MAHONEY,51,GARRETT
Somerset,State House,51.0,DEM,TIMOTHY S. MAHONEY,48,LOWER TURKEYFOOT
Somerset,State House,51.0,DEM,TIMOTHY S. MAHONEY,252,MEYERSDALE
Somerset,State House,51.0,DEM,TIMOTHY S. MAHONEY,67,SALISBURY
Somerset,State House,51.0,DEM,TIMOTHY S. MAHONEY,181,SUMMIT
Somerset,State House,51.0,DEM,TIMOTHY S. MAHONEY,89,UPPER TURKEYFOOT
Somerset,State House,51.0,DEM,TIMOTHY S. MAHONEY,22,URSINA
Somerset,State House,51.0,REP,MATTHEW DOWLING,236,ADDISON
Somerset,State House,51.0,REP,MATTHEW DOWLING,53,ADDISON
Somerset,State House,51.0,REP,MATTHEW DOWLING,123,CONFLUENCE
Somerset,State House,51.0,REP,MATTHEW DOWLING,455,ELK LICK
Somerset,State House,51.0,REP,MATTHEW DOWLING,80,GARRETT
Somerset,State House,51.0,REP,MATTHEW DOWLING,125,LOWER TURKEYFOOT
Somerset,State House,51.0,REP,MATTHEW DOWLING,465,MEYERSDALE
Somerset,State House,51.0,REP,MATTHEW DOWLING,202,SALISBURY
Somerset,State House,51.0,REP,MATTHEW DOWLING,598,SUMMIT
Somerset,State House,51.0,REP,MATTHEW DOWLING,436,UPPER TURKEYFOOT
Somerset,State House,51.0,REP,MATTHEW DOWLING,45,URSINA
Somerset,State House,59.0,DEM,CLARE DOOLEY,175,BOSWELL
Somerset,State House,59.0,DEM,CLARE DOOLEY,266,CONEMAUGHX1
Somerset,State House,59.0,DEM,CLARE DOOLEY,212,CONEMAUGHX2
Somerset,State House,59.0,DEM,CLARE DOOLEY,210,CONEMAUGHX3
Somerset,State House,59.0,DEM,CLARE DOOLEY,192,CONEMAUGHX4
Somerset,State House,59.0,DEM,CLARE DOOLEY,66,CONEMAUGHX5
Somerset,State House,59.0,DEM,CLARE DOOLEY,201,JENNERX1
Somerset,State House,59.0,DEM,CLARE DOOLEY,96,JENNERX2
Somerset,State House,59.0,DEM,CLARE DOOLEY,65,JENNERX3
Somerset,State House,59.0,DEM,CLARE DOOLEY,83,JENNERSTOWN
Somerset,State House,59.0,REP,MIKE REESE,262,BOSWELL
Somerset,State House,59.0,REP,MIKE REESE,656,CONEMAUGHX1
Somerset,State House,59.0,REP,MIKE REESE,484,CONEMAUGHX2
Somerset,State House,59.0,REP,MIKE REESE,416,CONEMAUGHX3
Somerset,State House,59.0,REP,MIKE REESE,460,CONEMAUGHX4
Somerset,State House,59.0,REP,MIKE REESE,163,CONEMAUGHX5
Somerset,State House,59.0,REP,MIKE REESE,554,JENNERX1
Somerset,State House,59.0,REP,MIKE REESE,374,JENNERX2
Somerset,State House,59.0,REP,MIKE REESE,250,JENNERX3
Somerset,State House,59.0,REP,MIKE REESE,239,JENNERSTOWN
Somerset,State House,69.0,DEM,JEFF COLE,49,ALLEGHENY
Somerset,State House,69.0,DEM,JEFF COLE,28,BENSON
Somerset,State House,69.0,DEM,JEFF COLE,133,BERLIN
Somerset,State House,69.0,DEM,JEFF COLE,53,BLACK
Somerset,State House,69.0,DEM,JEFF COLE,101,BROTHERS VALLEY
Somerset,State House,69.0,DEM,JEFF COLE,3,CALLIMONT
Somerset,State House,69.0,DEM,JEFF COLE,8,CASSELMAN
Somerset,State House,69.0,DEM,JEFF COLE,125,CENTRAL CITY
Somerset,State House,69.0,DEM,JEFF COLE,9,FAIRHOPE
Somerset,State House,69.0,DEM,JEFF COLE,44,GREENVILLE
Somerset,State House,69.0,DEM,JEFF COLE,60,HOOVERSVILLE
Somerset,State House,69.0,DEM,JEFF COLE,58,INDIAN LAKE
Somerset,State House,69.0,DEM,JEFF COLE,173,JEFFERSON
Somerset,State House,69.0,DEM,JEFF COLE,20,LARIMER
Somerset,State House,69.0,DEM,JEFF COLE,99,LINCOLN
Somerset,State House,69.0,DEM,JEFF COLE,70,MIDDLECREEK
Somerset,State House,69.0,DEM,JEFF COLE,101,MILFORD
Somerset,State House,69.0,DEM,JEFF COLE,28,NEW BALTIMORE
Somerset,State House,69.0,DEM,JEFF COLE,24,NEW CENTERVILLE
Somerset,State House,69.0,DEM,JEFF COLE,22,NORTHAMPTON
Somerset,State House,69.0,DEM,JEFF COLE,48,OGLE
Somerset,State House,69.0,DEM,JEFF COLE,159,PAINTX1
Somerset,State House,69.0,DEM,JEFF COLE,186,PAINTX2
Somerset,State House,69.0,DEM,JEFF COLE,42,PAINTX3
Somerset,State House,69.0,DEM,JEFF COLE,151,QUEMAHONING
Somerset,State House,69.0,DEM,JEFF COLE,63,ROCKWOOD
Somerset,State House,69.0,DEM,JEFF COLE,3,SEVEN SPRINGS
Somerset,State House,69.0,DEM,JEFF COLE,50,SHADEX1
Somerset,State House,69.0,DEM,JEFF COLE,139,SHADEX2
Somerset,State House,69.0,DEM,JEFF COLE,131,SHADEX3
Somerset,State House,69.0,DEM,JEFF COLE,11,SHANKSVILLE
Somerset,State House,69.0,DEM,JEFF COLE,136,SOMERSETX1
Somerset,State House,69.0,DEM,JEFF COLE,167,SOMERSETX2
Somerset,State House,69.0,DEM,JEFF COLE,179,SOMERSETX3
Somerset,State House,69.0,DEM,JEFF COLE,127,SOMERSETX4
Somerset,State House,69.0,DEM,JEFF COLE,97,SOMERSETXEAST
Somerset,State House,69.0,DEM,JEFF COLE,133,SOMERSETXNORTH WEST
Somerset,State House,69.0,DEM,JEFF COLE,338,SOMERSETXSOUTH WEST
Somerset,State House,69.0,DEM,JEFF COLE,23,SOUTHAMPTON
Somerset,State House,69.0,DEM,JEFF COLE,137,STONYCREEK
Somerset,State House,69.0,DEM,JEFF COLE,32,STOYSTOWN
Somerset,State House,69.0,DEM,JEFF COLE,15,WELLERSBURG
Somerset,State House,69.0,DEM,JEFF COLE,161,WINDBERX1
Somerset,State House,69.0,DEM,JEFF COLE,214,WINDBERX2
Somerset,State House,69.0,DEM,JEFF COLE,133,WINDBERX3
Somerset,State House,69.0,DEM,JEFF COLE,145,WINDBERX4
Somerset,State House,69.0,REP,CARL WALKER METZGAR,255,ALLEGHENY
Somerset,State House,69.0,REP,CARL WALKER METZGAR,42,BENSON
Somerset,State House,69.0,REP,CARL WALKER METZGAR,644,BERLIN
Somerset,State House,69.0,REP,CARL WALKER METZGAR,308,BLACK
Somerset,State House,69.0,REP,CARL WALKER METZGAR,926,BROTHERS VALLEY
Somerset,State House,69.0,REP,CARL WALKER METZGAR,18,CALLIMONT
Somerset,State House,69.0,REP,CARL WALKER METZGAR,27,CASSELMAN
Somerset,State House,69.0,REP,CARL WALKER METZGAR,215,CENTRAL CITY
Somerset,State House,69.0,REP,CARL WALKER METZGAR,44,FAIRHOPE
Somerset,State House,69.0,REP,CARL WALKER METZGAR,193,GREENVILLE
Somerset,State House,69.0,REP,CARL WALKER METZGAR,189,HOOVERSVILLE
Somerset,State House,69.0,REP,CARL WALKER METZGAR,198,INDIAN LAKE
Somerset,State House,69.0,REP,CARL WALKER METZGAR,520,JEFFERSON
Somerset,State House,69.0,REP,CARL WALKER METZGAR,217,LARIMER
Somerset,State House,69.0,REP,CARL WALKER METZGAR,595,LINCOLN
Somerset,State House,69.0,REP,CARL WALKER METZGAR,336,MIDDLECREEK
Somerset,State House,69.0,REP,CARL WALKER METZGAR,582,MILFORD
Somerset,State House,69.0,REP,CARL WALKER METZGAR,50,NEW BALTIMORE
Somerset,State House,69.0,REP,CARL WALKER METZGAR,78,NEW CENTERVILLE
Somerset,State House,69.0,REP,CARL WALKER METZGAR,144,NORTHAMPTON
Somerset,State House,69.0,REP,CARL WALKER METZGAR,164,OGLE
Somerset,State House,69.0,REP,CARL WALKER METZGAR,439,PAINTX1
Somerset,State House,69.0,REP,CARL WALKER METZGAR,435,PAINTX2
Somerset,State House,69.0,REP,CARL WALKER METZGAR,165,PAINTX3
Somerset,State House,69.0,REP,CARL WALKER METZGAR,600,QUEMAHONING
Somerset,State House,69.0,REP,CARL WALKER METZGAR,225,ROCKWOOD
Somerset,State House,69.0,REP,CARL WALKER METZGAR,3,SEVEN SPRINGS
Somerset,State House,69.0,REP,CARL WALKER METZGAR,218,SHADEX1
Somerset,State House,69.0,REP,CARL WALKER METZGAR,188,SHADEX2
Somerset,State House,69.0,REP,CARL WALKER METZGAR,245,SHADEX3
Somerset,State House,69.0,REP,CARL WALKER METZGAR,67,SHANKSVILLE
Somerset,State House,69.0,REP,CARL WALKER METZGAR,662,SOMERSETX1
Somerset,State House,69.0,REP,CARL WALKER METZGAR,856,SOMERSETX2
Somerset,State House,69.0,REP,CARL WALKER METZGAR,793,SOMERSETX3
Somerset,State House,69.0,REP,CARL WALKER METZGAR,545,SOMERSETX4
Somerset,State House,69.0,REP,CARL WALKER METZGAR,299,SOMERSETXEAST
Somerset,State House,69.0,REP,CARL WALKER METZGAR,460,SOMERSETXNORTH WEST
Somerset,State House,69.0,REP,CARL WALKER METZGAR,843,SOMERSETXSOUTH WEST
Somerset,State House,69.0,REP,CARL WALKER METZGAR,232,SOUTHAMPTON
Somerset,State House,69.0,REP,CARL WALKER METZGAR,816,STONYCREEK
Somerset,State House,69.0,REP,CARL WALKER METZGAR,126,STOYSTOWN
Somerset,State House,69.0,REP,CARL WALKER METZGAR,67,WELLERSBURG
Somerset,State House,69.0,REP,CARL WALKER METZGAR,191,WINDBERX1
Somerset,State House,69.0,REP,CARL WALKER METZGAR,276,WINDBERX2
Somerset,State House,69.0,REP,CARL WALKER METZGAR,157,WINDBERX3
Somerset,State House,69.0,REP,CARL WALKER METZGAR,154,WINDBERX4
Somerset,State House,71.0,DEM,BRYAN E. BARBIN,130,PAINT
Somerset,State House,71.0,REP,JAMES PATRICK RIGBY,201,PAINT
