county,precinct,candidate,office,district,party,votes
Northumberland,Sunbury City 5,,Straight Party,,GRE,0
Northumberland,Sunbury City 5,,Straight Party,,LIB,2
Northumberland,Sunbury City 5,"Bob Casey, Jr.",U.S. Senate,,DEM,158
Northumberland,Sunbury City 5,Lou Barletta,U.S. Senate,,REP,167
Northumberland,Sunbury City 5,Neal Gale,U.S. Senate,,GRE,1
Northumberland,Sunbury City 5,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,2
Northumberland,Sunbury City 5,Write In Votes,U.S. Senate,,,0
Northumberland,Sunbury City 5,Tom Wolf,Governor,,DEM,177
Northumberland,Sunbury City 5,Scott R. Wagner,Governor,,REP,150
Northumberland,Sunbury City 5,Paul Glover,Governor,,GRE,1
Northumberland,Sunbury City 5,Ken V. Krawchuk,Governor,,LIB,2
Northumberland,Sunbury City 5,Write In Votes,Governor,,,0
Northumberland,Sunbury City 5,Marc Friedenberg,U.S. House,12,DEM,142
Northumberland,Sunbury City 5,Tom Marino,U.S. House,12,REP,184
Northumberland,Sunbury City 5,Write In Votes,U.S. House,12,,0
Northumberland,Sunbury City 5,Lynda J. Schlegel-Culver,State House,108,REP,260
Northumberland,Sunbury City 5,Write In Votes,State House,108,REP,6
Northumberland,Sunbury City 6,,Ballots Cast,,,231
Northumberland,Sunbury City 6,,Straight Party,,DEM,52
Northumberland,Sunbury City 6,,Straight Party,,REP,57
Northumberland,Sunbury City 6,,Straight Party,,GRE,1
Northumberland,Sunbury City 6,,Straight Party,,LIB,1
Northumberland,Sunbury City 6,"Bob Casey, Jr.",U.S. Senate,,DEM,101
Northumberland,Sunbury City 6,Lou Barletta,U.S. Senate,,REP,120
Northumberland,Sunbury City 6,Neal Gale,U.S. Senate,,GRE,1
Northumberland,Sunbury City 6,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,5
Northumberland,Sunbury City 6,Write In Votes,U.S. Senate,,,0
Northumberland,Sunbury City 6,Tom Wolf,Governor,,DEM,119
Northumberland,Sunbury City 6,Scott R. Wagner,Governor,,REP,102
Northumberland,Sunbury City 6,Paul Glover,Governor,,GRE,2
Northumberland,Sunbury City 6,Ken V. Krawchuk,Governor,,LIB,5
Northumberland,Sunbury City 6,Write In Votes,Governor,,,0
Northumberland,Sunbury City 6,Marc Friedenberg,U.S. House,12,DEM,93
Northumberland,Sunbury City 6,Tom Marino,U.S. House,12,REP,124
Northumberland,Sunbury City 6,Write In Votes,U.S. House,12,,2
Northumberland,Sunbury City 6,Lynda J. Schlegel-Culver,State House,108,REP,170
Northumberland,Sunbury City 6,Write In Votes,State House,108,REP,4
Northumberland,Sunbury City 4,,Ballots Cast,,,422
Northumberland,Sunbury City 4,,Straight Party,,DEM,59
Northumberland,Sunbury City 4,,Straight Party,,REP,116
Northumberland,Sunbury City 4,,Straight Party,,GRE,0
Northumberland,Sunbury City 4,,Straight Party,,LIB,0
Northumberland,Sunbury City 4,"Bob Casey, Jr.",U.S. Senate,,DEM,176
Northumberland,Sunbury City 4,Lou Barletta,U.S. Senate,,REP,237
Northumberland,Sunbury City 4,Neal Gale,U.S. Senate,,GRE,0
Northumberland,Sunbury City 4,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,2
Northumberland,Sunbury City 4,Write In Votes,U.S. Senate,,,0
Northumberland,Sunbury City 4,Tom Wolf,Governor,,DEM,216
Northumberland,Sunbury City 4,Scott R. Wagner,Governor,,REP,194
Northumberland,Sunbury City 4,Paul Glover,Governor,,GRE,6
Northumberland,Sunbury City 4,Ken V. Krawchuk,Governor,,LIB,1
Northumberland,Sunbury City 4,Write In Votes,Governor,,,0
Northumberland,Sunbury City 4,Marc Friedenberg,U.S. House,12,DEM,158
Northumberland,Sunbury City 4,Tom Marino,U.S. House,12,REP,248
Northumberland,Sunbury City 4,Write In Votes,U.S. House,12,,0
Northumberland,Sunbury City 4,Lynda J. Schlegel-Culver,State House,108,REP,355
Northumberland,Sunbury City 4,Write In Votes,State House,108,REP,3
Northumberland,Turbot Township,,Ballots Cast,,,730
Northumberland,Turbot Township,,Straight Party,,DEM,118
Northumberland,Turbot Township,,Straight Party,,REP,295
Northumberland,Turbot Township,,Straight Party,,GRE,0
Northumberland,Turbot Township,,Straight Party,,LIB,1
Northumberland,Turbot Township,"Bob Casey, Jr.",U.S. Senate,,DEM,245
Northumberland,Turbot Township,Lou Barletta,U.S. Senate,,REP,465
Northumberland,Turbot Township,Neal Gale,U.S. Senate,,GRE,2
Northumberland,Turbot Township,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,5
Northumberland,Turbot Township,Write In Votes,U.S. Senate,,,0
Northumberland,Turbot Township,Tom Wolf,Governor,,DEM,282
Northumberland,Turbot Township,Scott R. Wagner,Governor,,REP,431
Northumberland,Turbot Township,Paul Glover,Governor,,GRE,1
Northumberland,Turbot Township,Ken V. Krawchuk,Governor,,LIB,6
Northumberland,Turbot Township,Write In Votes,Governor,,,0
Northumberland,Turbot Township,Marc Friedenberg,U.S. House,12,DEM,213
Northumberland,Turbot Township,Tom Marino,U.S. House,12,REP,506
Northumberland,Turbot Township,Write In Votes,U.S. House,12,,0
Northumberland,Turbot Township,Lynda J. Schlegel-Culver,State House,108,REP,605
Northumberland,Turbot Township,Write In Votes,State House,108,REP,1
Northumberland,Turbotville Borough,,Ballots Cast,,,257
Northumberland,Turbotville Borough,,Straight Party,,DEM,48
Northumberland,Turbotville Borough,,Straight Party,,REP,86
Northumberland,Turbotville Borough,,Straight Party,,GRE,0
Northumberland,Turbotville Borough,,Straight Party,,LIB,1
Northumberland,Turbotville Borough,"Bob Casey, Jr.",U.S. Senate,,DEM,100
Northumberland,Turbotville Borough,Lou Barletta,U.S. Senate,,REP,152
Northumberland,Turbotville Borough,Neal Gale,U.S. Senate,,GRE,1
Northumberland,Turbotville Borough,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,2
Northumberland,Turbotville Borough,Write In Votes,U.S. Senate,,,0
Northumberland,Turbotville Borough,Tom Wolf,Governor,,DEM,101
Northumberland,Turbotville Borough,Scott R. Wagner,Governor,,REP,146
Northumberland,Turbotville Borough,Paul Glover,Governor,,GRE,3
Northumberland,Turbotville Borough,Ken V. Krawchuk,Governor,,LIB,4
Northumberland,Turbotville Borough,Write In Votes,Governor,,,1
Northumberland,Turbotville Borough,Marc Friedenberg,U.S. House,12,DEM,80
Northumberland,Turbotville Borough,Tom Marino,U.S. House,12,REP,173
Northumberland,Turbotville Borough,Write In Votes,U.S. House,12,,0
Northumberland,Turbotville Borough,Lynda J. Schlegel-Culver,State House,108,REP,219
Northumberland,Turbotville Borough,Write In Votes,State House,108,REP,1
Northumberland,Upper Augusta Township Northeast,,Ballots Cast,,,606
Northumberland,Upper Augusta Township Northeast,,Straight Party,,DEM,65
Northumberland,Upper Augusta Township Northeast,,Straight Party,,REP,225
Northumberland,Upper Augusta Township Northeast,,Straight Party,,GRE,1
Northumberland,Upper Augusta Township Northeast,,Straight Party,,LIB,0
Northumberland,Upper Augusta Township Northeast,"Bob Casey, Jr.",U.S. Senate,,DEM,213
Northumberland,Upper Augusta Township Northeast,Lou Barletta,U.S. Senate,,REP,381
Northumberland,Upper Augusta Township Northeast,Neal Gale,U.S. Senate,,GRE,5
Northumberland,Upper Augusta Township Northeast,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,4
Northumberland,Upper Augusta Township Northeast,Write In Votes,U.S. Senate,,,0
Northumberland,Upper Augusta Township Northeast,Tom Wolf,Governor,,DEM,244
Northumberland,Upper Augusta Township Northeast,Scott R. Wagner,Governor,,REP,346
Northumberland,Upper Augusta Township Northeast,Paul Glover,Governor,,GRE,3
Northumberland,Upper Augusta Township Northeast,Ken V. Krawchuk,Governor,,LIB,2
Northumberland,Upper Augusta Township Northeast,Write In Votes,Governor,,,0
Northumberland,Upper Augusta Township Northeast,Marc Friedenberg,U.S. House,12,DEM,178
Northumberland,Upper Augusta Township Northeast,Tom Marino,U.S. House,12,REP,414
Northumberland,Upper Augusta Township Northeast,Write In Votes,U.S. House,12,,1
Northumberland,Upper Augusta Township Northeast,Lynda J. Schlegel-Culver,State House,108,REP,525
Northumberland,Upper Augusta Township Northeast,Write In Votes,State House,108,REP,8
Northumberland,Upper Augusta Township Northwest,,Ballots Cast,,,456
Northumberland,Upper Augusta Township Northwest,,Straight Party,,DEM,50
Northumberland,Upper Augusta Township Northwest,,Straight Party,,REP,180
Northumberland,Upper Augusta Township Northwest,,Straight Party,,GRE,2
Northumberland,Upper Augusta Township Northwest,,Straight Party,,LIB,2
Northumberland,Upper Augusta Township Northwest,"Bob Casey, Jr.",U.S. Senate,,DEM,140
Northumberland,Upper Augusta Township Northwest,Lou Barletta,U.S. Senate,,REP,300
Northumberland,Upper Augusta Township Northwest,Neal Gale,U.S. Senate,,GRE,5
Northumberland,Upper Augusta Township Northwest,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,5
Northumberland,Upper Augusta Township Northwest,Write In Votes,U.S. Senate,,,0
Northumberland,Upper Augusta Township Northwest,Tom Wolf,Governor,,DEM,164
Northumberland,Upper Augusta Township Northwest,Scott R. Wagner,Governor,,REP,273
Northumberland,Upper Augusta Township Northwest,Paul Glover,Governor,,GRE,4
Northumberland,Upper Augusta Township Northwest,Ken V. Krawchuk,Governor,,LIB,10
Northumberland,Upper Augusta Township Northwest,Write In Votes,Governor,,,0
Northumberland,Upper Augusta Township Northwest,Marc Friedenberg,U.S. House,12,DEM,127
Northumberland,Upper Augusta Township Northwest,Tom Marino,U.S. House,12,REP,320
Northumberland,Upper Augusta Township Northwest,Write In Votes,U.S. House,12,,0
Northumberland,Upper Augusta Township Northwest,Lynda J. Schlegel-Culver,State House,108,REP,396
Northumberland,Upper Augusta Township Northwest,Write In Votes,State House,108,REP,3
Northumberland,Coal Township 6,,Ballots Cast,,,548
Northumberland,Coal Township 6,,Straight Party,,DEM,80
Northumberland,Coal Township 6,,Straight Party,,REP,163
Northumberland,Coal Township 6,,Straight Party,,GRE,1
Northumberland,Coal Township 6,,Straight Party,,LIB,0
Northumberland,Coal Township 6,"Bob Casey, Jr.",U.S. Senate,,DEM,212
Northumberland,Coal Township 6,Lou Barletta,U.S. Senate,,REP,324
Northumberland,Coal Township 6,Neal Gale,U.S. Senate,,GRE,1
Northumberland,Coal Township 6,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,3
Northumberland,Coal Township 6,Write In Votes,U.S. Senate,,,0
Northumberland,Coal Township 6,Tom Wolf,Governor,,DEM,255
Northumberland,Coal Township 6,Scott R. Wagner,Governor,,REP,266
Northumberland,Coal Township 6,Paul Glover,Governor,,GRE,6
Northumberland,Coal Township 6,Ken V. Krawchuk,Governor,,LIB,5
Northumberland,Coal Township 6,Write In Votes,Governor,,,0
Northumberland,Coal Township 6,Denny Wolff,U.S. House,9,DEM,188
Northumberland,Coal Township 6,Dan Meuser,U.S. House,9,REP,339
Northumberland,Coal Township 6,Write In Votes,U.S. House,9,,0
Northumberland,Coal Township 6,Sarah Donnelly,State House,107,DEM,170
Northumberland,Coal Township 6,Kurt A. Masser,State House,107,REP,366
Northumberland,Coal Township 6,Write In Votes,State House,107,,0
Northumberland,Upper Mahanoy Township (12th District),,Ballots Cast,,,224
Northumberland,Upper Mahanoy Township (12th District),,Straight Party,,DEM,13
Northumberland,Upper Mahanoy Township (12th District),,Straight Party,,REP,92
Northumberland,Upper Mahanoy Township (12th District),,Straight Party,,GRE,0
Northumberland,Upper Mahanoy Township (12th District),,Straight Party,,LIB,0
Northumberland,Upper Mahanoy Township (12th District),"Bob Casey, Jr.",U.S. Senate,,DEM,49
Northumberland,Upper Mahanoy Township (12th District),Lou Barletta,U.S. Senate,,REP,173
Northumberland,Upper Mahanoy Township (12th District),Neal Gale,U.S. Senate,,GRE,1
Northumberland,Upper Mahanoy Township (12th District),"Dale R. Kerns, Jr.",U. S. Senate,,LIB,0
Northumberland,Upper Mahanoy Township (12th District),Write In Votes,U.S. Senate,,,0
Northumberland,Upper Mahanoy Township (12th District),Tom Wolf,Governor,,DEM,53
Northumberland,Upper Mahanoy Township (12th District),Scott R. Wagner,Governor,,REP,166
Northumberland,Upper Mahanoy Township (12th District),Paul Glover,Governor,,GRE,2
Northumberland,Upper Mahanoy Township (12th District),Ken V. Krawchuk,Governor,,LIB,1
Northumberland,Upper Mahanoy Township (12th District),Write In Votes,Governor,,,0
Northumberland,Upper Mahanoy Township (12th District),Marc Friedenberg,U.S. House,12,DEM,33
Northumberland,Upper Mahanoy Township (12th District),Tom Marino,U.S. House,12,REP,186
Northumberland,Upper Mahanoy Township (12th District),Write In Votes,U.S. House,12,,0
Northumberland,Upper Mahanoy Township (12th District),Sarah Donnelly,State House,107,DEM,27
Northumberland,Upper Mahanoy Township (12th District),Kurt A. Masser,State House,107,REP,195
Northumberland,Upper Mahanoy Township (12th District),Write In Votes,State House,107,,0
Northumberland,Washington Township,,Ballots Cast,,,275
Northumberland,Washington Township,,Straight Party,,DEM,20
Northumberland,Washington Township,,Straight Party,,REP,100
Northumberland,Washington Township,,Straight Party,,GRE,0
Northumberland,Washington Township,,Straight Party,,LIB,0
Northumberland,Washington Township,"Bob Casey, Jr.",U.S. Senate,,DEM,70
Northumberland,Washington Township,Lou Barletta,U.S. Senate,,REP,202
Northumberland,Washington Township,Neal Gale,U.S. Senate,,GRE,1
Northumberland,Washington Township,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,1
Northumberland,Washington Township,Write In Votes,U.S. Senate,,,0
Northumberland,Washington Township,Tom Wolf,Governor,,DEM,82
Northumberland,Washington Township,Scott R. Wagner,Governor,,REP,187
Northumberland,Washington Township,Paul Glover,Governor,,GRE,1
Northumberland,Washington Township,Ken V. Krawchuk,Governor,,LIB,2
Northumberland,Washington Township,Write In Votes,Governor,,,0
Northumberland,Washington Township,Marc Friedenberg,U.S. House,12,DEM,50
Northumberland,Washington Township,Tom Marino,U.S. House,12,REP,220
Northumberland,Washington Township,Write In Votes,U.S. House,12,,0
Northumberland,Washington Township,Sarah Donnelly,State House,107,DEM,45
Northumberland,Washington Township,Kurt A. Masser,State House,107,REP,223
Northumberland,Washington Township,Write In Votes,State House,107,,0
Northumberland,Watsontown Borough 1,,Ballots Cast,,,218
Northumberland,Watsontown Borough 1,,Straight Party,,DEM,31
Northumberland,Watsontown Borough 1,,Straight Party,,REP,78
Northumberland,Watsontown Borough 1,,Straight Party,,GRE,0
Northumberland,Watsontown Borough 1,,Straight Party,,LIB,1
Northumberland,Watsontown Borough 1,"Bob Casey, Jr.",U.S. Senate,,DEM,84
Northumberland,Watsontown Borough 1,Lou Barletta,U.S. Senate,,REP,126
Northumberland,Watsontown Borough 1,Neal Gale,U.S. Senate,,GRE,1
Northumberland,Watsontown Borough 1,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,5
Northumberland,Watsontown Borough 1,Write In Votes,U.S. Senate,,,0
Northumberland,Watsontown Borough 1,Tom Wolf,Governor,,DEM,91
Northumberland,Watsontown Borough 1,Scott R. Wagner,Governor,,REP,112
Northumberland,Watsontown Borough 1,Paul Glover,Governor,,GRE,3
Northumberland,Watsontown Borough 1,Ken V. Krawchuk,Governor,,LIB,7
Northumberland,Watsontown Borough 1,Write In Votes,Governor,,,2
Northumberland,Watsontown Borough 1,Marc Friedenberg,U.S. House,12,DEM,67
Northumberland,Watsontown Borough 1,Tom Marino,U.S. House,12,REP,145
Northumberland,Watsontown Borough 1,Write In Votes,U.S. House,12,,1
Northumberland,Watsontown Borough 1,Lynda J. Schlegel-Culver,State House,108,REP,180
Northumberland,Watsontown Borough 1,Write In Votes,State House,108,REP,3
Northumberland,Watsontown Borough 2,,Ballots Cast,,,461
Northumberland,Watsontown Borough 2,,Straight Party,,DEM,82
Northumberland,Watsontown Borough 2,,Straight Party,,REP,166
Northumberland,Watsontown Borough 2,,Straight Party,,GRE,0
Northumberland,Watsontown Borough 2,,Straight Party,,LIB,2
Northumberland,Watsontown Borough 2,"Bob Casey, Jr.",U.S. Senate,,DEM,183
Northumberland,Watsontown Borough 2,Lou Barletta,U.S. Senate,,REP,265
Northumberland,Watsontown Borough 2,Neal Gale,U.S. Senate,,GRE,4
Northumberland,Watsontown Borough 2,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,4
Northumberland,Watsontown Borough 2,Write In Votes,U.S. Senate,,,1
Northumberland,Watsontown Borough 2,Tom Wolf,Governor,,DEM,192
Northumberland,Watsontown Borough 2,Scott R. Wagner,Governor,,REP,248
Northumberland,Watsontown Borough 2,Paul Glover,Governor,,GRE,3
Northumberland,Watsontown Borough 2,Ken V. Krawchuk,Governor,,LIB,9
Northumberland,Watsontown Borough 2,Write In Votes,Governor,,,1
Northumberland,Watsontown Borough 2,Marc Friedenberg,U.S. House,12,DEM,155
Northumberland,Watsontown Borough 2,Tom Marino,U.S. House,12,REP,296
Northumberland,Watsontown Borough 2,Write In Votes,U.S. House,12,,0
Northumberland,Watsontown Borough 2,Lynda J. Schlegel-Culver,State House,108,REP,377
Northumberland,Watsontown Borough 2,Write In Votes,State House,108,REP,5
Northumberland,West Chillisquaque Township,,Ballots Cast,,,790
Northumberland,West Chillisquaque Township,,Straight Party,,DEM,89
Northumberland,West Chillisquaque Township,,Straight Party,,REP,362
Northumberland,West Chillisquaque Township,,Straight Party,,GRE,1
Northumberland,West Chillisquaque Township,,Straight Party,,LIB,1
Northumberland,West Chillisquaque Township,"Bob Casey, Jr.",U.S. Senate,,DEM,234
Northumberland,West Chillisquaque Township,Lou Barletta,U.S. Senate,,REP,530
Northumberland,West Chillisquaque Township,Neal Gale,U.S. Senate,,GRE,4
Northumberland,West Chillisquaque Township,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,11
Northumberland,West Chillisquaque Township,Write In Votes,U.S. Senate,,,0
Northumberland,West Chillisquaque Township,Tom Wolf,Governor,,DEM,269
Northumberland,West Chillisquaque Township,Scott R. Wagner,Governor,,REP,500
Northumberland,West Chillisquaque Township,Paul Glover,Governor,,GRE,5
Northumberland,West Chillisquaque Township,Ken V. Krawchuk,Governor,,LIB,7
Northumberland,West Chillisquaque Township,Write In Votes,Governor,,,0
Northumberland,West Chillisquaque Township,Marc Friedenberg,U.S. House,12,DEM,197
Northumberland,West Chillisquaque Township,Tom Marino,U.S. House,12,REP,572
Northumberland,West Chillisquaque Township,Write In Votes,U.S. House,12,,1
Northumberland,West Chillisquaque Township,Lynda J. Schlegel-Culver,State House,108,REP,668
Northumberland,West Chillisquaque Township,Write In Votes,State House,108,REP,11
Northumberland,East Cameron Township,,Ballots Cast,,,231
Northumberland,East Cameron Township,,Straight Party,,DEM,20
Northumberland,East Cameron Township,,Straight Party,,REP,93
Northumberland,East Cameron Township,,Straight Party,,GRE,0
Northumberland,East Cameron Township,,Straight Party,,LIB,1
Northumberland,East Cameron Township,"Bob Casey, Jr.",U.S. Senate,,DEM,63
Northumberland,East Cameron Township,Lou Barletta,U.S. Senate,,REP,164
Northumberland,East Cameron Township,Neal Gale,U.S. Senate,,GRE,0
Northumberland,East Cameron Township,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,4
Northumberland,East Cameron Township,Write In Votes,U.S. Senate,,,0
Northumberland,East Cameron Township,Tom Wolf,Governor,,DEM,80
Northumberland,East Cameron Township,Scott R. Wagner,Governor,,REP,147
Northumberland,East Cameron Township,Paul Glover,Governor,,GRE,0
Northumberland,East Cameron Township,Ken V. Krawchuk,Governor,,LIB,2
Northumberland,East Cameron Township,Write In Votes,Governor,,,0
Northumberland,East Cameron Township,Denny Wolff,U.S. House,9,DEM,66
Northumberland,East Cameron Township,Dan Meuser,U.S. House,9,REP,160
Northumberland,East Cameron Township,Write In Votes,U.S. House,9,,0
Northumberland,East Cameron Township,Sarah Donnelly,State House,107,DEM,54
Northumberland,East Cameron Township,Kurt A. Masser,State House,107,REP,169
Northumberland,East Cameron Township,Write In Votes,State House,107,,0
Northumberland,Kulpmont Borough 1,,Ballots Cast,,,296
Northumberland,Kulpmont Borough 1,,Straight Party,,DEM,65
Northumberland,Kulpmont Borough 1,,Straight Party,,REP,74
Northumberland,Kulpmont Borough 1,,Straight Party,,GRE,0
Northumberland,Kulpmont Borough 1,,Straight Party,,LIB,0
Northumberland,Kulpmont Borough 1,"Bob Casey, Jr.",U.S. Senate,,DEM,125
Northumberland,Kulpmont Borough 1,Lou Barletta,U.S. Senate,,REP,166
Northumberland,Kulpmont Borough 1,Neal Gale,U.S. Senate,,GRE,1
Northumberland,Kulpmont Borough 1,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,1
Northumberland,Kulpmont Borough 1,Write In Votes,U.S. Senate,,,0
Northumberland,Kulpmont Borough 1,Tom Wolf,Governor,,DEM,156
Northumberland,Kulpmont Borough 1,Scott R. Wagner,Governor,,REP,127
Northumberland,Kulpmont Borough 1,Paul Glover,Governor,,GRE,0
Northumberland,Kulpmont Borough 1,Ken V. Krawchuk,Governor,,LIB,3
Northumberland,Kulpmont Borough 1,Write In Votes,Governor,,,0
Northumberland,Kulpmont Borough 1,Denny Wolff,U.S. House,9,DEM,131
Northumberland,Kulpmont Borough 1,Dan Meuser,U.S. House,9,REP,154
Northumberland,Kulpmont Borough 1,Write In Votes,U.S. House,9,,0
Northumberland,Kulpmont Borough 1,Sarah Donnelly,State House,107,DEM,120
Northumberland,Kulpmont Borough 1,Kurt A. Masser,State House,107,REP,169
Northumberland,Kulpmont Borough 1,Write In Votes,State House,107,,0
Northumberland,Sunbury City 3,,Ballots Cast,,,501
Northumberland,Sunbury City 3,,Straight Party,,DEM,72
Northumberland,Sunbury City 3,,Straight Party,,REP,154
Northumberland,Sunbury City 3,,Straight Party,,GRE,2
Northumberland,Sunbury City 3,,Straight Party,,LIB,1
Northumberland,Sunbury City 3,"Bob Casey, Jr.",U.S. Senate,,DEM,187
Northumberland,Sunbury City 3,Lou Barletta,U.S. Senate,,REP,293
Northumberland,Sunbury City 3,Neal Gale,U.S. Senate,,GRE,5
Northumberland,Sunbury City 3,"Dale R. Kerns, Jr.",U. S. Senate,,LIB,9
Northumberland,Sunbury City 3,Write In Votes,U.S. Senate,,,1
Northumberland,Sunbury City 3,Tom Wolf,Governor,,DEM,221
Northumberland,Sunbury City 3,Scott R. Wagner,Governor,,REP,258
Northumberland,Sunbury City 3,Paul Glover,Governor,,GRE,6
Northumberland,Sunbury City 3,Ken V. Krawchuk,Governor,,LIB,13
Northumberland,Sunbury City 3,Write In Votes,Governor,,,0
Northumberland,Sunbury City 3,Marc Friedenberg,U.S. House,12,DEM,173
Northumberland,Sunbury City 3,Tom Marino,U.S. House,12,REP,317
Northumberland,Sunbury City 3,Write In Votes,U.S. House,12,,1
Northumberland,Sunbury City 3,Lynda J. Schlegel-Culver,State House,108,REP,417
Northumberland,Sunbury City 3,Write In Votes,State House,108,,15
