county,precinct,office,district,party,candidate,absentee,election_day,votes
Blair,ALTOONA 1-1,Straight Party,,,DEMOCRATIC,5.0,85.0,90
Blair,ALTOONA 1-1,Straight Party,,,REPUBLICAN,4.0,105.0,109
Blair,ALTOONA 1-1,Straight Party,,,GREEN,0.0,1.0,1
Blair,ALTOONA 1-1,Straight Party,,,LIBERTARIAN,0.0,2.0,2
Blair,ALTOONA 1-1,Straight Party,,,OVER VOTES,0.0,0.0,0
Blair,ALTOONA 1-1,Straight Party,,,UNDER VOTES,6.0,88.0,94
Blair,ALTOONA 1-1,U.S. Senate,,DEM,"BOB CASEY, JR",8.0,134.0,142
Blair,ALTOONA 1-1,U.S. Senate,,REP,LOU BARLETTA,7.0,130.0,137
Blair,ALTOONA 1-1,U.S. Senate,,GRN,NEAL GALE,0.0,5.0,5
Blair,ALTOONA 1-1,U.S. Senate,,LIB,"DALE R KERNS, JR",0.0,4.0,4
Blair,ALTOONA 1-1,U.S. Senate,,,OVER VOTES,0.0,0.0,0
Blair,ALTOONA 1-1,U.S. Senate,,,UNDER VOTES,0.0,8.0,8
Blair,ALTOONA 1-1,Governor,,DEM,TOM WOLF,8.0,134.0,142
Blair,ALTOONA 1-1,Governor,,REP,SCOTT R WAGNER,6.0,136.0,142
Blair,ALTOONA 1-1,Governor,,GRN,PAUL GLOVER,0.0,2.0,2
Blair,ALTOONA 1-1,Governor,,LIB,KEN V KRAWCHUK,0.0,1.0,1
Blair,ALTOONA 1-1,Governor,,,DONOVAN C JENKINS (W),0.0,1.0,1
Blair,ALTOONA 1-1,Governor,,,OVER VOTES,0.0,0.0,0
Blair,ALTOONA 1-1,Governor,,,UNDER VOTES,1.0,7.0,8
Blair,ALTOONA 1-1,Ballots Cast,,,,,,296
Blair,ALTOONA 1-1,U.S. House,13.0,DEM,BRENT OTTAWAY,7.0,126.0,133
Blair,ALTOONA 1-1,U.S. House,13.0,REP,JOHN JOYCE,8.0,143.0,151
Blair,ALTOONA 1-1,U.S. House,13.0,,MITCHELL RHINEHART (W),0.0,1.0,1
Blair,ALTOONA 1-1,U.S. House,13.0,,BOB GATTRELL (W),0.0,1.0,1
Blair,ALTOONA 1-1,U.S. House,13.0,,JESS KING (W),0.0,1.0,1
Blair,ALTOONA 1-1,U.S. House,13.0,,OVER VOTES,0.0,0.0,0
Blair,ALTOONA 1-1,U.S. House,13.0,,UNDER VOTES,0.0,9.0,9
Blair,ALTOONA 1-1,State Senate,30.0,DEM,EMILY BEST,7.0,126.0,133
Blair,ALTOONA 1-1,State Senate,30.0,REP,JUDY WARD,7.0,149.0,156
Blair,ALTOONA 1-1,State Senate,30.0,,OVER VOTES,0.0,0.0,0
Blair,ALTOONA 1-1,State Senate,30.0,,UNDER VOTES,1.0,6.0,7
Blair,ALTOONA 1-1,State House,79.0,REP,LOU SCHMITT,9.0,180.0,189
Blair,ALTOONA 1-1,State House,79.0,,JON ESWORTHY (W),0.0,1.0,1
Blair,ALTOONA 1-1,State House,79.0,,JOHN JOYCE (W),0.0,1.0,1
Blair,ALTOONA 1-1,State House,79.0,,JAMEY SLEESMAN (W),0.0,1.0,1
Blair,ALTOONA 1-1,State House,79.0,,OVER VOTES,0.0,0.0,0
Blair,ALTOONA 1-1,State House,79.0,,UNDER VOTES,6.0,98.0,104
Blair,ALTOONA 2-1,Straight Party,,,DEMOCRATIC,1.0,37.0,38
Blair,ALTOONA 2-1,Straight Party,,,REPUBLICAN,3.0,42.0,45
Blair,ALTOONA 2-1,Straight Party,,,GREEN,0.0,0.0,0
Blair,ALTOONA 2-1,Straight Party,,,LIBERTARIAN,0.0,0.0,0
Blair,ALTOONA 2-1,Straight Party,,,OVER VOTES,0.0,0.0,0
Blair,ALTOONA 2-1,Straight Party,,,UNDER VOTES,0.0,57.0,57
Blair,ALTOONA 2-1,U.S. Senate,,DEM,"BOB CASEY, JR",1.0,69.0,70
Blair,ALTOONA 2-1,U.S. Senate,,REP,LOU BARLETTA,3.0,62.0,65
Blair,ALTOONA 2-1,U.S. Senate,,GRN,NEAL GALE,0.0,0.0,0
Blair,ALTOONA 2-1,U.S. Senate,,LIB,"DALE R KERNS, JR",0.0,2.0,2
Blair,ALTOONA 2-1,U.S. Senate,,,OVER VOTES,0.0,0.0,0
Blair,ALTOONA 2-1,U.S. Senate,,,UNDER VOTES,0.0,3.0,3
Blair,ALTOONA 2-1,Governor,,DEM,TOM WOLF,1.0,63.0,64
Blair,ALTOONA 2-1,Governor,,REP,SCOTT R WAGNER,3.0,65.0,68
Blair,ALTOONA 2-1,Governor,,GRN,PAUL GLOVER,0.0,1.0,1
Blair,ALTOONA 2-1,Governor,,LIB,KEN V KRAWCHUK,0.0,2.0,2
Blair,ALTOONA 2-1,Governor,,,OVER VOTES,0.0,0.0,0
