county,precinct,office,district,candidate,party,votes,election_day,absentee,provisional,military,federal
Cumberland,SOUTHAMPTON UPPER 2,State House,86.0,MARK K KELLER,REP,910,884.0,25.0,0.0,1.0,0.0
Cumberland,Total,State House,86.0,MARK K KELLER,REP,3213,3120.0,92.0,0.0,1.0,0.0
Cumberland,HOPEWELL,State House,86.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,NEWBURG,State House,86.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG EAST,State House,86.0,WRITE-INS,,3,3.0,0.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG MIDDLE,State House,86.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SHIPPENSBURG TWP,State House,86.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON LOWER,State House,86.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON UPPER 1,State House,86.0,WRITE-INS,,1,0.0,1.0,0.0,0.0,0.0
Cumberland,SOUTHAMPTON UPPER 2,State House,86.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,Total,State House,86.0,WRITE-INS,,7,6.0,1.0,0.0,0.0,0.0
Cumberland,CAMP HILL 1,State House,87.0,SEAN PATRICK QUINLAN,DEM,402,384.0,17.0,0.0,1.0,0.0
Cumberland,CAMP HILL 2,State House,87.0,SEAN PATRICK QUINLAN,DEM,513,483.0,29.0,0.0,1.0,0.0
Cumberland,CAMP HILL 3,State House,87.0,SEAN PATRICK QUINLAN,DEM,633,596.0,37.0,0.0,0.0,0.0
Cumberland,CAMP HILL 4,State House,87.0,SEAN PATRICK QUINLAN,DEM,277,274.0,3.0,0.0,0.0,0.0
Cumberland,CAMP HILL 5,State House,87.0,SEAN PATRICK QUINLAN,DEM,391,377.0,14.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 1,State House,87.0,SEAN PATRICK QUINLAN,DEM,399,369.0,30.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 2,State House,87.0,SEAN PATRICK QUINLAN,DEM,340,327.0,13.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 3,State House,87.0,SEAN PATRICK QUINLAN,DEM,696,674.0,22.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 4,State House,87.0,SEAN PATRICK QUINLAN,DEM,352,341.0,11.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 5,State House,87.0,SEAN PATRICK QUINLAN,DEM,347,338.0,9.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 6,State House,87.0,SEAN PATRICK QUINLAN,DEM,165,160.0,3.0,2.0,0.0,0.0
Cumberland,EAST PENNSBORO 7,State House,87.0,SEAN PATRICK QUINLAN,DEM,383,356.0,26.0,0.0,1.0,0.0
Cumberland,EAST PENNSBORO 8,State House,87.0,SEAN PATRICK QUINLAN,DEM,377,364.0,13.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 9,State House,87.0,SEAN PATRICK QUINLAN,DEM,409,397.0,12.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 10,State House,87.0,SEAN PATRICK QUINLAN,DEM,163,161.0,2.0,0.0,0.0,0.0
Cumberland,HAMPDEN 1,State House,87.0,SEAN PATRICK QUINLAN,DEM,340,334.0,6.0,0.0,0.0,0.0
Cumberland,HAMPDEN 2,State House,87.0,SEAN PATRICK QUINLAN,DEM,409,391.0,18.0,0.0,0.0,0.0
Cumberland,HAMPDEN 3,State House,87.0,SEAN PATRICK QUINLAN,DEM,435,406.0,29.0,0.0,0.0,0.0
Cumberland,HAMPDEN 4,State House,87.0,SEAN PATRICK QUINLAN,DEM,458,431.0,26.0,0.0,1.0,0.0
Cumberland,HAMPDEN 5,State House,87.0,SEAN PATRICK QUINLAN,DEM,461,439.0,22.0,0.0,0.0,0.0
Cumberland,HAMPDEN 6,State House,87.0,SEAN PATRICK QUINLAN,DEM,631,603.0,27.0,1.0,0.0,0.0
Cumberland,HAMPDEN 7,State House,87.0,SEAN PATRICK QUINLAN,DEM,343,317.0,26.0,0.0,0.0,0.0
Cumberland,HAMPDEN 8,State House,87.0,SEAN PATRICK QUINLAN,DEM,237,233.0,3.0,0.0,1.0,0.0
Cumberland,HAMPDEN 9,State House,87.0,SEAN PATRICK QUINLAN,DEM,388,361.0,26.0,0.0,1.0,0.0
Cumberland,HAMPDEN 10,State House,87.0,SEAN PATRICK QUINLAN,DEM,1010,930.0,80.0,0.0,0.0,0.0
Cumberland,HAMPDEN 11,State House,87.0,SEAN PATRICK QUINLAN,DEM,970,914.0,55.0,0.0,1.0,0.0
Cumberland,HAMPDEN 12,State House,87.0,SEAN PATRICK QUINLAN,DEM,486,455.0,31.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 1,State House,87.0,SEAN PATRICK QUINLAN,DEM,453,431.0,22.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 2,State House,87.0,SEAN PATRICK QUINLAN,DEM,310,297.0,13.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 3,State House,87.0,SEAN PATRICK QUINLAN,DEM,349,341.0,8.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 4,State House,87.0,SEAN PATRICK QUINLAN,DEM,451,424.0,27.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 7,State House,87.0,SEAN PATRICK QUINLAN,DEM,636,596.0,39.0,0.0,1.0,0.0
Cumberland,Total,State House,87.0,SEAN PATRICK QUINLAN,DEM,14214,13504.0,699.0,3.0,8.0,0.0
Cumberland,CAMP HILL 1,State House,87.0,GREG ROTHMAN,REP,320,307.0,13.0,0.0,0.0,0.0
Cumberland,CAMP HILL 2,State House,87.0,GREG ROTHMAN,REP,449,431.0,18.0,0.0,0.0,0.0
Cumberland,CAMP HILL 3,State House,87.0,GREG ROTHMAN,REP,614,589.0,25.0,0.0,0.0,0.0
Cumberland,CAMP HILL 4,State House,87.0,GREG ROTHMAN,REP,224,217.0,7.0,0.0,0.0,0.0
Cumberland,CAMP HILL 5,State House,87.0,GREG ROTHMAN,REP,312,301.0,11.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 1,State House,87.0,GREG ROTHMAN,REP,576,546.0,30.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 2,State House,87.0,GREG ROTHMAN,REP,532,518.0,14.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 3,State House,87.0,GREG ROTHMAN,REP,577,558.0,17.0,0.0,2.0,0.0
Cumberland,EAST PENNSBORO 4,State House,87.0,GREG ROTHMAN,REP,520,505.0,15.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 5,State House,87.0,GREG ROTHMAN,REP,438,430.0,8.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 6,State House,87.0,GREG ROTHMAN,REP,171,163.0,8.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 7,State House,87.0,GREG ROTHMAN,REP,599,577.0,21.0,0.0,1.0,0.0
Cumberland,EAST PENNSBORO 8,State House,87.0,GREG ROTHMAN,REP,510,493.0,17.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 9,State House,87.0,GREG ROTHMAN,REP,453,441.0,12.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 10,State House,87.0,GREG ROTHMAN,REP,416,394.0,22.0,0.0,0.0,0.0
Cumberland,HAMPDEN 1,State House,87.0,GREG ROTHMAN,REP,417,411.0,6.0,0.0,0.0,0.0
Cumberland,HAMPDEN 2,State House,87.0,GREG ROTHMAN,REP,412,397.0,15.0,0.0,0.0,0.0
Cumberland,HAMPDEN 3,State House,87.0,GREG ROTHMAN,REP,511,487.0,24.0,0.0,0.0,0.0
Cumberland,HAMPDEN 4,State House,87.0,GREG ROTHMAN,REP,505,483.0,22.0,0.0,0.0,0.0
Cumberland,HAMPDEN 5,State House,87.0,GREG ROTHMAN,REP,546,519.0,27.0,0.0,0.0,0.0
Cumberland,HAMPDEN 6,State House,87.0,GREG ROTHMAN,REP,817,781.0,36.0,0.0,0.0,0.0
Cumberland,HAMPDEN 7,State House,87.0,GREG ROTHMAN,REP,440,415.0,25.0,0.0,0.0,0.0
Cumberland,HAMPDEN 8,State House,87.0,GREG ROTHMAN,REP,371,352.0,18.0,0.0,1.0,0.0
Cumberland,HAMPDEN 9,State House,87.0,GREG ROTHMAN,REP,637,600.0,37.0,0.0,0.0,0.0
Cumberland,HAMPDEN 10,State House,87.0,GREG ROTHMAN,REP,1562,1486.0,76.0,0.0,0.0,0.0
Cumberland,HAMPDEN 11,State House,87.0,GREG ROTHMAN,REP,1325,1263.0,62.0,0.0,0.0,0.0
Cumberland,HAMPDEN 12,State House,87.0,GREG ROTHMAN,REP,963,921.0,42.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 1,State House,87.0,GREG ROTHMAN,REP,791,761.0,29.0,0.0,1.0,0.0
Cumberland,SILVER SPRING 2,State House,87.0,GREG ROTHMAN,REP,587,554.0,33.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 3,State House,87.0,GREG ROTHMAN,REP,486,469.0,17.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 4,State House,87.0,GREG ROTHMAN,REP,694,660.0,34.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 7,State House,87.0,GREG ROTHMAN,REP,771,743.0,28.0,0.0,0.0,0.0
Cumberland,Total,State House,87.0,GREG ROTHMAN,REP,18546,17772.0,769.0,0.0,5.0,0.0
Cumberland,CAMP HILL 1,State House,87.0,WRITE-INS,,3,3.0,0.0,0.0,0.0,0.0
Cumberland,CAMP HILL 2,State House,87.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,CAMP HILL 3,State House,87.0,WRITE-INS,,3,3.0,0.0,0.0,0.0,0.0
Cumberland,CAMP HILL 4,State House,87.0,WRITE-INS,,3,3.0,0.0,0.0,0.0,0.0
Cumberland,CAMP HILL 5,State House,87.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 1,State House,87.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 2,State House,87.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 3,State House,87.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 4,State House,87.0,WRITE-INS,,3,3.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 5,State House,87.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 6,State House,87.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 7,State House,87.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 8,State House,87.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 9,State House,87.0,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,EAST PENNSBORO 10,State House,87.0,WRITE-INS,,1,0.0,1.0,0.0,0.0,0.0
Cumberland,HAMPDEN 1,State House,87.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 2,State House,87.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 3,State House,87.0,WRITE-INS,,4,4.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 4,State House,87.0,WRITE-INS,,4,4.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 5,State House,87.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 6,State House,87.0,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 7,State House,87.0,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 8,State House,87.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 9,State House,87.0,WRITE-INS,,3,2.0,1.0,0.0,0.0,0.0
Cumberland,HAMPDEN 10,State House,87.0,WRITE-INS,,6,5.0,1.0,0.0,0.0,0.0
Cumberland,HAMPDEN 11,State House,87.0,WRITE-INS,,3,3.0,0.0,0.0,0.0,0.0
Cumberland,HAMPDEN 12,State House,87.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 1,State House,87.0,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 2,State House,87.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 3,State House,87.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 4,State House,87.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SILVER SPRING 7,State House,87.0,WRITE-INS,,8,8.0,0.0,0.0,0.0,0.0
Cumberland,Total,State House,87.0,WRITE-INS,,58,55.0,3.0,0.0,0.0,0.0
Cumberland,LEMOYNE 1,State House,88.0,JEAN FOSCHI,DEM,190,187.0,2.0,1.0,0.0,0.0
Cumberland,LEMOYNE 2,State House,88.0,JEAN FOSCHI,DEM,189,180.0,8.0,0.0,1.0,0.0
Cumberland,LEMOYNE 3,State House,88.0,JEAN FOSCHI,DEM,433,400.0,33.0,0.0,0.0,0.0
Cumberland,LEMOYNE 4,State House,88.0,JEAN FOSCHI,DEM,127,124.0,3.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 1 ANNEX,State House,88.0,JEAN FOSCHI,DEM,81,80.0,1.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 1,State House,88.0,JEAN FOSCHI,DEM,257,256.0,1.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 2,State House,88.0,JEAN FOSCHI,DEM,774,740.0,34.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 3,State House,88.0,JEAN FOSCHI,DEM,490,464.0,26.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 4,State House,88.0,JEAN FOSCHI,DEM,347,331.0,16.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 5,State House,88.0,JEAN FOSCHI,DEM,764,722.0,42.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 6,State House,88.0,JEAN FOSCHI,DEM,485,470.0,15.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 1,State House,88.0,JEAN FOSCHI,DEM,227,220.0,6.0,0.0,1.0,0.0
Cumberland,MECHANICSBURG 2-1,State House,88.0,JEAN FOSCHI,DEM,309,292.0,17.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 2-2,State House,88.0,JEAN FOSCHI,DEM,370,352.0,18.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 3,State House,88.0,JEAN FOSCHI,DEM,294,285.0,9.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 4,State House,88.0,JEAN FOSCHI,DEM,168,162.0,5.0,0.0,1.0,0.0
Cumberland,MECHANICSBURG 5,State House,88.0,JEAN FOSCHI,DEM,302,294.0,7.0,0.0,1.0,0.0
Cumberland,NEW CUMBERLAND 1-1,State House,88.0,JEAN FOSCHI,DEM,411,404.0,7.0,0.0,0.0,0.0
Cumberland,NEW CUMBERLAND 2-1,State House,88.0,JEAN FOSCHI,DEM,392,388.0,4.0,0.0,0.0,0.0
Cumberland,NEW CUMBERLAND 2-2,State House,88.0,JEAN FOSCHI,DEM,372,353.0,19.0,0.0,0.0,0.0
Cumberland,NEW CUMBERLAND 2-3,State House,88.0,JEAN FOSCHI,DEM,267,256.0,11.0,0.0,0.0,0.0
Cumberland,SHIREMANSTOWN,State House,88.0,JEAN FOSCHI,DEM,304,295.0,9.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 1,State House,88.0,JEAN FOSCHI,DEM,291,276.0,14.0,0.0,1.0,0.0
Cumberland,UPPER ALLEN 2,State House,88.0,JEAN FOSCHI,DEM,151,139.0,12.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 3,State House,88.0,JEAN FOSCHI,DEM,356,335.0,21.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 4,State House,88.0,JEAN FOSCHI,DEM,427,408.0,18.0,0.0,1.0,0.0
Cumberland,UPPER ALLEN 5,State House,88.0,JEAN FOSCHI,DEM,358,343.0,15.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 6,State House,88.0,JEAN FOSCHI,DEM,314,297.0,16.0,0.0,1.0,0.0
Cumberland,UPPER ALLEN 7,State House,88.0,JEAN FOSCHI,DEM,245,232.0,13.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 8,State House,88.0,JEAN FOSCHI,DEM,567,541.0,26.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 9,State House,88.0,JEAN FOSCHI,DEM,430,417.0,13.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 10,State House,88.0,JEAN FOSCHI,DEM,420,411.0,5.0,4.0,0.0,0.0
Cumberland,WORMLEYSBURG 1,State House,88.0,JEAN FOSCHI,DEM,213,204.0,8.0,1.0,0.0,0.0
Cumberland,WORMLEYSBURG 2,State House,88.0,JEAN FOSCHI,DEM,326,314.0,11.0,1.0,0.0,0.0
Cumberland,Total,State House,88.0,JEAN FOSCHI,DEM,11651,11172.0,465.0,7.0,7.0,0.0
Cumberland,LEMOYNE 1,State House,88.0,SHERYL M DELOZIER,REP,195,191.0,4.0,0.0,0.0,0.0
Cumberland,LEMOYNE 2,State House,88.0,SHERYL M DELOZIER,REP,143,140.0,3.0,0.0,0.0,0.0
Cumberland,LEMOYNE 3,State House,88.0,SHERYL M DELOZIER,REP,495,466.0,29.0,0.0,0.0,0.0
Cumberland,LEMOYNE 4,State House,88.0,SHERYL M DELOZIER,REP,167,163.0,4.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 1 ANNEX,State House,88.0,SHERYL M DELOZIER,REP,100,99.0,1.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 1,State House,88.0,SHERYL M DELOZIER,REP,409,401.0,8.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 2,State House,88.0,SHERYL M DELOZIER,REP,1252,1190.0,60.0,0.0,2.0,0.0
Cumberland,LOWER ALLEN 3,State House,88.0,SHERYL M DELOZIER,REP,514,500.0,14.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 4,State House,88.0,SHERYL M DELOZIER,REP,382,372.0,10.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 5,State House,88.0,SHERYL M DELOZIER,REP,1100,1044.0,56.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 6,State House,88.0,SHERYL M DELOZIER,REP,655,625.0,30.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 1,State House,88.0,SHERYL M DELOZIER,REP,204,196.0,8.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 2-1,State House,88.0,SHERYL M DELOZIER,REP,430,415.0,15.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 2-2,State House,88.0,SHERYL M DELOZIER,REP,586,567.0,19.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 3,State House,88.0,SHERYL M DELOZIER,REP,380,369.0,11.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 4,State House,88.0,SHERYL M DELOZIER,REP,223,215.0,7.0,0.0,1.0,0.0
Cumberland,MECHANICSBURG 5,State House,88.0,SHERYL M DELOZIER,REP,399,386.0,13.0,0.0,0.0,0.0
Cumberland,NEW CUMBERLAND 1-1,State House,88.0,SHERYL M DELOZIER,REP,599,583.0,14.0,0.0,2.0,0.0
Cumberland,NEW CUMBERLAND 2-1,State House,88.0,SHERYL M DELOZIER,REP,431,420.0,10.0,0.0,1.0,0.0
Cumberland,NEW CUMBERLAND 2-2,State House,88.0,SHERYL M DELOZIER,REP,509,484.0,25.0,0.0,0.0,0.0
Cumberland,NEW CUMBERLAND 2-3,State House,88.0,SHERYL M DELOZIER,REP,373,360.0,13.0,0.0,0.0,0.0
Cumberland,SHIREMANSTOWN,State House,88.0,SHERYL M DELOZIER,REP,404,397.0,7.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 1,State House,88.0,SHERYL M DELOZIER,REP,533,510.0,22.0,0.0,1.0,0.0
Cumberland,UPPER ALLEN 2,State House,88.0,SHERYL M DELOZIER,REP,249,241.0,8.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 3,State House,88.0,SHERYL M DELOZIER,REP,627,611.0,16.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 4,State House,88.0,SHERYL M DELOZIER,REP,608,584.0,23.0,0.0,1.0,0.0
Cumberland,UPPER ALLEN 5,State House,88.0,SHERYL M DELOZIER,REP,633,597.0,35.0,0.0,1.0,0.0
Cumberland,UPPER ALLEN 6,State House,88.0,SHERYL M DELOZIER,REP,677,647.0,30.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 7,State House,88.0,SHERYL M DELOZIER,REP,479,458.0,21.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 8,State House,88.0,SHERYL M DELOZIER,REP,931,892.0,38.0,0.0,1.0,0.0
Cumberland,UPPER ALLEN 9,State House,88.0,SHERYL M DELOZIER,REP,595,572.0,23.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 10,State House,88.0,SHERYL M DELOZIER,REP,311,296.0,13.0,2.0,0.0,0.0
Cumberland,WORMLEYSBURG 1,State House,88.0,SHERYL M DELOZIER,REP,268,250.0,17.0,1.0,0.0,0.0
Cumberland,WORMLEYSBURG 2,State House,88.0,SHERYL M DELOZIER,REP,288,279.0,9.0,0.0,0.0,0.0
Cumberland,Total,State House,88.0,SHERYL M DELOZIER,REP,16149,15520.0,616.0,3.0,10.0,0.0
Cumberland,LEMOYNE 1,State House,88.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,LEMOYNE 2,State House,88.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,LEMOYNE 3,State House,88.0,WRITE-INS,,4,4.0,0.0,0.0,0.0,0.0
Cumberland,LEMOYNE 4,State House,88.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 1 ANNEX,State House,88.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 1,State House,88.0,WRITE-INS,,2,1.0,1.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 2,State House,88.0,WRITE-INS,,4,4.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 3,State House,88.0,WRITE-INS,,3,3.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 4,State House,88.0,WRITE-INS,,2,1.0,1.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 5,State House,88.0,WRITE-INS,,5,5.0,0.0,0.0,0.0,0.0
Cumberland,LOWER ALLEN 6,State House,88.0,WRITE-INS,,4,4.0,0.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 1,State House,88.0,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 2-1,State House,88.0,WRITE-INS,,4,4.0,0.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 2-2,State House,88.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 3,State House,88.0,WRITE-INS,,6,6.0,0.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 4,State House,88.0,WRITE-INS,,1,0.0,1.0,0.0,0.0,0.0
Cumberland,MECHANICSBURG 5,State House,88.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,NEW CUMBERLAND 1-1,State House,88.0,WRITE-INS,,3,3.0,0.0,0.0,0.0,0.0
Cumberland,NEW CUMBERLAND 2-1,State House,88.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,NEW CUMBERLAND 2-2,State House,88.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,NEW CUMBERLAND 2-3,State House,88.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,SHIREMANSTOWN,State House,88.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 1,State House,88.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 2,State House,88.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 3,State House,88.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 4,State House,88.0,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 5,State House,88.0,WRITE-INS,,2,0.0,2.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 6,State House,88.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 7,State House,88.0,WRITE-INS,,3,3.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 8,State House,88.0,WRITE-INS,,6,6.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 9,State House,88.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,UPPER ALLEN 10,State House,88.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,WORMLEYSBURG 1,State House,88.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,WORMLEYSBURG 2,State House,88.0,WRITE-INS,,0,0.0,0.0,0.0,0.0,0.0
Cumberland,Total,State House,88.0,WRITE-INS,,61,56.0,5.0,0.0,0.0,0.0
Cumberland,MONROE 1,State House,92.0,SHANNA DANIELSON,DEM,541,503.0,37.0,1.0,0.0,0.0
Cumberland,MONROE 2,State House,92.0,SHANNA DANIELSON,DEM,428,406.0,22.0,0.0,0.0,0.0
Cumberland,Total,State House,92.0,SHANNA DANIELSON,DEM,969,909.0,59.0,1.0,0.0,0.0
Cumberland,MONROE 1,State House,92.0,DAWN KEEFER,REP,1138,1077.0,60.0,1.0,0.0,0.0
Cumberland,MONROE 2,State House,92.0,DAWN KEEFER,REP,853,817.0,36.0,0.0,0.0,0.0
Cumberland,Total,State House,92.0,DAWN KEEFER,REP,1991,1894.0,96.0,1.0,0.0,0.0
Cumberland,MONROE 1,State House,92.0,WRITE-INS,,2,2.0,0.0,0.0,0.0,0.0
Cumberland,MONROE 2,State House,92.0,WRITE-INS,,1,1.0,0.0,0.0,0.0,0.0
Cumberland,Total,State House,92.0,WRITE-INS,,3,3.0,0.0,0.0,0.0,0.0
Cumberland,COOKE,State House,193.0,MATTHEW NELSON,DEM,34,32.0,2.0,0.0,0.0,0.0
Cumberland,MT HOLLY SPRINGS,State House,193.0,MATTHEW NELSON,DEM,247,235.0,12.0,0.0,0.0,0.0
Cumberland,NORTH NEWTON,State House,193.0,MATTHEW NELSON,DEM,196,187.0,9.0,0.0,0.0,0.0
Cumberland,PENN,State House,193.0,MATTHEW NELSON,DEM,297,286.0,11.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 1,State House,193.0,MATTHEW NELSON,DEM,243,228.0,14.0,0.0,1.0,0.0
Cumberland,SOUTH MIDDLETON 2,State House,193.0,MATTHEW NELSON,DEM,323,302.0,21.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 3,State House,193.0,MATTHEW NELSON,DEM,330,312.0,18.0,0.0,0.0,0.0
Cumberland,SOUTH MIDDLETON 4,State House,193.0,MATTHEW NELSON,DEM,337,289.0,48.0,0.0,0.0,0.0
