candidate,office,district,party,county,precinct,votes
,Registered Voters,,,Juniata,0001 BEALE,473
,Ballots Cast,,,Juniata,0001 BEALE,299
,Straight Party,,DEM,Juniata,0001 BEALE,18
,Straight Party,,REP,Juniata,0001 BEALE,108
,Straight Party,,GRN,Juniata,0001 BEALE,0
,Straight Party,,LIB,Juniata,0001 BEALE,2
,Straight Party,,NAF,Juniata,0001 BEALE,1
OVER VOTES,Straight Party,,,Juniata,0001 BEALE,0
UNDER VOTES,Straight Party,,,Juniata,0001 BEALE,170
"BOB CASEY, JR",U.S. Senate,,DEM,Juniata,0001 BEALE,78
LOU BARLETTA,U.S. Senate,,REP,Juniata,0001 BEALE,200
NEAL GALE,U.S. Senate,,GRN,Juniata,0001 BEALE,3
"DALE R KERNS, JR",U.S. Senate,,LIB,Juniata,0001 BEALE,10
WRITE-IN,U.S. Senate,,,Juniata,0001 BEALE,0
OVER VOTES,U.S. Senate,,,Juniata,0001 BEALE,0
UNDER VOTES,U.S. Senate,,,Juniata,0001 BEALE,8
TOM WOLF,Governor,,DEM,Juniata,0001 BEALE,80
SCOTT R WAGNER,Governor,,REP,Juniata,0001 BEALE,211
PAUL GLOVER,Governor,,GRN,Juniata,0001 BEALE,1
KEN V KRAWCHUK,Governor,,LIB,Juniata,0001 BEALE,5
WRITE-IN,Governor,,,Juniata,0001 BEALE,0
OVER VOTES,Governor,,,Juniata,0001 BEALE,0
UNDER VOTES,Governor,,,Juniata,0001 BEALE,2
MARC FRIEDENBERG,U.S. House,12.0,DEM,Juniata,0001 BEALE,59
TOM MARINO,U.S. House,12.0,REP,Juniata,0001 BEALE,231
WRITE-IN,U.S. House,12.0,,Juniata,0001 BEALE,0
OVER VOTES,U.S. House,12.0,,Juniata,0001 BEALE,0
UNDER VOTES,U.S. House,12.0,,Juniata,0001 BEALE,9
EZRA NANES,State Senate,34.0,DEM,Juniata,0001 BEALE,68
JACOB D CORMAN III,State Senate,34.0,REP,Juniata,0001 BEALE,223
WRITE-IN,State Senate,34.0,,Juniata,0001 BEALE,0
OVER VOTES,State Senate,34.0,,Juniata,0001 BEALE,0
UNDER VOTES,State Senate,34.0,,Juniata,0001 BEALE,8
JOHN HERSHEY,State House,82.0,REP,Juniata,0001 BEALE,204
ELIZABETH BOOK,State House,82.0,IND,Juniata,0001 BEALE,70
WRITE-IN,State House,82.0,,Juniata,0001 BEALE,8
OVER VOTES,State House,82.0,,Juniata,0001 BEALE,0
UNDER VOTES,State House,82.0,,Juniata,0001 BEALE,17
,Registered Voters,,,Juniata,0002 DELAWARE,940
,Ballots Cast,,,Juniata,0002 DELAWARE,592
,Straight Party,,DEM,Juniata,0002 DELAWARE,35
,Straight Party,,REP,Juniata,0002 DELAWARE,283
,Straight Party,,GRN,Juniata,0002 DELAWARE,1
,Straight Party,,LIB,Juniata,0002 DELAWARE,1
,Straight Party,,NAF,Juniata,0002 DELAWARE,6
OVER VOTES,Straight Party,,,Juniata,0002 DELAWARE,1
UNDER VOTES,Straight Party,,,Juniata,0002 DELAWARE,265
"BOB CASEY, JR",U.S. Senate,,DEM,Juniata,0002 DELAWARE,142
LOU BARLETTA,U.S. Senate,,REP,Juniata,0002 DELAWARE,430
NEAL GALE,U.S. Senate,,GRN,Juniata,0002 DELAWARE,3
