county,precinct,office,district,party,candidate,early_voting,election_day,votes
Bedford,Precinct 0101,Ballots Cast,,,,,,635
Bedford,Precinct 0101,STRAIGHT PARTY,,,DEMOCRATIC,1,77,78
Bedford,Precinct 0101,STRAIGHT PARTY,,,REPUBLICAN,0,255,255
Bedford,Precinct 0101,STRAIGHT PARTY,,,GREEN,0,1,1
Bedford,Precinct 0101,STRAIGHT PARTY,,,LIBERTARIAN,0,1,1
Bedford,Precinct 0101,STRAIGHT PARTY,,,Cast Votes,1,334,335
Bedford,Precinct 0101,STRAIGHT PARTY,,,Over Votes,0,5,5
Bedford,Precinct 0101,STRAIGHT PARTY,,,Under Votes,0,288,288
Bedford,Precinct 0101,U.S. Senate,,DEM,BOB CASEY JR,1,224,225
Bedford,Precinct 0101,U.S. Senate,,REP,LOU BARLETTA,0,391,391
Bedford,Precinct 0101,U.S. Senate,,GRN,NEAL GALE,0,2,2
Bedford,Precinct 0101,U.S. Senate,,LIB,DALE R KERNS JR,0,8,8
Bedford,Precinct 0101,U.S. Senate,,,JEFF COLE (W),0,0,0
Bedford,Precinct 0101,U.S. Senate,,,SCOTT WAGNER (W),0,0,0
Bedford,Precinct 0101,U.S. Senate,,,Cast Votes,1,625,626
Bedford,Precinct 0101,U.S. Senate,,,Over Votes,0,0,0
Bedford,Precinct 0101,U.S. Senate,,,Under Votes,0,8,8
Bedford,Precinct 0101,Governor,,DEM,TOM WOLF,0,228,228
Bedford,Precinct 0101,Governor,,REP,SCOTT R WAGNER,0,396,396
Bedford,Precinct 0101,Governor,,GRN,PAUL GLOVER,0,1,1
Bedford,Precinct 0101,Governor,,LIB,KEN V KRAWCHUK,0,3,3
Bedford,Precinct 0101,Governor,,,TOM BORDACK (W),0,0,0
Bedford,Precinct 0101,Governor,,,KOBE BRYANT (W),0,0,0
Bedford,Precinct 0101,Governor,,,JOHN FETTERMAN (W),0,0,0
Bedford,Precinct 0101,Governor,,,JON FETTERMAN (W),0,0,0
Bedford,Precinct 0101,Governor,,,CLARK W GRISWOLD (W),0,0,0
Bedford,Precinct 0101,Governor,,,JOSEPH HELSEL (W),0,0,0
Bedford,Precinct 0101,Governor,,,JOHN JOYCE (W),0,0,0
Bedford,Precinct 0101,Governor,,,JEFFREY RECKNER (W),0,0,0
Bedford,Precinct 0101,Governor,,,MARK SCHWEIKER (W),0,1,1
Bedford,Precinct 0101,Governor,,,MIKE TURZAI (W),0,0,0
Bedford,Precinct 0101,Governor,,,PAUL MANGO (W),0,0,0
Bedford,Precinct 0101,Governor,,,JOHN EICHELBERGER (W),0,0,0
Bedford,Precinct 0101,Governor,,,JOHN TITTERMON (W),0,0,0
Bedford,Precinct 0101,Governor,,,Cast Votes,0,629,629
Bedford,Precinct 0101,Governor,,,Over Votes,0,0,0
Bedford,Precinct 0101,Governor,,,Under Votes,0,4,4
Bedford,Precinct 0101,Ballots Cast,,,,,,635
Bedford,Precinct 0101,U.S. House,13,DEM,BRENT OTTAWAY,0,208,208
Bedford,Precinct 0101,U.S. House,13,REP,JOHN JOYCE,0,414,414
Bedford,Precinct 0101,U.S. House,13,,JOHN EICHELBERGER (W),0,1,1
Bedford,Precinct 0101,U.S. House,13,,ANITA GOODWIN (W),0,0,0
Bedford,Precinct 0101,U.S. House,13,,ART HALVORSON (W),0,1,1
Bedford,Precinct 0101,U.S. House,13,,RYAN HAYS (W),0,0,0
Bedford,Precinct 0101,U.S. House,13,,GWEN SMITH (W),0,0,0
Bedford,Precinct 0101,U.S. House,13,,CAROL JOHNSON (W),0,0,0
Bedford,Precinct 0101,U.S. House,13,,DEAN SHULLER (W),0,0,0
Bedford,Precinct 0101,U.S. House,13,,ART HALVERSON (W),0,1,1
Bedford,Precinct 0101,U.S. House,13,,JESSE TOPPER (W),0,0,0
Bedford,Precinct 0101,U.S. House,13,,TODD AKERS (W),0,0,0
Bedford,Precinct 0101,U.S. House,13,,RON ALVORSON (W),0,0,0
Bedford,Precinct 0101,U.S. House,13,,JAMES LYNN FOCHTMAN (W),0,0,0
Bedford,Precinct 0101,U.S. House,13,,ART HALVARSON (W),0,0,0
