county,office,district,party,candidate,votes,precinct
Greene,U.S. Senate,,DEM,Bob Casey Jr.,73,ALEPPO
Greene,U.S. Senate,,DEM,Bob Casey Jr.,82,CARMICHAELS
Greene,U.S. Senate,,DEM,Bob Casey Jr.,195,CENTER
Greene,U.S. Senate,,DEM,Bob Casey Jr.,35,CLARKSVILLE
Greene,U.S. Senate,,DEM,Bob Casey Jr.,119,CUMBERLANDXNEMACOLIN
Greene,U.S. Senate,,DEM,Bob Casey Jr.,377,CUMBERLANDX1
Greene,U.S. Senate,,DEM,Bob Casey Jr.,198,CUMBERLANDX2
Greene,U.S. Senate,,DEM,Bob Casey Jr.,378,CUMBERLANDX4
Greene,U.S. Senate,,DEM,Bob Casey Jr.,127,DUNKARDXBOBTOWN
Greene,U.S. Senate,,DEM,Bob Casey Jr.,80,DUNKARDXDILLINER
Greene,U.S. Senate,,DEM,Bob Casey Jr.,61,DUNKARDXLOWER
Greene,U.S. Senate,,DEM,Bob Casey Jr.,50,DUNKARDXUPPER
Greene,U.S. Senate,,DEM,Bob Casey Jr.,432,FRANKLINXEAST
Greene,U.S. Senate,,DEM,Bob Casey Jr.,215,FRANKLINXNORTH
Greene,U.S. Senate,,DEM,Bob Casey Jr.,104,FRANKLINXSOUTH
Greene,U.S. Senate,,DEM,Bob Casey Jr.,73,FRANKLINXWEST
Greene,U.S. Senate,,DEM,Bob Casey Jr.,44,FREEPORT
Greene,U.S. Senate,,DEM,Bob Casey Jr.,44,GILMORE
Greene,U.S. Senate,,DEM,Bob Casey Jr.,28,GRAY
Greene,U.S. Senate,,DEM,Bob Casey Jr.,83,GREENE
Greene,U.S. Senate,,DEM,Bob Casey Jr.,46,GREENSBORO
Greene,U.S. Senate,,DEM,Bob Casey Jr.,54,JACKSON
Greene,U.S. Senate,,DEM,Bob Casey Jr.,202,JEFFERSONX1
Greene,U.S. Senate,,DEM,Bob Casey Jr.,48,JEFFERSONX2
Greene,U.S. Senate,,DEM,Bob Casey Jr.,226,JEFFERSONX3
Greene,U.S. Senate,,DEM,Bob Casey Jr.,67,JEFFERSONX4
Greene,U.S. Senate,,DEM,Bob Casey Jr.,72,JEFFERSON
Greene,U.S. Senate,,DEM,Bob Casey Jr.,148,MONONGAHELAX1
Greene,U.S. Senate,,DEM,Bob Casey Jr.,87,MONONGAHELAX2
Greene,U.S. Senate,,DEM,Bob Casey Jr.,103,MORGANXCHART/T.GRDN
Greene,U.S. Senate,,DEM,Bob Casey Jr.,139,MORGANXLIPPENCOTT
Greene,U.S. Senate,,DEM,Bob Casey Jr.,243,MORGANXMATHER
Greene,U.S. Senate,,DEM,Bob Casey Jr.,103,MORRIS
Greene,U.S. Senate,,DEM,Bob Casey Jr.,275,PERRY
Greene,U.S. Senate,,DEM,Bob Casey Jr.,90,RICES LANDING
Greene,U.S. Senate,,DEM,Bob Casey Jr.,111,RICHHILL
Greene,U.S. Senate,,DEM,Bob Casey Jr.,42,SPRINGHILL
Greene,U.S. Senate,,DEM,Bob Casey Jr.,171,WASHINGTON
Greene,U.S. Senate,,DEM,Bob Casey Jr.,108,WAYNEXEAST
Greene,U.S. Senate,,DEM,Bob Casey Jr.,56,WAYNEXWEST
Greene,U.S. Senate,,DEM,Bob Casey Jr.,194,WAYNESBURGW1
Greene,U.S. Senate,,DEM,Bob Casey Jr.,153,WAYNESBURGW2
Greene,U.S. Senate,,DEM,Bob Casey Jr.,186,WAYNESBURGW3
Greene,U.S. Senate,,DEM,Bob Casey Jr.,97,WHITELEY
Greene,U.S. Senate,,REP,Lou Barletta,97,ALEPPO
Greene,U.S. Senate,,REP,Lou Barletta,94,CARMICHAELS
Greene,U.S. Senate,,REP,Lou Barletta,247,CENTER
Greene,U.S. Senate,,REP,Lou Barletta,40,CLARKSVILLE
Greene,U.S. Senate,,REP,Lou Barletta,95,CUMBERLANDXNEMACOLIN
Greene,U.S. Senate,,REP,Lou Barletta,470,CUMBERLANDX1
Greene,U.S. Senate,,REP,Lou Barletta,182,CUMBERLANDX2
