county,precinct,office,district,party,candidate,votes,absentee,military,ivo,provisional
Luzerne,NEW COLUMBUS BORO,U.S. House,9,DEM,DENNY WOLFF,20,0,0,20,0
Luzerne,NEWPORT TWP W 01,U.S. House,9,DEM,DENNY WOLFF,299,37,1,261,0
Luzerne,NEWPORT TWP W 02,U.S. House,9,DEM,DENNY WOLFF,265,15,0,250,0
Luzerne,NEWPORT TWP W 03,U.S. House,9,DEM,DENNY WOLFF,206,22,0,184,0
Luzerne,ROSS TWP,U.S. House,9,DEM,DENNY WOLFF,357,11,0,346,0
Luzerne,SALEM TWP D 01,U.S. House,9,DEM,DENNY WOLFF,139,3,0,136,0
Luzerne,SALEM TWP D 02,U.S. House,9,DEM,DENNY WOLFF,316,8,3,305,0
Luzerne,SHICKSHINNY BORO,U.S. House,9,DEM,DENNY WOLFF,85,3,0,82,0
Luzerne,SLOCUM TWP,U.S. House,9,DEM,DENNY WOLFF,158,3,0,155,0
Luzerne,SUGARLOAF TWP,U.S. House,9,DEM,DENNY WOLFF,428,15,2,411,0
Luzerne,UNION TWP,U.S. House,9,DEM,DENNY WOLFF,277,16,0,261,0
Luzerne,BLACK CREEK TWP D 01,U.S. House,9,REP,DAN MEUSER,326,10,0,316,0
Luzerne,BLACK CREEK TWP D 02,U.S. House,9,REP,DAN MEUSER,244,10,0,234,0
Luzerne,CONYNGHAM BORO,U.S. House,9,REP,DAN MEUSER,550,16,1,533,0
Luzerne,CONYNGHAM TWP,U.S. House,9,REP,DAN MEUSER,232,8,1,223,0
Luzerne,DALLAS BORO W 01,U.S. House,9,REP,DAN MEUSER,288,11,0,277,0
Luzerne,DALLAS BORO W 02,U.S. House,9,REP,DAN MEUSER,390,14,0,376,0
Luzerne,DORRANCE TWP,U.S. House,9,REP,DAN MEUSER,596,13,0,583,0
Luzerne,FAIRMOUNT TWP,U.S. House,9,REP,DAN MEUSER,316,6,0,310,0
Luzerne,HARVEYS LAKE BORO,U.S. House,9,REP,DAN MEUSER,682,24,1,657,0
Luzerne,HAZLE TWP D 01,U.S. House,9,REP,DAN MEUSER,387,10,0,377,0
Luzerne,HOLLENBACK TWP,U.S. House,9,REP,DAN MEUSER,360,5,0,355,0
Luzerne,HUNLOCK TWP,U.S. House,9,REP,DAN MEUSER,553,11,0,542,0
Luzerne,HUNTINGTON TWP,U.S. House,9,REP,DAN MEUSER,533,22,0,511,0
Luzerne,LAKE TWP,U.S. House,9,REP,DAN MEUSER,535,15,0,520,0
Luzerne,LEHMAN TWP D 01,U.S. House,9,REP,DAN MEUSER,236,7,0,229,0
Luzerne,LEHMAN TWP D 02,U.S. House,9,REP,DAN MEUSER,423,14,0,409,0
Luzerne,LEHMAN TWP D 03,U.S. House,9,REP,DAN MEUSER,256,11,0,245,0
Luzerne,NESCOPECK BORO,U.S. House,9,REP,DAN MEUSER,325,6,0,319,0
Luzerne,NESCOPECK TWP,U.S. House,9,REP,DAN MEUSER,277,5,0,272,0
Luzerne,NEW COLUMBUS BORO,U.S. House,9,REP,DAN MEUSER,57,3,0,54,0
Luzerne,NEWPORT TWP W 01,U.S. House,9,REP,DAN MEUSER,209,7,0,202,0
Luzerne,NEWPORT TWP W 02,U.S. House,9,REP,DAN MEUSER,244,10,0,234,0
Luzerne,NEWPORT TWP W 03,U.S. House,9,REP,DAN MEUSER,191,10,0,181,0
Luzerne,ROSS TWP,U.S. House,9,REP,DAN MEUSER,826,31,2,793,0
Luzerne,SALEM TWP D 01,U.S. House,9,REP,DAN MEUSER,348,5,0,343,0
Luzerne,SALEM TWP D 02,U.S. House,9,REP,DAN MEUSER,540,10,0,530,0
Luzerne,SHICKSHINNY BORO,U.S. House,9,REP,DAN MEUSER,141,0,0,141,0
Luzerne,SLOCUM TWP,U.S. House,9,REP,DAN MEUSER,295,7,0,288,0
Luzerne,SUGARLOAF TWP,U.S. House,9,REP,DAN MEUSER,1201,57,2,1142,0
Luzerne,UNION TWP,U.S. House,9,REP,DAN MEUSER,504,12,2,490,0
Luzerne,BLACK CREEK TWP D 01,U.S. House,9,,WRITE-IN,1,0,0,1,0
Luzerne,BLACK CREEK TWP D 02,U.S. House,9,,WRITE-IN,0,0,0,0,0
Luzerne,CONYNGHAM BORO,U.S. House,9,,WRITE-IN,0,0,0,0,0
Luzerne,CONYNGHAM TWP,U.S. House,9,,WRITE-IN,0,0,0,0,0
Luzerne,DALLAS BORO W 01,U.S. House,9,,WRITE-IN,1,0,0,1,0
Luzerne,DALLAS BORO W 02,U.S. House,9,,WRITE-IN,0,0,0,0,0
Luzerne,DORRANCE TWP,U.S. House,9,,WRITE-IN,1,0,0,1,0
Luzerne,FAIRMOUNT TWP,U.S. House,9,,WRITE-IN,0,0,0,0,0
Luzerne,HARVEYS LAKE BORO,U.S. House,9,,WRITE-IN,0,0,0,0,0
Luzerne,HAZLE TWP D 01,U.S. House,9,,WRITE-IN,2,0,0,2,0
Luzerne,HOLLENBACK TWP,U.S. House,9,,WRITE-IN,0,0,0,0,0
Luzerne,HUNLOCK TWP,U.S. House,9,,WRITE-IN,0,0,0,0,0
Luzerne,HUNTINGTON TWP,U.S. House,9,,WRITE-IN,0,0,0,0,0
Luzerne,LAKE TWP,U.S. House,9,,WRITE-IN,2,0,0,2,0
Luzerne,LEHMAN TWP D 01,U.S. House,9,,WRITE-IN,0,0,0,0,0
Luzerne,LEHMAN TWP D 02,U.S. House,9,,WRITE-IN,2,0,0,2,0
Luzerne,LEHMAN TWP D 03,U.S. House,9,,WRITE-IN,1,0,0,1,0
Luzerne,NESCOPECK BORO,U.S. House,9,,WRITE-IN,0,0,0,0,0
Luzerne,NESCOPECK TWP,U.S. House,9,,WRITE-IN,0,0,0,0,0
Luzerne,NEW COLUMBUS BORO,U.S. House,9,,WRITE-IN,0,0,0,0,0
Luzerne,NEWPORT TWP W 01,U.S. House,9,,WRITE-IN,3,0,0,3,0
Luzerne,NEWPORT TWP W 02,U.S. House,9,,WRITE-IN,0,0,0,0,0
Luzerne,NEWPORT TWP W 03,U.S. House,9,,WRITE-IN,0,0,0,0,0
Luzerne,ROSS TWP,U.S. House,9,,WRITE-IN,3,0,0,3,0
Luzerne,SALEM TWP D 01,U.S. House,9,,WRITE-IN,0,0,0,0,0
Luzerne,SALEM TWP D 02,U.S. House,9,,WRITE-IN,0,0,0,0,0
Luzerne,SHICKSHINNY BORO,U.S. House,9,,WRITE-IN,0,0,0,0,0
Luzerne,SLOCUM TWP,U.S. House,9,,WRITE-IN,0,0,0,0,0
Luzerne,SUGARLOAF TWP,U.S. House,9,,WRITE-IN,2,0,0,2,0
Luzerne,UNION TWP,U.S. House,9,,WRITE-IN,1,0,0,1,0
Luzerne,ASHLEY BORO W 01,State Senate,14,DEM,JOHN T YUDICHAK,416,12,0,404,0
Luzerne,ASHLEY BORO W 02,State Senate,14,DEM,JOHN T YUDICHAK,244,9,0,235,0
Luzerne,BEAR CREEK TWP D 01,State Senate,14,DEM,JOHN T YUDICHAK,279,14,0,265,0
Luzerne,BEAR CREEK TWP D 02,State Senate,14,DEM,JOHN T YUDICHAK,374,21,1,352,0
Luzerne,BEAR CREEK TWP D 03,State Senate,14,DEM,JOHN T YUDICHAK,56,2,0,54,0
Luzerne,BEAR CREEK VLG BORO,State Senate,14,DEM,JOHN T YUDICHAK,104,9,1,94,0
Luzerne,BUCK TWP,State Senate,14,DEM,JOHN T YUDICHAK,89,1,0,88,0
Luzerne,EDWARDSVILLE BORO W 01,State Senate,14,DEM,JOHN T YUDICHAK,437,11,0,426,0
Luzerne,EDWARDSVILLE BORO W 02,State Senate,14,DEM,JOHN T YUDICHAK,375,19,0,356,0
Luzerne,EXETER BORO W 01,State Senate,14,DEM,JOHN T YUDICHAK,291,2,0,289,0
Luzerne,EXETER BORO W 02,State Senate,14,DEM,JOHN T YUDICHAK,438,15,0,423,0
Luzerne,EXETER BORO W 03,State Senate,14,DEM,JOHN T YUDICHAK,672,37,1,634,0
Luzerne,FAIRVIEW TWP,State Senate,14,DEM,JOHN T YUDICHAK,1251,71,4,1176,0
Luzerne,FOSTER TWP D 01,State Senate,14,DEM,JOHN T YUDICHAK,245,7,0,238,0
Luzerne,FOSTER TWP D 02,State Senate,14,DEM,JOHN T YUDICHAK,258,14,0,244,0
Luzerne,FREELAND BORO W 01,State Senate,14,DEM,JOHN T YUDICHAK,218,1,0,217,0
Luzerne,FREELAND BORO W 02,State Senate,14,DEM,JOHN T YUDICHAK,295,7,0,288,0
Luzerne,HANOVER TWP W 01,State Senate,14,DEM,JOHN T YUDICHAK,428,9,0,419,0
Luzerne,HANOVER TWP W 02,State Senate,14,DEM,JOHN T YUDICHAK,400,11,1,388,0
Luzerne,HANOVER TWP W 03,State Senate,14,DEM,JOHN T YUDICHAK,625,21,1,603,0
Luzerne,HANOVER TWP W 04,State Senate,14,DEM,JOHN T YUDICHAK,382,9,1,372,0
Luzerne,HANOVER TWP W 05,State Senate,14,DEM,JOHN T YUDICHAK,378,18,0,360,0
Luzerne,HANOVER TWP W 06,State Senate,14,DEM,JOHN T YUDICHAK,239,8,0,231,0
Luzerne,HAZLE TWP D 01,State Senate,14,DEM,JOHN T YUDICHAK,296,8,0,288,0
Luzerne,HAZLE TWP D 02,State Senate,14,DEM,JOHN T YUDICHAK,406,32,0,374,0
Luzerne,HAZLE TWP D 03,State Senate,14,DEM,JOHN T YUDICHAK,243,8,0,235,0
Luzerne,HAZLE TWP D 04,State Senate,14,DEM,JOHN T YUDICHAK,388,12,0,376,0
Luzerne,HAZLE TWP D 05,State Senate,14,DEM,JOHN T YUDICHAK,228,7,0,221,0
Luzerne,HAZLETON CITY W 01,State Senate,14,DEM,JOHN T YUDICHAK,371,6,0,365,0
Luzerne,HAZLETON CITY W 02,State Senate,14,DEM,JOHN T YUDICHAK,213,4,0,209,0
Luzerne,HAZLETON CITY W 03,State Senate,14,DEM,JOHN T YUDICHAK,302,13,0,289,0
Luzerne,HAZLETON CITY W 04,State Senate,14,DEM,JOHN T YUDICHAK,202,5,0,197,0
Luzerne,HAZLETON CITY W 05,State Senate,14,DEM,JOHN T YUDICHAK,257,7,0,250,0
Luzerne,HAZLETON CITY W 06,State Senate,14,DEM,JOHN T YUDICHAK,309,7,0,302,0
Luzerne,HAZLETON CITY W 07,State Senate,14,DEM,JOHN T YUDICHAK,333,6,1,324,2
Luzerne,HAZLETON CITY W 08,State Senate,14,DEM,JOHN T YUDICHAK,260,10,0,249,1
Luzerne,HAZLETON CITY W 09,State Senate,14,DEM,JOHN T YUDICHAK,331,8,0,323,0
Luzerne,HAZLETON CITY W 10,State Senate,14,DEM,JOHN T YUDICHAK,188,7,0,181,0
Luzerne,HAZLETON CITY W 11,State Senate,14,DEM,JOHN T YUDICHAK,314,4,0,310,0
Luzerne,HUGHESTOWN BORO,State Senate,14,DEM,JOHN T YUDICHAK,437,11,0,425,1
Luzerne,JEDDO BORO,State Senate,14,DEM,JOHN T YUDICHAK,20,0,0,20,0
Luzerne,JENKINS TWP D 01,State Senate,14,DEM,JOHN T YUDICHAK,435,20,0,415,0
Luzerne,JENKINS TWP D 02,State Senate,14,DEM,JOHN T YUDICHAK,290,11,0,279,0
Luzerne,JENKINS TWP D 03,State Senate,14,DEM,JOHN T YUDICHAK,452,47,0,405,0
Luzerne,LAFLIN BORO,State Senate,14,DEM,JOHN T YUDICHAK,504,22,0,482,0
Luzerne,LARKSVILLE BORO W 01,State Senate,14,DEM,JOHN T YUDICHAK,328,7,0,321,0
Luzerne,LARKSVILLE BORO W 02,State Senate,14,DEM,JOHN T YUDICHAK,446,13,0,433,0
Luzerne,LARKSVILLE BORO W 03,State Senate,14,DEM,JOHN T YUDICHAK,362,8,0,354,0
Luzerne,LAUREL RUN BORO,State Senate,14,DEM,JOHN T YUDICHAK,98,2,2,94,0
Luzerne,LUZERNE BORO W 01,State Senate,14,DEM,JOHN T YUDICHAK,257,6,0,251,0
Luzerne,LUZERNE BORO W 02,State Senate,14,DEM,JOHN T YUDICHAK,399,14,0,385,0
Luzerne,NANTICOKE CITY W 01,State Senate,14,DEM,JOHN T YUDICHAK,284,3,0,281,0
Luzerne,NANTICOKE CITY W 02,State Senate,14,DEM,JOHN T YUDICHAK,358,20,0,338,0
Luzerne,NANTICOKE CITY W 03,State Senate,14,DEM,JOHN T YUDICHAK,512,22,1,489,0
Luzerne,NANTICOKE CITY W 04,State Senate,14,DEM,JOHN T YUDICHAK,487,28,1,458,0
Luzerne,NANTICOKE CITY W 05,State Senate,14,DEM,JOHN T YUDICHAK,381,7,1,373,0
Luzerne,NANTICOKE CITY W 06,State Senate,14,DEM,JOHN T YUDICHAK,396,23,0,373,0
Luzerne,NEWPORT TWP W 01,State Senate,14,DEM,JOHN T YUDICHAK,399,46,0,353,0
Luzerne,NEWPORT TWP W 02,State Senate,14,DEM,JOHN T YUDICHAK,407,23,0,384,0
Luzerne,NEWPORT TWP W 03,State Senate,14,DEM,JOHN T YUDICHAK,328,31,0,297,0
Luzerne,PITTSTON CITY W 01,State Senate,14,DEM,JOHN T YUDICHAK,446,15,0,431,0
Luzerne,PITTSTON CITY W 02,State Senate,14,DEM,JOHN T YUDICHAK,457,17,0,440,0
Luzerne,PITTSTON CITY W 03,State Senate,14,DEM,JOHN T YUDICHAK,428,12,0,416,0
Luzerne,PITTSTON CITY W 04,State Senate,14,DEM,JOHN T YUDICHAK,314,7,1,306,0
Luzerne,PLAINS TWP W 01,State Senate,14,DEM,JOHN T YUDICHAK,424,6,0,418,0
Luzerne,PLAINS TWP W 02,State Senate,14,DEM,JOHN T YUDICHAK,438,16,0,422,0
Luzerne,PLAINS TWP W 03,State Senate,14,DEM,JOHN T YUDICHAK,680,45,0,635,0
Luzerne,PLAINS TWP W 04,State Senate,14,DEM,JOHN T YUDICHAK,340,10,1,329,0
Luzerne,PLAINS TWP W 05,State Senate,14,DEM,JOHN T YUDICHAK,494,25,3,466,0
Luzerne,PLYMOUTH BORO W 01,State Senate,14,DEM,JOHN T YUDICHAK,371,9,0,362,0
Luzerne,PLYMOUTH BORO W 02,State Senate,14,DEM,JOHN T YUDICHAK,386,10,1,375,0
Luzerne,PLYMOUTH BORO W 03,State Senate,14,DEM,JOHN T YUDICHAK,363,20,0,343,0
Luzerne,PLYMOUTH TWP,State Senate,14,DEM,JOHN T YUDICHAK,465,15,0,450,0
Luzerne,SUGAR NOTCH BORO,State Senate,14,DEM,JOHN T YUDICHAK,279,9,0,270,0
Luzerne,SWOYERSVILLE BORO W 01,State Senate,14,DEM,JOHN T YUDICHAK,596,25,0,571,0
Luzerne,SWOYERSVILLE BORO W 02,State Senate,14,DEM,JOHN T YUDICHAK,583,17,0,566,0
Luzerne,SWOYERSVILLE BORO W 03,State Senate,14,DEM,JOHN T YUDICHAK,258,6,1,251,0
Luzerne,WARRIOR RUN BORO,State Senate,14,DEM,JOHN T YUDICHAK,134,2,0,132,0
Luzerne,WEST HAZLETON BORO W 01,State Senate,14,DEM,JOHN T YUDICHAK,253,5,0,248,0
Luzerne,WEST HAZLETON BORO W 02,State Senate,14,DEM,JOHN T YUDICHAK,291,11,0,280,0
Luzerne,WEST PITTSTON BORO W 01,State Senate,14,DEM,JOHN T YUDICHAK,286,13,0,273,0
Luzerne,WEST PITTSTON BORO W 02,State Senate,14,DEM,JOHN T YUDICHAK,484,16,0,468,0
Luzerne,WEST PITTSTON BORO W 03,State Senate,14,DEM,JOHN T YUDICHAK,475,33,2,440,0
Luzerne,WEST WYOMING BORO W 01,State Senate,14,DEM,JOHN T YUDICHAK,436,15,0,421,0
Luzerne,WEST WYOMING BORO W 02,State Senate,14,DEM,JOHN T YUDICHAK,330,17,0,313,0
Luzerne,WHITE HAVEN BORO,State Senate,14,DEM,JOHN T YUDICHAK,210,7,0,203,0
Luzerne,WILKES BARRE CITY W 01,State Senate,14,DEM,JOHN T YUDICHAK,347,6,0,340,1
Luzerne,WILKES BARRE CITY W 02,State Senate,14,DEM,JOHN T YUDICHAK,514,23,0,491,0
Luzerne,WILKES BARRE CITY W 03,State Senate,14,DEM,JOHN T YUDICHAK,269,10,0,259,0
Luzerne,WILKES BARRE CITY W 04,State Senate,14,DEM,JOHN T YUDICHAK,420,16,0,404,0
Luzerne,WILKES BARRE CITY W 05,State Senate,14,DEM,JOHN T YUDICHAK,366,15,0,351,0
Luzerne,WILKES BARRE CITY W 06,State Senate,14,DEM,JOHN T YUDICHAK,357,15,0,342,0
Luzerne,WILKES BARRE CITY W 07,State Senate,14,DEM,JOHN T YUDICHAK,265,16,0,249,0
Luzerne,WILKES BARRE CITY W 08,State Senate,14,DEM,JOHN T YUDICHAK,296,5,0,291,0
Luzerne,WILKES BARRE CITY W 09,State Senate,14,DEM,JOHN T YUDICHAK,205,8,0,197,0
Luzerne,WILKES BARRE CITY W 10,State Senate,14,DEM,JOHN T YUDICHAK,265,7,0,258,0
Luzerne,WILKES BARRE CITY W 11,State Senate,14,DEM,JOHN T YUDICHAK,416,18,0,398,0
Luzerne,WILKES BARRE CITY W 12,State Senate,14,DEM,JOHN T YUDICHAK,376,5,0,371,0
Luzerne,WILKES BARRE CITY W 13,State Senate,14,DEM,JOHN T YUDICHAK,416,10,1,405,0
Luzerne,WILKES BARRE CITY W 14,State Senate,14,DEM,JOHN T YUDICHAK,316,11,0,305,0
Luzerne,WILKES BARRE CITY W 15,State Senate,14,DEM,JOHN T YUDICHAK,445,16,2,427,0
Luzerne,WILKES BARRE CITY W 16,State Senate,14,DEM,JOHN T YUDICHAK,474,23,0,451,0
Luzerne,WILKES BARRE CITY W 17,State Senate,14,DEM,JOHN T YUDICHAK,285,10,0,275,0
Luzerne,WILKES BARRE CITY W 18,State Senate,14,DEM,JOHN T YUDICHAK,263,11,0,252,0
Luzerne,WILKES BARRE CITY W 19,State Senate,14,DEM,JOHN T YUDICHAK,346,12,0,334,0
Luzerne,WILKES BARRE CITY W 20,State Senate,14,DEM,JOHN T YUDICHAK,400,14,0,386,0
Luzerne,WILKES BARRE TWP W 01,State Senate,14,DEM,JOHN T YUDICHAK,374,19,0,355,0
Luzerne,WILKES BARRE TWP W 02,State Senate,14,DEM,JOHN T YUDICHAK,288,18,1,269,0
Luzerne,WYOMING BORO W 01,State Senate,14,DEM,JOHN T YUDICHAK,292,22,1,269,0
Luzerne,WYOMING BORO W 02,State Senate,14,DEM,JOHN T YUDICHAK,211,7,0,204,0
Luzerne,WYOMING BORO W 03,State Senate,14,DEM,JOHN T YUDICHAK,326,16,1,309,0
Luzerne,YATESVILLE BORO,State Senate,14,DEM,JOHN T YUDICHAK,203,7,0,196,0
Luzerne,ASHLEY BORO W 01,State Senate,14,,WRITE-IN,10,1,0,9,0
Luzerne,ASHLEY BORO W 02,State Senate,14,,WRITE-IN,2,0,0,2,0
Luzerne,BEAR CREEK TWP D 01,State Senate,14,,WRITE-IN,16,0,0,16,0
Luzerne,BEAR CREEK TWP D 02,State Senate,14,,WRITE-IN,17,0,0,17,0
Luzerne,BEAR CREEK TWP D 03,State Senate,14,,WRITE-IN,0,0,0,0,0
Luzerne,BEAR CREEK VLG BORO,State Senate,14,,WRITE-IN,5,0,0,3,2
Luzerne,BUCK TWP,State Senate,14,,WRITE-IN,6,1,0,5,0
Luzerne,EDWARDSVILLE BORO W 01,State Senate,14,,WRITE-IN,8,0,0,8,0
Luzerne,EDWARDSVILLE BORO W 02,State Senate,14,,WRITE-IN,19,1,0,18,0
Luzerne,EXETER BORO W 01,State Senate,14,,WRITE-IN,10,1,0,9,0
Luzerne,EXETER BORO W 02,State Senate,14,,WRITE-IN,8,1,0,7,0
Luzerne,EXETER BORO W 03,State Senate,14,,WRITE-IN,14,1,0,13,0
Luzerne,FAIRVIEW TWP,State Senate,14,,WRITE-IN,46,3,0,43,0
Luzerne,FOSTER TWP D 01,State Senate,14,,WRITE-IN,22,0,0,22,0
Luzerne,FOSTER TWP D 02,State Senate,14,,WRITE-IN,14,1,0,13,0
Luzerne,FREELAND BORO W 01,State Senate,14,,WRITE-IN,7,0,0,7,0
Luzerne,FREELAND BORO W 02,State Senate,14,,WRITE-IN,14,0,0,14,0
Luzerne,HANOVER TWP W 01,State Senate,14,,WRITE-IN,7,0,0,7,0
Luzerne,HANOVER TWP W 02,State Senate,14,,WRITE-IN,12,0,0,12,0
Luzerne,HANOVER TWP W 03,State Senate,14,,WRITE-IN,32,0,0,32,0
Luzerne,HANOVER TWP W 04,State Senate,14,,WRITE-IN,11,0,0,11,0
Luzerne,HANOVER TWP W 05,State Senate,14,,WRITE-IN,6,1,0,5,0
Luzerne,HANOVER TWP W 06,State Senate,14,,WRITE-IN,13,0,0,13,0
Luzerne,HAZLE TWP D 01,State Senate,14,,WRITE-IN,16,0,0,16,0
Luzerne,HAZLE TWP D 02,State Senate,14,,WRITE-IN,4,0,0,4,0
Luzerne,HAZLE TWP D 03,State Senate,14,,WRITE-IN,11,0,0,11,0
Luzerne,HAZLE TWP D 04,State Senate,14,,WRITE-IN,15,1,0,14,0
Luzerne,HAZLE TWP D 05,State Senate,14,,WRITE-IN,5,0,0,5,0
Luzerne,HAZLETON CITY W 01,State Senate,14,,WRITE-IN,5,1,0,4,0
Luzerne,HAZLETON CITY W 02,State Senate,14,,WRITE-IN,7,0,0,7,0
Luzerne,HAZLETON CITY W 03,State Senate,14,,WRITE-IN,5,0,0,5,0
Luzerne,HAZLETON CITY W 04,State Senate,14,,WRITE-IN,6,1,0,5,0
Luzerne,HAZLETON CITY W 05,State Senate,14,,WRITE-IN,11,2,0,9,0
Luzerne,HAZLETON CITY W 06,State Senate,14,,WRITE-IN,7,0,0,7,0
Luzerne,HAZLETON CITY W 07,State Senate,14,,WRITE-IN,3,0,0,3,0
Luzerne,HAZLETON CITY W 08,State Senate,14,,WRITE-IN,5,1,0,4,0
Luzerne,HAZLETON CITY W 09,State Senate,14,,WRITE-IN,9,0,0,9,0
Luzerne,HAZLETON CITY W 10,State Senate,14,,WRITE-IN,5,0,1,4,0
Luzerne,HAZLETON CITY W 11,State Senate,14,,WRITE-IN,8,0,0,8,0
Luzerne,HUGHESTOWN BORO,State Senate,14,,WRITE-IN,6,1,1,4,0
Luzerne,JEDDO BORO,State Senate,14,,WRITE-IN,0,0,0,0,0
Luzerne,JENKINS TWP D 01,State Senate,14,,WRITE-IN,17,0,0,17,0
Luzerne,JENKINS TWP D 02,State Senate,14,,WRITE-IN,9,0,0,9,0
Luzerne,JENKINS TWP D 03,State Senate,14,,WRITE-IN,8,0,0,8,0
Luzerne,LAFLIN BORO,State Senate,14,,WRITE-IN,13,2,0,11,0
Luzerne,LARKSVILLE BORO W 01,State Senate,14,,WRITE-IN,6,1,0,5,0
Luzerne,LARKSVILLE BORO W 02,State Senate,14,,WRITE-IN,13,0,0,13,0
Luzerne,LARKSVILLE BORO W 03,State Senate,14,,WRITE-IN,2,0,0,2,0
Luzerne,LAUREL RUN BORO,State Senate,14,,WRITE-IN,8,1,0,7,0
Luzerne,LUZERNE BORO W 01,State Senate,14,,WRITE-IN,12,0,0,12,0
Luzerne,LUZERNE BORO W 02,State Senate,14,,WRITE-IN,9,0,0,9,0
Luzerne,NANTICOKE CITY W 01,State Senate,14,,WRITE-IN,12,2,0,10,0
Luzerne,NANTICOKE CITY W 02,State Senate,14,,WRITE-IN,7,1,0,6,0
Luzerne,NANTICOKE CITY W 03,State Senate,14,,WRITE-IN,10,0,0,10,0
Luzerne,NANTICOKE CITY W 04,State Senate,14,,WRITE-IN,18,1,0,17,0
Luzerne,NANTICOKE CITY W 05,State Senate,14,,WRITE-IN,7,0,0,7,0
Luzerne,NANTICOKE CITY W 06,State Senate,14,,WRITE-IN,6,0,0,6,0
Luzerne,NEWPORT TWP W 01,State Senate,14,,WRITE-IN,11,0,0,11,0
Luzerne,NEWPORT TWP W 02,State Senate,14,,WRITE-IN,9,1,0,8,0
Luzerne,NEWPORT TWP W 03,State Senate,14,,WRITE-IN,11,0,0,11,0
Luzerne,PITTSTON CITY W 01,State Senate,14,,WRITE-IN,19,0,0,19,0
Luzerne,PITTSTON CITY W 02,State Senate,14,,WRITE-IN,7,0,0,7,0
Luzerne,PITTSTON CITY W 03,State Senate,14,,WRITE-IN,16,0,0,16,0
Luzerne,PITTSTON CITY W 04,State Senate,14,,WRITE-IN,5,0,0,5,0
Luzerne,PLAINS TWP W 01,State Senate,14,,WRITE-IN,15,1,0,14,0
Luzerne,PLAINS TWP W 02,State Senate,14,,WRITE-IN,15,2,0,13,0
Luzerne,PLAINS TWP W 03,State Senate,14,,WRITE-IN,15,0,0,15,0
Luzerne,PLAINS TWP W 04,State Senate,14,,WRITE-IN,11,0,0,11,0
Luzerne,PLAINS TWP W 05,State Senate,14,,WRITE-IN,11,0,0,11,0
Luzerne,PLYMOUTH BORO W 01,State Senate,14,,WRITE-IN,13,0,0,13,0
Luzerne,PLYMOUTH BORO W 02,State Senate,14,,WRITE-IN,8,2,0,6,0
Luzerne,PLYMOUTH BORO W 03,State Senate,14,,WRITE-IN,11,0,0,11,0
Luzerne,PLYMOUTH TWP,State Senate,14,,WRITE-IN,8,1,1,6,0
Luzerne,SUGAR NOTCH BORO,State Senate,14,,WRITE-IN,8,0,0,8,0
Luzerne,SWOYERSVILLE BORO W 01,State Senate,14,,WRITE-IN,20,0,0,20,0
Luzerne,SWOYERSVILLE BORO W 02,State Senate,14,,WRITE-IN,16,1,0,15,0
Luzerne,SWOYERSVILLE BORO W 03,State Senate,14,,WRITE-IN,7,0,0,7,0
Luzerne,WARRIOR RUN BORO,State Senate,14,,WRITE-IN,7,1,0,6,0
Luzerne,WEST HAZLETON BORO W 01,State Senate,14,,WRITE-IN,11,0,0,11,0
Luzerne,WEST HAZLETON BORO W 02,State Senate,14,,WRITE-IN,5,0,0,5,0
Luzerne,WEST PITTSTON BORO W 01,State Senate,14,,WRITE-IN,8,0,0,8,0
Luzerne,WEST PITTSTON BORO W 02,State Senate,14,,WRITE-IN,24,0,0,24,0
Luzerne,WEST PITTSTON BORO W 03,State Senate,14,,WRITE-IN,11,0,0,11,0
Luzerne,WEST WYOMING BORO W 01,State Senate,14,,WRITE-IN,15,1,0,14,0
Luzerne,WEST WYOMING BORO W 02,State Senate,14,,WRITE-IN,12,0,0,12,0
Luzerne,WHITE HAVEN BORO,State Senate,14,,WRITE-IN,4,0,0,4,0
Luzerne,WILKES BARRE CITY W 01,State Senate,14,,WRITE-IN,8,0,0,8,0
Luzerne,WILKES BARRE CITY W 02,State Senate,14,,WRITE-IN,7,1,0,6,0
Luzerne,WILKES BARRE CITY W 03,State Senate,14,,WRITE-IN,3,0,0,3,0
Luzerne,WILKES BARRE CITY W 04,State Senate,14,,WRITE-IN,13,0,0,13,0
Luzerne,WILKES BARRE CITY W 05,State Senate,14,,WRITE-IN,7,0,0,7,0
Luzerne,WILKES BARRE CITY W 06,State Senate,14,,WRITE-IN,11,0,0,11,0
Luzerne,WILKES BARRE CITY W 07,State Senate,14,,WRITE-IN,5,1,0,4,0
Luzerne,WILKES BARRE CITY W 08,State Senate,14,,WRITE-IN,8,0,0,8,0
Luzerne,WILKES BARRE CITY W 09,State Senate,14,,WRITE-IN,11,0,0,11,0
Luzerne,WILKES BARRE CITY W 10,State Senate,14,,WRITE-IN,6,0,0,6,0
Luzerne,WILKES BARRE CITY W 11,State Senate,14,,WRITE-IN,8,0,0,8,0
Luzerne,WILKES BARRE CITY W 12,State Senate,14,,WRITE-IN,6,0,0,6,0
Luzerne,WILKES BARRE CITY W 13,State Senate,14,,WRITE-IN,13,0,0,13,0
Luzerne,WILKES BARRE CITY W 14,State Senate,14,,WRITE-IN,5,0,1,4,0
Luzerne,WILKES BARRE CITY W 15,State Senate,14,,WRITE-IN,8,1,0,7,0
