county,precinct,precinct_name,office,district,candidate,party,votes
Lehigh,180201,Salisbury 2nd Ward,President,,Donald J. Trump,Rep,814
Lehigh,180201,Salisbury 2nd Ward,President,,Jo Jorgensen,Lib,26
Lehigh,180301,Salisbury 3rd Ward 1st District,President,,Joseph R. Biden,Dem,358
Lehigh,180301,Salisbury 3rd Ward 1st District,President,,Donald J. Trump,Rep,375
Lehigh,180301,Salisbury 3rd Ward 1st District,President,,Jo Jorgensen,Lib,15
Lehigh,180302,Salisbury 3rd Ward 2nd District,President,,Joseph R. Biden,Dem,394
Lehigh,180302,Salisbury 3rd Ward 2nd District,President,,Donald J. Trump,Rep,412
Lehigh,180302,Salisbury 3rd Ward 2nd District,President,,Jo Jorgensen,Lib,10
Lehigh,180401,Salisbury 4th Ward 1st District,President,,Joseph R. Biden,Dem,537
Lehigh,180401,Salisbury 4th Ward 1st District,President,,Donald J. Trump,Rep,559
Lehigh,180401,Salisbury 4th Ward 1st District,President,,Jo Jorgensen,Lib,10
Lehigh,180402,Salisbury 4th Ward 2nd District,President,,Joseph R. Biden,Dem,320
Lehigh,180402,Salisbury 4th Ward 2nd District,President,,Donald J. Trump,Rep,334
Lehigh,180402,Salisbury 4th Ward 2nd District,President,,Jo Jorgensen,Lib,8
Lehigh,180501,Salisbury 5th Ward 1st District,President,,Joseph R. Biden,Dem,373
Lehigh,180501,Salisbury 5th Ward 1st District,President,,Donald J. Trump,Rep,402
Lehigh,180501,Salisbury 5th Ward 1st District,President,,Jo Jorgensen,Lib,8
Lehigh,180502,Salisbury 5th Ward 2nd District,President,,Joseph R. Biden,Dem,563
Lehigh,180502,Salisbury 5th Ward 2nd District,President,,Donald J. Trump,Rep,575
Lehigh,180502,Salisbury 5th Ward 2nd District,President,,Jo Jorgensen,Lib,10
Lehigh,190101,South Whitehall 1st District,President,,Joseph R. Biden,Dem,903
Lehigh,190101,South Whitehall 1st District,President,,Donald J. Trump,Rep,930
Lehigh,190101,South Whitehall 1st District,President,,Jo Jorgensen,Lib,29
Lehigh,190102,South Whitehall 2nd District,President,,Joseph R. Biden,Dem,451
Lehigh,190102,South Whitehall 2nd District,President,,Donald J. Trump,Rep,451
Lehigh,190102,South Whitehall 2nd District,President,,Jo Jorgensen,Lib,12
Lehigh,190103,South Whitehall 3rd District,President,,Joseph R. Biden,Dem,1128
Lehigh,190103,South Whitehall 3rd District,President,,Donald J. Trump,Rep,848
Lehigh,190103,South Whitehall 3rd District,President,,Jo Jorgensen,Lib,15
Lehigh,190104,South Whitehall 4th District,President,,Joseph R. Biden,Dem,541
Lehigh,190104,South Whitehall 4th District,President,,Donald J. Trump,Rep,557
Lehigh,190104,South Whitehall 4th District,President,,Jo Jorgensen,Lib,12
Lehigh,190105,South Whitehall 5th District,President,,Joseph R. Biden,Dem,1116
Lehigh,190105,South Whitehall 5th District,President,,Donald J. Trump,Rep,724
Lehigh,190105,South Whitehall 5th District,President,,Jo Jorgensen,Lib,21
Lehigh,190106,South Whitehall 6th District,President,,Joseph R. Biden,Dem,976
Lehigh,190106,South Whitehall 6th District,President,,Donald J. Trump,Rep,635
Lehigh,190106,South Whitehall 6th District,President,,Jo Jorgensen,Lib,17
Lehigh,190107,South Whitehall 7th District,President,,Joseph R. Biden,Dem,464
Lehigh,190107,South Whitehall 7th District,President,,Donald J. Trump,Rep,425
Lehigh,190107,South Whitehall 7th District,President,,Jo Jorgensen,Lib,12
Lehigh,190108,South Whitehall 8th District,President,,Joseph R. Biden,Dem,1212
Lehigh,190108,South Whitehall 8th District,President,,Donald J. Trump,Rep,1165
Lehigh,190108,South Whitehall 8th District,President,,Jo Jorgensen,Lib,22
Lehigh,200101,Upper Macungie 1st District,President,,Joseph R. Biden,Dem,1028
Lehigh,200101,Upper Macungie 1st District,President,,Donald J. Trump,Rep,930
Lehigh,200101,Upper Macungie 1st District,President,,Jo Jorgensen,Lib,22
Lehigh,200102,Upper Macungie 2nd District,President,,Joseph R. Biden,Dem,1322
Lehigh,200102,Upper Macungie 2nd District,President,,Donald J. Trump,Rep,1256
Lehigh,200102,Upper Macungie 2nd District,President,,Jo Jorgensen,Lib,21
Lehigh,200103,Upper Macungie 3rd District,President,,Joseph R. Biden,Dem,814
Lehigh,200103,Upper Macungie 3rd District,President,,Donald J. Trump,Rep,820
Lehigh,200103,Upper Macungie 3rd District,President,,Jo Jorgensen,Lib,28
Lehigh,200104,Upper Macungie 4th District,President,,Joseph R. Biden,Dem,644
Lehigh,200104,Upper Macungie 4th District,President,,Donald J. Trump,Rep,431
Lehigh,200104,Upper Macungie 4th District,President,,Jo Jorgensen,Lib,14
Lehigh,200105,Upper Macungie 5th District,President,,Joseph R. Biden,Dem,1791
Lehigh,200105,Upper Macungie 5th District,President,,Donald J. Trump,Rep,1512
Lehigh,200105,Upper Macungie 5th District,President,,Jo Jorgensen,Lib,46
Lehigh,200106,Upper Macungie 6th District,President,,Joseph R. Biden,Dem,711
Lehigh,200106,Upper Macungie 6th District,President,,Donald J. Trump,Rep,569
Lehigh,200106,Upper Macungie 6th District,President,,Jo Jorgensen,Lib,17
Lehigh,200107,Upper Macungie 7th District,President,,Joseph R. Biden,Dem,693
Lehigh,200107,Upper Macungie 7th District,President,,Donald J. Trump,Rep,629
Lehigh,200107,Upper Macungie 7th District,President,,Jo Jorgensen,Lib,16
Lehigh,200108,Upper Macungie 8th District,President,,Joseph R. Biden,Dem,712
Lehigh,200108,Upper Macungie 8th District,President,,Donald J. Trump,Rep,621
Lehigh,200108,Upper Macungie 8th District,President,,Jo Jorgensen,Lib,15
Lehigh,210101,Upper Milford Eastern District,President,,Joseph R. Biden,Dem,1331
Lehigh,210101,Upper Milford Eastern District,President,,Donald J. Trump,Rep,1512
Lehigh,210101,Upper Milford Eastern District,President,,Jo Jorgensen,Lib,40
Lehigh,210102,Upper Milford Western District,President,,Joseph R. Biden,Dem,938
Lehigh,210102,Upper Milford Western District,President,,Donald J. Trump,Rep,1396
Lehigh,210102,Upper Milford Western District,President,,Jo Jorgensen,Lib,22
Lehigh,220101,Upper Saucon 1st District,President,,Joseph R. Biden,Dem,988
Lehigh,220101,Upper Saucon 1st District,President,,Donald J. Trump,Rep,1050
Lehigh,220101,Upper Saucon 1st District,President,,Jo Jorgensen,Lib,16
Lehigh,220102,Upper Saucon 2nd District,President,,Joseph R. Biden,Dem,663
Lehigh,220102,Upper Saucon 2nd District,President,,Donald J. Trump,Rep,791
Lehigh,220102,Upper Saucon 2nd District,President,,Jo Jorgensen,Lib,21
Lehigh,220103,Upper Saucon 3rd District,President,,Joseph R. Biden,Dem,536
Lehigh,220103,Upper Saucon 3rd District,President,,Donald J. Trump,Rep,558
Lehigh,220103,Upper Saucon 3rd District,President,,Jo Jorgensen,Lib,14
Lehigh,220104,Upper Saucon 4th District,President,,Joseph R. Biden,Dem,1539
Lehigh,220104,Upper Saucon 4th District,President,,Donald J. Trump,Rep,1661
Lehigh,220104,Upper Saucon 4th District,President,,Jo Jorgensen,Lib,29
Lehigh,220105,Upper Saucon 5th District,President,,Joseph R. Biden,Dem,674
Lehigh,220105,Upper Saucon 5th District,President,,Donald J. Trump,Rep,664
Lehigh,220105,Upper Saucon 5th District,President,,Jo Jorgensen,Lib,9
Lehigh,220106,Upper Saucon 6th District,President,,Joseph R. Biden,Dem,651
Lehigh,220106,Upper Saucon 6th District,President,,Donald J. Trump,Rep,558
Lehigh,220106,Upper Saucon 6th District,President,,Jo Jorgensen,Lib,11
Lehigh,230101,Washington Eastern District,President,,Joseph R. Biden,Dem,207
Lehigh,230101,Washington Eastern District,President,,Donald J. Trump,Rep,519
Lehigh,230101,Washington Eastern District,President,,Jo Jorgensen,Lib,7
Lehigh,230102,Washington Southern District,President,,Joseph R. Biden,Dem,811
Lehigh,230102,Washington Southern District,President,,Donald J. Trump,Rep,1635
Lehigh,230102,Washington Southern District,President,,Jo Jorgensen,Lib,20
Lehigh,230103,Washington Western District,President,,Joseph R. Biden,Dem,209
Lehigh,230103,Washington Western District,President,,Donald J. Trump,Rep,429
Lehigh,230103,Washington Western District,President,,Jo Jorgensen,Lib,6
Lehigh,240101,Weisenberg,President,,Joseph R. Biden,Dem,1125
Lehigh,240101,Weisenberg,President,,Donald J. Trump,Rep,2097
Lehigh,240101,Weisenberg,President,,Jo Jorgensen,Lib,42
Lehigh,250101,Whitehall 1st District,President,,Joseph R. Biden,Dem,929
Lehigh,250101,Whitehall 1st District,President,,Donald J. Trump,Rep,535
Lehigh,250101,Whitehall 1st District,President,,Jo Jorgensen,Lib,15
Lehigh,250102,Whitehall 2nd District,President,,Joseph R. Biden,Dem,312
Lehigh,250102,Whitehall 2nd District,President,,Donald J. Trump,Rep,264
Lehigh,250102,Whitehall 2nd District,President,,Jo Jorgensen,Lib,5
Lehigh,250103,Whitehall 3rd District,President,,Joseph R. Biden,Dem,599
Lehigh,250103,Whitehall 3rd District,President,,Donald J. Trump,Rep,284
Lehigh,250103,Whitehall 3rd District,President,,Jo Jorgensen,Lib,10
Lehigh,250104,Whitehall 4th District,President,,Joseph R. Biden,Dem,506
Lehigh,250104,Whitehall 4th District,President,,Donald J. Trump,Rep,456
Lehigh,250104,Whitehall 4th District,President,,Jo Jorgensen,Lib,11
Lehigh,250105,Whitehall 5th District,President,,Joseph R. Biden,Dem,273
Lehigh,250105,Whitehall 5th District,President,,Donald J. Trump,Rep,309
Lehigh,250105,Whitehall 5th District,President,,Jo Jorgensen,Lib,3
Lehigh,250106,Whitehall 6th District,President,,Joseph R. Biden,Dem,576
Lehigh,250106,Whitehall 6th District,President,,Donald J. Trump,Rep,488
Lehigh,250106,Whitehall 6th District,President,,Jo Jorgensen,Lib,17
Lehigh,250107,Whitehall 7th District,President,,Joseph R. Biden,Dem,831
Lehigh,250107,Whitehall 7th District,President,,Donald J. Trump,Rep,946
Lehigh,250107,Whitehall 7th District,President,,Jo Jorgensen,Lib,9
Lehigh,250108,Whitehall 8th District,President,,Joseph R. Biden,Dem,668
Lehigh,250108,Whitehall 8th District,President,,Donald J. Trump,Rep,770
Lehigh,250108,Whitehall 8th District,President,,Jo Jorgensen,Lib,8
Lehigh,250109,Whitehall 9th District,President,,Joseph R. Biden,Dem,638
Lehigh,250109,Whitehall 9th District,President,,Donald J. Trump,Rep,542
Lehigh,250109,Whitehall 9th District,President,,Jo Jorgensen,Lib,17
Lehigh,250110,Whitehall 10th District,President,,Joseph R. Biden,Dem,711
Lehigh,250110,Whitehall 10th District,President,,Donald J. Trump,Rep,934
Lehigh,250110,Whitehall 10th District,President,,Jo Jorgensen,Lib,11
Lehigh,250111,Whitehall 11th District,President,,Joseph R. Biden,Dem,603
Lehigh,250111,Whitehall 11th District,President,,Donald J. Trump,Rep,714
Lehigh,250111,Whitehall 11th District,President,,Jo Jorgensen,Lib,17
Lehigh,250112,Whitehall 12th District,President,,Joseph R. Biden,Dem,854
Lehigh,250112,Whitehall 12th District,President,,Donald J. Trump,Rep,541
Lehigh,250112,Whitehall 12th District,President,,Jo Jorgensen,Lib,12
Lehigh,10101,Allentown 1st Ward 1st District,U.S. House,7,Susan Wild,Dem,529
Lehigh,10101,Allentown 1st Ward 1st District,U.S. House,7,Lisa Scheller,Rep,130
Lehigh,10201,Allentown 2nd Ward 1st District,U.S. House,7,Susan Wild,Dem,456
Lehigh,10201,Allentown 2nd Ward 1st District,U.S. House,7,Lisa Scheller,Rep,140
Lehigh,10301,Allentown 3rd Ward 1st District,U.S. House,7,Susan Wild,Dem,533
Lehigh,10301,Allentown 3rd Ward 1st District,U.S. House,7,Lisa Scheller,Rep,162
Lehigh,10401,Allentown 4th Ward 1st District,U.S. House,7,Susan Wild,Dem,320
Lehigh,10401,Allentown 4th Ward 1st District,U.S. House,7,Lisa Scheller,Rep,98
Lehigh,10501,Allentown 5th Ward 1st District,U.S. House,7,Susan Wild,Dem,435
Lehigh,10501,Allentown 5th Ward 1st District,U.S. House,7,Lisa Scheller,Rep,105
Lehigh,10601,Allentown 6th Ward 1st District,U.S. House,7,Susan Wild,Dem,253
Lehigh,10601,Allentown 6th Ward 1st District,U.S. House,7,Lisa Scheller,Rep,77
Lehigh,10602,Allentown 6th Ward 2nd District,U.S. House,7,Susan Wild,Dem,402
Lehigh,10602,Allentown 6th Ward 2nd District,U.S. House,7,Lisa Scheller,Rep,152
Lehigh,10701,Allentown 7th Ward,U.S. House,7,Susan Wild,Dem,631
Lehigh,10701,Allentown 7th Ward,U.S. House,7,Lisa Scheller,Rep,181
Lehigh,10801,Allentown 8th Ward 1st District,U.S. House,7,Susan Wild,Dem,226
Lehigh,10801,Allentown 8th Ward 1st District,U.S. House,7,Lisa Scheller,Rep,80
Lehigh,10802,Allentown 8th Ward 2nd District,U.S. House,7,Susan Wild,Dem,295
Lehigh,10802,Allentown 8th Ward 2nd District,U.S. House,7,Lisa Scheller,Rep,80
Lehigh,10803,Allentown 8th Ward 3rd District,U.S. House,7,Susan Wild,Dem,483
Lehigh,10803,Allentown 8th Ward 3rd District,U.S. House,7,Lisa Scheller,Rep,138
Lehigh,10804,Allentown 8th Ward 4th District,U.S. House,7,Susan Wild,Dem,572
Lehigh,10804,Allentown 8th Ward 4th District,U.S. House,7,Lisa Scheller,Rep,242
Lehigh,10805,Allentown 8th Ward 5th District,U.S. House,7,Susan Wild,Dem,266
Lehigh,10805,Allentown 8th Ward 5th District,U.S. House,7,Lisa Scheller,Rep,86
Lehigh,10806,Allentown 8th Ward 6th District,U.S. House,7,Susan Wild,Dem,384
Lehigh,10806,Allentown 8th Ward 6th District,U.S. House,7,Lisa Scheller,Rep,113
Lehigh,10807,Allentown 8th Ward 7th District,U.S. House,7,Susan Wild,Dem,436
Lehigh,10807,Allentown 8th Ward 7th District,U.S. House,7,Lisa Scheller,Rep,274
Lehigh,10901,Allentown 9th Ward 1st District,U.S. House,7,Susan Wild,Dem,461
Lehigh,10901,Allentown 9th Ward 1st District,U.S. House,7,Lisa Scheller,Rep,149
Lehigh,11001,Allentown 10th Ward 1st District,U.S. House,7,Susan Wild,Dem,529
Lehigh,11001,Allentown 10th Ward 1st District,U.S. House,7,Lisa Scheller,Rep,144
Lehigh,11003,Allentown 10th Ward 3rd District,U.S. House,7,Susan Wild,Dem,370
Lehigh,11003,Allentown 10th Ward 3rd District,U.S. House,7,Lisa Scheller,Rep,139
Lehigh,11004,Allentown 10th Ward 4th District,U.S. House,7,Susan Wild,Dem,401
Lehigh,11004,Allentown 10th Ward 4th District,U.S. House,7,Lisa Scheller,Rep,117
Lehigh,11101,Allentown 11th Ward 1st District,U.S. House,7,Susan Wild,Dem,341
Lehigh,11101,Allentown 11th Ward 1st District,U.S. House,7,Lisa Scheller,Rep,128
Lehigh,11102,Allentown 11th Ward 2nd District,U.S. House,7,Susan Wild,Dem,423
Lehigh,11102,Allentown 11th Ward 2nd District,U.S. House,7,Lisa Scheller,Rep,126
Lehigh,11103,Allentown 11th Ward 3rd District,U.S. House,7,Susan Wild,Dem,470
Lehigh,11103,Allentown 11th Ward 3rd District,U.S. House,7,Lisa Scheller,Rep,179
Lehigh,11104,Allentown 11th Ward 4th District,U.S. House,7,Susan Wild,Dem,798
Lehigh,11104,Allentown 11th Ward 4th District,U.S. House,7,Lisa Scheller,Rep,252
Lehigh,11105,Allentown 11th Ward 5th District,U.S. House,7,Susan Wild,Dem,386
Lehigh,11105,Allentown 11th Ward 5th District,U.S. House,7,Lisa Scheller,Rep,215
Lehigh,11106,Allentown 11th Ward 6th District,U.S. House,7,Susan Wild,Dem,627
Lehigh,11106,Allentown 11th Ward 6th District,U.S. House,7,Lisa Scheller,Rep,374
Lehigh,11107,Allentown 11th Ward 7th District,U.S. House,7,Susan Wild,Dem,448
Lehigh,11107,Allentown 11th Ward 7th District,U.S. House,7,Lisa Scheller,Rep,264
Lehigh,11201,Allentown 12th Ward 1st District,U.S. House,7,Susan Wild,Dem,478
Lehigh,11201,Allentown 12th Ward 1st District,U.S. House,7,Lisa Scheller,Rep,197
Lehigh,11202,Allentown 12th Ward 2nd District,U.S. House,7,Susan Wild,Dem,613
Lehigh,11202,Allentown 12th Ward 2nd District,U.S. House,7,Lisa Scheller,Rep,277
Lehigh,11203,Allentown 12th Ward 3rd District,U.S. House,7,Susan Wild,Dem,422
Lehigh,11203,Allentown 12th Ward 3rd District,U.S. House,7,Lisa Scheller,Rep,251
Lehigh,11204,Allentown 12th Ward 4th District,U.S. House,7,Susan Wild,Dem,426
Lehigh,11204,Allentown 12th Ward 4th District,U.S. House,7,Lisa Scheller,Rep,320
Lehigh,11205,Allentown 12th Ward 5th District,U.S. House,7,Susan Wild,Dem,467
Lehigh,11205,Allentown 12th Ward 5th District,U.S. House,7,Lisa Scheller,Rep,261
Lehigh,11301,Allentown 13th Ward 1st District,U.S. House,7,Susan Wild,Dem,496
Lehigh,11301,Allentown 13th Ward 1st District,U.S. House,7,Lisa Scheller,Rep,148
Lehigh,11302,Allentown 13th Ward 2nd District,U.S. House,7,Susan Wild,Dem,360
Lehigh,11302,Allentown 13th Ward 2nd District,U.S. House,7,Lisa Scheller,Rep,174
Lehigh,11303,Allentown 13th Ward 3rd District,U.S. House,7,Susan Wild,Dem,457
Lehigh,11303,Allentown 13th Ward 3rd District,U.S. House,7,Lisa Scheller,Rep,203
Lehigh,11304,Allentown 13th Ward 4th District,U.S. House,7,Susan Wild,Dem,323
Lehigh,11304,Allentown 13th Ward 4th District,U.S. House,7,Lisa Scheller,Rep,136
Lehigh,11401,Allentown 14th Ward 1st District,U.S. House,7,Susan Wild,Dem,707
Lehigh,11401,Allentown 14th Ward 1st District,U.S. House,7,Lisa Scheller,Rep,345
Lehigh,11402,Allentown 14th Ward 2nd District,U.S. House,7,Susan Wild,Dem,791
Lehigh,11402,Allentown 14th Ward 2nd District,U.S. House,7,Lisa Scheller,Rep,315
Lehigh,11501,Allentown 15th Ward 1st District,U.S. House,7,Susan Wild,Dem,508
Lehigh,11501,Allentown 15th Ward 1st District,U.S. House,7,Lisa Scheller,Rep,308
Lehigh,11502,Allentown 15th Ward 2nd District,U.S. House,7,Susan Wild,Dem,650
Lehigh,11502,Allentown 15th Ward 2nd District,U.S. House,7,Lisa Scheller,Rep,361
Lehigh,11503,Allentown 15th Ward 3rd District,U.S. House,7,Susan Wild,Dem,691
Lehigh,11503,Allentown 15th Ward 3rd District,U.S. House,7,Lisa Scheller,Rep,365
Lehigh,11504,Allentown 15th Ward 4th District,U.S. House,7,Susan Wild,Dem,499
Lehigh,11504,Allentown 15th Ward 4th District,U.S. House,7,Lisa Scheller,Rep,246
Lehigh,11601,Allentown 16th Ward 1st District,U.S. House,7,Susan Wild,Dem,596
Lehigh,11601,Allentown 16th Ward 1st District,U.S. House,7,Lisa Scheller,Rep,282
Lehigh,11602,Allentown 16th Ward 2nd District,U.S. House,7,Susan Wild,Dem,801
Lehigh,11602,Allentown 16th Ward 2nd District,U.S. House,7,Lisa Scheller,Rep,494
Lehigh,11701,Allentown 17th Ward 1st District,U.S. House,7,Susan Wild,Dem,451
Lehigh,11701,Allentown 17th Ward 1st District,U.S. House,7,Lisa Scheller,Rep,233
Lehigh,11702,Allentown 17th Ward 2nd District,U.S. House,7,Susan Wild,Dem,474
Lehigh,11702,Allentown 17th Ward 2nd District,U.S. House,7,Lisa Scheller,Rep,294
Lehigh,11703,Allentown 17th Ward 3rd District,U.S. House,7,Susan Wild,Dem,492
Lehigh,11703,Allentown 17th Ward 3rd District,U.S. House,7,Lisa Scheller,Rep,299
Lehigh,11704,Allentown 17th Ward 4th District,U.S. House,7,Susan Wild,Dem,361
Lehigh,11704,Allentown 17th Ward 4th District,U.S. House,7,Lisa Scheller,Rep,231
Lehigh,011704P,Allentown 17th Ward 4th District Parkland,U.S. House,7,Susan Wild,Dem,965
Lehigh,011704P,Allentown 17th Ward 4th District Parkland,U.S. House,7,Lisa Scheller,Rep,643
Lehigh,11801,Allentown 18th Ward 1st District,U.S. House,7,Susan Wild,Dem,509
Lehigh,11801,Allentown 18th Ward 1st District,U.S. House,7,Lisa Scheller,Rep,243
Lehigh,11802,Allentown 18th Ward 2nd District,U.S. House,7,Susan Wild,Dem,600
Lehigh,11802,Allentown 18th Ward 2nd District,U.S. House,7,Lisa Scheller,Rep,389
Lehigh,11901,Allentown 19th Ward 1st District,U.S. House,7,Susan Wild,Dem,364
Lehigh,11901,Allentown 19th Ward 1st District,U.S. House,7,Lisa Scheller,Rep,219
Lehigh,11902,Allentown 19th Ward 2nd District,U.S. House,7,Susan Wild,Dem,689
Lehigh,11902,Allentown 19th Ward 2nd District,U.S. House,7,Lisa Scheller,Rep,278
Lehigh,11903,Allentown 19th Ward 3rd District,U.S. House,7,Susan Wild,Dem,349
Lehigh,11903,Allentown 19th Ward 3rd District,U.S. House,7,Lisa Scheller,Rep,245
Lehigh,11904,Allentown 19th Ward 4th District,U.S. House,7,Susan Wild,Dem,525
Lehigh,11904,Allentown 19th Ward 4th District,U.S. House,7,Lisa Scheller,Rep,238
Lehigh,11905,Allentown 19th Ward 5th District,U.S. House,7,Susan Wild,Dem,533
Lehigh,11905,Allentown 19th Ward 5th District,U.S. House,7,Lisa Scheller,Rep,393
Lehigh,11906,Allentown 19th Ward 6th District,U.S. House,7,Susan Wild,Dem,934
Lehigh,11906,Allentown 19th Ward 6th District,U.S. House,7,Lisa Scheller,Rep,442
Lehigh,21001,Bethlehem 10th Ward 1st District,U.S. House,7,Susan Wild,Dem,594
Lehigh,21001,Bethlehem 10th Ward 1st District,U.S. House,7,Lisa Scheller,Rep,231
