county,precinct,office,district,party,candidate,votes,election_day,mail,provisional
Greene,ALEPPO,Registered Voters,,,,276,,,
Greene,ALEPPO,Ballots Cast,,,,248,196,52,0
Greene,ALEPPO,Ballots Cast Blank,,,,0,0,0,0
Greene,ALEPPO,President,,DEM,Joseph R. Biden,46,20,26,0
Greene,ALEPPO,President,,REP,Donald J. Trump,196,172,24,0
Greene,ALEPPO,President,,LIB,Jo Jorgensen,1,0,1,0
Greene,ALEPPO,President,,,Write-ins,2,2,0,0
Greene,ALEPPO,Attorney General,,DEM,JOSH SHAPIRO,82,47,35,0
Greene,ALEPPO,Attorney General,,REP,HEATHER HEIDELBAUGH,148,133,15,0
Greene,ALEPPO,Attorney General,,LIB,DANIEL WASSMER,0,0,0,0
Greene,ALEPPO,Attorney General,,GRN,RICHARD L WEISS,4,3,1,0
Greene,ALEPPO,Attorney General,,,Write-ins,1,1,0,0
Greene,ALEPPO,Auditor General,,DEM,NINA AHMAD,61,32,29,0
Greene,ALEPPO,Auditor General,,REP,TIMOTHY DEFOOR,163,146,17,0
Greene,ALEPPO,Auditor General,,LIB,JENNIFER MOORE,4,2,2,0
Greene,ALEPPO,Auditor General,,GRN,OLIVIA FAISON,4,2,2,0
Greene,ALEPPO,Auditor General,,,Write-ins,1,1,0,0
Greene,ALEPPO,State Treasurer,,DEM,JOE TORSELLA,73,41,32,0
Greene,ALEPPO,State Treasurer,,REP,STACY L GARRITY,148,134,14,0
Greene,ALEPPO,State Treasurer,,LIB,JOE SOLOSKI,3,2,1,0
Greene,ALEPPO,State Treasurer,,GRN,TIMOTHY RUNKLE,5,2,3,0
Greene,ALEPPO,State Treasurer,,,Write-ins,1,1,0,0
Greene,ALEPPO,U.S. House,14,DEM,BILL MARX,65,36,29,0
Greene,ALEPPO,U.S. House,14,REP,GUY RESCHENTHALER,169,147,22,0
Greene,ALEPPO,U.S. House,14,,Write-ins,1,1,0,0
Greene,ALEPPO,State House,50,DEM,PAM SNYDER,102,67,35,0
Greene,ALEPPO,State House,50,REP,LARRY YOST,139,123,16,0
Greene,ALEPPO,State House,50,,Write-ins,1,1,0,0
Greene,CARMICHAELS BORO,Registered Voters,,,,284,,,
Greene,CARMICHAELS BORO,Ballots Cast,,,,246,189,57,0
Greene,CARMICHAELS BORO,Ballots Cast Blank,,,,0,0,0,0
Greene,CARMICHAELS BORO,President,,DEM,Joseph R. Biden,65,33,32,0
Greene,CARMICHAELS BORO,President,,REP,Donald J. Trump,174,151,23,0
Greene,CARMICHAELS BORO,President,,LIB,Jo Jorgensen,3,3,0,0
Greene,CARMICHAELS BORO,President,,,Write-ins,0,0,0,0
Greene,CARMICHAELS BORO,Attorney General,,DEM,JOSH SHAPIRO,101,62,39,0
Greene,CARMICHAELS BORO,Attorney General,,REP,HEATHER HEIDELBAUGH,135,117,18,0
Greene,CARMICHAELS BORO,Attorney General,,LIB,DANIEL WASSMER,3,3,0,0
Greene,CARMICHAELS BORO,Attorney General,,GRN,RICHARD L WEISS,5,5,0,0
Greene,CARMICHAELS BORO,Attorney General,,,Write-ins,0,0,0,0
Greene,CARMICHAELS BORO,Auditor General,,DEM,NINA AHMAD,77,42,35,0
Greene,CARMICHAELS BORO,Auditor General,,REP,TIMOTHY DEFOOR,152,133,19,0
Greene,CARMICHAELS BORO,Auditor General,,LIB,JENNIFER MOORE,9,6,3,0
Greene,CARMICHAELS BORO,Auditor General,,GRN,OLIVIA FAISON,2,2,0,0
Greene,CARMICHAELS BORO,Auditor General,,,Write-ins,0,0,0,0
Greene,CARMICHAELS BORO,State Treasurer,,DEM,JOE TORSELLA,80,48,32,0
Greene,CARMICHAELS BORO,State Treasurer,,REP,STACY L GARRITY,154,130,24,0
Greene,CARMICHAELS BORO,State Treasurer,,LIB,JOE SOLOSKI,5,4,1,0
Greene,CARMICHAELS BORO,State Treasurer,,GRN,TIMOTHY RUNKLE,2,2,0,0
Greene,CARMICHAELS BORO,State Treasurer,,,Write-ins,0,0,0,0
Greene,CARMICHAELS BORO,U.S. House,14,DEM,BILL MARX,76,47,29,0
Greene,CARMICHAELS BORO,U.S. House,14,REP,GUY RESCHENTHALER,165,138,27,0
Greene,CARMICHAELS BORO,U.S. House,14,,Write-ins,1,1,0,0
Greene,CARMICHAELS BORO,State House,50,DEM,PAM SNYDER,121,87,34,0
Greene,CARMICHAELS BORO,State House,50,REP,LARRY YOST,124,101,23,0
Greene,CARMICHAELS BORO,State House,50,,Write-ins,0,0,0,0
Greene,CENTER,Registered Voters,,,,722,,,
Greene,CENTER,Ballots Cast,,,,663,510,141,12
Greene,CENTER,Ballots Cast Blank,,,,0,0,0,0
Greene,CENTER,President,,DEM,Joseph R. Biden,144,69,73,2
Greene,CENTER,President,,REP,Donald J. Trump,504,429,65,10
Greene,CENTER,President,,LIB,Jo Jorgensen,11,9,2,0
Greene,CENTER,President,,,Write-ins,2,1,1,0
Greene,CENTER,Attorney General,,DEM,JOSH SHAPIRO,219,125,92,2
Greene,CENTER,Attorney General,,REP,HEATHER HEIDELBAUGH,405,353,42,10
Greene,CENTER,Attorney General,,LIB,DANIEL WASSMER,10,7,3,0
Greene,CENTER,Attorney General,,GRN,RICHARD L WEISS,6,4,2,0
Greene,CENTER,Attorney General,,,Write-ins,0,0,0,0
