county,precinct,office,district,party,candidate,election_day,absentee,mail_in,provisional,votes
Bedford,3201 East St. Clair Township,President,,REP,Roque Rocky De La Fuente,,,,,8
Bedford,3201 East St. Clair Township,President,,REP,Bill Weld,,,,,11
Bedford,3201 East St. Clair Township,President,,REP,Write-in,,,,,5
Bedford,3202 West St. Clair Township,President,,REP,Donald J Trump,,,,,338
Bedford,3202 West St. Clair Township,President,,REP,Roque Rocky De La Fuente,,,,,1
Bedford,3202 West St. Clair Township,President,,REP,Bill Weld,,,,,6
Bedford,3202 West St. Clair Township,President,,REP,Write-in,,,,,2
Bedford,3301 Pavia Township,President,,REP,Donald J Trump,,,,,61
Bedford,3301 Pavia Township,President,,REP,Roque Rocky De La Fuente,,,,,0
Bedford,3301 Pavia Township,President,,REP,Bill Weld,,,,,0
Bedford,3301 Pavia Township,President,,REP,Write-in,,,,,1
Bedford,3501 Woodbury Township,President,,REP,Donald J Trump,,,,,200
Bedford,3501 Woodbury Township,President,,REP,Roque Rocky De La Fuente,,,,,1
Bedford,3501 Woodbury Township,President,,REP,Bill Weld,,,,,2
Bedford,3501 Woodbury Township,President,,REP,Write-in,,,,,2
Bedford,3401 Woodbury Borough,President,,REP,Donald J Trump,,,,,50
Bedford,3401 Woodbury Borough,President,,REP,Roque Rocky De La Fuente,,,,,0
Bedford,3401 Woodbury Borough,President,,REP,Bill Weld,,,,,0
Bedford,3401 Woodbury Borough,President,,REP,Write-in,,,,,1
Bedford,3601 South Woodbury Township,President,,REP,Donald J Trump,,,,,403
Bedford,3601 South Woodbury Township,President,,REP,Roque Rocky De La Fuente,,,,,1
Bedford,3601 South Woodbury Township,President,,REP,Bill Weld,,,,,7
Bedford,3601 South Woodbury Township,President,,REP,Write-in,,,,,1
Bedford,0101 Bedford Borough East Ward,Attorney General,,DEM,Josh Shapiro,,,,,113
Bedford,0101 Bedford Borough East Ward,Attorney General,,DEM,Write-in,,,,,1
Bedford,0102 Bedford Borough West Ward,Attorney General,,DEM,Josh Shapiro,,,,,110
Bedford,0102 Bedford Borough West Ward,Attorney General,,DEM,Write-in,,,,,1
Bedford,0201 Bedford Township No 1,Attorney General,,DEM,Josh Shapiro,,,,,119
Bedford,0201 Bedford Township No 1,Attorney General,,DEM,Write-in,,,,,0
Bedford,0202 Bedford Township No 2,Attorney General,,DEM,Josh Shapiro,,,,,150
Bedford,0202 Bedford Township No 2,Attorney General,,DEM,Write-in,,,,,1
Bedford,0301 Bloomfield Township,Attorney General,,DEM,Josh Shapiro,,,,,33
Bedford,0301 Bloomfield Township,Attorney General,,DEM,Write-in,,,,,0
Bedford,0401 Broad Top Township,Attorney General,,DEM,Josh Shapiro,,,,,64
Bedford,0401 Broad Top Township,Attorney General,,DEM,Write-in,,,,,2
Bedford,0501 Coaldale Borough,Attorney General,,DEM,Josh Shapiro,,,,,8
Bedford,0501 Coaldale Borough,Attorney General,,DEM,Write-in,,,,,0
Bedford,0601 Colerain Township,Attorney General,,DEM,Josh Shapiro,,,,,53
Bedford,0601 Colerain Township,Attorney General,,DEM,Write-in,,,,,0
Bedford,0701 Cumberland Valley Township,Attorney General,,DEM,Josh Shapiro,,,,,65
Bedford,0701 Cumberland Valley Township,Attorney General,,DEM,Write-in,,,,,0
Bedford,0801 Everett Borough,Attorney General,,DEM,Josh Shapiro,,,,,62
Bedford,0801 Everett Borough,Attorney General,,DEM,Write-in,,,,,1
Bedford,0901 Harrison Township,Attorney General,,DEM,Josh Shapiro,,,,,53
Bedford,0901 Harrison Township,Attorney General,,DEM,Write-in,,,,,0
Bedford,1001 Hopewell Borough,Attorney General,,DEM,Josh Shapiro,,,,,9
Bedford,1001 Hopewell Borough,Attorney General,,DEM,Write-in,,,,,0
Bedford,1101 Hopewell Township,Attorney General,,DEM,Josh Shapiro,,,,,76
Bedford,1101 Hopewell Township,Attorney General,,DEM,Write-in,,,,,0
Bedford,1201 Hyndman Borough,Attorney General,,DEM,Josh Shapiro,,,,,42
Bedford,1201 Hyndman Borough,Attorney General,,DEM,Write-in,,,,,1
Bedford,1301 Juniata Township,Attorney General,,DEM,Josh Shapiro,,,,,64
Bedford,1301 Juniata Township,Attorney General,,DEM,Write-in,,,,,0
Bedford,1401 Kimmel Township,Attorney General,,DEM,Josh Shapiro,,,,,102
Bedford,1401 Kimmel Township,Attorney General,,DEM,Write-in,,,,,3
Bedford,1501 King Township,Attorney General,,DEM,Josh Shapiro,,,,,42
Bedford,1501 King Township,Attorney General,,DEM,Write-in,,,,,1
Bedford,1601 Liberty Township,Attorney General,,DEM,Josh Shapiro,,,,,91
Bedford,1601 Liberty Township,Attorney General,,DEM,Write-in,,,,,1
Bedford,1701 Lincoln Township,Attorney General,,DEM,Josh Shapiro,,,,,13
Bedford,1701 Lincoln Township,Attorney General,,DEM,Write-in,,,,,1
Bedford,1801 Londonderry Township,Attorney General,,DEM,Josh Shapiro,,,,,41
Bedford,1801 Londonderry Township,Attorney General,,DEM,Write-in,,,,,0
Bedford,1901 Mann Township,Attorney General,,DEM,Josh Shapiro,,,,,21
Bedford,1901 Mann Township,Attorney General,,DEM,Write-in,,,,,0
Bedford,2001 Manns Choice Borough,Attorney General,,DEM,Josh Shapiro,,,,,18
Bedford,2001 Manns Choice Borough,Attorney General,,DEM,Write-in,,,,,2
Bedford,2101 Monroe Township,Attorney General,,DEM,Josh Shapiro,,,,,34
Bedford,2101 Monroe Township,Attorney General,,DEM,Write-in,,,,,0
Bedford,2201 Napier Township,Attorney General,,DEM,Josh Shapiro,,,,,94
Bedford,2201 Napier Township,Attorney General,,DEM,Write-in,,,,,4
Bedford,2301 New Paris Borough,Attorney General,,DEM,Josh Shapiro,,,,,10
Bedford,2301 New Paris Borough,Attorney General,,DEM,Write-in,,,,,0
Bedford,2401 Pleasantville Borough,Attorney General,,DEM,Josh Shapiro,,,,,1
Bedford,2401 Pleasantville Borough,Attorney General,,DEM,Write-in,,,,,0
Bedford,2501 East Providence Township,Attorney General,,DEM,Josh Shapiro,,,,,59
Bedford,2501 East Providence Township,Attorney General,,DEM,Write-in,,,,,0
Bedford,2502 West Providence Township,Attorney General,,DEM,Josh Shapiro,,,,,120
Bedford,2502 West Providence Township,Attorney General,,DEM,Write-in,,,,,4
Bedford,2601 Rainsburg Borough,Attorney General,,DEM,Josh Shapiro,,,,,7
Bedford,2601 Rainsburg Borough,Attorney General,,DEM,Write-in,,,,,0
Bedford,2701 Saxton Borough,Attorney General,,DEM,Josh Shapiro,,,,,31
Bedford,2701 Saxton Borough,Attorney General,,DEM,Write-in,,,,,0
Bedford,2801 Schellsburg Borough,Attorney General,,DEM,Josh Shapiro,,,,,17
Bedford,2801 Schellsburg Borough,Attorney General,,DEM,Write-in,,,,,0
Bedford,2901 Snake Spring Township,Attorney General,,DEM,Josh Shapiro,,,,,114
Bedford,2901 Snake Spring Township,Attorney General,,DEM,Write-in,,,,,0
Bedford,3003 Southampton Township,Attorney General,,DEM,Josh Shapiro,,,,,21
Bedford,3003 Southampton Township,Attorney General,,DEM,Write-in,,,,,0
Bedford,3101 St. Clairsville Borough,Attorney General,,DEM,Josh Shapiro,,,,,6
Bedford,3101 St. Clairsville Borough,Attorney General,,DEM,Write-in,,,,,0
Bedford,3201 East St. Clair Township,Attorney General,,DEM,Josh Shapiro,,,,,130
Bedford,3201 East St. Clair Township,Attorney General,,DEM,Write-in,,,,,1
Bedford,3202 West St. Clair Township,Attorney General,,DEM,Josh Shapiro,,,,,70
Bedford,3202 West St. Clair Township,Attorney General,,DEM,Write-in,,,,,0
Bedford,3301 Pavia Township,Attorney General,,DEM,Josh Shapiro,,,,,7
Bedford,3301 Pavia Township,Attorney General,,DEM,Write-in,,,,,0
Bedford,3501 Woodbury Township,Attorney General,,DEM,Josh Shapiro,,,,,11
Bedford,3501 Woodbury Township,Attorney General,,DEM,Write-in,,,,,0
Bedford,3401 Woodbury Borough,Attorney General,,DEM,Josh Shapiro,,,,,8
Bedford,3401 Woodbury Borough,Attorney General,,DEM,Write-in,,,,,0
Bedford,3601 South Woodbury Township,Attorney General,,DEM,Josh Shapiro,,,,,40
Bedford,3601 South Woodbury Township,Attorney General,,DEM,Write-in,,,,,0
Bedford,0101 Bedford Borough East Ward,Attorney General,,REP,Heather Heidelbaugh,,,,,238
Bedford,0101 Bedford Borough East Ward,Attorney General,,REP,Write-in,,,,,0
Bedford,0102 Bedford Borough West Ward,Attorney General,,REP,Heather Heidelbaugh,,,,,238
Bedford,0102 Bedford Borough West Ward,Attorney General,,REP,Write-in,,,,,1
Bedford,0201 Bedford Township No 1,Attorney General,,REP,Heather Heidelbaugh,,,,,439
Bedford,0201 Bedford Township No 1,Attorney General,,REP,Write-in,,,,,1
Bedford,0202 Bedford Township No 2,Attorney General,,REP,Heather Heidelbaugh,,,,,466
Bedford,0202 Bedford Township No 2,Attorney General,,REP,Write-in,,,,,0
Bedford,0301 Bloomfield Township,Attorney General,,REP,Heather Heidelbaugh,,,,,197
Bedford,0301 Bloomfield Township,Attorney General,,REP,Write-in,,,,,0
Bedford,0401 Broad Top Township,Attorney General,,REP,Heather Heidelbaugh,,,,,160
Bedford,0401 Broad Top Township,Attorney General,,REP,Write-in,,,,,0
Bedford,0501 Coaldale Borough,Attorney General,,REP,Heather Heidelbaugh,,,,,16
Bedford,0501 Coaldale Borough,Attorney General,,REP,Write-in,,,,,1
Bedford,0601 Colerain Township,Attorney General,,REP,Heather Heidelbaugh,,,,,214
Bedford,0601 Colerain Township,Attorney General,,REP,Write-in,,,,,0
Bedford,0701 Cumberland Valley Township,Attorney General,,REP,Heather Heidelbaugh,,,,,199
Bedford,0701 Cumberland Valley Township,Attorney General,,REP,Write-in,,,,,1
Bedford,0801 Everett Borough,Attorney General,,REP,Heather Heidelbaugh,,,,,202
Bedford,0801 Everett Borough,Attorney General,,REP,Write-in,,,,,2
Bedford,0901 Harrison Township,Attorney General,,REP,Heather Heidelbaugh,,,,,156
Bedford,0901 Harrison Township,Attorney General,,REP,Write-in,,,,,0
Bedford,1001 Hopewell Borough,Attorney General,,REP,Heather Heidelbaugh,,,,,11
Bedford,1001 Hopewell Borough,Attorney General,,REP,Write-in,,,,,0
Bedford,1101 Hopewell Township,Attorney General,,REP,Heather Heidelbaugh,,,,,339
Bedford,1101 Hopewell Township,Attorney General,,REP,Write-in,,,,,4
Bedford,1201 Hyndman Borough,Attorney General,,REP,Heather Heidelbaugh,,,,,128
Bedford,1201 Hyndman Borough,Attorney General,,REP,Write-in,,,,,0
Bedford,1301 Juniata Township,Attorney General,,REP,Heather Heidelbaugh,,,,,173
Bedford,1301 Juniata Township,Attorney General,,REP,Write-in,,,,,0
Bedford,1401 Kimmel Township,Attorney General,,REP,Heather Heidelbaugh,,,,,234
Bedford,1401 Kimmel Township,Attorney General,,REP,Write-in,,,,,0
Bedford,1501 King Township,Attorney General,,REP,Heather Heidelbaugh,,,,,180
Bedford,1501 King Township,Attorney General,,REP,Write-in,,,,,2
Bedford,1601 Liberty Township,Attorney General,,REP,Heather Heidelbaugh,,,,,216
Bedford,1601 Liberty Township,Attorney General,,REP,Write-in,,,,,0
Bedford,1701 Lincoln Township,Attorney General,,REP,Heather Heidelbaugh,,,,,91
Bedford,1701 Lincoln Township,Attorney General,,REP,Write-in,,,,,0
Bedford,1801 Londonderry Township,Attorney General,,REP,Heather Heidelbaugh,,,,,229
Bedford,1801 Londonderry Township,Attorney General,,REP,Write-in,,,,,6
Bedford,1901 Mann Township,Attorney General,,REP,Heather Heidelbaugh,,,,,79
Bedford,1901 Mann Township,Attorney General,,REP,Write-in,,,,,1
Bedford,2001 Manns Choice Borough,Attorney General,,REP,Heather Heidelbaugh,,,,,31
Bedford,2001 Manns Choice Borough,Attorney General,,REP,Write-in,,,,,0
Bedford,2101 Monroe Township,Attorney General,,REP,Heather Heidelbaugh,,,,,207
Bedford,2101 Monroe Township,Attorney General,,REP,Write-in,,,,,1
Bedford,2201 Napier Township,Attorney General,,REP,Heather Heidelbaugh,,,,,404
Bedford,2201 Napier Township,Attorney General,,REP,Write-in,,,,,4
Bedford,2301 New Paris Borough,Attorney General,,REP,Heather Heidelbaugh,,,,,25
Bedford,2301 New Paris Borough,Attorney General,,REP,Write-in,,,,,0
Bedford,2401 Pleasantville Borough,Attorney General,,REP,Heather Heidelbaugh,,,,,21
Bedford,2401 Pleasantville Borough,Attorney General,,REP,Write-in,,,,,0
Bedford,2501 East Providence Township,Attorney General,,REP,Heather Heidelbaugh,,,,,346
Bedford,2501 East Providence Township,Attorney General,,REP,Write-in,,,,,0
Bedford,2502 West Providence Township,Attorney General,,REP,Heather Heidelbaugh,,,,,528
Bedford,2502 West Providence Township,Attorney General,,REP,Write-in,,,,,4
Bedford,2601 Rainsburg Borough,Attorney General,,REP,Heather Heidelbaugh,,,,,15
Bedford,2601 Rainsburg Borough,Attorney General,,REP,Write-in,,,,,0
Bedford,2701 Saxton Borough,Attorney General,,REP,Heather Heidelbaugh,,,,,64
Bedford,2701 Saxton Borough,Attorney General,,REP,Write-in,,,,,0
Bedford,2801 Schellsburg Borough,Attorney General,,REP,Heather Heidelbaugh,,,,,70
Bedford,2801 Schellsburg Borough,Attorney General,,REP,Write-in,,,,,0
Bedford,2901 Snake Spring Township,Attorney General,,REP,Heather Heidelbaugh,,,,,335
Bedford,2901 Snake Spring Township,Attorney General,,REP,Write-in,,,,,1
Bedford,3003 Southampton Township,Attorney General,,REP,Heather Heidelbaugh,,,,,115
Bedford,3003 Southampton Township,Attorney General,,REP,Write-in,,,,,1
Bedford,3101 St. Clairsville Borough,Attorney General,,REP,Heather Heidelbaugh,,,,,9
Bedford,3101 St. Clairsville Borough,Attorney General,,REP,Write-in,,,,,0
Bedford,3201 East St. Clair Township,Attorney General,,REP,Heather Heidelbaugh,,,,,462
Bedford,3201 East St. Clair Township,Attorney General,,REP,Write-in,,,,,5
Bedford,3202 West St. Clair Township,Attorney General,,REP,Heather Heidelbaugh,,,,,295
Bedford,3202 West St. Clair Township,Attorney General,,REP,Write-in,,,,,3
Bedford,3301 Pavia Township,Attorney General,,REP,Heather Heidelbaugh,,,,,58
Bedford,3301 Pavia Township,Attorney General,,REP,Write-in,,,,,0
Bedford,3501 Woodbury Township,Attorney General,,REP,Heather Heidelbaugh,,,,,192
Bedford,3501 Woodbury Township,Attorney General,,REP,Write-in,,,,,0
Bedford,3401 Woodbury Borough,Attorney General,,REP,Heather Heidelbaugh,,,,,49
Bedford,3401 Woodbury Borough,Attorney General,,REP,Write-in,,,,,0
Bedford,3601 South Woodbury Township,Attorney General,,REP,Heather Heidelbaugh,,,,,385
Bedford,3601 South Woodbury Township,Attorney General,,REP,Write-in,,,,,1
Bedford,0101 Bedford Borough East Ward,Auditor General,,DEM,H Scott Conklin,,,,,54
Bedford,0101 Bedford Borough East Ward,Auditor General,,DEM,Michael Lamb,,,,,31
Bedford,0101 Bedford Borough East Ward,Auditor General,,DEM,Tracie Fountain,,,,,8
Bedford,0101 Bedford Borough East Ward,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,4
Bedford,0101 Bedford Borough East Ward,Auditor General,,DEM,Nina Ahmad,,,,,10
Bedford,0101 Bedford Borough East Ward,Auditor General,,DEM,Christina M Hartman,,,,,8
Bedford,0101 Bedford Borough East Ward,Auditor General,,DEM,Write-in,,,,,1
Bedford,0102 Bedford Borough West Ward,Auditor General,,DEM,H Scott Conklin,,,,,48
Bedford,0102 Bedford Borough West Ward,Auditor General,,DEM,Michael Lamb,,,,,28
Bedford,0102 Bedford Borough West Ward,Auditor General,,DEM,Tracie Fountain,,,,,6
Bedford,0102 Bedford Borough West Ward,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,6
Bedford,0102 Bedford Borough West Ward,Auditor General,,DEM,Nina Ahmad,,,,,13
Bedford,0102 Bedford Borough West Ward,Auditor General,,DEM,Christina M Hartman,,,,,8
Bedford,0102 Bedford Borough West Ward,Auditor General,,DEM,Write-in,,,,,1
Bedford,0201 Bedford Township No 1,Auditor General,,DEM,H Scott Conklin,,,,,82
Bedford,0201 Bedford Township No 1,Auditor General,,DEM,Michael Lamb,,,,,15
Bedford,0201 Bedford Township No 1,Auditor General,,DEM,Tracie Fountain,,,,,3
Bedford,0201 Bedford Township No 1,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,2
Bedford,0201 Bedford Township No 1,Auditor General,,DEM,Nina Ahmad,,,,,8
Bedford,0201 Bedford Township No 1,Auditor General,,DEM,Christina M Hartman,,,,,12
Bedford,0201 Bedford Township No 1,Auditor General,,DEM,Write-in,,,,,1
Bedford,0202 Bedford Township No 2,Auditor General,,DEM,H Scott Conklin,,,,,68
Bedford,0202 Bedford Township No 2,Auditor General,,DEM,Michael Lamb,,,,,43
Bedford,0202 Bedford Township No 2,Auditor General,,DEM,Tracie Fountain,,,,,12
Bedford,0202 Bedford Township No 2,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,8
Bedford,0202 Bedford Township No 2,Auditor General,,DEM,Nina Ahmad,,,,,17
Bedford,0202 Bedford Township No 2,Auditor General,,DEM,Christina M Hartman,,,,,4
Bedford,0202 Bedford Township No 2,Auditor General,,DEM,Write-in,,,,,1
Bedford,0301 Bloomfield Township,Auditor General,,DEM,H Scott Conklin,,,,,19
Bedford,0301 Bloomfield Township,Auditor General,,DEM,Michael Lamb,,,,,5
Bedford,0301 Bloomfield Township,Auditor General,,DEM,Tracie Fountain,,,,,3
Bedford,0301 Bloomfield Township,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,4
Bedford,0301 Bloomfield Township,Auditor General,,DEM,Nina Ahmad,,,,,0
Bedford,0301 Bloomfield Township,Auditor General,,DEM,Christina M Hartman,,,,,4
Bedford,0301 Bloomfield Township,Auditor General,,DEM,Write-in,,,,,0
Bedford,0401 Broad Top Township,Auditor General,,DEM,H Scott Conklin,,,,,40
Bedford,0401 Broad Top Township,Auditor General,,DEM,Michael Lamb,,,,,15
Bedford,0401 Broad Top Township,Auditor General,,DEM,Tracie Fountain,,,,,2
Bedford,0401 Broad Top Township,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,1
Bedford,0401 Broad Top Township,Auditor General,,DEM,Nina Ahmad,,,,,2
Bedford,0401 Broad Top Township,Auditor General,,DEM,Christina M Hartman,,,,,9
Bedford,0401 Broad Top Township,Auditor General,,DEM,Write-in,,,,,2
Bedford,0501 Coaldale Borough,Auditor General,,DEM,H Scott Conklin,,,,,6
Bedford,0501 Coaldale Borough,Auditor General,,DEM,Michael Lamb,,,,,1
Bedford,0501 Coaldale Borough,Auditor General,,DEM,Tracie Fountain,,,,,1
Bedford,0501 Coaldale Borough,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,0
Bedford,0501 Coaldale Borough,Auditor General,,DEM,Nina Ahmad,,,,,0
Bedford,0501 Coaldale Borough,Auditor General,,DEM,Christina M Hartman,,,,,0
Bedford,0501 Coaldale Borough,Auditor General,,DEM,Write-in,,,,,0
Bedford,0601 Colerain Township,Auditor General,,DEM,H Scott Conklin,,,,,29
Bedford,0601 Colerain Township,Auditor General,,DEM,Michael Lamb,,,,,11
Bedford,0601 Colerain Township,Auditor General,,DEM,Tracie Fountain,,,,,6
Bedford,0601 Colerain Township,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,2
Bedford,0601 Colerain Township,Auditor General,,DEM,Nina Ahmad,,,,,2
Bedford,0601 Colerain Township,Auditor General,,DEM,Christina M Hartman,,,,,9
Bedford,0601 Colerain Township,Auditor General,,DEM,Write-in,,,,,0
Bedford,0701 Cumberland Valley Township,Auditor General,,DEM,H Scott Conklin,,,,,26
Bedford,0701 Cumberland Valley Township,Auditor General,,DEM,Michael Lamb,,,,,16
Bedford,0701 Cumberland Valley Township,Auditor General,,DEM,Tracie Fountain,,,,,6
Bedford,0701 Cumberland Valley Township,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,1
Bedford,0701 Cumberland Valley Township,Auditor General,,DEM,Nina Ahmad,,,,,9
Bedford,0701 Cumberland Valley Township,Auditor General,,DEM,Christina M Hartman,,,,,8
Bedford,0701 Cumberland Valley Township,Auditor General,,DEM,Write-in,,,,,1
Bedford,0801 Everett Borough,Auditor General,,DEM,H Scott Conklin,,,,,36
Bedford,0801 Everett Borough,Auditor General,,DEM,Michael Lamb,,,,,10
Bedford,0801 Everett Borough,Auditor General,,DEM,Tracie Fountain,,,,,3
Bedford,0801 Everett Borough,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,2
Bedford,0801 Everett Borough,Auditor General,,DEM,Nina Ahmad,,,,,8
Bedford,0801 Everett Borough,Auditor General,,DEM,Christina M Hartman,,,,,7
Bedford,0801 Everett Borough,Auditor General,,DEM,Write-in,,,,,1
Bedford,0901 Harrison Township,Auditor General,,DEM,H Scott Conklin,,,,,20
Bedford,0901 Harrison Township,Auditor General,,DEM,Michael Lamb,,,,,12
Bedford,0901 Harrison Township,Auditor General,,DEM,Tracie Fountain,,,,,9
Bedford,0901 Harrison Township,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,2
Bedford,0901 Harrison Township,Auditor General,,DEM,Nina Ahmad,,,,,3
Bedford,0901 Harrison Township,Auditor General,,DEM,Christina M Hartman,,,,,9
Bedford,0901 Harrison Township,Auditor General,,DEM,Write-in,,,,,0
Bedford,1001 Hopewell Borough,Auditor General,,DEM,H Scott Conklin,,,,,6
Bedford,1001 Hopewell Borough,Auditor General,,DEM,Michael Lamb,,,,,1
Bedford,1001 Hopewell Borough,Auditor General,,DEM,Tracie Fountain,,,,,1
Bedford,1001 Hopewell Borough,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,0
Bedford,1001 Hopewell Borough,Auditor General,,DEM,Nina Ahmad,,,,,1
Bedford,1001 Hopewell Borough,Auditor General,,DEM,Christina M Hartman,,,,,0
Bedford,1001 Hopewell Borough,Auditor General,,DEM,Write-in,,,,,0
Bedford,1101 Hopewell Township,Auditor General,,DEM,H Scott Conklin,,,,,52
Bedford,1101 Hopewell Township,Auditor General,,DEM,Michael Lamb,,,,,8
Bedford,1101 Hopewell Township,Auditor General,,DEM,Tracie Fountain,,,,,6
Bedford,1101 Hopewell Township,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,1
Bedford,1101 Hopewell Township,Auditor General,,DEM,Nina Ahmad,,,,,5
Bedford,1101 Hopewell Township,Auditor General,,DEM,Christina M Hartman,,,,,4
Bedford,1101 Hopewell Township,Auditor General,,DEM,Write-in,,,,,0
Bedford,1201 Hyndman Borough,Auditor General,,DEM,H Scott Conklin,,,,,19
Bedford,1201 Hyndman Borough,Auditor General,,DEM,Michael Lamb,,,,,13
Bedford,1201 Hyndman Borough,Auditor General,,DEM,Tracie Fountain,,,,,3
Bedford,1201 Hyndman Borough,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,1
Bedford,1201 Hyndman Borough,Auditor General,,DEM,Nina Ahmad,,,,,4
Bedford,1201 Hyndman Borough,Auditor General,,DEM,Christina M Hartman,,,,,3
Bedford,1201 Hyndman Borough,Auditor General,,DEM,Write-in,,,,,0
Bedford,1301 Juniata Township,Auditor General,,DEM,H Scott Conklin,,,,,28
Bedford,1301 Juniata Township,Auditor General,,DEM,Michael Lamb,,,,,24
Bedford,1301 Juniata Township,Auditor General,,DEM,Tracie Fountain,,,,,3
Bedford,1301 Juniata Township,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,3
Bedford,1301 Juniata Township,Auditor General,,DEM,Nina Ahmad,,,,,3
Bedford,1301 Juniata Township,Auditor General,,DEM,Christina M Hartman,,,,,5
Bedford,1301 Juniata Township,Auditor General,,DEM,Write-in,,,,,2
Bedford,1401 Kimmel Township,Auditor General,,DEM,H Scott Conklin,,,,,75
Bedford,1401 Kimmel Township,Auditor General,,DEM,Michael Lamb,,,,,14
Bedford,1401 Kimmel Township,Auditor General,,DEM,Tracie Fountain,,,,,2
Bedford,1401 Kimmel Township,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,1
Bedford,1401 Kimmel Township,Auditor General,,DEM,Nina Ahmad,,,,,4
Bedford,1401 Kimmel Township,Auditor General,,DEM,Christina M Hartman,,,,,13
Bedford,1401 Kimmel Township,Auditor General,,DEM,Write-in,,,,,2
Bedford,1501 King Township,Auditor General,,DEM,H Scott Conklin,,,,,27
Bedford,1501 King Township,Auditor General,,DEM,Michael Lamb,,,,,6
Bedford,1501 King Township,Auditor General,,DEM,Tracie Fountain,,,,,4
Bedford,1501 King Township,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,3
Bedford,1501 King Township,Auditor General,,DEM,Nina Ahmad,,,,,2
Bedford,1501 King Township,Auditor General,,DEM,Christina M Hartman,,,,,4
Bedford,1501 King Township,Auditor General,,DEM,Write-in,,,,,0
Bedford,1601 Liberty Township,Auditor General,,DEM,H Scott Conklin,,,,,65
Bedford,1601 Liberty Township,Auditor General,,DEM,Michael Lamb,,,,,5
Bedford,1601 Liberty Township,Auditor General,,DEM,Tracie Fountain,,,,,7
Bedford,1601 Liberty Township,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,1
Bedford,1601 Liberty Township,Auditor General,,DEM,Nina Ahmad,,,,,6
Bedford,1601 Liberty Township,Auditor General,,DEM,Christina M Hartman,,,,,8
Bedford,1601 Liberty Township,Auditor General,,DEM,Write-in,,,,,1
Bedford,1701 Lincoln Township,Auditor General,,DEM,H Scott Conklin,,,,,8
Bedford,1701 Lincoln Township,Auditor General,,DEM,Michael Lamb,,,,,3
Bedford,1701 Lincoln Township,Auditor General,,DEM,Tracie Fountain,,,,,1
Bedford,1701 Lincoln Township,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,0
Bedford,1701 Lincoln Township,Auditor General,,DEM,Nina Ahmad,,,,,1
Bedford,1701 Lincoln Township,Auditor General,,DEM,Christina M Hartman,,,,,1
Bedford,1701 Lincoln Township,Auditor General,,DEM,Write-in,,,,,1
Bedford,1801 Londonderry Township,Auditor General,,DEM,H Scott Conklin,,,,,24
Bedford,1801 Londonderry Township,Auditor General,,DEM,Michael Lamb,,,,,13
Bedford,1801 Londonderry Township,Auditor General,,DEM,Tracie Fountain,,,,,2
Bedford,1801 Londonderry Township,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,3
Bedford,1801 Londonderry Township,Auditor General,,DEM,Nina Ahmad,,,,,3
Bedford,1801 Londonderry Township,Auditor General,,DEM,Christina M Hartman,,,,,0
Bedford,1801 Londonderry Township,Auditor General,,DEM,Write-in,,,,,0
Bedford,1901 Mann Township,Auditor General,,DEM,H Scott Conklin,,,,,3
Bedford,1901 Mann Township,Auditor General,,DEM,Michael Lamb,,,,,3
Bedford,1901 Mann Township,Auditor General,,DEM,Tracie Fountain,,,,,7
Bedford,1901 Mann Township,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,4
Bedford,1901 Mann Township,Auditor General,,DEM,Nina Ahmad,,,,,1
Bedford,1901 Mann Township,Auditor General,,DEM,Christina M Hartman,,,,,3
Bedford,1901 Mann Township,Auditor General,,DEM,Write-in,,,,,0
Bedford,2001 Manns Choice Borough,Auditor General,,DEM,H Scott Conklin,,,,,13
Bedford,2001 Manns Choice Borough,Auditor General,,DEM,Michael Lamb,,,,,2
Bedford,2001 Manns Choice Borough,Auditor General,,DEM,Tracie Fountain,,,,,3
Bedford,2001 Manns Choice Borough,Auditor General,,DEM,Rose Rosie Marie Davis,,,,,1
Bedford,2001 Manns Choice Borough,Auditor General,,DEM,Nina Ahmad,,,,,0
Bedford,2001 Manns Choice Borough,Auditor General,,DEM,Christina M Hartman,,,,,2
Bedford,2001 Manns Choice Borough,Auditor General,,DEM,Write-in,,,,,0
Bedford,2101 Monroe Township,Auditor General,,DEM,H Scott Conklin,,,,,17
