county,precinct,office,district,party,candidate,election_day,mail_in,votes
Delaware,CONCORD 6P,President,,DEM,Write-in,0,1,1
Delaware,CONCORD 6P,President,,REP,Donald J. Trump,199,66,265
Delaware,CONCORD 6P,President,,REP,Roque Rocky De La Fuente,8,7,15
Delaware,CONCORD 6P,President,,REP,Billy Weld,12,18,30
Delaware,CONCORD 6P,President,,REP,Write-in,4,9,13
Delaware,CONCORD 6P,Attorney General,,DEM,Josh Shapiro,63,146,209
Delaware,CONCORD 6P,Attorney General,,DEM,Write-in,0,2,2
Delaware,CONCORD 6P,Attorney General,,REP,Heather Heidelbaugh,197,97,294
Delaware,CONCORD 6P,Attorney General,,REP,Write-in,0,2,2
Delaware,CONCORD 6P,Auditor General,,DEM,H. Scott Conklin,4,3,7
Delaware,CONCORD 6P,Auditor General,,DEM,Michael Lamb,4,14,18
Delaware,CONCORD 6P,Auditor General,,DEM,Tracie Fountain,3,13,16
Delaware,CONCORD 6P,Auditor General,,DEM,Rose Rosie Marie Davis,3,3,6
Delaware,CONCORD 6P,Auditor General,,DEM,Nina Ahmad,45,99,144
Delaware,CONCORD 6P,Auditor General,,DEM,Christina M. Hartman,5,27,32
Delaware,CONCORD 6P,Auditor General,,DEM,Write-in,0,0,0
Delaware,CONCORD 6P,Auditor General,,REP,Timothy Defoor,196,94,290
Delaware,CONCORD 6P,Auditor General,,REP,Write-in,0,2,2
Delaware,CONCORD 6P,State Treasurer,,DEM,Joe Torsella,63,140,203
Delaware,CONCORD 6P,State Treasurer,,DEM,Write-in,0,1,1
Delaware,CONCORD 6P,State Treasurer,,REP,Stacy L. Garrity,199,95,294
Delaware,CONCORD 6P,State Treasurer,,REP,Write-in,0,2,2
Delaware,CONCORD 6P,U.S. House,5,DEM,Mary Gay Scanlon,62,159,221
Delaware,CONCORD 6P,U.S. House,5,DEM,Write-in,0,0,0
Delaware,CONCORD 6P,U.S. House,5,REP,Rob Jordan,72,27,99
Delaware,CONCORD 6P,U.S. House,5,REP,Dasha Pruett,131,75,206
Delaware,CONCORD 6P,U.S. House,5,REP,Write-in,1,2,3
Delaware,CONCORD 6P,State Senate,9,DEM,Brett Burman,37,82,119
Delaware,CONCORD 6P,State Senate,9,DEM,John I. Kane,30,79,109
Delaware,CONCORD 6P,State Senate,9,DEM,Write-in,0,0,0
Delaware,CONCORD 6P,State Senate,9,REP,Thomas H. Killion,213,107,320
Delaware,CONCORD 6P,State Senate,9,REP,Write-in,1,2,3
Delaware,CONCORD 6P,General Assembly,160,DEM,Anton Andrew,23,60,83
Delaware,CONCORD 6P,General Assembly,160,DEM,Cathy Spahr,44,103,147
Delaware,CONCORD 6P,General Assembly,160,DEM,Write-in,0,0,0
Delaware,CONCORD 6P,General Assembly,160,REP,Craig Williams,206,100,306
Delaware,CONCORD 6P,General Assembly,160,REP,Write-in,2,4,6
Delaware,CONCORD 7P,President,,DEM,Bernie Sanders,12,26,38
Delaware,CONCORD 7P,President,,DEM,Joseph R. Biden,35,117,152
Delaware,CONCORD 7P,President,,DEM,Tulsi Gabbard,1,0,1
Delaware,CONCORD 7P,President,,DEM,Write-in,0,0,0
Delaware,CONCORD 7P,President,,REP,Donald J. Trump,93,62,155
Delaware,CONCORD 7P,President,,REP,Roque Rocky De La Fuente,6,5,11
Delaware,CONCORD 7P,President,,REP,Billy Weld,9,8,17
Delaware,CONCORD 7P,President,,REP,Write-in,4,4,8
Delaware,CONCORD 7P,Attorney General,,DEM,Josh Shapiro,43,136,179
Delaware,CONCORD 7P,Attorney General,,DEM,Write-in,1,0,1
Delaware,CONCORD 7P,Attorney General,,REP,Heather Heidelbaugh,100,76,176
Delaware,CONCORD 7P,Attorney General,,REP,Write-in,1,0,1
Delaware,CONCORD 7P,Auditor General,,DEM,H. Scott Conklin,2,10,12
Delaware,CONCORD 7P,Auditor General,,DEM,Michael Lamb,2,13,15
Delaware,CONCORD 7P,Auditor General,,DEM,Tracie Fountain,3,12,15
Delaware,CONCORD 7P,Auditor General,,DEM,Rose Rosie Marie Davis,0,5,5
Delaware,CONCORD 7P,Auditor General,,DEM,Nina Ahmad,29,81,110
Delaware,CONCORD 7P,Auditor General,,DEM,Christina M. Hartman,7,11,18
Delaware,CONCORD 7P,Auditor General,,DEM,Write-in,0,0,0
Delaware,CONCORD 7P,Auditor General,,REP,Timothy Defoor,101,76,177
Delaware,CONCORD 7P,Auditor General,,REP,Write-in,1,0,1
Delaware,CONCORD 7P,State Treasurer,,DEM,Joe Torsella,38,130,168
Delaware,CONCORD 7P,State Treasurer,,DEM,Write-in,0,0,0
Delaware,CONCORD 7P,State Treasurer,,REP,Stacy L. Garrity,101,77,178
Delaware,CONCORD 7P,State Treasurer,,REP,Write-in,0,1,1
Delaware,CONCORD 7P,U.S. House,5,DEM,Mary Gay Scanlon,43,136,179
Delaware,CONCORD 7P,U.S. House,5,DEM,Write-in,0,0,0
Delaware,CONCORD 7P,U.S. House,5,REP,Rob Jordan,36,18,54
Delaware,CONCORD 7P,U.S. House,5,REP,Dasha Pruett,68,56,124
Delaware,CONCORD 7P,U.S. House,5,REP,Write-in,2,0,2
Delaware,CONCORD 7P,State Senate,9,DEM,Brett Burman,26,60,86
Delaware,CONCORD 7P,State Senate,9,DEM,John I. Kane,19,77,96
Delaware,CONCORD 7P,State Senate,9,DEM,Write-in,0,0,0
Delaware,CONCORD 7P,State Senate,9,REP,Thomas H. Killion,105,79,184
Delaware,CONCORD 7P,State Senate,9,REP,Write-in,1,1,2
Delaware,CONCORD 7P,General Assembly,160,DEM,Anton Andrew,22,49,71
Delaware,CONCORD 7P,General Assembly,160,DEM,Cathy Spahr,24,88,112
Delaware,CONCORD 7P,General Assembly,160,DEM,Write-in,0,0,0
Delaware,CONCORD 7P,General Assembly,160,REP,Craig Williams,100,76,176
Delaware,CONCORD 7P,General Assembly,160,REP,Write-in,2,2,4
Delaware,CONCORD 8P,President,,DEM,Bernie Sanders,8,15,23
Delaware,CONCORD 8P,President,,DEM,Joseph R. Biden,69,96,165
Delaware,CONCORD 8P,President,,DEM,Tulsi Gabbard,0,0,0
Delaware,CONCORD 8P,President,,DEM,Write-in,1,0,1
Delaware,CONCORD 8P,President,,REP,Donald J. Trump,102,50,152
Delaware,CONCORD 8P,President,,REP,Roque Rocky De La Fuente,1,2,3
Delaware,CONCORD 8P,President,,REP,Billy Weld,6,8,14
Delaware,CONCORD 8P,President,,REP,Write-in,2,3,5
Delaware,CONCORD 8P,Attorney General,,DEM,Josh Shapiro,71,94,165
Delaware,CONCORD 8P,Attorney General,,DEM,Write-in,0,0,0
Delaware,CONCORD 8P,Attorney General,,REP,Heather Heidelbaugh,106,50,156
Delaware,CONCORD 8P,Attorney General,,REP,Write-in,0,1,1
Delaware,CONCORD 8P,Auditor General,,DEM,H. Scott Conklin,1,4,5
Delaware,CONCORD 8P,Auditor General,,DEM,Michael Lamb,2,1,3
Delaware,CONCORD 8P,Auditor General,,DEM,Tracie Fountain,6,8,14
Delaware,CONCORD 8P,Auditor General,,DEM,Rose Rosie Marie Davis,4,3,7
Delaware,CONCORD 8P,Auditor General,,DEM,Nina Ahmad,55,66,121
Delaware,CONCORD 8P,Auditor General,,DEM,Christina M. Hartman,7,16,23
Delaware,CONCORD 8P,Auditor General,,DEM,Write-in,0,0,0
Delaware,CONCORD 8P,Auditor General,,REP,Timothy Defoor,102,51,153
Delaware,CONCORD 8P,Auditor General,,REP,Write-in,0,0,0
Delaware,CONCORD 8P,State Treasurer,,DEM,Joe Torsella,69,98,167
Delaware,CONCORD 8P,State Treasurer,,DEM,Write-in,0,0,0
Delaware,CONCORD 8P,State Treasurer,,REP,Stacy L. Garrity,100,51,151
Delaware,CONCORD 8P,State Treasurer,,REP,Write-in,0,0,0
Delaware,CONCORD 8P,U.S. House,5,DEM,Mary Gay Scanlon,75,102,177
Delaware,CONCORD 8P,U.S. House,5,DEM,Write-in,0,0,0
Delaware,CONCORD 8P,U.S. House,5,REP,Rob Jordan,27,17,44
Delaware,CONCORD 8P,U.S. House,5,REP,Dasha Pruett,82,42,124
Delaware,CONCORD 8P,U.S. House,5,REP,Write-in,0,1,1
Delaware,CONCORD 8P,State Senate,9,DEM,Brett Burman,43,53,96
Delaware,CONCORD 8P,State Senate,9,DEM,John I. Kane,32,54,86
Delaware,CONCORD 8P,State Senate,9,DEM,Write-in,0,0,0
Delaware,CONCORD 8P,State Senate,9,REP,Thomas H. Killion,112,62,174
Delaware,CONCORD 8P,State Senate,9,REP,Write-in,2,0,2
Delaware,CONCORD 8P,General Assembly,160,DEM,Anton Andrew,24,38,62
Delaware,CONCORD 8P,General Assembly,160,DEM,Cathy Spahr,52,69,121
Delaware,CONCORD 8P,General Assembly,160,DEM,Write-in,0,0,0
Delaware,CONCORD 8P,General Assembly,160,REP,Craig Williams,107,58,165
Delaware,CONCORD 8P,General Assembly,160,REP,Write-in,0,1,1
Delaware,CONCORD 9P,President,,DEM,Bernie Sanders,9,18,27
Delaware,CONCORD 9P,President,,DEM,Joseph R. Biden,42,150,192
Delaware,CONCORD 9P,President,,DEM,Tulsi Gabbard,2,2,4
Delaware,CONCORD 9P,President,,DEM,Write-in,1,4,5
Delaware,CONCORD 9P,President,,REP,Donald J. Trump,171,84,255
Delaware,CONCORD 9P,President,,REP,Roque Rocky De La Fuente,4,6,10
Delaware,CONCORD 9P,President,,REP,Billy Weld,5,20,25
Delaware,CONCORD 9P,President,,REP,Write-in,1,8,9
Delaware,CONCORD 9P,Attorney General,,DEM,Josh Shapiro,40,156,196
Delaware,CONCORD 9P,Attorney General,,DEM,Write-in,0,2,2
Delaware,CONCORD 9P,Attorney General,,REP,Heather Heidelbaugh,167,101,268
Delaware,CONCORD 9P,Attorney General,,REP,Write-in,1,3,4
Delaware,CONCORD 9P,Auditor General,,DEM,H. Scott Conklin,4,6,10
Delaware,CONCORD 9P,Auditor General,,DEM,Michael Lamb,5,6,11
Delaware,CONCORD 9P,Auditor General,,DEM,Tracie Fountain,0,15,15
Delaware,CONCORD 9P,Auditor General,,DEM,Rose Rosie Marie Davis,2,3,5
Delaware,CONCORD 9P,Auditor General,,DEM,Nina Ahmad,30,100,130
Delaware,CONCORD 9P,Auditor General,,DEM,Christina M. Hartman,4,29,33
Delaware,CONCORD 9P,Auditor General,,DEM,Write-in,0,0,0
Delaware,CONCORD 9P,Auditor General,,REP,Timothy Defoor,163,100,263
Delaware,CONCORD 9P,Auditor General,,REP,Write-in,0,3,3
Delaware,CONCORD 9P,State Treasurer,,DEM,Joe Torsella,40,152,192
Delaware,CONCORD 9P,State Treasurer,,DEM,Write-in,0,1,1
Delaware,CONCORD 9P,State Treasurer,,REP,Stacy L. Garrity,164,97,261
Delaware,CONCORD 9P,State Treasurer,,REP,Write-in,0,3,3
Delaware,CONCORD 9P,U.S. House,5,DEM,Mary Gay Scanlon,49,164,213
Delaware,CONCORD 9P,U.S. House,5,DEM,Write-in,0,1,1
Delaware,CONCORD 9P,U.S. House,5,REP,Rob Jordan,54,32,86
Delaware,CONCORD 9P,U.S. House,5,REP,Dasha Pruett,119,76,195
Delaware,CONCORD 9P,U.S. House,5,REP,Write-in,0,4,4
Delaware,CONCORD 9P,State Senate,9,DEM,Brett Burman,29,82,111
Delaware,CONCORD 9P,State Senate,9,DEM,John I. Kane,23,84,107
Delaware,CONCORD 9P,State Senate,9,DEM,Write-in,0,0,0
Delaware,CONCORD 9P,State Senate,9,REP,Thomas H. Killion,170,110,280
Delaware,CONCORD 9P,State Senate,9,REP,Write-in,1,3,4
Delaware,CONCORD 9P,General Assembly,160,DEM,Anton Andrew,23,86,109
Delaware,CONCORD 9P,General Assembly,160,DEM,Cathy Spahr,29,82,111
Delaware,CONCORD 9P,General Assembly,160,DEM,Write-in,0,0,0
Delaware,CONCORD 9P,General Assembly,160,REP,Craig Williams,172,102,274
Delaware,CONCORD 9P,General Assembly,160,REP,Write-in,0,3,3
Delaware,CONCORD 10P,President,,DEM,Bernie Sanders,10,13,23
Delaware,CONCORD 10P,President,,DEM,Joseph R. Biden,27,59,86
Delaware,CONCORD 10P,President,,DEM,Tulsi Gabbard,2,2,4
Delaware,CONCORD 10P,President,,DEM,Write-in,1,0,1
Delaware,CONCORD 10P,President,,REP,Donald J. Trump,99,35,134
Delaware,CONCORD 10P,President,,REP,Roque Rocky De La Fuente,2,3,5
Delaware,CONCORD 10P,President,,REP,Billy Weld,3,4,7
Delaware,CONCORD 10P,President,,REP,Write-in,2,5,7
Delaware,CONCORD 10P,Attorney General,,DEM,Josh Shapiro,37,71,108
Delaware,CONCORD 10P,Attorney General,,DEM,Write-in,0,0,0
Delaware,CONCORD 10P,Attorney General,,REP,Heather Heidelbaugh,98,41,139
Delaware,CONCORD 10P,Attorney General,,REP,Write-in,0,2,2
Delaware,CONCORD 10P,Auditor General,,DEM,H. Scott Conklin,1,1,2
Delaware,CONCORD 10P,Auditor General,,DEM,Michael Lamb,2,5,7
Delaware,CONCORD 10P,Auditor General,,DEM,Tracie Fountain,0,5,5
Delaware,CONCORD 10P,Auditor General,,DEM,Rose Rosie Marie Davis,0,4,4
Delaware,CONCORD 10P,Auditor General,,DEM,Nina Ahmad,21,38,59
Delaware,CONCORD 10P,Auditor General,,DEM,Christina M. Hartman,9,14,23
Delaware,CONCORD 10P,Auditor General,,DEM,Write-in,0,0,0
Delaware,CONCORD 10P,Auditor General,,REP,Timothy Defoor,98,43,141
Delaware,CONCORD 10P,Auditor General,,REP,Write-in,0,2,2
Delaware,CONCORD 10P,State Treasurer,,DEM,Joe Torsella,35,65,100
Delaware,CONCORD 10P,State Treasurer,,DEM,Write-in,0,1,1
Delaware,CONCORD 10P,State Treasurer,,REP,Stacy L. Garrity,96,43,139
Delaware,CONCORD 10P,State Treasurer,,REP,Write-in,0,2,2
Delaware,CONCORD 10P,U.S. House,5,DEM,Mary Gay Scanlon,36,69,105
Delaware,CONCORD 10P,U.S. House,5,DEM,Write-in,1,2,3
Delaware,CONCORD 10P,U.S. House,5,REP,Rob Jordan,29,10,39
Delaware,CONCORD 10P,U.S. House,5,REP,Dasha Pruett,69,35,104
Delaware,CONCORD 10P,U.S. House,5,REP,Write-in,0,2,2
Delaware,CONCORD 10P,State Senate,9,DEM,Brett Burman,21,34,55
Delaware,CONCORD 10P,State Senate,9,DEM,John I. Kane,18,38,56
Delaware,CONCORD 10P,State Senate,9,DEM,Write-in,0,0,0
Delaware,CONCORD 10P,State Senate,9,REP,Thomas H. Killion,107,46,153
Delaware,CONCORD 10P,State Senate,9,REP,Write-in,0,1,1
Delaware,CONCORD 10P,General Assembly,160,DEM,Anton Andrew,13,42,55
Delaware,CONCORD 10P,General Assembly,160,DEM,Cathy Spahr,27,30,57
Delaware,CONCORD 10P,General Assembly,160,DEM,Write-in,0,0,0
Delaware,CONCORD 10P,General Assembly,160,REP,Craig Williams,100,46,146
Delaware,CONCORD 10P,General Assembly,160,REP,Write-in,2,1,3
Delaware,CONCORD 11P,President,,DEM,Bernie Sanders,10,15,25
Delaware,CONCORD 11P,President,,DEM,Joseph R. Biden,41,116,157
Delaware,CONCORD 11P,President,,DEM,Tulsi Gabbard,0,2,2
Delaware,CONCORD 11P,President,,DEM,Write-in,1,0,1
Delaware,CONCORD 11P,President,,REP,Donald J. Trump,140,74,214
Delaware,CONCORD 11P,President,,REP,Roque Rocky De La Fuente,7,0,7
Delaware,CONCORD 11P,President,,REP,Billy Weld,5,14,19
Delaware,CONCORD 11P,President,,REP,Write-in,5,2,7
Delaware,CONCORD 11P,Attorney General,,DEM,Josh Shapiro,47,121,168
Delaware,CONCORD 11P,Attorney General,,DEM,Write-in,1,0,1
Delaware,CONCORD 11P,Attorney General,,REP,Heather Heidelbaugh,144,86,230
Delaware,CONCORD 11P,Attorney General,,REP,Write-in,0,0,0
Delaware,CONCORD 11P,Auditor General,,DEM,H. Scott Conklin,4,3,7
Delaware,CONCORD 11P,Auditor General,,DEM,Michael Lamb,5,4,9
Delaware,CONCORD 11P,Auditor General,,DEM,Tracie Fountain,2,12,14
Delaware,CONCORD 11P,Auditor General,,DEM,Rose Rosie Marie Davis,1,2,3
Delaware,CONCORD 11P,Auditor General,,DEM,Nina Ahmad,30,84,114
Delaware,CONCORD 11P,Auditor General,,DEM,Christina M. Hartman,2,17,19
Delaware,CONCORD 11P,Auditor General,,DEM,Write-in,1,0,1
Delaware,CONCORD 11P,Auditor General,,REP,Timothy Defoor,144,82,226
Delaware,CONCORD 11P,Auditor General,,REP,Write-in,1,0,1
Delaware,CONCORD 11P,State Treasurer,,DEM,Joe Torsella,42,117,159
Delaware,CONCORD 11P,State Treasurer,,DEM,Write-in,1,0,1
Delaware,CONCORD 11P,State Treasurer,,REP,Stacy L. Garrity,139,86,225
Delaware,CONCORD 11P,State Treasurer,,REP,Write-in,1,0,1
Delaware,CONCORD 11P,U.S. House,5,DEM,Mary Gay Scanlon,46,123,169
Delaware,CONCORD 11P,U.S. House,5,DEM,Write-in,1,0,1
Delaware,CONCORD 11P,U.S. House,5,REP,Rob Jordan,58,33,91
Delaware,CONCORD 11P,U.S. House,5,REP,Dasha Pruett,94,59,153
Delaware,CONCORD 11P,U.S. House,5,REP,Write-in,0,0,0
Delaware,CONCORD 11P,State Senate,9,DEM,Brett Burman,25,64,89
Delaware,CONCORD 11P,State Senate,9,DEM,John I. Kane,19,63,82
Delaware,CONCORD 11P,State Senate,9,DEM,Write-in,1,0,1
Delaware,CONCORD 11P,State Senate,9,REP,Thomas H. Killion,156,96,252
Delaware,CONCORD 11P,State Senate,9,REP,Write-in,1,0,1
Delaware,CONCORD 11P,General Assembly,160,DEM,Anton Andrew,15,53,68
Delaware,CONCORD 11P,General Assembly,160,DEM,Cathy Spahr,31,77,108
Delaware,CONCORD 11P,General Assembly,160,DEM,Write-in,0,0,0
Delaware,CONCORD 11P,General Assembly,160,REP,Craig Williams,155,93,248
Delaware,CONCORD 11P,General Assembly,160,REP,Write-in,1,0,1
Delaware,DARBY BORO 1W 1P,President,,DEM,Bernie Sanders,7,24,31
Delaware,DARBY BORO 1W 1P,President,,DEM,Joseph R. Biden,30,148,178
Delaware,DARBY BORO 1W 1P,President,,DEM,Tulsi Gabbard,0,2,2
Delaware,DARBY BORO 1W 1P,President,,DEM,Write-in,0,1,1
Delaware,DARBY BORO 1W 1P,President,,REP,Donald J. Trump,3,19,22
Delaware,DARBY BORO 1W 1P,President,,REP,Roque Rocky De La Fuente,0,2,2
Delaware,DARBY BORO 1W 1P,President,,REP,Billy Weld,0,5,5
Delaware,DARBY BORO 1W 1P,President,,REP,Write-in,0,0,0
Delaware,DARBY BORO 1W 1P,Attorney General,,DEM,Josh Shapiro,35,144,179
Delaware,DARBY BORO 1W 1P,Attorney General,,DEM,Write-in,0,1,1
Delaware,DARBY BORO 1W 1P,Attorney General,,REP,Heather Heidelbaugh,3,22,25
Delaware,DARBY BORO 1W 1P,Attorney General,,REP,Write-in,0,0,0
Delaware,DARBY BORO 1W 1P,Auditor General,,DEM,H. Scott Conklin,2,11,13
Delaware,DARBY BORO 1W 1P,Auditor General,,DEM,Michael Lamb,1,8,9
Delaware,DARBY BORO 1W 1P,Auditor General,,DEM,Tracie Fountain,3,7,10
Delaware,DARBY BORO 1W 1P,Auditor General,,DEM,Rose Rosie Marie Davis,1,5,6
Delaware,DARBY BORO 1W 1P,Auditor General,,DEM,Nina Ahmad,16,115,131
Delaware,DARBY BORO 1W 1P,Auditor General,,DEM,Christina M. Hartman,3,15,18
Delaware,DARBY BORO 1W 1P,Auditor General,,DEM,Write-in,0,1,1
Delaware,DARBY BORO 1W 1P,Auditor General,,REP,Timothy Defoor,3,19,22
Delaware,DARBY BORO 1W 1P,Auditor General,,REP,Write-in,0,0,0
Delaware,DARBY BORO 1W 1P,State Treasurer,,DEM,Joe Torsella,32,136,168
Delaware,DARBY BORO 1W 1P,State Treasurer,,DEM,Write-in,0,2,2
Delaware,DARBY BORO 1W 1P,State Treasurer,,REP,Stacy L. Garrity,3,19,22
Delaware,DARBY BORO 1W 1P,State Treasurer,,REP,Write-in,0,1,1
Delaware,DARBY BORO 1W 1P,U.S. House,5,DEM,Mary Gay Scanlon,35,153,188
Delaware,DARBY BORO 1W 1P,U.S. House,5,DEM,Write-in,0,1,1
Delaware,DARBY BORO 1W 1P,U.S. House,5,REP,Rob Jordan,1,11,12
Delaware,DARBY BORO 1W 1P,U.S. House,5,REP,Dasha Pruett,2,11,13
Delaware,DARBY BORO 1W 1P,U.S. House,5,REP,Write-in,0,0,0
Delaware,DARBY BORO 1W 1P,General Assembly,191,DEM,Joanna E. Mcclinton,36,157,193
Delaware,DARBY BORO 1W 1P,General Assembly,191,DEM,Write-in,0,0,0
Delaware,DARBY BORO 1W 1P,General Assembly,191,REP,Write-in,0,0,0
Delaware,DARBY BORO 1W 2P,President,,DEM,Bernie Sanders,52,2,54
Delaware,DARBY BORO 1W 2P,President,,DEM,Joseph R. Biden,249,55,304
Delaware,DARBY BORO 1W 2P,President,,DEM,Tulsi Gabbard,3,0,3
Delaware,DARBY BORO 1W 2P,President,,DEM,Write-in,2,0,2
Delaware,DARBY BORO 1W 2P,President,,REP,Donald J. Trump,6,5,11
Delaware,DARBY BORO 1W 2P,President,,REP,Roque Rocky De La Fuente,2,0,2
Delaware,DARBY BORO 1W 2P,President,,REP,Billy Weld,0,0,0
Delaware,DARBY BORO 1W 2P,President,,REP,Write-in,0,0,0
Delaware,DARBY BORO 1W 2P,Attorney General,,DEM,Josh Shapiro,263,41,304
Delaware,DARBY BORO 1W 2P,Attorney General,,DEM,Write-in,2,0,2
Delaware,DARBY BORO 1W 2P,Attorney General,,REP,Heather Heidelbaugh,8,5,13
Delaware,DARBY BORO 1W 2P,Attorney General,,REP,Write-in,0,0,0
Delaware,DARBY BORO 1W 2P,Auditor General,,DEM,H. Scott Conklin,14,0,14
Delaware,DARBY BORO 1W 2P,Auditor General,,DEM,Michael Lamb,11,2,13
Delaware,DARBY BORO 1W 2P,Auditor General,,DEM,Tracie Fountain,11,3,14
Delaware,DARBY BORO 1W 2P,Auditor General,,DEM,Rose Rosie Marie Davis,13,0,13
Delaware,DARBY BORO 1W 2P,Auditor General,,DEM,Nina Ahmad,204,40,244
Delaware,DARBY BORO 1W 2P,Auditor General,,DEM,Christina M. Hartman,23,2,25
Delaware,DARBY BORO 1W 2P,Auditor General,,DEM,Write-in,0,0,0
Delaware,DARBY BORO 1W 2P,Auditor General,,REP,Timothy Defoor,8,5,13
Delaware,DARBY BORO 1W 2P,Auditor General,,REP,Write-in,0,0,0
Delaware,DARBY BORO 1W 2P,State Treasurer,,DEM,Joe Torsella,253,45,298
Delaware,DARBY BORO 1W 2P,State Treasurer,,DEM,Write-in,2,0,2
Delaware,DARBY BORO 1W 2P,State Treasurer,,REP,Stacy L. Garrity,9,5,14
Delaware,DARBY BORO 1W 2P,State Treasurer,,REP,Write-in,0,0,0
Delaware,DARBY BORO 1W 2P,U.S. House,5,DEM,Mary Gay Scanlon,279,50,329
Delaware,DARBY BORO 1W 2P,U.S. House,5,DEM,Write-in,0,0,0
Delaware,DARBY BORO 1W 2P,U.S. House,5,REP,Rob Jordan,3,5,8
Delaware,DARBY BORO 1W 2P,U.S. House,5,REP,Dasha Pruett,4,0,4
Delaware,DARBY BORO 1W 2P,U.S. House,5,REP,Write-in,0,0,0
Delaware,DARBY BORO 1W 2P,General Assembly,191,DEM,Joanna E. Mcclinton,274,50,324
Delaware,DARBY BORO 1W 2P,General Assembly,191,DEM,Write-in,0,0,0
Delaware,DARBY BORO 1W 2P,General Assembly,191,REP,Write-in,0,0,0
Delaware,DARBY BORO 2W 1P,President,,DEM,Bernie Sanders,32,2,34
Delaware,DARBY BORO 2W 1P,President,,DEM,Joseph R. Biden,207,64,271
Delaware,DARBY BORO 2W 1P,President,,DEM,Tulsi Gabbard,4,2,6
Delaware,DARBY BORO 2W 1P,President,,DEM,Write-in,0,0,0
Delaware,DARBY BORO 2W 1P,President,,REP,Donald J. Trump,9,4,13
Delaware,DARBY BORO 2W 1P,President,,REP,Roque Rocky De La Fuente,1,1,2
Delaware,DARBY BORO 2W 1P,President,,REP,Billy Weld,0,2,2
Delaware,DARBY BORO 2W 1P,President,,REP,Write-in,0,1,1
Delaware,DARBY BORO 2W 1P,Attorney General,,DEM,Josh Shapiro,193,56,249
Delaware,DARBY BORO 2W 1P,Attorney General,,DEM,Write-in,0,0,0
Delaware,DARBY BORO 2W 1P,Attorney General,,REP,Heather Heidelbaugh,7,6,13
Delaware,DARBY BORO 2W 1P,Attorney General,,REP,Write-in,0,0,0
Delaware,DARBY BORO 2W 1P,Auditor General,,DEM,H. Scott Conklin,13,0,13
Delaware,DARBY BORO 2W 1P,Auditor General,,DEM,Michael Lamb,11,4,15
Delaware,DARBY BORO 2W 1P,Auditor General,,DEM,Tracie Fountain,6,4,10
Delaware,DARBY BORO 2W 1P,Auditor General,,DEM,Rose Rosie Marie Davis,10,3,13
Delaware,DARBY BORO 2W 1P,Auditor General,,DEM,Nina Ahmad,170,53,223
Delaware,DARBY BORO 2W 1P,Auditor General,,DEM,Christina M. Hartman,7,2,9
Delaware,DARBY BORO 2W 1P,Auditor General,,DEM,Write-in,1,0,1
Delaware,DARBY BORO 2W 1P,Auditor General,,REP,Timothy Defoor,6,6,12
Delaware,DARBY BORO 2W 1P,Auditor General,,REP,Write-in,0,0,0
Delaware,DARBY BORO 2W 1P,State Treasurer,,DEM,Joe Torsella,198,52,250
Delaware,DARBY BORO 2W 1P,State Treasurer,,DEM,Write-in,4,0,4
Delaware,DARBY BORO 2W 1P,State Treasurer,,REP,Stacy L. Garrity,8,6,14
Delaware,DARBY BORO 2W 1P,State Treasurer,,REP,Write-in,0,0,0
Delaware,DARBY BORO 2W 1P,U.S. House,5,DEM,Mary Gay Scanlon,218,62,280
Delaware,DARBY BORO 2W 1P,U.S. House,5,DEM,Write-in,0,0,0
Delaware,DARBY BORO 2W 1P,U.S. House,5,REP,Rob Jordan,4,2,6
Delaware,DARBY BORO 2W 1P,U.S. House,5,REP,Dasha Pruett,4,5,9
Delaware,DARBY BORO 2W 1P,U.S. House,5,REP,Write-in,0,0,0
Delaware,DARBY BORO 2W 1P,General Assembly,191,DEM,Joanna E. Mcclinton,224,59,283
Delaware,DARBY BORO 2W 1P,General Assembly,191,DEM,Write-in,1,2,3
Delaware,DARBY BORO 2W 1P,General Assembly,191,REP,Write-in,0,0,0
Delaware,DARBY BORO 2W 2P,President,,DEM,Bernie Sanders,32,3,35
Delaware,DARBY BORO 2W 2P,President,,DEM,Joseph R. Biden,223,50,273
Delaware,DARBY BORO 2W 2P,President,,DEM,Tulsi Gabbard,1,0,1
Delaware,DARBY BORO 2W 2P,President,,DEM,Write-in,0,0,0
Delaware,DARBY BORO 2W 2P,President,,REP,Donald J. Trump,2,0,2
Delaware,DARBY BORO 2W 2P,President,,REP,Roque Rocky De La Fuente,0,0,0
Delaware,DARBY BORO 2W 2P,President,,REP,Billy Weld,0,0,0
Delaware,DARBY BORO 2W 2P,President,,REP,Write-in,1,0,1
Delaware,DARBY BORO 2W 2P,Attorney General,,DEM,Josh Shapiro,181,45,226
Delaware,DARBY BORO 2W 2P,Attorney General,,DEM,Write-in,2,0,2
Delaware,DARBY BORO 2W 2P,Attorney General,,REP,Heather Heidelbaugh,3,0,3
Delaware,DARBY BORO 2W 2P,Attorney General,,REP,Write-in,0,0,0
Delaware,DARBY BORO 2W 2P,Auditor General,,DEM,H. Scott Conklin,15,0,15
Delaware,DARBY BORO 2W 2P,Auditor General,,DEM,Michael Lamb,6,2,8
Delaware,DARBY BORO 2W 2P,Auditor General,,DEM,Tracie Fountain,7,6,13
Delaware,DARBY BORO 2W 2P,Auditor General,,DEM,Rose Rosie Marie Davis,11,1,12
