county,precinct,office,district,candidate,party,votes,election_day,absentee,provisional,military
Columbia,BLOOMSBURG 3-2 WARD,President,,Mary Ruth Caro Simmons (W),,0,0,0,0,0
Columbia,BLOOMSBURG 3-2 WARD,President,,Ronald Bryan Smith (W),,0,0,0,0,0
Columbia,BLOOMSBURG 3-2 WARD,President,,Silvia Stagg (W),,0,0,0,0,0
Columbia,BLOOMSBURG 3-2 WARD,President,,Christopher Stried (W),,0,0,0,0,0
Columbia,BLOOMSBURG 3-2 WARD,President,,Sheila Samm Tittle (W),,0,0,0,0,0
Columbia,BLOOMSBURG 3-2 WARD,President,,Ann Yeager (W),,0,0,0,0,0
Columbia,BLOOMSBURG 3-2 WARD,President,,Write-ins,,1,1,0,0,0
Columbia,BLOOMSBURG 3-2 WARD,President,,Under Votes,,0,0,0,0,0
Columbia,BLOOMSBURG 3-2 WARD,President,,Overvote,,0,0,0,0,0
Columbia,BLOOMSBURG 3-2 WARD,Attorney General,,JOSH SHAPIRO,DEM,214,155,57,2,0
Columbia,BLOOMSBURG 3-2 WARD,Attorney General,,HEATHER HEIDELBAUGH,REP,104,91,11,2,0
Columbia,BLOOMSBURG 3-2 WARD,Attorney General,,DANIEL WASSMER,LIB,13,12,1,0,0
Columbia,BLOOMSBURG 3-2 WARD,Attorney General,,RICHARD L WEISS,GRN,10,7,3,0,0
Columbia,BLOOMSBURG 3-2 WARD,Attorney General,,Write-ins,,1,1,0,0,0
Columbia,BLOOMSBURG 3-2 WARD,Attorney General,,Under Votes,,8,2,5,1,0
Columbia,BLOOMSBURG 3-2 WARD,Attorney General,,Overvote,,0,0,0,0,0
Columbia,BLOOMSBURG 3-2 WARD,Auditor General,,NINA AHMAD,DEM,204,149,53,2,0
Columbia,BLOOMSBURG 3-2 WARD,Auditor General,,TIMOTHY DEFOOR,REP,108,93,13,2,0
Columbia,BLOOMSBURG 3-2 WARD,Auditor General,,JENNIFER MOORE,LIB,17,14,3,0,0
Columbia,BLOOMSBURG 3-2 WARD,Auditor General,,OLIVIA FAISON,GRN,10,6,4,0,0
Columbia,BLOOMSBURG 3-2 WARD,Auditor General,,Write-ins,,0,0,0,0,0
Columbia,BLOOMSBURG 3-2 WARD,Auditor General,,Under Votes,,11,6,4,1,0
Columbia,BLOOMSBURG 3-2 WARD,Auditor General,,Overvote,,0,0,0,0,0
Columbia,BLOOMSBURG 3-2 WARD,State Treasurer,,JOE TORSELLA,DEM,204,149,53,2,0
Columbia,BLOOMSBURG 3-2 WARD,State Treasurer,,STACY L GARRITY,REP,112,96,14,2,0
Columbia,BLOOMSBURG 3-2 WARD,State Treasurer,,JOE SOLOSKI,LIB,15,14,1,0,0
Columbia,BLOOMSBURG 3-2 WARD,State Treasurer,,TIMOTHY RUNKLE,GRN,10,5,5,0,0
Columbia,BLOOMSBURG 3-2 WARD,State Treasurer,,Write-ins,,0,0,0,0,0
Columbia,BLOOMSBURG 3-2 WARD,State Treasurer,,Under Votes,,9,4,4,1,0
Columbia,BLOOMSBURG 3-2 WARD,State Treasurer,,Overvote,,0,0,0,0,0
Columbia,BLOOMSBURG 3-2 WARD,U.S. House,9,GARY WEGMAN,DEM,225,164,59,2,0
Columbia,BLOOMSBURG 3-2 WARD,U.S. House,9,DAN MEUSER,REP,117,101,14,2,0
Columbia,BLOOMSBURG 3-2 WARD,U.S. House,9,Write-ins,,0,0,0,0,0
Columbia,BLOOMSBURG 3-2 WARD,U.S. House,9,Under Votes,,8,3,4,1,0
Columbia,BLOOMSBURG 3-2 WARD,U.S. House,9,Overvote,,0,0,0,0,0
Columbia,BLOOMSBURG 3-2 WARD,State Senate,27,MICHELLE SIEGEL,DEM,222,162,58,2,0
Columbia,BLOOMSBURG 3-2 WARD,State Senate,27,JOHN R GORDNER,REP,120,104,14,2,0
Columbia,BLOOMSBURG 3-2 WARD,State Senate,27,Write-ins,,0,0,0,0,0
Columbia,BLOOMSBURG 3-2 WARD,State Senate,27,Under Votes,,8,2,5,1,0
Columbia,BLOOMSBURG 3-2 WARD,State Senate,27,Overvote,,0,0,0,0,0
Columbia,BLOOMSBURG 3-2 WARD,State House,109,BILL MONAHAN,DEM,209,152,55,2,0
Columbia,BLOOMSBURG 3-2 WARD,State House,109,DAVID MILLARD,REP,112,96,14,2,0
Columbia,BLOOMSBURG 3-2 WARD,State House,109,ROGER W NUSS,IND,20,15,5,0,0
Columbia,BLOOMSBURG 3-2 WARD,State House,109,Write-ins,,0,0,0,0,0
Columbia,BLOOMSBURG 3-2 WARD,State House,109,Under Votes,,9,5,3,1,0
Columbia,BLOOMSBURG 3-2 WARD,State House,109,Overvote,,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,Registered Voters,,,,1382,,,,
Columbia,BLOOMSBURG 4TH WARD,Ballots Cast,,,,1073,,,,
Columbia,BLOOMSBURG 4TH WARD,President,,Joseph R. Biden,DEM,524,257,261,6,0
Columbia,BLOOMSBURG 4TH WARD,President,,Donald J. Trump,REP,523,411,101,11,0
Columbia,BLOOMSBURG 4TH WARD,President,,Jo Jorgensen,LIB,15,10,5,0,0
Columbia,BLOOMSBURG 4TH WARD,President,,Write-In (W),,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,President,,R19 Boddie (W),,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,President,,Brian Carroll (W),,1,0,1,0,0
Columbia,BLOOMSBURG 4TH WARD,President,,Derrek Irving Collins (W),,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,President,,Ryan Ehrenreich (W),,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,President,,Howie Hawkins,,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,President,,Juliette Jenner (W),,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,President,,Joe McHugh (W),,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,President,,John Manimas Medeiros (W),,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,President,,James Ogle (W),,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,President,,Brock Pierce (W),,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,President,,Albert Raley (W),,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,President,,Deborah Rouse (W),,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,President,,Jade Simmons (W),,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,President,,Mary Ruth Caro Simmons (W),,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,President,,Ronald Bryan Smith (W),,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,President,,Silvia Stagg (W),,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,President,,Christopher Stried (W),,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,President,,Sheila Samm Tittle (W),,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,President,,Ann Yeager (W),,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,President,,Write-ins,,6,2,4,0,0
Columbia,BLOOMSBURG 4TH WARD,President,,Under Votes,,4,4,0,0,0
Columbia,BLOOMSBURG 4TH WARD,President,,Overvote,,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,Attorney General,,JOSH SHAPIRO,DEM,542,266,270,6,0
Columbia,BLOOMSBURG 4TH WARD,Attorney General,,HEATHER HEIDELBAUGH,REP,482,382,91,9,0
Columbia,BLOOMSBURG 4TH WARD,Attorney General,,DANIEL WASSMER,LIB,20,14,5,1,0
Columbia,BLOOMSBURG 4TH WARD,Attorney General,,RICHARD L WEISS,GRN,11,8,2,1,0
Columbia,BLOOMSBURG 4TH WARD,Attorney General,,Write-ins,,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,Attorney General,,Under Votes,,18,14,4,0,0
Columbia,BLOOMSBURG 4TH WARD,Attorney General,,Overvote,,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,Auditor General,,NINA AHMAD,DEM,467,225,237,5,0
Columbia,BLOOMSBURG 4TH WARD,Auditor General,,TIMOTHY DEFOOR,REP,511,397,105,9,0
Columbia,BLOOMSBURG 4TH WARD,Auditor General,,JENNIFER MOORE,LIB,48,29,17,2,0
Columbia,BLOOMSBURG 4TH WARD,Auditor General,,OLIVIA FAISON,GRN,18,13,4,1,0
Columbia,BLOOMSBURG 4TH WARD,Auditor General,,Write-ins,,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,Auditor General,,Under Votes,,29,20,9,0,0
Columbia,BLOOMSBURG 4TH WARD,Auditor General,,Overvote,,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,State Treasurer,,JOE TORSELLA,DEM,507,244,255,8,0
Columbia,BLOOMSBURG 4TH WARD,State Treasurer,,STACY L GARRITY,REP,504,397,99,8,0
Columbia,BLOOMSBURG 4TH WARD,State Treasurer,,JOE SOLOSKI,LIB,25,15,9,1,0
Columbia,BLOOMSBURG 4TH WARD,State Treasurer,,TIMOTHY RUNKLE,GRN,17,14,3,0,0
Columbia,BLOOMSBURG 4TH WARD,State Treasurer,,Write-ins,,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,State Treasurer,,Under Votes,,20,14,6,0,0
Columbia,BLOOMSBURG 4TH WARD,State Treasurer,,Overvote,,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,U.S. House,9,GARY WEGMAN,DEM,479,227,246,6,0
Columbia,BLOOMSBURG 4TH WARD,U.S. House,9,DAN MEUSER,REP,571,439,121,11,0
Columbia,BLOOMSBURG 4TH WARD,U.S. House,9,Write-ins,,1,1,0,0,0
Columbia,BLOOMSBURG 4TH WARD,U.S. House,9,Under Votes,,22,17,5,0,0
Columbia,BLOOMSBURG 4TH WARD,U.S. House,9,Overvote,,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,State Senate,27,MICHELLE SIEGEL,DEM,448,214,227,7,0
Columbia,BLOOMSBURG 4TH WARD,State Senate,27,JOHN R GORDNER,REP,612,460,142,10,0
Columbia,BLOOMSBURG 4TH WARD,State Senate,27,Write-ins,,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,State Senate,27,Under Votes,,13,10,3,0,0
Columbia,BLOOMSBURG 4TH WARD,State Senate,27,Overvote,,0,0,0,0,0
Columbia,BLOOMSBURG 4TH WARD,State House,109,BILL MONAHAN,DEM,384,188,192,4,0
Columbia,BLOOMSBURG 4TH WARD,State House,109,DAVID MILLARD,REP,588,430,148,10,0
Columbia,BLOOMSBURG 4TH WARD,State House,109,ROGER W NUSS,IND,90,58,29,3,0
Columbia,BLOOMSBURG 4TH WARD,State House,109,Write-ins,,2,1,1,0,0
Columbia,BLOOMSBURG 4TH WARD,State House,109,Under Votes,,9,7,2,0,0
Columbia,BLOOMSBURG 4TH WARD,State House,109,Overvote,,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,Registered Voters,,,,1024,,,,
Columbia,BRIARCREEK TWP NORTHEAST,Ballots Cast,,,,846,,,,
Columbia,BRIARCREEK TWP NORTHEAST,President,,Joseph R. Biden,DEM,227,106,121,0,0
Columbia,BRIARCREEK TWP NORTHEAST,President,,Donald J. Trump,REP,603,509,87,7,0
Columbia,BRIARCREEK TWP NORTHEAST,President,,Jo Jorgensen,LIB,12,8,3,1,0
Columbia,BRIARCREEK TWP NORTHEAST,President,,Write-In (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,President,,R19 Boddie (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,President,,Brian Carroll (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,President,,Derrek Irving Collins (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,President,,Ryan Ehrenreich (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,President,,Howie Hawkins,,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,President,,Juliette Jenner (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,President,,Joe McHugh (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,President,,John Manimas Medeiros (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,President,,James Ogle (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,President,,Brock Pierce (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,President,,Albert Raley (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,President,,Deborah Rouse (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,President,,Jade Simmons (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,President,,Mary Ruth Caro Simmons (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,President,,Ronald Bryan Smith (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,President,,Silvia Stagg (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,President,,Christopher Stried (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,President,,Sheila Samm Tittle (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,President,,Ann Yeager (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,President,,Write-ins,,2,2,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,President,,Under Votes,,2,1,1,0,0
Columbia,BRIARCREEK TWP NORTHEAST,President,,Overvote,,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,Attorney General,,JOSH SHAPIRO,DEM,283,142,139,2,0
Columbia,BRIARCREEK TWP NORTHEAST,Attorney General,,HEATHER HEIDELBAUGH,REP,523,448,69,6,0
Columbia,BRIARCREEK TWP NORTHEAST,Attorney General,,DANIEL WASSMER,LIB,9,9,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,Attorney General,,RICHARD L WEISS,GRN,9,7,2,0,0
Columbia,BRIARCREEK TWP NORTHEAST,Attorney General,,Write-ins,,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,Attorney General,,Under Votes,,22,20,2,0,0
Columbia,BRIARCREEK TWP NORTHEAST,Attorney General,,Overvote,,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,Auditor General,,NINA AHMAD,DEM,213,98,115,0,0
Columbia,BRIARCREEK TWP NORTHEAST,Auditor General,,TIMOTHY DEFOOR,REP,571,478,87,6,0
Columbia,BRIARCREEK TWP NORTHEAST,Auditor General,,JENNIFER MOORE,LIB,23,16,6,1,0
Columbia,BRIARCREEK TWP NORTHEAST,Auditor General,,OLIVIA FAISON,GRN,12,10,2,0,0
Columbia,BRIARCREEK TWP NORTHEAST,Auditor General,,Write-ins,,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,Auditor General,,Under Votes,,27,24,2,1,0
Columbia,BRIARCREEK TWP NORTHEAST,Auditor General,,Overvote,,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,State Treasurer,,JOE TORSELLA,DEM,313,172,141,0,0
Columbia,BRIARCREEK TWP NORTHEAST,State Treasurer,,STACY L GARRITY,REP,495,424,64,7,0
Columbia,BRIARCREEK TWP NORTHEAST,State Treasurer,,JOE SOLOSKI,LIB,12,10,1,1,0
Columbia,BRIARCREEK TWP NORTHEAST,State Treasurer,,TIMOTHY RUNKLE,GRN,11,8,3,0,0
Columbia,BRIARCREEK TWP NORTHEAST,State Treasurer,,Write-ins,,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,State Treasurer,,Under Votes,,15,12,3,0,0
Columbia,BRIARCREEK TWP NORTHEAST,State Treasurer,,Overvote,,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,U.S. House,9,GARY WEGMAN,DEM,213,100,113,0,0
Columbia,BRIARCREEK TWP NORTHEAST,U.S. House,9,DAN MEUSER,REP,612,509,96,7,0
Columbia,BRIARCREEK TWP NORTHEAST,U.S. House,9,Write-ins,,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,U.S. House,9,Under Votes,,21,17,3,1,0
Columbia,BRIARCREEK TWP NORTHEAST,U.S. House,9,Overvote,,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,State Senate,27,MICHELLE SIEGEL,DEM,177,85,92,0,0
Columbia,BRIARCREEK TWP NORTHEAST,State Senate,27,JOHN R GORDNER,REP,654,530,117,7,0
Columbia,BRIARCREEK TWP NORTHEAST,State Senate,27,Write-ins,,1,0,1,0,0
Columbia,BRIARCREEK TWP NORTHEAST,State Senate,27,Under Votes,,14,11,2,1,0
Columbia,BRIARCREEK TWP NORTHEAST,State Senate,27,Overvote,,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,State House,109,BILL MONAHAN,DEM,162,74,88,0,0
Columbia,BRIARCREEK TWP NORTHEAST,State House,109,DAVID MILLARD,REP,637,517,114,6,0
Columbia,BRIARCREEK TWP NORTHEAST,State House,109,ROGER W NUSS,IND,34,25,8,1,0
Columbia,BRIARCREEK TWP NORTHEAST,State House,109,Write-ins,,0,0,0,0,0
Columbia,BRIARCREEK TWP NORTHEAST,State House,109,Under Votes,,13,10,2,1,0
Columbia,BRIARCREEK TWP NORTHEAST,State House,109,Overvote,,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,Registered Voters,,,,1004,,,,
Columbia,BRIARCREEK TWP WEST,Ballots Cast,,,,844,,,,
Columbia,BRIARCREEK TWP WEST,President,,Joseph R. Biden,DEM,207,98,106,3,0
Columbia,BRIARCREEK TWP WEST,President,,Donald J. Trump,REP,615,529,73,13,0
Columbia,BRIARCREEK TWP WEST,President,,Jo Jorgensen,LIB,20,15,5,0,0
Columbia,BRIARCREEK TWP WEST,President,,Write-In (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,President,,R19 Boddie (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,President,,Brian Carroll (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,President,,Derrek Irving Collins (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,President,,Ryan Ehrenreich (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,President,,Howie Hawkins,,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,President,,Juliette Jenner (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,President,,Joe McHugh (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,President,,John Manimas Medeiros (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,President,,James Ogle (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,President,,Brock Pierce (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,President,,Albert Raley (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,President,,Deborah Rouse (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,President,,Jade Simmons (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,President,,Mary Ruth Caro Simmons (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,President,,Ronald Bryan Smith (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,President,,Silvia Stagg (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,President,,Christopher Stried (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,President,,Sheila Samm Tittle (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,President,,Ann Yeager (W),,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,President,,Write-ins,,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,President,,Under Votes,,2,2,0,0,0
Columbia,BRIARCREEK TWP WEST,President,,Overvote,,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,Attorney General,,JOSH SHAPIRO,DEM,256,136,116,4,0
Columbia,BRIARCREEK TWP WEST,Attorney General,,HEATHER HEIDELBAUGH,REP,543,472,61,10,0
Columbia,BRIARCREEK TWP WEST,Attorney General,,DANIEL WASSMER,LIB,11,10,1,0,0
Columbia,BRIARCREEK TWP WEST,Attorney General,,RICHARD L WEISS,GRN,12,6,5,1,0
Columbia,BRIARCREEK TWP WEST,Attorney General,,Write-ins,,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,Attorney General,,Under Votes,,22,20,1,1,0
Columbia,BRIARCREEK TWP WEST,Attorney General,,Overvote,,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,Auditor General,,NINA AHMAD,DEM,197,92,101,4,0
Columbia,BRIARCREEK TWP WEST,Auditor General,,TIMOTHY DEFOOR,REP,576,496,71,9,0
Columbia,BRIARCREEK TWP WEST,Auditor General,,JENNIFER MOORE,LIB,29,22,6,1,0
Columbia,BRIARCREEK TWP WEST,Auditor General,,OLIVIA FAISON,GRN,9,6,2,1,0
Columbia,BRIARCREEK TWP WEST,Auditor General,,Write-ins,,2,1,1,0,0
Columbia,BRIARCREEK TWP WEST,Auditor General,,Under Votes,,31,27,3,1,0
Columbia,BRIARCREEK TWP WEST,Auditor General,,Overvote,,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,State Treasurer,,JOE TORSELLA,DEM,303,183,113,7,0
Columbia,BRIARCREEK TWP WEST,State Treasurer,,STACY L GARRITY,REP,500,432,60,8,0
Columbia,BRIARCREEK TWP WEST,State Treasurer,,JOE SOLOSKI,LIB,15,9,6,0,0
Columbia,BRIARCREEK TWP WEST,State Treasurer,,TIMOTHY RUNKLE,GRN,9,5,4,0,0
Columbia,BRIARCREEK TWP WEST,State Treasurer,,Write-ins,,2,1,1,0,0
Columbia,BRIARCREEK TWP WEST,State Treasurer,,Under Votes,,15,14,0,1,0
Columbia,BRIARCREEK TWP WEST,State Treasurer,,Overvote,,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,U.S. House,9,GARY WEGMAN,DEM,186,90,93,3,0
Columbia,BRIARCREEK TWP WEST,U.S. House,9,DAN MEUSER,REP,641,538,91,12,0
Columbia,BRIARCREEK TWP WEST,U.S. House,9,Write-ins,,1,1,0,0,0
Columbia,BRIARCREEK TWP WEST,U.S. House,9,Under Votes,,16,15,0,1,0
Columbia,BRIARCREEK TWP WEST,U.S. House,9,Overvote,,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,State Senate,27,MICHELLE SIEGEL,DEM,167,78,88,1,0
Columbia,BRIARCREEK TWP WEST,State Senate,27,JOHN R GORDNER,REP,667,559,94,14,0
Columbia,BRIARCREEK TWP WEST,State Senate,27,Write-ins,,1,0,1,0,0
Columbia,BRIARCREEK TWP WEST,State Senate,27,Under Votes,,9,7,1,1,0
Columbia,BRIARCREEK TWP WEST,State Senate,27,Overvote,,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,State House,109,BILL MONAHAN,DEM,147,68,78,1,0
Columbia,BRIARCREEK TWP WEST,State House,109,DAVID MILLARD,REP,633,526,93,14,0
Columbia,BRIARCREEK TWP WEST,State House,109,ROGER W NUSS,IND,52,40,12,0,0
Columbia,BRIARCREEK TWP WEST,State House,109,Write-ins,,0,0,0,0,0
Columbia,BRIARCREEK TWP WEST,State House,109,Under Votes,,12,10,1,1,0
Columbia,BRIARCREEK TWP WEST,State House,109,Overvote,,0,0,0,0,0
Columbia,BRIARCREEK BOROUGH,Registered Voters,,,,309,,,,
Columbia,BRIARCREEK BOROUGH,Ballots Cast,,,,213,,,,
Columbia,BRIARCREEK BOROUGH,President,,Joseph R. Biden,DEM,69,39,30,0,0
Columbia,BRIARCREEK BOROUGH,President,,Donald J. Trump,REP,140,117,19,4,0
Columbia,BRIARCREEK BOROUGH,President,,Jo Jorgensen,LIB,2,0,2,0,0
Columbia,BRIARCREEK BOROUGH,President,,Write-In (W),,0,0,0,0,0
Columbia,BRIARCREEK BOROUGH,President,,R19 Boddie (W),,0,0,0,0,0
Columbia,BRIARCREEK BOROUGH,President,,Brian Carroll (W),,0,0,0,0,0
Columbia,BRIARCREEK BOROUGH,President,,Derrek Irving Collins (W),,0,0,0,0,0
Columbia,BRIARCREEK BOROUGH,President,,Ryan Ehrenreich (W),,0,0,0,0,0
Columbia,BRIARCREEK BOROUGH,President,,Howie Hawkins,,0,0,0,0,0
Columbia,BRIARCREEK BOROUGH,President,,Juliette Jenner (W),,0,0,0,0,0
Columbia,BRIARCREEK BOROUGH,President,,Joe McHugh (W),,0,0,0,0,0
Columbia,BRIARCREEK BOROUGH,President,,John Manimas Medeiros (W),,0,0,0,0,0
Columbia,BRIARCREEK BOROUGH,President,,James Ogle (W),,0,0,0,0,0
Columbia,BRIARCREEK BOROUGH,President,,Brock Pierce (W),,0,0,0,0,0
Columbia,BRIARCREEK BOROUGH,President,,Albert Raley (W),,0,0,0,0,0
Columbia,BRIARCREEK BOROUGH,President,,Deborah Rouse (W),,0,0,0,0,0
Columbia,BRIARCREEK BOROUGH,President,,Jade Simmons (W),,0,0,0,0,0
Columbia,BRIARCREEK BOROUGH,President,,Mary Ruth Caro Simmons (W),,0,0,0,0,0
Columbia,BRIARCREEK BOROUGH,President,,Ronald Bryan Smith (W),,0,0,0,0,0
Columbia,BRIARCREEK BOROUGH,President,,Silvia Stagg (W),,0,0,0,0,0
Columbia,BRIARCREEK BOROUGH,President,,Christopher Stried (W),,0,0,0,0,0
Columbia,BRIARCREEK BOROUGH,President,,Sheila Samm Tittle (W),,0,0,0,0,0
Columbia,BRIARCREEK BOROUGH,President,,Ann Yeager (W),,0,0,0,0,0
Columbia,BRIARCREEK BOROUGH,President,,Write-ins,,2,2,0,0,0
Columbia,BRIARCREEK BOROUGH,President,,Under Votes,,0,0,0,0,0
Columbia,BRIARCREEK BOROUGH,President,,Overvote,,0,0,0,0,0
Columbia,BRIARCREEK BOROUGH,Attorney General,,JOSH SHAPIRO,DEM,77,41,36,0,0
Columbia,BRIARCREEK BOROUGH,Attorney General,,HEATHER HEIDELBAUGH,REP,119,101,14,4,0
Columbia,BRIARCREEK BOROUGH,Attorney General,,DANIEL WASSMER,LIB,4,4,0,0,0
Columbia,BRIARCREEK BOROUGH,Attorney General,,RICHARD L WEISS,GRN,2,1,1,0,0
Columbia,BRIARCREEK BOROUGH,Attorney General,,Write-ins,,1,1,0,0,0
Columbia,BRIARCREEK BOROUGH,Attorney General,,Under Votes,,10,10,0,0,0
Columbia,BRIARCREEK BOROUGH,Attorney General,,Overvote,,0,0,0,0,0
Columbia,BRIARCREEK BOROUGH,Auditor General,,NINA AHMAD,DEM,63,34,29,0,0
Columbia,BRIARCREEK BOROUGH,Auditor General,,TIMOTHY DEFOOR,REP,126,104,18,4,0
Columbia,BRIARCREEK BOROUGH,Auditor General,,JENNIFER MOORE,LIB,8,7,1,0,0
Columbia,BRIARCREEK BOROUGH,Auditor General,,OLIVIA FAISON,GRN,3,2,1,0,0
Columbia,BRIARCREEK BOROUGH,Auditor General,,Write-ins,,3,2,1,0,0
Columbia,BRIARCREEK BOROUGH,Auditor General,,Under Votes,,10,9,1,0,0
Columbia,BRIARCREEK BOROUGH,Auditor General,,Overvote,,0,0,0,0,0
Columbia,BRIARCREEK BOROUGH,State Treasurer,,JOE TORSELLA,DEM,93,57,35,1,0
Columbia,BRIARCREEK BOROUGH,State Treasurer,,STACY L GARRITY,REP,106,90,13,3,0
Columbia,BRIARCREEK BOROUGH,State Treasurer,,JOE SOLOSKI,LIB,5,4,1,0,0
Columbia,BRIARCREEK BOROUGH,State Treasurer,,TIMOTHY RUNKLE,GRN,3,2,1,0,0
Columbia,BRIARCREEK BOROUGH,State Treasurer,,Write-ins,,1,1,0,0,0
Columbia,BRIARCREEK BOROUGH,State Treasurer,,Under Votes,,5,4,1,0,0
