county,precinct,office,district,party,candidate,votes,election_day,mail,provisional
Lackawanna,Waverly Township W-00 P-00,Registered Voters,,,,1565,,,
Lackawanna,Waverly Township W-00 P-00,Ballots Cast,,,,1308,819,467,22
Lackawanna,Waverly Township W-00 P-00,Ballots Cast - Blank,,,,0,0,0,0
Lackawanna,Waverly Township W-00 P-00,PRESIDENT,,DEM,Joseph R. Biden,748,368,364,16
Lackawanna,Waverly Township W-00 P-00,PRESIDENT,,REP,Donald J. Trump,547,442,99,6
Lackawanna,Waverly Township W-00 P-00,PRESIDENT,,LBT,Jo Jorgensen,5,3,2,0
Lackawanna,Waverly Township W-00 P-00,PRESIDENT,,,Write-In Totals,2,1,1,0
Lackawanna,Waverly Township W-00 P-00,ATTORNEY GENERAL,,DEM,Josh Shapiro,740,373,349,18
Lackawanna,Waverly Township W-00 P-00,ATTORNEY GENERAL,,REP,Heather Heidelbaugh,520,418,98,4
Lackawanna,Waverly Township W-00 P-00,ATTORNEY GENERAL,,LBT,Daniel Wassmer,14,6,8,0
Lackawanna,Waverly Township W-00 P-00,ATTORNEY GENERAL,,GRE,Richard L. Weiss,8,4,4,0
Lackawanna,Waverly Township W-00 P-00,ATTORNEY GENERAL,,,Write-In Totals,1,1,0,0
Lackawanna,Waverly Township W-00 P-00,AUDITOR GENERAL,,DEM,Nina Ahmad,657,324,318,15
Lackawanna,Waverly Township W-00 P-00,AUDITOR GENERAL,,REP,Timothy DeFoor,578,450,122,6
Lackawanna,Waverly Township W-00 P-00,AUDITOR GENERAL,,LBT,Jennifer Moore,24,15,9,0
Lackawanna,Waverly Township W-00 P-00,AUDITOR GENERAL,,GRE,Olivia Faison,9,7,2,0
Lackawanna,Waverly Township W-00 P-00,AUDITOR GENERAL,,,Write-In Totals,1,1,0,0
Lackawanna,Waverly Township W-00 P-00,STATE TREASURER,,DEM,Joe Torsella,691,346,331,14
Lackawanna,Waverly Township W-00 P-00,STATE TREASURER,,REP,Stacy L. Garrity,541,427,107,7
Lackawanna,Waverly Township W-00 P-00,STATE TREASURER,,LBT,Joe Soloski,23,16,7,0
Lackawanna,Waverly Township W-00 P-00,STATE TREASURER,,GRE,Timothy Runkle,12,5,7,0
Lackawanna,Waverly Township W-00 P-00,STATE TREASURER,,,Write-In Totals,0,0,0,0
Lackawanna,Waverly Township W-00 P-00,U.S. House,8,DEM,Matt Cartwright,771,390,366,15
Lackawanna,Waverly Township W-00 P-00,U.S. House,8,REP,Jim Bognet,521,419,95,7
Lackawanna,Waverly Township W-00 P-00,U.S. House,8,,Write-In Totals,0,0,0,0
Lackawanna,Waverly Township W-00 P-00,State House,114,DEM,Bridget Malloy Kosierowski,865,473,376,16
Lackawanna,Waverly Township W-00 P-00,State House,114,REP,James May,424,337,82,5
Lackawanna,Waverly Township W-00 P-00,State House,114,,Write-In Totals,1,0,1,0
Lackawanna,Archbald W-01 P-01,Registered Voters,,,,1295,,,
Lackawanna,Archbald W-01 P-01,Ballots Cast,,,,1097,696,390,11
Lackawanna,Archbald W-01 P-01,Ballots Cast - Blank,,,,0,0,0,0
Lackawanna,Archbald W-01 P-01,PRESIDENT,,DEM,Joseph R. Biden,569,271,293,5
Lackawanna,Archbald W-01 P-01,PRESIDENT,,REP,Donald J. Trump,515,416,93,6
Lackawanna,Archbald W-01 P-01,PRESIDENT,,LBT,Jo Jorgensen,11,8,3,0
Lackawanna,Archbald W-01 P-01,PRESIDENT,,,Write-In Totals,2,1,1,0
Lackawanna,Archbald W-01 P-01,ATTORNEY GENERAL,,DEM,Josh Shapiro,630,319,304,7
Lackawanna,Archbald W-01 P-01,ATTORNEY GENERAL,,REP,Heather Heidelbaugh,394,325,65,4
Lackawanna,Archbald W-01 P-01,ATTORNEY GENERAL,,LBT,Daniel Wassmer,19,15,4,0
Lackawanna,Archbald W-01 P-01,ATTORNEY GENERAL,,GRE,Richard L. Weiss,14,10,4,0
Lackawanna,Archbald W-01 P-01,ATTORNEY GENERAL,,,Write-In Totals,0,0,0,0
Lackawanna,Archbald W-01 P-01,AUDITOR GENERAL,,DEM,Nina Ahmad,567,278,285,4
Lackawanna,Archbald W-01 P-01,AUDITOR GENERAL,,REP,Timothy DeFoor,436,353,78,5
Lackawanna,Archbald W-01 P-01,AUDITOR GENERAL,,LBT,Jennifer Moore,23,20,3,0
Lackawanna,Archbald W-01 P-01,AUDITOR GENERAL,,GRE,Olivia Faison,20,14,6,0
Lackawanna,Archbald W-01 P-01,AUDITOR GENERAL,,,Write-In Totals,0,0,0,0
Lackawanna,Archbald W-01 P-01,STATE TREASURER,,DEM,Joe Torsella,574,281,288,5
Lackawanna,Archbald W-01 P-01,STATE TREASURER,,REP,Stacy L. Garrity,442,359,78,5
Lackawanna,Archbald W-01 P-01,STATE TREASURER,,LBT,Joe Soloski,18,15,3,0
Lackawanna,Archbald W-01 P-01,STATE TREASURER,,GRE,Timothy Runkle,10,7,3,0
Lackawanna,Archbald W-01 P-01,STATE TREASURER,,,Write-In Totals,1,1,0,0
Lackawanna,Archbald W-01 P-01,U.S. House,8,DEM,Matt Cartwright,630,314,308,8
Lackawanna,Archbald W-01 P-01,U.S. House,8,REP,Jim Bognet,446,367,76,3
Lackawanna,Archbald W-01 P-01,U.S. House,8,,Write-In Totals,1,1,0,0
Lackawanna,Archbald W-01 P-01,State House,112,DEM,Kyle J. Mullins,688,366,313,9
Lackawanna,Archbald W-01 P-01,State House,112,REP,Mary Noldy,382,315,66,1
Lackawanna,Archbald W-01 P-01,State House,112,,Write-In Totals,2,2,0,0
Lackawanna,Archbald W-01 P-02,Registered Voters,,,,1418,,,
Lackawanna,Archbald W-01 P-02,Ballots Cast,,,,1167,710,441,16
Lackawanna,Archbald W-01 P-02,Ballots Cast - Blank,,,,0,0,0,0
Lackawanna,Archbald W-01 P-02,PRESIDENT,,DEM,Joseph R. Biden,628,274,347,7
Lackawanna,Archbald W-01 P-02,PRESIDENT,,REP,Donald J. Trump,518,422,87,9
Lackawanna,Archbald W-01 P-02,PRESIDENT,,LBT,Jo Jorgensen,11,10,1,0
Lackawanna,Archbald W-01 P-02,PRESIDENT,,,Write-In Totals,5,2,3,0
Lackawanna,Archbald W-01 P-02,ATTORNEY GENERAL,,DEM,Josh Shapiro,708,333,367,8
Lackawanna,Archbald W-01 P-02,ATTORNEY GENERAL,,REP,Heather Heidelbaugh,393,325,61,7
Lackawanna,Archbald W-01 P-02,ATTORNEY GENERAL,,LBT,Daniel Wassmer,20,18,1,1
Lackawanna,Archbald W-01 P-02,ATTORNEY GENERAL,,GRE,Richard L. Weiss,13,9,4,0
Lackawanna,Archbald W-01 P-02,ATTORNEY GENERAL,,,Write-In Totals,0,0,0,0
Lackawanna,Archbald W-01 P-02,AUDITOR GENERAL,,DEM,Nina Ahmad,637,283,348,6
Lackawanna,Archbald W-01 P-02,AUDITOR GENERAL,,REP,Timothy DeFoor,450,364,79,7
Lackawanna,Archbald W-01 P-02,AUDITOR GENERAL,,LBT,Jennifer Moore,19,17,0,2
Lackawanna,Archbald W-01 P-02,AUDITOR GENERAL,,GRE,Olivia Faison,14,10,3,1
Lackawanna,Archbald W-01 P-02,AUDITOR GENERAL,,,Write-In Totals,0,0,0,0
Lackawanna,Archbald W-01 P-02,STATE TREASURER,,DEM,Joe Torsella,648,295,347,6
Lackawanna,Archbald W-01 P-02,STATE TREASURER,,REP,Stacy L. Garrity,432,350,74,8
Lackawanna,Archbald W-01 P-02,STATE TREASURER,,LBT,Joe Soloski,26,19,5,2
Lackawanna,Archbald W-01 P-02,STATE TREASURER,,GRE,Timothy Runkle,16,12,4,0
Lackawanna,Archbald W-01 P-02,STATE TREASURER,,,Write-In Totals,1,0,1,0
Lackawanna,Archbald W-01 P-02,U.S. House,8,DEM,Matt Cartwright,703,324,370,9
Lackawanna,Archbald W-01 P-02,U.S. House,8,REP,Jim Bognet,452,375,70,7
Lackawanna,Archbald W-01 P-02,U.S. House,8,,Write-In Totals,0,0,0,0
Lackawanna,Archbald W-01 P-02,State House,112,DEM,Kyle J. Mullins,716,351,356,9
Lackawanna,Archbald W-01 P-02,State House,112,REP,Mary Noldy,425,340,79,6
Lackawanna,Archbald W-01 P-02,State House,112,,Write-In Totals,2,2,0,0
Lackawanna,Archbald W-02 P-01,Registered Voters,,,,796,,,
Lackawanna,Archbald W-02 P-01,Ballots Cast,,,,653,405,233,15
Lackawanna,Archbald W-02 P-01,Ballots Cast - Blank,,,,0,0,0,0
Lackawanna,Archbald W-02 P-01,PRESIDENT,,DEM,Joseph R. Biden,398,187,202,9
Lackawanna,Archbald W-02 P-01,PRESIDENT,,REP,Donald J. Trump,238,202,31,5
Lackawanna,Archbald W-02 P-01,PRESIDENT,,LBT,Jo Jorgensen,12,12,0,0
Lackawanna,Archbald W-02 P-01,PRESIDENT,,,Write-In Totals,3,3,0,0
Lackawanna,Archbald W-02 P-01,ATTORNEY GENERAL,,DEM,Josh Shapiro,429,215,206,8
Lackawanna,Archbald W-02 P-01,ATTORNEY GENERAL,,REP,Heather Heidelbaugh,182,156,23,3
Lackawanna,Archbald W-02 P-01,ATTORNEY GENERAL,,LBT,Daniel Wassmer,13,13,0,0
Lackawanna,Archbald W-02 P-01,ATTORNEY GENERAL,,GRE,Richard L. Weiss,5,3,0,2
Lackawanna,Archbald W-02 P-01,ATTORNEY GENERAL,,,Write-In Totals,2,1,0,1
Lackawanna,Archbald W-02 P-01,AUDITOR GENERAL,,DEM,Nina Ahmad,394,191,194,9
Lackawanna,Archbald W-02 P-01,AUDITOR GENERAL,,REP,Timothy DeFoor,201,168,30,3
Lackawanna,Archbald W-02 P-01,AUDITOR GENERAL,,LBT,Jennifer Moore,17,16,1,0
Lackawanna,Archbald W-02 P-01,AUDITOR GENERAL,,GRE,Olivia Faison,6,4,1,1
