county,precinct,office,district,party,candidate,election_day,mail_in,absentee,provisional,votes
Westmoreland,Donegal Township - Four Mile Run,President,,REP,Donald J Trump,141,23,7,3,174
Westmoreland,Donegal Township - Indian Creek,President,,REP,Donald J Trump,81,17,5,1,104
Westmoreland,East Huntingdon Township Bessemer #1,President,,REP,Donald J Trump,76,15,3,1,95
Westmoreland,East Huntingdon Township Bessemer #2,President,,REP,Donald J Trump,149,29,4,9,191
Westmoreland,E Huntingdon Township - Ruffssale,President,,REP,Donald J Trump,136,33,4,6,179
Westmoreland,E Huntingdon Township - Stoners,President,,REP,Donald J Trump,79,13,5,2,99
Westmoreland,E Huntingdon Township - Strohms,President,,REP,Donald J Trump,94,11,1,1,107
Westmoreland,E Huntingdon Township - Whites,President,,REP,Donald J Trump,165,58,7,5,235
Westmoreland,E Vandergrift Borough,President,,REP,Donald J Trump,30,8,1,1,40
Westmoreland,Export Borough,President,,REP,Donald J Trump,55,8,0,0,63
Westmoreland,Fairfield Township - Fairfield,President,,REP,Donald J Trump,69,16,2,2,89
Westmoreland,Fairfield Township - N Fairfield,President,,REP,Donald J Trump,46,7,2,0,55
Westmoreland,Fairfield Township - S Fairfield,President,,REP,Donald J Trump,94,37,6,5,142
Westmoreland,City Of Greensburg - 1-1,President,,REP,Donald J Trump,21,7,2,0,30
Westmoreland,City Of Greensburg - 1-2,President,,REP,Donald J Trump,81,38,11,2,132
Westmoreland,City Of Greensburg - 2-1,President,,REP,Donald J Trump,20,6,0,0,26
Westmoreland,City Of Greensburg - 2-2,President,,REP,Donald J Trump,48,10,2,0,60
Westmoreland,City Of Greensburg - 2-3,President,,REP,Donald J Trump,86,47,12,6,151
Westmoreland,City Of Greensburg - 2-4,President,,REP,Donald J Trump,142,81,20,9,252
Westmoreland,City Of Greensburg - 3,President,,REP,Donald J Trump,15,0,1,3,19
Westmoreland,City Of Greensburg - 4-1,President,,REP,Donald J Trump,32,14,1,0,47
Westmoreland,City Of Greensburg - 5-1,President,,REP,Donald J Trump,46,7,3,2,58
Westmoreland,City Of Greensburg - 5-2,President,,REP,Donald J Trump,18,6,2,2,28
Westmoreland,City Of Greensburg - 6,President,,REP,Donald J Trump,11,2,1,0,14
Westmoreland,City Of Greensburg - 7-1,President,,REP,Donald J Trump,67,31,16,1,115
Westmoreland,City Of Greensburg - 7-2,President,,REP,Donald J Trump,57,20,1,1,79
Westmoreland,City Of Greensburg - 8-1,President,,REP,Donald J Trump,32,10,5,1,48
Westmoreland,City Of Greensburg - 8-2,President,,REP,Donald J Trump,34,12,4,2,52
Westmoreland,Hempfield Township - #1 Foxhill,President,,REP,Donald J Trump,198,92,15,1,306
Westmoreland,Hempfield Township - #2 Alwine,President,,REP,Donald J Trump,279,125,25,7,436
Westmoreland,Hempfield Township - #3 Maplewood,President,,REP,Donald J Trump,148,46,13,5,212
Westmoreland,Hempfield Township - #4 Carbon,President,,REP,Donald J Trump,286,127,39,7,459
Westmoreland,Hempfield Township - #5 Wendel-Herminie,President,,REP,Donald J Trump,139,32,2,2,175
Westmoreland,Hempfield Township - #6 Luxor,President,,REP,Donald J Trump,68,8,1,0,77
Westmoreland,Hempfield Township - #7 Hannastown,President,,REP,Donald J Trump,46,8,2,1,57
Westmoreland,Hempfield Township - #8 Bovard,President,,REP,Donald J Trump,52,16,9,3,80
Westmoreland,Hempfield Township - East Adamsburg,President,,REP,Donald J Trump,201,41,10,2,254
Westmoreland,Hempfield Township - Eastview,President,,REP,Donald J Trump,91,33,9,3,136
Westmoreland,Hempfield Township - Fort Allen,President,,REP,Donald J Trump,192,84,19,5,300
Westmoreland,Hempfield Township - Gayville,President,,REP,Donald J Trump,31,8,3,0,42
Westmoreland,Hempfield Township - Grapeville,President,,REP,Donald J Trump,72,13,2,3,90
Westmoreland,Hempfield Township - Haydenville,President,,REP,Donald J Trump,93,15,9,1,118
Westmoreland,Hempfield Township - High Park,President,,REP,Donald J Trump,54,3,0,0,57
Westmoreland,Hempfield Township - Lincoln Heights East,President,,REP,Donald J Trump,143,62,9,4,218
Westmoreland,Hempfield Township - Lincoln Heights West,President,,REP,Donald J Trump,118,23,6,5,152
Westmoreland,Hempfield Township - Middletown,President,,REP,Donald J Trump,161,40,8,0,209
Westmoreland,Hempfield Township - New Stanton,President,,REP,Donald J Trump,120,32,5,6,163
Westmoreland,Hempfield Township - North Carbon,President,,REP,Donald J Trump,48,19,3,1,71
Westmoreland,Hempfield Township - Sibel,President,,REP,Donald J Trump,19,3,3,3,28
Westmoreland,Hempfield Township - Todd,President,,REP,Donald J Trump,145,64,14,3,226
Westmoreland,Hempfield Township - University,President,,REP,Donald J Trump,112,32,7,1,152
Westmoreland,Hempfield Township - Valley,President,,REP,Donald J Trump,149,43,12,2,206
Westmoreland,Hempfield Township - Weaver'S Old Stand,President,,REP,Donald J Trump,196,69,13,3,281
Westmoreland,Hempfield Township - Wegley,President,,REP,Donald J Trump,47,14,0,0,61
Westmoreland,Hempfield Township - West Hempfield,President,,REP,Donald J Trump,164,61,6,5,236
Westmoreland,Hempfield Township - West Point,President,,REP,Donald J Trump,237,134,20,0,391
Westmoreland,Hunker Borough,President,,REP,Donald J Trump,41,9,1,0,51
Westmoreland,Hyde Park Borough,President,,REP,Donald J Trump,37,2,0,2,41
Westmoreland,Irwin Borough - 1St Ward,President,,REP,Donald J Trump,32,9,0,0,41
Westmoreland,Irwin Borough - 2Nd Ward,President,,REP,Donald J Trump,31,7,0,1,39
Westmoreland,Irwin Borough - 3Rd Ward,President,,REP,Donald J Trump,43,11,1,1,56
Westmoreland,Irwin Borough - 4Th Ward,President,,REP,Donald J Trump,26,10,0,0,36
Westmoreland,Irwin Borough - 5Th Ward,President,,REP,Donald J Trump,23,18,2,1,44
Westmoreland,Irwin Borough - 6Th Ward,President,,REP,Donald J Trump,47,18,0,1,66
Westmoreland,Irwin Borough - 7Th Ward,President,,REP,Donald J Trump,52,27,2,2,83
Westmoreland,City Of Jeannette - 1,President,,REP,Donald J Trump,13,4,1,0,18
Westmoreland,City Of Jeannette - 2-1,President,,REP,Donald J Trump,35,1,1,0,37
Westmoreland,City Of Jeannette - 2-2,President,,REP,Donald J Trump,42,0,3,2,47
Westmoreland,City Of Jeannette - 3,President,,REP,Donald J Trump,85,8,7,3,103
Westmoreland,City Of Jeannette - 4,President,,REP,Donald J Trump,5,3,2,1,11
Westmoreland,City Of Jeannette - 5-1,President,,REP,Donald J Trump,53,21,0,0,74
Westmoreland,City Of Jeannette - 5-2,President,,REP,Donald J Trump,118,34,8,7,167
Westmoreland,City Of Jeannette - 6,President,,REP,Donald J Trump,133,33,8,0,174
Westmoreland,City Of Latrobe - 1St Ward,President,,REP,Donald J Trump,108,32,3,0,143
Westmoreland,City Of Latrobe - 2Nd Ward,President,,REP,Donald J Trump,61,20,4,2,87
Westmoreland,City Of Latrobe - 3Rd Ward,President,,REP,Donald J Trump,84,31,5,3,123
Westmoreland,City Of Latrobe - 4Th Ward,President,,REP,Donald J Trump,84,24,5,5,118
Westmoreland,City Of Latrobe - 5Th Ward,President,,REP,Donald J Trump,84,12,1,2,99
Westmoreland,City Of Latrobe - 6Th Ward,President,,REP,Donald J Trump,73,25,1,0,99
Westmoreland,Laurel Mountain Borough,President,,REP,Donald J Trump,17,4,0,0,21
Westmoreland,Ligonier Borough,President,,REP,Donald J Trump,146,44,7,3,200
Westmoreland,Ligonier Township - Idle Park,President,,REP,Donald J Trump,164,36,8,5,213
Westmoreland,Ligonier Township - Laughlintown,President,,REP,Donald J Trump,68,12,6,0,86
Westmoreland,Ligonier Township - North Ligonier,President,,REP,Donald J Trump,242,75,17,6,340
Westmoreland,Ligonier Township - South Ligonier,President,,REP,Donald J Trump,72,13,5,1,91
Westmoreland,Ligonier Township - Waterford,President,,REP,Donald J Trump,132,35,6,5,178
Westmoreland,Ligonier Township - Wilpen,President,,REP,Donald J Trump,36,7,3,0,46
Westmoreland,City Of Lower Burrell - 1-1,President,,REP,Donald J Trump,142,39,8,4,193
Westmoreland,City Of Lower Burrell - 1-2,President,,REP,Donald J Trump,147,53,7,11,218
Westmoreland,City Of Lower Burrell - 2-1,President,,REP,Donald J Trump,77,25,5,3,110
Westmoreland,City Of Lower Burrell - 2-2,President,,REP,Donald J Trump,82,13,3,1,99
Westmoreland,City Of Lower Burrell - 2-3,President,,REP,Donald J Trump,38,15,1,3,57
Westmoreland,City Of Lower Burrell - 3-1,President,,REP,Donald J Trump,99,37,10,7,153
Westmoreland,City Of Lower Burrell - 3-2,President,,REP,Donald J Trump,47,13,3,0,63
Westmoreland,City Of Lower Burrell - 4-1,President,,REP,Donald J Trump,64,22,5,1,92
Westmoreland,City Of Lower Burrell - 4-2,President,,REP,Donald J Trump,91,29,11,3,134
Westmoreland,Loyalhanna Township - #1,President,,REP,Donald J Trump,96,33,3,3,135
Westmoreland,Loyalhanna Township - #2,President,,REP,Donald J Trump,61,7,1,0,69
Westmoreland,Madison Borough,President,,REP,Donald J Trump,43,7,1,0,51
Westmoreland,Manor Borough,President,,REP,Donald J Trump,245,79,17,9,350
Westmoreland,City Of Monessen - 1-1,President,,REP,Donald J Trump,10,6,2,0,18
Westmoreland,City Of Monessen - 1-2,President,,REP,Donald J Trump,5,2,1,0,8
Westmoreland,City Of Monessen - 1-3,President,,REP,Donald J Trump,8,2,0,0,10
Westmoreland,City Of Monessen - 1-4,President,,REP,Donald J Trump,23,9,1,0,33
Westmoreland,City Of Monessen - 1-5,President,,REP,Donald J Trump,31,13,4,2,50
Westmoreland,City Of Monessen - 2-1,President,,REP,Donald J Trump,6,1,0,0,7
Westmoreland,City Of Monessen - 2-2,President,,REP,Donald J Trump,9,5,0,0,14
Westmoreland,City Of Monessen - 2-3,President,,REP,Donald J Trump,4,0,0,0,4
Westmoreland,City Of Monessen - 3-2,President,,REP,Donald J Trump,3,2,0,0,5
Westmoreland,City Of Monessen - 3-3,President,,REP,Donald J Trump,11,1,2,0,14
Westmoreland,City Of Monessen - 3-4,President,,REP,Donald J Trump,22,5,0,0,27
Westmoreland,City Of Monessen - 4-2,President,,REP,Donald J Trump,30,10,4,0,44
Westmoreland,City Of Monessen - 4-3,President,,REP,Donald J Trump,46,14,2,0,62
Westmoreland,Mt. Pleasant Borough 1St Ward,President,,REP,Donald J Trump,97,25,2,3,127
Westmoreland,Mt. Pleasant Borough 2Nd Ward,President,,REP,Donald J Trump,86,16,9,2,113
Westmoreland,Mt. Pleasant Borough 3Rd Ward,President,,REP,Donald J Trump,81,8,3,1,93
Westmoreland,Mt. Pleasant Township - Bridgeport,President,,REP,Donald J Trump,31,3,1,2,37
Westmoreland,Mt. Pleasant Township - Duncan,President,,REP,Donald J Trump,75,21,1,3,100
Westmoreland,Mt. Pleasant Township - Heccla,President,,REP,Donald J Trump,106,25,7,1,139
Westmoreland,Mt. Pleasant Township - Laurel Run,President,,REP,Donald J Trump,150,22,5,4,181
Westmoreland,Mt. Pleasant Township - Mammoth,President,,REP,Donald J Trump,67,12,7,1,87
Westmoreland,Mt. Pleasant Township - Pleasant Valley,President,,REP,Donald J Trump,98,29,4,5,136
Westmoreland,Mt. Pleasant Township - Ridgeview,President,,REP,Donald J Trump,63,18,2,1,84
Westmoreland,Mt. Pleasant Township - Spring Garden,President,,REP,Donald J Trump,142,52,5,7,206
Westmoreland,Mt. Pleasant Township - United,President,,REP,Donald J Trump,77,14,3,1,95
Westmoreland,Mt. Pleasant Township - Westmoreland Homesteads,President,,REP,Donald J Trump,138,42,5,4,189
Westmoreland,Municipality Of Murrysville - East Manordale,President,,REP,Donald J Trump,202,108,22,7,339
Westmoreland,Municipality Of Murrysville - East Murrysville,President,,REP,Donald J Trump,140,71,13,2,226
Westmoreland,Municipality Of Murrysville - Manordale,President,,REP,Donald J Trump,122,68,17,9,216
Westmoreland,Municipality Of Murrysville - Newlonsburg #1,President,,REP,Donald J Trump,123,108,38,12,281
Westmoreland,Municipality Of Murrysville - Newlonsburg #2,President,,REP,Donald J Trump,144,161,36,9,350
Westmoreland,Municipality Of Murrysville - Sardis #1,President,,REP,Donald J Trump,130,132,25,6,293
Westmoreland,Municipality Of Murrysville - Sardis #2,President,,REP,Donald J Trump,207,79,25,3,314
Westmoreland,Municipality Of Murrysville - South Murrysville,President,,REP,Donald J Trump,191,85,18,8,302
Westmoreland,Municipality Of Murrysville - West Murrysville,President,,REP,Donald J Trump,167,131,29,9,336
Westmoreland,New Alexandria Borough,President,,REP,Donald J Trump,68,13,3,3,87
Westmoreland,New Florence Borough,President,,REP,Donald J Trump,57,12,1,1,71
Westmoreland,City Of New Kensington - 2,President,,REP,Donald J Trump,8,2,0,0,10
Westmoreland,City Of New Kensington - 3-1,President,,REP,Donald J Trump,27,4,5,1,37
Westmoreland,City Of New Kensington - 3-2,President,,REP,Donald J Trump,36,4,2,1,43
Westmoreland,City Of New Kensington - 3-3,President,,REP,Donald J Trump,52,12,4,0,68
Westmoreland,City Of New Kensington - 3-4,President,,REP,Donald J Trump,55,13,3,3,74
Westmoreland,City Of New Kensington - 4-1,President,,REP,Donald J Trump,13,8,0,2,23
Westmoreland,City Of New Kensington - 4-2,President,,REP,Donald J Trump,96,21,2,1,120
Westmoreland,City Of New Kensington - 4-3,President,,REP,Donald J Trump,51,10,5,0,66
Westmoreland,City Of New Kensington - 4-4,President,,REP,Donald J Trump,83,23,2,4,112
Westmoreland,City Of New Kensington - 4-5,President,,REP,Donald J Trump,27,13,1,2,43
Westmoreland,City Of New Kensington - 5,President,,REP,Donald J Trump,7,1,0,0,8
Westmoreland,City Of New Kensington - 6,President,,REP,Donald J Trump,21,3,1,1,26
Westmoreland,City Of New Kensington - 7-1,President,,REP,Donald J Trump,57,14,5,4,80
Westmoreland,City Of New Kensington - 7-2,President,,REP,Donald J Trump,70,16,6,2,94
Westmoreland,New Stanton Borough,President,,REP,Donald J Trump,173,53,4,6,236
Westmoreland,North Belle Vernon - #1,President,,REP,Donald J Trump,55,12,3,0,70
Westmoreland,North Belle Vernon - #2,President,,REP,Donald J Trump,50,15,1,2,68
Westmoreland,N Huntingdon Township - 1-1,President,,REP,Donald J Trump,143,53,13,5,214
Westmoreland,N Huntingdon Township - 1-2,President,,REP,Donald J Trump,29,6,2,0,37
Westmoreland,N Huntingdon Township - 1-3,President,,REP,Donald J Trump,197,67,9,6,279
Westmoreland,N Huntingdon Township - 1-4,President,,REP,Donald J Trump,88,24,1,0,113
Westmoreland,N Huntingdon Township - 2-1,President,,REP,Donald J Trump,63,17,3,0,83
Westmoreland,N Huntingdon Township - 2-2,President,,REP,Donald J Trump,186,60,15,7,268
Westmoreland,N Huntingdon Township - 2-3,President,,REP,Donald J Trump,97,23,2,1,123
Westmoreland,N Huntingdon Township - 3-1,President,,REP,Donald J Trump,179,50,14,3,246
Westmoreland,N Huntingdon Township - 3-2,President,,REP,Donald J Trump,228,90,18,10,346
Westmoreland,N Huntingdon Township - 4-1,President,,REP,Donald J Trump,126,32,3,6,167
Westmoreland,N Huntingdon Township - 4-2,President,,REP,Donald J Trump,191,71,10,4,276
Westmoreland,N Huntingdon Township - 4-3,President,,REP,Donald J Trump,76,18,6,3,103
Westmoreland,N Huntingdon Township - 4-4,President,,REP,Donald J Trump,40,16,0,0,56
Westmoreland,N Huntingdon Township - 5-1,President,,REP,Donald J Trump,58,23,5,4,90
Westmoreland,N Huntingdon Township - 5-2,President,,REP,Donald J Trump,180,64,10,3,257
Westmoreland,N Huntingdon Township - 5-3,President,,REP,Donald J Trump,62,56,14,3,135
Westmoreland,N Huntingdon Township - 6-1,President,,REP,Donald J Trump,61,10,1,0,72
Westmoreland,N Huntingdon Township - 6-2,President,,REP,Donald J Trump,56,22,5,1,84
Westmoreland,N Huntingdon Township - 6-3,President,,REP,Donald J Trump,152,48,14,6,220
Westmoreland,N Huntingdon Township - 6-4,President,,REP,Donald J Trump,68,11,3,0,82
Westmoreland,N Huntingdon Township - 7-1,President,,REP,Donald J Trump,82,9,3,0,94
Westmoreland,N Huntingdon Township - 7-2,President,,REP,Donald J Trump,93,10,4,1,108
Westmoreland,N Huntingdon Township - 7-3,President,,REP,Donald J Trump,56,21,5,0,82
Westmoreland,N Huntingdon Township - 7-4,President,,REP,Donald J Trump,61,23,4,0,88
Westmoreland,N Irwin Borough,President,,REP,Donald J Trump,44,16,4,1,65
Westmoreland,Oklahoma Borough,President,,REP,Donald J Trump,78,17,1,2,98
Westmoreland,Penn Borough,President,,REP,Donald J Trump,25,1,1,1,28
Westmoreland,Penn Township - 1-1,President,,REP,Donald J Trump,211,61,14,5,291
Westmoreland,Penn Township - 1-2,President,,REP,Donald J Trump,159,63,13,4,239
Westmoreland,Penn Township - 2-1,President,,REP,Donald J Trump,157,40,8,3,208
Westmoreland,Penn Township - 2-2,President,,REP,Donald J Trump,221,88,17,4,330
Westmoreland,Penn Township - 3-1,President,,REP,Donald J Trump,187,53,14,0,254
Westmoreland,Penn Township - 3-2,President,,REP,Donald J Trump,145,71,11,1,228
Westmoreland,Penn Township - 3-3,President,,REP,Donald J Trump,22,7,1,0,30
Westmoreland,Penn Township - 4-1,President,,REP,Donald J Trump,244,88,15,7,354
Westmoreland,Penn Township - 4-2,President,,REP,Donald J Trump,147,43,12,7,209
Westmoreland,Penn Township - 5-1,President,,REP,Donald J Trump,177,47,12,5,241
Westmoreland,Penn Township - 5-2,President,,REP,Donald J Trump,150,63,13,7,233
Westmoreland,Penn Township - 5-3,President,,REP,Donald J Trump,71,35,7,3,116
Westmoreland,Rostraver Township - Collinsburg,President,,REP,Donald J Trump,79,13,6,0,98
Westmoreland,Rostraver Township - Concord,President,,REP,Donald J Trump,170,58,13,2,243
Westmoreland,Rostraver Township - Crossroads,President,,REP,Donald J Trump,142,59,14,2,217
Westmoreland,Rostraver Township - Fellsburg,President,,REP,Donald J Trump,184,52,14,6,256
Westmoreland,Rostraver Township - Lynnwood,President,,REP,Donald J Trump,52,13,0,0,65
Westmoreland,Rostraver Township - Pricedale,President,,REP,Donald J Trump,95,19,2,1,117
Westmoreland,Rostraver Township - Van Meter,President,,REP,Donald J Trump,2,0,0,0,2
Westmoreland,Rostraver Township - Webster,President,,REP,Donald J Trump,56,5,0,2,63
Westmoreland,Salem Township - Five Points,President,,REP,Donald J Trump,148,33,14,1,196
Westmoreland,Salem Township - Hugus,President,,REP,Donald J Trump,47,8,0,1,56
Westmoreland,Salem Township - Mechlings,President,,REP,Donald J Trump,45,3,0,0,48
Westmoreland,Salem Township - New Salem,President,,REP,Donald J Trump,177,58,17,10,262
Westmoreland,Salem Township - Slickville,President,,REP,Donald J Trump,62,7,3,0,72
Westmoreland,Salem Township - Steeles,President,,REP,Donald J Trump,75,32,6,1,114
Westmoreland,Salem Township - Trees Mills,President,,REP,Donald J Trump,79,20,3,1,103
Westmoreland,Scottdale Borough - 1St Ward,President,,REP,Donald J Trump,80,18,6,4,108
Westmoreland,Scottdale Borough - 2Nd Ward,President,,REP,Donald J Trump,115,37,2,9,163
Westmoreland,Scottdale Borough - 3Rd Ward,President,,REP,Donald J Trump,60,22,5,1,88
Westmoreland,Scottdale Borough - 4Th Ward,President,,REP,Donald J Trump,64,13,1,1,79
Westmoreland,Seward Borough,President,,REP,Donald J Trump,43,8,0,1,52
Westmoreland,Sewickley Township - East Herminie,President,,REP,Donald J Trump,32,8,4,1,45
Westmoreland,Sewickley Township - Lowber,President,,REP,Donald J Trump,123,11,4,4,142
Westmoreland,Sewickley Township - Rillton,President,,REP,Donald J Trump,98,22,4,7,131
Westmoreland,Sewickley Township - Sewickley,President,,REP,Donald J Trump,143,25,13,3,184
Westmoreland,Sewickley Township - West Herminie,President,,REP,Donald J Trump,113,18,2,3,136
Westmoreland,Sewickley Township - Whyel,President,,REP,Donald J Trump,37,13,0,0,50
Westmoreland,Smithton Borough,President,,REP,Donald J Trump,18,5,1,0,24
Westmoreland,S Greensburg Borough - #1,President,,REP,Donald J Trump,75,27,2,0,104
Westmoreland,S Greensburg Borough - #2,President,,REP,Donald J Trump,59,27,0,3,89
Westmoreland,South Huntingdon Township - Hixon,President,,REP,Donald J Trump,94,13,1,1,109
Westmoreland,South Huntingdon Township - Jacobs Creek,President,,REP,Donald J Trump,19,0,0,0,19
Westmoreland,South Huntingdon Township - Mineral,President,,REP,Donald J Trump,55,4,0,0,59
Westmoreland,South Huntingdon Township - Port Royal,President,,REP,Donald J Trump,19,1,0,0,20
Westmoreland,South Huntingdon Township - South Huntingdon,President,,REP,Donald J Trump,168,26,8,0,202
Westmoreland,South Huntingdon Township - Wayne,President,,REP,Donald J Trump,152,23,1,0,176
Westmoreland,South Huntingdon Township - Wyano,President,,REP,Donald J Trump,64,2,1,4,71
Westmoreland,South Huntingdon Township - Yukon,President,,REP,Donald J Trump,50,3,2,1,56
Westmoreland,Sw Greensburg Borough - #1,President,,REP,Donald J Trump,87,28,7,4,126
Westmoreland,Sw Greensburg Borough - #2,President,,REP,Donald J Trump,47,10,3,1,61
Westmoreland,St Clair Township - - Seward,President,,REP,Donald J Trump,45,5,2,0,52
Westmoreland,St Clair Township - - St Clair,President,,REP,Donald J Trump,50,11,3,0,64
Westmoreland,Sutersville Borough,President,,REP,Donald J Trump,53,4,1,0,58
Westmoreland,Trafford Borough - #1,President,,REP,Donald J Trump,89,24,4,0,117
Westmoreland,Trafford Borough - #2,President,,REP,Donald J Trump,101,36,5,3,145
Westmoreland,Unity Township - Baggaley,President,,REP,Donald J Trump,138,35,14,2,189
Westmoreland,Unity Township - Beatty,President,,REP,Donald J Trump,109,57,9,2,177
Westmoreland,Unity Township - Crabtree,President,,REP,Donald J Trump,40,7,2,3,52
Westmoreland,Unity Township - Dennison,President,,REP,Donald J Trump,347,216,39,5,607
Westmoreland,Unity Township - Dorothy,President,,REP,Donald J Trump,90,29,3,1,123
Westmoreland,Unity Township - Gravel Hill,President,,REP,Donald J Trump,129,49,6,4,188
Westmoreland,Unity Township - Kuhns,President,,REP,Donald J Trump,128,41,5,6,180
Westmoreland,Unity Township - Lloydsville,President,,REP,Donald J Trump,75,10,3,7,95
Westmoreland,Unity Township - Marguerite,President,,REP,Donald J Trump,234,95,23,5,357
Westmoreland,Unity Township - Mutual,President,,REP,Donald J Trump,95,21,6,2,124
Westmoreland,Unity Township - Pleasant Unity,President,,REP,Donald J Trump,118,18,3,3,142
Westmoreland,Unity Township - Roble,President,,REP,Donald J Trump,99,28,6,0,133
Westmoreland,Unity Township - Whitney,President,,REP,Donald J Trump,206,48,7,3,264
Westmoreland,Upper Burrell Township - # 1,President,,REP,Donald J Trump,101,39,2,4,146
Westmoreland,Upper Burrell Township - # 2,President,,REP,Donald J Trump,69,32,5,1,107
Westmoreland,Vandergrift Borough - 1St Ward,President,,REP,Donald J Trump,24,2,0,0,26
Westmoreland,Vandergrift Borough - 2Nd Ward,President,,REP,Donald J Trump,36,11,1,0,48
Westmoreland,Vandergrift Borough - 3Rd Ward,President,,REP,Donald J Trump,32,12,1,1,46
Westmoreland,Vandergrift Borough - 4Th Ward,President,,REP,Donald J Trump,34,3,0,2,39
Westmoreland,Vandergrift Borough - 5Th Ward,President,,REP,Donald J Trump,36,13,5,1,55
Westmoreland,Vandergrift Borough - 6Th Ward,President,,REP,Donald J Trump,53,10,1,3,67
Westmoreland,Washington Township - Beamers,President,,REP,Donald J Trump,237,110,25,7,379
Westmoreland,Washington Township - North Washington,President,,REP,Donald J Trump,120,37,7,3,167
Westmoreland,Washington Township - Oakland Cross Roads,President,,REP,Donald J Trump,138,68,14,4,224
Westmoreland,Washington Township - Paulton,President,,REP,Donald J Trump,106,32,12,2,152
Westmoreland,W Leechburg Borough,President,,REP,Donald J Trump,108,9,1,2,120
Westmoreland,W Newton Borough - 1St Ward,President,,REP,Donald J Trump,80,23,4,3,110
Westmoreland,W Newton Borough - 2Nd Ward,President,,REP,Donald J Trump,43,10,0,2,55
Westmoreland,W Newton Borough - 3Rd Ward,President,,REP,Donald J Trump,80,6,2,2,90
Westmoreland,Youngstown Borough,President,,REP,Donald J Trump,30,10,2,0,42
Westmoreland,Youngwood Borough - 1St Ward,President,,REP,Donald J Trump,115,40,4,1,160
Westmoreland,Youngwood Borough - 2Nd Ward,President,,REP,Donald J Trump,41,15,0,0,56
Westmoreland,Youngwood Borough - 3Rd Ward,President,,REP,Donald J Trump,66,16,3,0,85
Westmoreland,Adamsburg Borough,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
Westmoreland,Allegheny Township #1 Shearers,President,,REP,Roque Rocky De La Fuente,2,0,2,0,4
Westmoreland,Allegheny Township #2 Mckees,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
Westmoreland,Allegheny Township #3 Sobers,President,,REP,Roque Rocky De La Fuente,3,0,0,0,3
Westmoreland,Allegheny Township #4 Stewarts,President,,REP,Roque Rocky De La Fuente,1,1,0,0,2
Westmoreland,Allegheny Township #5 Bellvue,President,,REP,Roque Rocky De La Fuente,0,0,1,0,1
Westmoreland,City Of Arnold - 1-1,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
Westmoreland,City Of Arnold - 1-2,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
Westmoreland,City Of Arnold - 2-1,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
Westmoreland,City Of Arnold - 2-2,President,,REP,Roque Rocky De La Fuente,0,0,1,0,1
Westmoreland,City Of Arnold - 2-3,President,,REP,Roque Rocky De La Fuente,0,2,0,0,2
Westmoreland,Arona Borough,President,,REP,Roque Rocky De La Fuente,0,2,0,0,2
Westmoreland,Avonmore Borough,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
Westmoreland,Bell Township - Perrysville,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
Westmoreland,Bell Township - Roaring Run,President,,REP,Roque Rocky De La Fuente,0,1,0,0,1
Westmoreland,Bell Township - Salina,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
Westmoreland,Bolivar Borough,President,,REP,Roque Rocky De La Fuente,1,0,0,0,1
Westmoreland,Cook Township,President,,REP,Roque Rocky De La Fuente,1,2,1,0,4
Westmoreland,Delmont Borough,President,,REP,Roque Rocky De La Fuente,1,2,1,0,4
Westmoreland,Derry Borough - 1St Ward,President,,REP,Roque Rocky De La Fuente,2,1,0,0,3
Westmoreland,Derry Borough - 2Nd Ward,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
Westmoreland,Derry Borough - 3Rd Ward,President,,REP,Roque Rocky De La Fuente,1,1,0,0,2
Westmoreland,Derry Borough - 4Th Ward,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
Westmoreland,Derry Township - Alters,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
Westmoreland,Derry Township - Bradenville,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
Westmoreland,Derry Township - Cokeville,President,,REP,Roque Rocky De La Fuente,0,1,0,0,1
Westmoreland,Derry Township - Cooperstown,President,,REP,Roque Rocky De La Fuente,1,0,0,0,1
Westmoreland,Derry Township - Kingston,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
Westmoreland,Derry Township - Loyalhanna,President,,REP,Roque Rocky De La Fuente,0,1,0,0,1
Westmoreland,Derry Township - Millwood,President,,REP,Roque Rocky De La Fuente,2,4,0,0,6
Westmoreland,Derry Township - New Derry,President,,REP,Roque Rocky De La Fuente,1,0,0,0,1
Westmoreland,Derry Township - Peanut,President,,REP,Roque Rocky De La Fuente,0,1,0,0,1
Westmoreland,Derry Township - Saxman,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
Westmoreland,Derry Township - Scalp Level,President,,REP,Roque Rocky De La Fuente,1,0,0,0,1
Westmoreland,Derry Township - Simpsons,President,,REP,Roque Rocky De La Fuente,0,0,0,0,0
