county,precinct,office,district,party,candidate,election_day,absentee,mail,provisional,votes
Bradford,NEW ALBANY BOROUGH,Auditor General,,GRN,Olivia Faison,1,0,0,0,1
Bradford,ORWELL TOWNSHIP,Auditor General,,GRN,Olivia Faison,3,0,0,0,3
Bradford,OVERTON TOWNSHIP,Auditor General,,GRN,Olivia Faison,2,0,0,0,2
Bradford,PIKE TOWNSHIP,Auditor General,,GRN,Olivia Faison,2,0,1,0,3
Bradford,RIDGEBURY TOWNSHIP,Auditor General,,GRN,Olivia Faison,7,0,1,0,8
Bradford,ROME BOROUGH,Auditor General,,GRN,Olivia Faison,1,1,2,0,4
Bradford,ROME TOWNSHIP,Auditor General,,GRN,Olivia Faison,2,0,0,0,2
Bradford,SAYRE BOROUGH 1ST WARD,Auditor General,,GRN,Olivia Faison,1,0,0,0,1
Bradford,SAYRE BOROUGH 2ND WARD,Auditor General,,GRN,Olivia Faison,9,1,5,0,15
Bradford,SAYRE BOROUGH 3RD WARD,Auditor General,,GRN,Olivia Faison,2,1,0,0,3
Bradford,SAYRE BOROUGH 4TH WARD,Auditor General,,GRN,Olivia Faison,4,0,0,0,4
Bradford,SAYRE BOROUGH 5TH WARD,Auditor General,,GRN,Olivia Faison,2,0,0,0,2
Bradford,SHESHEQUIN TOWNSHIP,Auditor General,,GRN,Olivia Faison,3,1,0,0,4
Bradford,SMITHFIELD TOWNSHIP,Auditor General,,GRN,Olivia Faison,6,0,1,0,7
Bradford,SOUTH CREEK TOWNSHIP,Auditor General,,GRN,Olivia Faison,7,1,1,0,9
Bradford,SOUTH WAVERLY BOROUGH,Auditor General,,GRN,Olivia Faison,5,1,0,0,6
Bradford,SPRINGFIELD TOWNSHIP,Auditor General,,GRN,Olivia Faison,2,0,1,0,3
Bradford,STANDING STONE TOWNSHIP,Auditor General,,GRN,Olivia Faison,5,0,0,0,5
Bradford,STEVENS TOWNSHIP,Auditor General,,GRN,Olivia Faison,3,1,1,0,5
Bradford,SYLVANIA BOROUGH,Auditor General,,GRN,Olivia Faison,3,0,0,0,3
Bradford,TERRY TOWNSHIP,Auditor General,,GRN,Olivia Faison,6,1,0,0,7
Bradford,TOWANDA BOROUGH 1ST WARD,Auditor General,,GRN,Olivia Faison,3,2,1,0,6
Bradford,TOWANDA BOROUGH 2ND WARD,Auditor General,,GRN,Olivia Faison,4,0,1,0,5
Bradford,TOWANDA BOROUGH 3RD WARD,Auditor General,,GRN,Olivia Faison,4,0,3,0,7
Bradford,TOWANDA TOWNSHIP,Auditor General,,GRN,Olivia Faison,5,0,0,0,5
Bradford,NORTH TOWANDA TOWNSHIP,Auditor General,,GRN,Olivia Faison,5,0,3,0,8
Bradford,TROY BOROUGH,Auditor General,,GRN,Olivia Faison,4,1,3,0,8
Bradford,TROY TOWNSHIP,Auditor General,,GRN,Olivia Faison,6,0,0,0,6
Bradford,TUSCARORA TOWNSHIP,Auditor General,,GRN,Olivia Faison,7,0,1,0,8
Bradford,ULSTER TOWNSHIP,Auditor General,,GRN,Olivia Faison,4,0,2,0,6
Bradford,WARREN TOWNSHIP,Auditor General,,GRN,Olivia Faison,2,0,0,0,2
Bradford,WELLS TOWNSHIP,Auditor General,,GRN,Olivia Faison,11,1,0,0,12
Bradford,WILMOT TOWNSHIP,Auditor General,,GRN,Olivia Faison,3,0,0,0,3
Bradford,WINDHAM TOWNSHIP,Auditor General,,GRN,Olivia Faison,2,0,0,1,3
Bradford,WYALUSING BOROUGH,Auditor General,,GRN,Olivia Faison,0,0,3,0,3
Bradford,WYALUSING TOWNSHIP,Auditor General,,GRN,Olivia Faison,6,1,0,0,7
Bradford,WYSOX TOWNSHIP,Auditor General,,GRN,Olivia Faison,6,2,3,0,11
Bradford,ALBA BOROUGH,Auditor General,,,Write-ins,1,0,0,0,1
Bradford,ALBANY TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,ARMENIA TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,ASYLUM TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,ATHENS BOROUGH 1ST WARD,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,ATHENS BOROUGH 2ND WARD,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,ATHENS BOROUGH 3RD WARD,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,ATHENS BOROUGH 4TH WARD,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,BURLINGTON BOROUGH,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,BURLINGTON TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,WEST BURLINGTON TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,CANTON BOROUGH,Auditor General,,,Write-ins,1,0,0,0,1
Bradford,CANTON TOWNSHIP,Auditor General,,,Write-ins,0,0,1,0,1
Bradford,COLUMBIA TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,FRANKLIN TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,GRANVILLE TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,HERRICK TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,LERAYSVILLE BOROUGH,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,LEROY TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,LITCHFIELD TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,MONROE BOROUGH,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,MONROE TOWNSHIP,Auditor General,,,Write-ins,0,0,1,0,1
Bradford,NEW ALBANY BOROUGH,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,ORWELL TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,OVERTON TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,PIKE TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,RIDGEBURY TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,ROME BOROUGH,Auditor General,,,Write-ins,1,0,0,0,1
Bradford,ROME TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,SAYRE BOROUGH 1ST WARD,Auditor General,,,Write-ins,1,0,0,0,1
Bradford,SAYRE BOROUGH 2ND WARD,Auditor General,,,Write-ins,0,0,1,0,1
Bradford,SAYRE BOROUGH 3RD WARD,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,SAYRE BOROUGH 4TH WARD,Auditor General,,,Write-ins,1,0,0,0,1
Bradford,SAYRE BOROUGH 5TH WARD,Auditor General,,,Write-ins,1,0,0,0,1
Bradford,SHESHEQUIN TOWNSHIP,Auditor General,,,Write-ins,0,1,0,0,1
Bradford,SMITHFIELD TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,SOUTH CREEK TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,SOUTH WAVERLY BOROUGH,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,SPRINGFIELD TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,STANDING STONE TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,STEVENS TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,SYLVANIA BOROUGH,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,TERRY TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,TOWANDA BOROUGH 1ST WARD,Auditor General,,,Write-ins,0,0,1,0,1
Bradford,TOWANDA BOROUGH 2ND WARD,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,TOWANDA BOROUGH 3RD WARD,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,TOWANDA TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,NORTH TOWANDA TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,TROY BOROUGH,Auditor General,,,Write-ins,1,0,0,0,1
Bradford,TROY TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,TUSCARORA TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,ULSTER TOWNSHIP,Auditor General,,,Write-ins,0,0,1,0,1
Bradford,WARREN TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,WELLS TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,WILMOT TOWNSHIP,Auditor General,,,Write-ins,1,0,0,0,1
Bradford,WINDHAM TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,WYALUSING BOROUGH,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,WYALUSING TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,WYSOX TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0,0
Bradford,ALBA BOROUGH,State Treasurer,,DEM,Joe Torsella,3,1,3,0,7
Bradford,ALBANY TOWNSHIP,State Treasurer,,DEM,Joe Torsella,38,7,33,1,79
Bradford,ARMENIA TOWNSHIP,State Treasurer,,DEM,Joe Torsella,7,2,4,0,13
Bradford,ASYLUM TOWNSHIP,State Treasurer,,DEM,Joe Torsella,52,2,44,0,98
Bradford,ATHENS BOROUGH 1ST WARD,State Treasurer,,DEM,Joe Torsella,55,2,39,1,97
Bradford,ATHENS BOROUGH 2ND WARD,State Treasurer,,DEM,Joe Torsella,49,2,33,2,86
Bradford,ATHENS BOROUGH 3RD WARD,State Treasurer,,DEM,Joe Torsella,66,9,52,6,133
Bradford,ATHENS BOROUGH 4TH WARD,State Treasurer,,DEM,Joe Torsella,74,5,50,0,129
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,State Treasurer,,DEM,Joe Torsella,132,14,126,1,273
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,State Treasurer,,DEM,Joe Torsella,152,47,253,3,455
Bradford,BURLINGTON BOROUGH,State Treasurer,,DEM,Joe Torsella,7,0,5,0,12
Bradford,BURLINGTON TOWNSHIP,State Treasurer,,DEM,Joe Torsella,33,3,32,4,72
Bradford,WEST BURLINGTON TOWNSHIP,State Treasurer,,DEM,Joe Torsella,30,3,11,3,47
Bradford,CANTON BOROUGH,State Treasurer,,DEM,Joe Torsella,80,16,52,1,149
Bradford,CANTON TOWNSHIP,State Treasurer,,DEM,Joe Torsella,73,6,46,2,127
Bradford,COLUMBIA TOWNSHIP,State Treasurer,,DEM,Joe Torsella,68,5,37,1,111
Bradford,FRANKLIN TOWNSHIP,State Treasurer,,DEM,Joe Torsella,22,5,15,1,43
Bradford,GRANVILLE TOWNSHIP,State Treasurer,,DEM,Joe Torsella,37,8,24,0,69
Bradford,HERRICK TOWNSHIP,State Treasurer,,DEM,Joe Torsella,41,4,20,1,66
Bradford,LERAYSVILLE BOROUGH,State Treasurer,,DEM,Joe Torsella,9,1,12,0,22
Bradford,LEROY TOWNSHIP,State Treasurer,,DEM,Joe Torsella,37,1,18,0,56
Bradford,LITCHFIELD TOWNSHIP,State Treasurer,,DEM,Joe Torsella,45,10,34,0,89
Bradford,MONROE BOROUGH,State Treasurer,,DEM,Joe Torsella,29,4,27,1,61
Bradford,MONROE TOWNSHIP,State Treasurer,,DEM,Joe Torsella,62,3,31,3,99
Bradford,NEW ALBANY BOROUGH,State Treasurer,,DEM,Joe Torsella,17,0,4,2,23
Bradford,ORWELL TOWNSHIP,State Treasurer,,DEM,Joe Torsella,74,8,37,3,122
Bradford,OVERTON TOWNSHIP,State Treasurer,,DEM,Joe Torsella,13,0,8,0,21
Bradford,PIKE TOWNSHIP,State Treasurer,,DEM,Joe Torsella,29,3,14,0,46
Bradford,RIDGEBURY TOWNSHIP,State Treasurer,,DEM,Joe Torsella,95,13,79,0,187
Bradford,ROME BOROUGH,State Treasurer,,DEM,Joe Torsella,13,1,9,0,23
Bradford,ROME TOWNSHIP,State Treasurer,,DEM,Joe Torsella,45,2,29,0,76
Bradford,SAYRE BOROUGH 1ST WARD,State Treasurer,,DEM,Joe Torsella,73,7,69,0,149
Bradford,SAYRE BOROUGH 2ND WARD,State Treasurer,,DEM,Joe Torsella,194,22,176,7,399
Bradford,SAYRE BOROUGH 3RD WARD,State Treasurer,,DEM,Joe Torsella,44,4,17,2,67
Bradford,SAYRE BOROUGH 4TH WARD,State Treasurer,,DEM,Joe Torsella,136,15,79,5,235
Bradford,SAYRE BOROUGH 5TH WARD,State Treasurer,,DEM,Joe Torsella,18,2,16,0,36
Bradford,SHESHEQUIN TOWNSHIP,State Treasurer,,DEM,Joe Torsella,48,5,47,3,103
Bradford,SMITHFIELD TOWNSHIP,State Treasurer,,DEM,Joe Torsella,63,7,59,2,131
Bradford,SOUTH CREEK TOWNSHIP,State Treasurer,,DEM,Joe Torsella,52,5,38,0,95
Bradford,SOUTH WAVERLY BOROUGH,State Treasurer,,DEM,Joe Torsella,102,7,69,0,178
Bradford,SPRINGFIELD TOWNSHIP,State Treasurer,,DEM,Joe Torsella,69,11,49,0,129
Bradford,STANDING STONE TOWNSHIP,State Treasurer,,DEM,Joe Torsella,33,2,19,2,56
Bradford,STEVENS TOWNSHIP,State Treasurer,,DEM,Joe Torsella,21,3,16,1,41
Bradford,SYLVANIA BOROUGH,State Treasurer,,DEM,Joe Torsella,10,2,13,0,25
Bradford,TERRY TOWNSHIP,State Treasurer,,DEM,Joe Torsella,40,4,35,0,79
Bradford,TOWANDA BOROUGH 1ST WARD,State Treasurer,,DEM,Joe Torsella,29,3,25,0,57
Bradford,TOWANDA BOROUGH 2ND WARD,State Treasurer,,DEM,Joe Torsella,62,10,48,1,121
Bradford,TOWANDA BOROUGH 3RD WARD,State Treasurer,,DEM,Joe Torsella,94,19,65,0,178
Bradford,TOWANDA TOWNSHIP,State Treasurer,,DEM,Joe Torsella,62,5,52,0,119
Bradford,NORTH TOWANDA TOWNSHIP,State Treasurer,,DEM,Joe Torsella,52,6,72,2,132
Bradford,TROY BOROUGH,State Treasurer,,DEM,Joe Torsella,104,5,51,3,163
Bradford,TROY TOWNSHIP,State Treasurer,,DEM,Joe Torsella,79,14,61,3,157
Bradford,TUSCARORA TOWNSHIP,State Treasurer,,DEM,Joe Torsella,49,5,27,0,81
Bradford,ULSTER TOWNSHIP,State Treasurer,,DEM,Joe Torsella,57,6,45,1,109
Bradford,WARREN TOWNSHIP,State Treasurer,,DEM,Joe Torsella,45,8,31,1,85
Bradford,WELLS TOWNSHIP,State Treasurer,,DEM,Joe Torsella,66,6,50,1,123
Bradford,WILMOT TOWNSHIP,State Treasurer,,DEM,Joe Torsella,61,6,44,0,111
Bradford,WINDHAM TOWNSHIP,State Treasurer,,DEM,Joe Torsella,48,2,27,0,77
Bradford,WYALUSING BOROUGH,State Treasurer,,DEM,Joe Torsella,46,8,27,0,81
Bradford,WYALUSING TOWNSHIP,State Treasurer,,DEM,Joe Torsella,50,8,46,1,105
Bradford,WYSOX TOWNSHIP,State Treasurer,,DEM,Joe Torsella,70,8,74,0,152
Bradford,ALBA BOROUGH,State Treasurer,,REP,Stacy L. Garrity,64,1,1,1,67
Bradford,ALBANY TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,332,12,29,3,376
Bradford,ARMENIA TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,86,1,3,0,90
Bradford,ASYLUM TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,350,10,50,2,412
Bradford,ATHENS BOROUGH 1ST WARD,State Treasurer,,REP,Stacy L. Garrity,149,10,20,3,182
Bradford,ATHENS BOROUGH 2ND WARD,State Treasurer,,REP,Stacy L. Garrity,127,6,13,2,148
Bradford,ATHENS BOROUGH 3RD WARD,State Treasurer,,REP,Stacy L. Garrity,221,1,27,10,259
Bradford,ATHENS BOROUGH 4TH WARD,State Treasurer,,REP,Stacy L. Garrity,261,8,47,0,316
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,State Treasurer,,REP,Stacy L. Garrity,618,31,107,9,765
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,State Treasurer,,REP,Stacy L. Garrity,707,44,216,18,985
Bradford,BURLINGTON BOROUGH,State Treasurer,,REP,Stacy L. Garrity,42,1,4,0,47
Bradford,BURLINGTON TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,255,12,35,1,303
Bradford,WEST BURLINGTON TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,185,5,11,3,204
Bradford,CANTON BOROUGH,State Treasurer,,REP,Stacy L. Garrity,489,12,42,7,550
Bradford,CANTON TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,690,34,72,11,807
Bradford,COLUMBIA TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,373,10,39,5,427
Bradford,FRANKLIN TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,226,8,20,2,256
Bradford,GRANVILLE TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,318,17,25,1,361
Bradford,HERRICK TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,279,9,45,2,335
Bradford,LERAYSVILLE BOROUGH,State Treasurer,,REP,Stacy L. Garrity,95,4,5,0,104
Bradford,LEROY TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,236,8,15,14,273
Bradford,LITCHFIELD TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,506,23,67,8,604
Bradford,MONROE BOROUGH,State Treasurer,,REP,Stacy L. Garrity,149,8,16,3,176
Bradford,MONROE TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,374,14,43,6,437
Bradford,NEW ALBANY BOROUGH,State Treasurer,,REP,Stacy L. Garrity,72,4,1,2,79
Bradford,ORWELL TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,416,14,63,8,501
Bradford,OVERTON TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,101,0,7,3,111
Bradford,PIKE TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,225,8,34,2,269
Bradford,RIDGEBURY TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,612,19,74,9,714
Bradford,ROME BOROUGH,State Treasurer,,REP,Stacy L. Garrity,101,8,5,1,115
Bradford,ROME TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,391,12,48,8,459
Bradford,SAYRE BOROUGH 1ST WARD,State Treasurer,,REP,Stacy L. Garrity,149,11,26,3,189
Bradford,SAYRE BOROUGH 2ND WARD,State Treasurer,,REP,Stacy L. Garrity,533,24,92,8,657
Bradford,SAYRE BOROUGH 3RD WARD,State Treasurer,,REP,Stacy L. Garrity,142,5,15,3,165
Bradford,SAYRE BOROUGH 4TH WARD,State Treasurer,,REP,Stacy L. Garrity,358,8,37,9,412
Bradford,SAYRE BOROUGH 5TH WARD,State Treasurer,,REP,Stacy L. Garrity,68,3,2,4,77
Bradford,SHESHEQUIN TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,420,15,56,13,504
Bradford,SMITHFIELD TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,559,14,71,14,658
Bradford,SOUTH CREEK TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,443,10,36,10,499
Bradford,SOUTH WAVERLY BOROUGH,State Treasurer,,REP,Stacy L. Garrity,324,11,43,0,378
Bradford,SPRINGFIELD TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,437,9,32,8,486
Bradford,STANDING STONE TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,191,10,24,5,230
Bradford,STEVENS TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,170,4,7,6,187
Bradford,SYLVANIA BOROUGH,State Treasurer,,REP,Stacy L. Garrity,64,0,6,0,70
Bradford,TERRY TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,336,12,34,4,386
Bradford,TOWANDA BOROUGH 1ST WARD,State Treasurer,,REP,Stacy L. Garrity,156,8,18,1,183
Bradford,TOWANDA BOROUGH 2ND WARD,State Treasurer,,REP,Stacy L. Garrity,189,6,33,4,232
Bradford,TOWANDA BOROUGH 3RD WARD,State Treasurer,,REP,Stacy L. Garrity,296,22,48,2,368
Bradford,TOWANDA TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,268,8,38,4,318
Bradford,NORTH TOWANDA TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,223,12,89,10,334
Bradford,TROY BOROUGH,State Treasurer,,REP,Stacy L. Garrity,303,12,34,8,357
Bradford,TROY TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,572,23,77,15,687
Bradford,TUSCARORA TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,405,17,25,10,457
Bradford,ULSTER TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,423,15,34,13,485
Bradford,WARREN TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,396,20,35,6,457
Bradford,WELLS TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,420,13,36,3,472
Bradford,WILMOT TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,443,9,47,10,509
Bradford,WINDHAM TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,297,8,46,5,356
Bradford,WYALUSING BOROUGH,State Treasurer,,REP,Stacy L. Garrity,156,5,23,5,189
Bradford,WYALUSING TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,481,17,51,7,556
Bradford,WYSOX TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,462,22,94,7,585
Bradford,ALBA BOROUGH,State Treasurer,,LBT,Joe Soloski,2,0,0,0,2
Bradford,ALBANY TOWNSHIP,State Treasurer,,LBT,Joe Soloski,4,0,3,0,7
Bradford,ARMENIA TOWNSHIP,State Treasurer,,LBT,Joe Soloski,2,0,0,0,2
Bradford,ASYLUM TOWNSHIP,State Treasurer,,LBT,Joe Soloski,6,0,1,0,7
Bradford,ATHENS BOROUGH 1ST WARD,State Treasurer,,LBT,Joe Soloski,8,0,2,0,10
Bradford,ATHENS BOROUGH 2ND WARD,State Treasurer,,LBT,Joe Soloski,5,0,0,0,5
Bradford,ATHENS BOROUGH 3RD WARD,State Treasurer,,LBT,Joe Soloski,8,0,1,0,9
Bradford,ATHENS BOROUGH 4TH WARD,State Treasurer,,LBT,Joe Soloski,12,0,0,0,12
Bradford,ATHENS TOWNSHIP 1ST DISTRICT,State Treasurer,,LBT,Joe Soloski,12,2,5,0,19
Bradford,ATHENS TOWNSHIP 2ND DISTRICT,State Treasurer,,LBT,Joe Soloski,21,5,13,0,39
Bradford,BURLINGTON BOROUGH,State Treasurer,,LBT,Joe Soloski,2,0,1,0,3
Bradford,BURLINGTON TOWNSHIP,State Treasurer,,LBT,Joe Soloski,2,0,2,0,4
Bradford,WEST BURLINGTON TOWNSHIP,State Treasurer,,LBT,Joe Soloski,2,0,1,0,3
Bradford,CANTON BOROUGH,State Treasurer,,LBT,Joe Soloski,9,0,6,0,15
Bradford,CANTON TOWNSHIP,State Treasurer,,LBT,Joe Soloski,4,1,1,0,6
Bradford,COLUMBIA TOWNSHIP,State Treasurer,,LBT,Joe Soloski,10,2,3,0,15
Bradford,FRANKLIN TOWNSHIP,State Treasurer,,LBT,Joe Soloski,4,0,1,0,5
Bradford,GRANVILLE TOWNSHIP,State Treasurer,,LBT,Joe Soloski,5,1,1,0,7
Bradford,HERRICK TOWNSHIP,State Treasurer,,LBT,Joe Soloski,6,1,2,0,9
Bradford,LERAYSVILLE BOROUGH,State Treasurer,,LBT,Joe Soloski,2,0,0,0,2
Bradford,LEROY TOWNSHIP,State Treasurer,,LBT,Joe Soloski,8,0,0,0,8
Bradford,LITCHFIELD TOWNSHIP,State Treasurer,,LBT,Joe Soloski,11,0,0,2,13
Bradford,MONROE BOROUGH,State Treasurer,,LBT,Joe Soloski,3,0,1,0,4
Bradford,MONROE TOWNSHIP,State Treasurer,,LBT,Joe Soloski,11,0,3,0,14
Bradford,NEW ALBANY BOROUGH,State Treasurer,,LBT,Joe Soloski,3,1,0,0,4
Bradford,ORWELL TOWNSHIP,State Treasurer,,LBT,Joe Soloski,5,1,0,1,7
Bradford,OVERTON TOWNSHIP,State Treasurer,,LBT,Joe Soloski,2,0,0,0,2
Bradford,PIKE TOWNSHIP,State Treasurer,,LBT,Joe Soloski,7,1,1,0,9
Bradford,RIDGEBURY TOWNSHIP,State Treasurer,,LBT,Joe Soloski,16,0,4,0,20
Bradford,ROME BOROUGH,State Treasurer,,LBT,Joe Soloski,1,0,2,0,3
Bradford,ROME TOWNSHIP,State Treasurer,,LBT,Joe Soloski,7,3,2,0,12
Bradford,SAYRE BOROUGH 1ST WARD,State Treasurer,,LBT,Joe Soloski,13,0,3,0,16
Bradford,SAYRE BOROUGH 2ND WARD,State Treasurer,,LBT,Joe Soloski,29,0,4,1,34
Bradford,SAYRE BOROUGH 3RD WARD,State Treasurer,,LBT,Joe Soloski,4,0,1,0,5
Bradford,SAYRE BOROUGH 4TH WARD,State Treasurer,,LBT,Joe Soloski,12,0,2,0,14
Bradford,SAYRE BOROUGH 5TH WARD,State Treasurer,,LBT,Joe Soloski,5,0,0,0,5
Bradford,SHESHEQUIN TOWNSHIP,State Treasurer,,LBT,Joe Soloski,14,0,2,0,16
Bradford,SMITHFIELD TOWNSHIP,State Treasurer,,LBT,Joe Soloski,10,1,3,1,15
Bradford,SOUTH CREEK TOWNSHIP,State Treasurer,,LBT,Joe Soloski,13,1,3,0,17
Bradford,SOUTH WAVERLY BOROUGH,State Treasurer,,LBT,Joe Soloski,9,1,2,0,12
Bradford,SPRINGFIELD TOWNSHIP,State Treasurer,,LBT,Joe Soloski,12,0,2,1,15
Bradford,STANDING STONE TOWNSHIP,State Treasurer,,LBT,Joe Soloski,5,0,2,0,7
Bradford,STEVENS TOWNSHIP,State Treasurer,,LBT,Joe Soloski,1,1,1,0,3
Bradford,SYLVANIA BOROUGH,State Treasurer,,LBT,Joe Soloski,2,0,0,0,2
Bradford,TERRY TOWNSHIP,State Treasurer,,LBT,Joe Soloski,7,1,0,0,8
Bradford,TOWANDA BOROUGH 1ST WARD,State Treasurer,,LBT,Joe Soloski,3,0,1,0,4
Bradford,TOWANDA BOROUGH 2ND WARD,State Treasurer,,LBT,Joe Soloski,6,1,0,0,7
Bradford,TOWANDA BOROUGH 3RD WARD,State Treasurer,,LBT,Joe Soloski,13,2,3,0,18
Bradford,TOWANDA TOWNSHIP,State Treasurer,,LBT,Joe Soloski,12,1,4,0,17
Bradford,NORTH TOWANDA TOWNSHIP,State Treasurer,,LBT,Joe Soloski,4,1,2,1,8
Bradford,TROY BOROUGH,State Treasurer,,LBT,Joe Soloski,12,2,1,0,15
Bradford,TROY TOWNSHIP,State Treasurer,,LBT,Joe Soloski,22,0,1,1,24
Bradford,TUSCARORA TOWNSHIP,State Treasurer,,LBT,Joe Soloski,12,2,1,0,15
Bradford,ULSTER TOWNSHIP,State Treasurer,,LBT,Joe Soloski,13,0,1,0,14
Bradford,WARREN TOWNSHIP,State Treasurer,,LBT,Joe Soloski,16,1,4,0,21
Bradford,WELLS TOWNSHIP,State Treasurer,,LBT,Joe Soloski,14,2,0,0,16
Bradford,WILMOT TOWNSHIP,State Treasurer,,LBT,Joe Soloski,11,1,1,0,13
Bradford,WINDHAM TOWNSHIP,State Treasurer,,LBT,Joe Soloski,11,0,0,0,11
Bradford,WYALUSING BOROUGH,State Treasurer,,LBT,Joe Soloski,8,0,2,1,11
Bradford,WYALUSING TOWNSHIP,State Treasurer,,LBT,Joe Soloski,6,1,3,0,10
