county,precinct,office,district,party,candidate,election_day,absentee,provisional,votes
BUCKS,Bristol Twp 1-1,Auditor General,,DEM,Michael Lamb,6,5,0,11
BUCKS,Bristol Twp 1-1,Auditor General,,DEM,Tracie Fountain,9,10,0,19
BUCKS,Bristol Twp 1-1,Auditor General,,DEM,Rose Rosie Marie Davis,6,2,0,8
BUCKS,Bristol Twp 1-1,Auditor General,,DEM,Nina Ahmad,68,55,0,123
BUCKS,Bristol Twp 1-1,Auditor General,,DEM,Christina Hartman,21,20,0,41
BUCKS,Bristol Twp 1-1,Auditor General,,DEM,Write-ins,0,0,0,0
BUCKS,Bristol Twp 1-1,State Treasurer,,DEM,Joe Torsella,107,94,0,201
BUCKS,Bristol Twp 1-1,State Treasurer,,DEM,Write-ins,0,0,0,0
BUCKS,Bristol Twp 1-1,U.S. House,1,DEM,Christina Finello,95,85,0,180
BUCKS,Bristol Twp 1-1,U.S. House,1,DEM,Skylar D. Hurwitz,28,14,0,42
BUCKS,Bristol Twp 1-1,U.S. House,1,DEM,Write-ins,0,0,0,0
BUCKS,Bristol Twp 1-1,General Assembly,141,DEM,Tina Davis,125,96,0,221
BUCKS,Bristol Twp 1-1,General Assembly,141,DEM,Write-ins,2,0,0,2
BUCKS,Bristol Twp 1-1,President,,REP,Donald J. Trump,153,27,0,180
BUCKS,Bristol Twp 1-1,President,,REP,Roque Rocky De La Fuente,2,1,0,3
BUCKS,Bristol Twp 1-1,President,,REP,Bill Weld,3,4,0,7
BUCKS,Bristol Twp 1-1,President,,REP,Write-ins,2,1,0,3
BUCKS,Bristol Twp 1-1,Attorney General,,REP,Heather Heidelbaugh,138,28,0,166
BUCKS,Bristol Twp 1-1,Attorney General,,REP,Write-ins,0,0,0,0
BUCKS,Bristol Twp 1-1,Auditor General,,REP,Timothy Defoor,136,28,0,164
BUCKS,Bristol Twp 1-1,Auditor General,,REP,Write-ins,0,0,0,0
BUCKS,Bristol Twp 1-1,State Treasurer,,REP,Stacy L. Garrity,136,27,0,163
BUCKS,Bristol Twp 1-1,State Treasurer,,REP,Write-ins,0,0,0,0
BUCKS,Bristol Twp 1-1,U.S. House,1,REP,Andy Meehan,58,8,0,66
BUCKS,Bristol Twp 1-1,U.S. House,1,REP,Brian Fitzpatrick,102,25,0,127
BUCKS,Bristol Twp 1-1,U.S. House,1,REP,Write-ins,0,0,0,0
BUCKS,Bristol Twp 1-1,General Assembly,141,REP,Kelly Bellerby-Allen,150,30,0,180
BUCKS,Bristol Twp 1-1,General Assembly,141,REP,Write-ins,1,0,0,1
BUCKS,Bristol Twp 1-2,President,,DEM,Bernie Sanders,18,7,1,26
BUCKS,Bristol Twp 1-2,President,,DEM,Joseph R. Biden,74,60,3,137
BUCKS,Bristol Twp 1-2,President,,DEM,Tulsi Gabbard,5,2,0,7
BUCKS,Bristol Twp 1-2,President,,DEM,Write-ins,3,1,0,4
BUCKS,Bristol Twp 1-2,Attorney General,,DEM,Josh Shapiro,88,67,3,158
BUCKS,Bristol Twp 1-2,Attorney General,,DEM,Write-ins,1,0,0,1
BUCKS,Bristol Twp 1-2,Auditor General,,DEM,H. Scott Conklin,3,3,0,6
BUCKS,Bristol Twp 1-2,Auditor General,,DEM,Michael Lamb,2,4,0,6
BUCKS,Bristol Twp 1-2,Auditor General,,DEM,Tracie Fountain,5,4,0,9
BUCKS,Bristol Twp 1-2,Auditor General,,DEM,Rose Rosie Marie Davis,8,4,0,12
BUCKS,Bristol Twp 1-2,Auditor General,,DEM,Nina Ahmad,65,35,3,103
BUCKS,Bristol Twp 1-2,Auditor General,,DEM,Christina Hartman,9,13,0,22
BUCKS,Bristol Twp 1-2,Auditor General,,DEM,Write-ins,2,0,0,2
BUCKS,Bristol Twp 1-2,State Treasurer,,DEM,Joe Torsella,80,64,2,146
BUCKS,Bristol Twp 1-2,State Treasurer,,DEM,Write-ins,2,0,0,2
BUCKS,Bristol Twp 1-2,U.S. House,1,DEM,Christina Finello,80,46,2,128
BUCKS,Bristol Twp 1-2,U.S. House,1,DEM,Skylar D. Hurwitz,15,19,1,35
BUCKS,Bristol Twp 1-2,U.S. House,1,DEM,Write-ins,1,0,0,1
BUCKS,Bristol Twp 1-2,General Assembly,141,DEM,Tina Davis,95,68,4,167
BUCKS,Bristol Twp 1-2,General Assembly,141,DEM,Write-ins,1,0,1,2
BUCKS,Bristol Twp 1-2,President,,REP,Donald J. Trump,79,6,1,86
BUCKS,Bristol Twp 1-2,President,,REP,Roque Rocky De La Fuente,1,0,0,1
BUCKS,Bristol Twp 1-2,President,,REP,Bill Weld,4,1,0,5
BUCKS,Bristol Twp 1-2,President,,REP,Write-ins,2,1,0,3
BUCKS,Bristol Twp 1-2,Attorney General,,REP,Heather Heidelbaugh,82,7,1,90
BUCKS,Bristol Twp 1-2,Attorney General,,REP,Write-ins,1,0,0,1
BUCKS,Bristol Twp 1-2,Auditor General,,REP,Timothy Defoor,76,7,1,84
BUCKS,Bristol Twp 1-2,Auditor General,,REP,Write-ins,1,0,0,1
BUCKS,Bristol Twp 1-2,State Treasurer,,REP,Stacy L. Garrity,79,6,1,86
BUCKS,Bristol Twp 1-2,State Treasurer,,REP,Write-ins,2,1,0,3
BUCKS,Bristol Twp 1-2,U.S. House,1,REP,Andy Meehan,26,3,1,30
BUCKS,Bristol Twp 1-2,U.S. House,1,REP,Brian Fitzpatrick,61,5,0,66
BUCKS,Bristol Twp 1-2,U.S. House,1,REP,Write-ins,1,0,0,1
BUCKS,Bristol Twp 1-2,General Assembly,141,REP,Kelly Bellerby-Allen,84,8,1,93
BUCKS,Bristol Twp 1-2,General Assembly,141,REP,Write-ins,2,0,0,2
BUCKS,Bristol Twp 1-3,President,,DEM,Bernie Sanders,22,10,1,33
BUCKS,Bristol Twp 1-3,President,,DEM,Joseph R. Biden,63,74,7,144
BUCKS,Bristol Twp 1-3,President,,DEM,Tulsi Gabbard,2,2,0,4
BUCKS,Bristol Twp 1-3,President,,DEM,Write-ins,3,0,0,3
BUCKS,Bristol Twp 1-3,Attorney General,,DEM,Josh Shapiro,82,80,6,168
BUCKS,Bristol Twp 1-3,Attorney General,,DEM,Write-ins,0,0,0,0
BUCKS,Bristol Twp 1-3,Auditor General,,DEM,H. Scott Conklin,6,3,0,9
BUCKS,Bristol Twp 1-3,Auditor General,,DEM,Michael Lamb,4,10,0,14
BUCKS,Bristol Twp 1-3,Auditor General,,DEM,Tracie Fountain,4,3,0,7
BUCKS,Bristol Twp 1-3,Auditor General,,DEM,Rose Rosie Marie Davis,11,3,0,14
BUCKS,Bristol Twp 1-3,Auditor General,,DEM,Nina Ahmad,44,51,6,101
BUCKS,Bristol Twp 1-3,Auditor General,,DEM,Christina Hartman,19,15,1,35
BUCKS,Bristol Twp 1-3,Auditor General,,DEM,Write-ins,1,0,0,1
BUCKS,Bristol Twp 1-3,State Treasurer,,DEM,Joe Torsella,76,78,7,161
BUCKS,Bristol Twp 1-3,State Treasurer,,DEM,Write-ins,0,1,0,1
BUCKS,Bristol Twp 1-3,U.S. House,1,DEM,Christina Finello,69,57,6,132
BUCKS,Bristol Twp 1-3,U.S. House,1,DEM,Skylar D. Hurwitz,19,28,1,48
BUCKS,Bristol Twp 1-3,U.S. House,1,DEM,Write-ins,2,0,0,2
BUCKS,Bristol Twp 1-3,General Assembly,141,DEM,Tina Davis,88,85,8,181
BUCKS,Bristol Twp 1-3,General Assembly,141,DEM,Write-ins,1,0,0,1
BUCKS,Bristol Twp 1-3,President,,REP,Donald J. Trump,98,9,3,110
BUCKS,Bristol Twp 1-3,President,,REP,Roque Rocky De La Fuente,1,2,0,3
BUCKS,Bristol Twp 1-3,President,,REP,Bill Weld,4,4,0,8
BUCKS,Bristol Twp 1-3,President,,REP,Write-ins,1,1,0,2
BUCKS,Bristol Twp 1-3,Attorney General,,REP,Heather Heidelbaugh,93,13,3,109
BUCKS,Bristol Twp 1-3,Attorney General,,REP,Write-ins,0,0,0,0
BUCKS,Bristol Twp 1-3,Auditor General,,REP,Timothy Defoor,93,13,3,109
BUCKS,Bristol Twp 1-3,Auditor General,,REP,Write-ins,0,0,0,0
BUCKS,Bristol Twp 1-3,State Treasurer,,REP,Stacy L. Garrity,93,12,3,108
BUCKS,Bristol Twp 1-3,State Treasurer,,REP,Write-ins,0,0,0,0
BUCKS,Bristol Twp 1-3,U.S. House,1,REP,Andy Meehan,59,2,3,64
BUCKS,Bristol Twp 1-3,U.S. House,1,REP,Brian Fitzpatrick,42,14,0,56
BUCKS,Bristol Twp 1-3,U.S. House,1,REP,Write-ins,0,0,0,0
BUCKS,Bristol Twp 1-3,General Assembly,141,REP,Kelly Bellerby-Allen,94,14,3,111
BUCKS,Bristol Twp 1-3,General Assembly,141,REP,Write-ins,2,0,0,2
BUCKS,Bristol Twp 2-1,President,,DEM,Bernie Sanders,24,13,0,37
BUCKS,Bristol Twp 2-1,President,,DEM,Joseph R. Biden,77,75,6,158
BUCKS,Bristol Twp 2-1,President,,DEM,Tulsi Gabbard,2,1,0,3
BUCKS,Bristol Twp 2-1,President,,DEM,Write-ins,4,3,0,7
BUCKS,Bristol Twp 2-1,Attorney General,,DEM,Josh Shapiro,96,88,6,190
BUCKS,Bristol Twp 2-1,Attorney General,,DEM,Write-ins,2,0,0,2
BUCKS,Bristol Twp 2-1,Auditor General,,DEM,H. Scott Conklin,7,4,0,11
BUCKS,Bristol Twp 2-1,Auditor General,,DEM,Michael Lamb,6,7,0,13
BUCKS,Bristol Twp 2-1,Auditor General,,DEM,Tracie Fountain,5,4,1,10
BUCKS,Bristol Twp 2-1,Auditor General,,DEM,Rose Rosie Marie Davis,9,6,0,15
BUCKS,Bristol Twp 2-1,Auditor General,,DEM,Nina Ahmad,67,48,3,118
BUCKS,Bristol Twp 2-1,Auditor General,,DEM,Christina Hartman,9,16,2,27
BUCKS,Bristol Twp 2-1,Auditor General,,DEM,Write-ins,3,0,0,3
BUCKS,Bristol Twp 2-1,State Treasurer,,DEM,Joe Torsella,97,84,6,187
BUCKS,Bristol Twp 2-1,State Treasurer,,DEM,Write-ins,2,0,0,2
BUCKS,Bristol Twp 2-1,U.S. House,1,DEM,Christina Finello,79,70,5,154
BUCKS,Bristol Twp 2-1,U.S. House,1,DEM,Skylar D. Hurwitz,26,19,1,46
BUCKS,Bristol Twp 2-1,U.S. House,1,DEM,Write-ins,2,0,0,2
BUCKS,Bristol Twp 2-1,General Assembly,141,DEM,Tina Davis,103,90,6,199
BUCKS,Bristol Twp 2-1,General Assembly,141,DEM,Write-ins,4,0,0,4
BUCKS,Bristol Twp 2-1,President,,REP,Donald J. Trump,62,7,4,73
BUCKS,Bristol Twp 2-1,President,,REP,Roque Rocky De La Fuente,1,0,0,1
BUCKS,Bristol Twp 2-1,President,,REP,Bill Weld,2,5,0,7
BUCKS,Bristol Twp 2-1,President,,REP,Write-ins,2,1,0,3
BUCKS,Bristol Twp 2-1,Attorney General,,REP,Heather Heidelbaugh,55,12,1,68
BUCKS,Bristol Twp 2-1,Attorney General,,REP,Write-ins,1,0,0,1
BUCKS,Bristol Twp 2-1,Auditor General,,REP,Timothy Defoor,56,11,2,69
BUCKS,Bristol Twp 2-1,Auditor General,,REP,Write-ins,1,0,0,1
BUCKS,Bristol Twp 2-1,State Treasurer,,REP,Stacy L. Garrity,55,11,1,67
BUCKS,Bristol Twp 2-1,State Treasurer,,REP,Write-ins,1,0,0,1
BUCKS,Bristol Twp 2-1,U.S. House,1,REP,Andy Meehan,41,3,2,46
BUCKS,Bristol Twp 2-1,U.S. House,1,REP,Brian Fitzpatrick,24,12,2,38
BUCKS,Bristol Twp 2-1,U.S. House,1,REP,Write-ins,1,0,0,1
BUCKS,Bristol Twp 2-1,General Assembly,141,REP,Kelly Bellerby-Allen,59,14,1,74
BUCKS,Bristol Twp 2-1,General Assembly,141,REP,Write-ins,1,0,0,1
BUCKS,Bristol Twp 2-2,President,,DEM,Bernie Sanders,11,11,0,22
BUCKS,Bristol Twp 2-2,President,,DEM,Joseph R. Biden,43,31,1,75
BUCKS,Bristol Twp 2-2,President,,DEM,Tulsi Gabbard,1,2,0,3
BUCKS,Bristol Twp 2-2,President,,DEM,Write-ins,4,0,0,4
BUCKS,Bristol Twp 2-2,Attorney General,,DEM,Josh Shapiro,46,35,1,82
BUCKS,Bristol Twp 2-2,Attorney General,,DEM,Write-ins,1,1,0,2
BUCKS,Bristol Twp 2-2,Auditor General,,DEM,H. Scott Conklin,2,0,0,2
BUCKS,Bristol Twp 2-2,Auditor General,,DEM,Michael Lamb,4,10,0,14
BUCKS,Bristol Twp 2-2,Auditor General,,DEM,Tracie Fountain,2,5,0,7
BUCKS,Bristol Twp 2-2,Auditor General,,DEM,Rose Rosie Marie Davis,3,1,0,4
BUCKS,Bristol Twp 2-2,Auditor General,,DEM,Nina Ahmad,29,19,1,49
BUCKS,Bristol Twp 2-2,Auditor General,,DEM,Christina Hartman,8,3,0,11
BUCKS,Bristol Twp 2-2,Auditor General,,DEM,Write-ins,0,0,0,0
BUCKS,Bristol Twp 2-2,State Treasurer,,DEM,Joe Torsella,45,34,1,80
BUCKS,Bristol Twp 2-2,State Treasurer,,DEM,Write-ins,0,0,0,0
BUCKS,Bristol Twp 2-2,U.S. House,1,DEM,Christina Finello,37,30,1,68
BUCKS,Bristol Twp 2-2,U.S. House,1,DEM,Skylar D. Hurwitz,10,13,0,23
BUCKS,Bristol Twp 2-2,U.S. House,1,DEM,Write-ins,2,0,0,2
BUCKS,Bristol Twp 2-2,General Assembly,141,DEM,Tina Davis,55,44,1,100
BUCKS,Bristol Twp 2-2,General Assembly,141,DEM,Write-ins,1,0,0,1
BUCKS,Bristol Twp 2-2,President,,REP,Donald J. Trump,34,10,4,48
BUCKS,Bristol Twp 2-2,President,,REP,Roque Rocky De La Fuente,1,0,0,1
BUCKS,Bristol Twp 2-2,President,,REP,Bill Weld,1,4,0,5
BUCKS,Bristol Twp 2-2,President,,REP,Write-ins,1,0,0,1
BUCKS,Bristol Twp 2-2,Attorney General,,REP,Heather Heidelbaugh,33,13,4,50
BUCKS,Bristol Twp 2-2,Attorney General,,REP,Write-ins,0,0,0,0
BUCKS,Bristol Twp 2-2,Auditor General,,REP,Timothy Defoor,33,13,4,50
BUCKS,Bristol Twp 2-2,Auditor General,,REP,Write-ins,0,0,0,0
BUCKS,Bristol Twp 2-2,State Treasurer,,REP,Stacy L. Garrity,33,12,4,49
BUCKS,Bristol Twp 2-2,State Treasurer,,REP,Write-ins,0,0,0,0
BUCKS,Bristol Twp 2-2,U.S. House,1,REP,Andy Meehan,22,1,2,25
BUCKS,Bristol Twp 2-2,U.S. House,1,REP,Brian Fitzpatrick,16,14,2,32
BUCKS,Bristol Twp 2-2,U.S. House,1,REP,Write-ins,0,0,0,0
BUCKS,Bristol Twp 2-2,General Assembly,141,REP,Kelly Bellerby-Allen,34,15,4,53
BUCKS,Bristol Twp 2-2,General Assembly,141,REP,Write-ins,1,0,0,1
BUCKS,Bristol Twp 2-3,President,,DEM,Bernie Sanders,12,13,3,28
BUCKS,Bristol Twp 2-3,President,,DEM,Joseph R. Biden,51,99,6,156
BUCKS,Bristol Twp 2-3,President,,DEM,Tulsi Gabbard,1,2,0,3
BUCKS,Bristol Twp 2-3,President,,DEM,Write-ins,0,0,0,0
BUCKS,Bristol Twp 2-3,Attorney General,,DEM,Josh Shapiro,53,98,9,160
BUCKS,Bristol Twp 2-3,Attorney General,,DEM,Write-ins,0,0,0,0
BUCKS,Bristol Twp 2-3,Auditor General,,DEM,H. Scott Conklin,3,4,1,8
BUCKS,Bristol Twp 2-3,Auditor General,,DEM,Michael Lamb,1,11,0,12
BUCKS,Bristol Twp 2-3,Auditor General,,DEM,Tracie Fountain,2,5,1,8
BUCKS,Bristol Twp 2-3,Auditor General,,DEM,Rose Rosie Marie Davis,7,6,0,13
BUCKS,Bristol Twp 2-3,Auditor General,,DEM,Nina Ahmad,38,61,6,105
BUCKS,Bristol Twp 2-3,Auditor General,,DEM,Christina Hartman,6,13,0,19
BUCKS,Bristol Twp 2-3,Auditor General,,DEM,Write-ins,0,0,0,0
BUCKS,Bristol Twp 2-3,State Treasurer,,DEM,Joe Torsella,51,98,7,156
BUCKS,Bristol Twp 2-3,State Treasurer,,DEM,Write-ins,0,0,0,0
BUCKS,Bristol Twp 2-3,U.S. House,1,DEM,Christina Finello,46,78,8,132
BUCKS,Bristol Twp 2-3,U.S. House,1,DEM,Skylar D. Hurwitz,14,26,0,40
BUCKS,Bristol Twp 2-3,U.S. House,1,DEM,Write-ins,0,0,0,0
BUCKS,Bristol Twp 2-3,General Assembly,141,DEM,Tina Davis,60,113,9,182
BUCKS,Bristol Twp 2-3,General Assembly,141,DEM,Write-ins,3,0,0,3
BUCKS,Bristol Twp 2-3,President,,REP,Donald J. Trump,45,18,4,67
BUCKS,Bristol Twp 2-3,President,,REP,Roque Rocky De La Fuente,2,0,1,3
BUCKS,Bristol Twp 2-3,President,,REP,Bill Weld,2,4,0,6
BUCKS,Bristol Twp 2-3,President,,REP,Write-ins,0,1,0,1
BUCKS,Bristol Twp 2-3,Attorney General,,REP,Heather Heidelbaugh,42,25,3,70
BUCKS,Bristol Twp 2-3,Attorney General,,REP,Write-ins,0,0,0,0
BUCKS,Bristol Twp 2-3,Auditor General,,REP,Timothy Defoor,40,25,3,68
BUCKS,Bristol Twp 2-3,Auditor General,,REP,Write-ins,0,0,0,0
BUCKS,Bristol Twp 2-3,State Treasurer,,REP,Stacy L. Garrity,39,25,3,67
BUCKS,Bristol Twp 2-3,State Treasurer,,REP,Write-ins,0,0,0,0
BUCKS,Bristol Twp 2-3,U.S. House,1,REP,Andy Meehan,28,3,3,34
BUCKS,Bristol Twp 2-3,U.S. House,1,REP,Brian Fitzpatrick,20,22,2,44
BUCKS,Bristol Twp 2-3,U.S. House,1,REP,Write-ins,0,0,0,0
BUCKS,Bristol Twp 2-3,General Assembly,141,REP,Kelly Bellerby-Allen,41,25,4,70
BUCKS,Bristol Twp 2-3,General Assembly,141,REP,Write-ins,0,0,0,0
BUCKS,Bristol Twp 3-1,President,,DEM,Bernie Sanders,15,12,0,27
BUCKS,Bristol Twp 3-1,President,,DEM,Joseph R. Biden,104,66,5,175
BUCKS,Bristol Twp 3-1,President,,DEM,Tulsi Gabbard,2,3,0,5
BUCKS,Bristol Twp 3-1,President,,DEM,Write-ins,0,1,0,1
BUCKS,Bristol Twp 3-1,Attorney General,,DEM,Josh Shapiro,93,68,5,166
BUCKS,Bristol Twp 3-1,Attorney General,,DEM,Write-ins,1,0,0,1
BUCKS,Bristol Twp 3-1,Auditor General,,DEM,H. Scott Conklin,4,1,0,5
BUCKS,Bristol Twp 3-1,Auditor General,,DEM,Michael Lamb,4,2,0,6
BUCKS,Bristol Twp 3-1,Auditor General,,DEM,Tracie Fountain,1,6,0,7
BUCKS,Bristol Twp 3-1,Auditor General,,DEM,Rose Rosie Marie Davis,6,10,0,16
BUCKS,Bristol Twp 3-1,Auditor General,,DEM,Nina Ahmad,84,48,5,137
BUCKS,Bristol Twp 3-1,Auditor General,,DEM,Christina Hartman,4,7,0,11
BUCKS,Bristol Twp 3-1,Auditor General,,DEM,Write-ins,1,0,0,1
BUCKS,Bristol Twp 3-1,State Treasurer,,DEM,Joe Torsella,92,70,3,165
BUCKS,Bristol Twp 3-1,State Treasurer,,DEM,Write-ins,2,0,0,2
BUCKS,Bristol Twp 3-1,U.S. House,1,DEM,Christina Finello,89,61,5,155
BUCKS,Bristol Twp 3-1,U.S. House,1,DEM,Skylar D. Hurwitz,18,16,0,34
BUCKS,Bristol Twp 3-1,U.S. House,1,DEM,Write-ins,1,0,0,1
BUCKS,Bristol Twp 3-1,General Assembly,141,DEM,Tina Davis,114,81,5,200
BUCKS,Bristol Twp 3-1,General Assembly,141,DEM,Write-ins,1,0,0,1
BUCKS,Bristol Twp 3-1,President,,REP,Donald J. Trump,40,6,1,47
BUCKS,Bristol Twp 3-1,President,,REP,Roque Rocky De La Fuente,1,0,0,1
BUCKS,Bristol Twp 3-1,President,,REP,Bill Weld,3,2,0,5
BUCKS,Bristol Twp 3-1,President,,REP,Write-ins,3,1,0,4
BUCKS,Bristol Twp 3-1,Attorney General,,REP,Heather Heidelbaugh,39,7,1,47
BUCKS,Bristol Twp 3-1,Attorney General,,REP,Write-ins,0,1,0,1
BUCKS,Bristol Twp 3-1,Auditor General,,REP,Timothy Defoor,38,6,1,45
BUCKS,Bristol Twp 3-1,Auditor General,,REP,Write-ins,0,1,0,1
BUCKS,Bristol Twp 3-1,State Treasurer,,REP,Stacy L. Garrity,38,6,1,45
BUCKS,Bristol Twp 3-1,State Treasurer,,REP,Write-ins,1,1,0,2
BUCKS,Bristol Twp 3-1,U.S. House,1,REP,Andy Meehan,21,0,1,22
BUCKS,Bristol Twp 3-1,U.S. House,1,REP,Brian Fitzpatrick,26,8,0,34
BUCKS,Bristol Twp 3-1,U.S. House,1,REP,Write-ins,0,1,0,1
BUCKS,Bristol Twp 3-1,General Assembly,141,REP,Kelly Bellerby-Allen,40,5,1,46
BUCKS,Bristol Twp 3-1,General Assembly,141,REP,Write-ins,0,1,0,1
BUCKS,Bristol Twp 3-2,President,,DEM,Bernie Sanders,15,11,1,27
BUCKS,Bristol Twp 3-2,President,,DEM,Joseph R. Biden,75,87,3,165
BUCKS,Bristol Twp 3-2,President,,DEM,Tulsi Gabbard,2,1,0,3
BUCKS,Bristol Twp 3-2,President,,DEM,Write-ins,5,1,1,7
BUCKS,Bristol Twp 3-2,Attorney General,,DEM,Josh Shapiro,86,97,5,188
BUCKS,Bristol Twp 3-2,Attorney General,,DEM,Write-ins,5,0,0,5
BUCKS,Bristol Twp 3-2,Auditor General,,DEM,H. Scott Conklin,6,4,0,10
BUCKS,Bristol Twp 3-2,Auditor General,,DEM,Michael Lamb,4,7,1,12
BUCKS,Bristol Twp 3-2,Auditor General,,DEM,Tracie Fountain,3,5,0,8
BUCKS,Bristol Twp 3-2,Auditor General,,DEM,Rose Rosie Marie Davis,11,3,1,15
BUCKS,Bristol Twp 3-2,Auditor General,,DEM,Nina Ahmad,57,65,3,125
BUCKS,Bristol Twp 3-2,Auditor General,,DEM,Christina Hartman,9,16,0,25
BUCKS,Bristol Twp 3-2,Auditor General,,DEM,Write-ins,4,0,0,4
BUCKS,Bristol Twp 3-2,State Treasurer,,DEM,Joe Torsella,81,95,4,180
BUCKS,Bristol Twp 3-2,State Treasurer,,DEM,Write-ins,5,1,0,6
BUCKS,Bristol Twp 3-2,U.S. House,1,DEM,Christina Finello,71,74,4,149
BUCKS,Bristol Twp 3-2,U.S. House,1,DEM,Skylar D. Hurwitz,18,23,1,42
BUCKS,Bristol Twp 3-2,U.S. House,1,DEM,Write-ins,5,0,0,5
BUCKS,Bristol Twp 3-2,General Assembly,141,DEM,Tina Davis,90,101,5,196
BUCKS,Bristol Twp 3-2,General Assembly,141,DEM,Write-ins,4,0,0,4
BUCKS,Bristol Twp 3-2,President,,REP,Donald J. Trump,61,22,2,85
BUCKS,Bristol Twp 3-2,President,,REP,Roque Rocky De La Fuente,0,1,0,1
BUCKS,Bristol Twp 3-2,President,,REP,Bill Weld,2,2,0,4
BUCKS,Bristol Twp 3-2,President,,REP,Write-ins,0,2,0,2
BUCKS,Bristol Twp 3-2,Attorney General,,REP,Heather Heidelbaugh,53,24,2,79
BUCKS,Bristol Twp 3-2,Attorney General,,REP,Write-ins,0,0,0,0
BUCKS,Bristol Twp 3-2,Auditor General,,REP,Timothy Defoor,53,24,2,79
BUCKS,Bristol Twp 3-2,Auditor General,,REP,Write-ins,0,0,0,0
BUCKS,Bristol Twp 3-2,State Treasurer,,REP,Stacy L. Garrity,54,23,2,79
BUCKS,Bristol Twp 3-2,State Treasurer,,REP,Write-ins,0,0,0,0
BUCKS,Bristol Twp 3-2,U.S. House,1,REP,Andy Meehan,22,3,0,25
BUCKS,Bristol Twp 3-2,U.S. House,1,REP,Brian Fitzpatrick,42,24,2,68
BUCKS,Bristol Twp 3-2,U.S. House,1,REP,Write-ins,0,0,0,0
BUCKS,Bristol Twp 3-2,General Assembly,141,REP,Kelly Bellerby-Allen,56,26,2,84
BUCKS,Bristol Twp 3-2,General Assembly,141,REP,Write-ins,1,0,0,1
BUCKS,Bristol Twp 3-3,President,,DEM,Bernie Sanders,23,10,1,34
BUCKS,Bristol Twp 3-3,President,,DEM,Joseph R. Biden,59,62,4,125
BUCKS,Bristol Twp 3-3,President,,DEM,Tulsi Gabbard,0,4,0,4
BUCKS,Bristol Twp 3-3,President,,DEM,Write-ins,2,2,0,4
BUCKS,Bristol Twp 3-3,Attorney General,,DEM,Josh Shapiro,70,68,4,142
BUCKS,Bristol Twp 3-3,Attorney General,,DEM,Write-ins,0,4,0,4
BUCKS,Bristol Twp 3-3,Auditor General,,DEM,H. Scott Conklin,7,2,0,9
BUCKS,Bristol Twp 3-3,Auditor General,,DEM,Michael Lamb,3,7,0,10
BUCKS,Bristol Twp 3-3,Auditor General,,DEM,Tracie Fountain,1,6,0,7
BUCKS,Bristol Twp 3-3,Auditor General,,DEM,Rose Rosie Marie Davis,6,8,0,14
BUCKS,Bristol Twp 3-3,Auditor General,,DEM,Nina Ahmad,41,33,2,76
BUCKS,Bristol Twp 3-3,Auditor General,,DEM,Christina Hartman,18,15,0,33
BUCKS,Bristol Twp 3-3,Auditor General,,DEM,Write-ins,0,1,0,1
BUCKS,Bristol Twp 3-3,State Treasurer,,DEM,Joe Torsella,64,67,3,134
BUCKS,Bristol Twp 3-3,State Treasurer,,DEM,Write-ins,1,2,0,3
BUCKS,Bristol Twp 3-3,U.S. House,1,DEM,Christina Finello,63,64,3,130
BUCKS,Bristol Twp 3-3,U.S. House,1,DEM,Skylar D. Hurwitz,15,9,1,25
BUCKS,Bristol Twp 3-3,U.S. House,1,DEM,Write-ins,0,2,0,2
BUCKS,Bristol Twp 3-3,General Assembly,141,DEM,Tina Davis,84,74,3,161
BUCKS,Bristol Twp 3-3,General Assembly,141,DEM,Write-ins,0,3,0,3
BUCKS,Bristol Twp 3-3,President,,REP,Donald J. Trump,43,16,2,61
BUCKS,Bristol Twp 3-3,President,,REP,Roque Rocky De La Fuente,1,0,0,1
BUCKS,Bristol Twp 3-3,President,,REP,Bill Weld,2,0,0,2
BUCKS,Bristol Twp 3-3,President,,REP,Write-ins,0,1,0,1
BUCKS,Bristol Twp 3-3,Attorney General,,REP,Heather Heidelbaugh,45,16,1,62
BUCKS,Bristol Twp 3-3,Attorney General,,REP,Write-ins,0,0,0,0
BUCKS,Bristol Twp 3-3,Auditor General,,REP,Timothy Defoor,42,16,1,59
BUCKS,Bristol Twp 3-3,Auditor General,,REP,Write-ins,0,0,0,0
BUCKS,Bristol Twp 3-3,State Treasurer,,REP,Stacy L. Garrity,42,18,1,61
BUCKS,Bristol Twp 3-3,State Treasurer,,REP,Write-ins,0,0,0,0
BUCKS,Bristol Twp 3-3,U.S. House,1,REP,Andy Meehan,22,5,1,28
BUCKS,Bristol Twp 3-3,U.S. House,1,REP,Brian Fitzpatrick,25,14,1,40
BUCKS,Bristol Twp 3-3,U.S. House,1,REP,Write-ins,0,0,0,0
BUCKS,Bristol Twp 3-3,General Assembly,141,REP,Kelly Bellerby-Allen,45,18,2,65
BUCKS,Bristol Twp 3-3,General Assembly,141,REP,Write-ins,0,0,0,0
BUCKS,Bristol Twp 4-1,President,,DEM,Bernie Sanders,30,40,1,71
BUCKS,Bristol Twp 4-1,President,,DEM,Joseph R. Biden,93,147,2,242
BUCKS,Bristol Twp 4-1,President,,DEM,Tulsi Gabbard,3,6,0,9
BUCKS,Bristol Twp 4-1,President,,DEM,Write-ins,1,2,0,3
BUCKS,Bristol Twp 4-1,Attorney General,,DEM,Josh Shapiro,113,174,2,289
