county,precinct,office,district,party,candidate,votes,,,,,,,,,,,,,,,,,
York,Wrightsville Borough 2,Attorney General,,LIB,Daniel Wassmer,19,,,,,,,,,,,,,,,,,
York,Wrightsville Borough 3,Attorney General,,LIB,Daniel Wassmer,13,,,,,,,,,,,,,,,,,
York,Yoe Borough,Attorney General,,LIB,Daniel Wassmer,23,,,,,,,,,,,,,,,,,
York,Yorkana Borough,Attorney General,,LIB,Daniel Wassmer,4,,,,,,,,,,,,,,,,,
York,York Haven Borough,Attorney General,,LIB,Daniel Wassmer,9,,,,,,,,,,,,,,,,,
York,York City 1-0,Attorney General,,LIB,Daniel Wassmer,12,,,,,,,,,,,,,,,,,
York,York City 5-0,Attorney General,,LIB,Daniel Wassmer,37,,,,,,,,,,,,,,,,,
York,York City 6-0,Attorney General,,LIB,Daniel Wassmer,12,,,,,,,,,,,,,,,,,
York,York City 7-0,Attorney General,,LIB,Daniel Wassmer,16,,,,,,,,,,,,,,,,,
York,York City 8-0,Attorney General,,LIB,Daniel Wassmer,22,,,,,,,,,,,,,,,,,
York,York City 9-1,Attorney General,,LIB,Daniel Wassmer,13,,,,,,,,,,,,,,,,,
York,York City 9-2,Attorney General,,LIB,Daniel Wassmer,10,,,,,,,,,,,,,,,,,
York,York City 11-0,Attorney General,,LIB,Daniel Wassmer,34,,,,,,,,,,,,,,,,,
York,York City 12-1,Attorney General,,LIB,Daniel Wassmer,12,,,,,,,,,,,,,,,,,
York,York City 12-2,Attorney General,,LIB,Daniel Wassmer,14,,,,,,,,,,,,,,,,,
York,York City 12-3,Attorney General,,LIB,Daniel Wassmer,17,,,,,,,,,,,,,,,,,
York,York City 12-4,Attorney General,,LIB,Daniel Wassmer,31,,,,,,,,,,,,,,,,,
York,York City 13-0,Attorney General,,LIB,Daniel Wassmer,15,,,,,,,,,,,,,,,,,
York,York City 14-1,Attorney General,,LIB,Daniel Wassmer,15,,,,,,,,,,,,,,,,,
York,York City 14-2,Attorney General,,LIB,Daniel Wassmer,8,,,,,,,,,,,,,,,,,
York,York City 14-3,Attorney General,,LIB,Daniel Wassmer,16,,,,,,,,,,,,,,,,,
York,York City 15-0,Attorney General,,LIB,Daniel Wassmer,22,,,,,,,,,,,,,,,,,
York,Carroll Township,Attorney General,,GRN,Richard L. Weiss,23,,,,,,,,,,,,,,,,,
York,Chanceford Township 1,Attorney General,,GRN,Richard L. Weiss,12,,,,,,,,,,,,,,,,,
York,Chanceford Township 2,Attorney General,,GRN,Richard L. Weiss,6,,,,,,,,,,,,,,,,,
York,Chanceford Township 3,Attorney General,,GRN,Richard L. Weiss,9,,,,,,,,,,,,,,,,,
York,Codorus Township 1,Attorney General,,GRN,Richard L. Weiss,8,,,,,,,,,,,,,,,,,
York,Codorus Township 2,Attorney General,,GRN,Richard L. Weiss,6,,,,,,,,,,,,,,,,,
York,Codorus Township 3,Attorney General,,GRN,Richard L. Weiss,4,,,,,,,,,,,,,,,,,
York,Conewago Township 1,Attorney General,,GRN,Richard L. Weiss,23,,,,,,,,,,,,,,,,,
York,Conewago Township 2,Attorney General,,GRN,Richard L. Weiss,15,,,,,,,,,,,,,,,,,
York,Dover Township 1,Attorney General,,GRN,Richard L. Weiss,32,,,,,,,,,,,,,,,,,
York,Dover Township 2,Attorney General,,GRN,Richard L. Weiss,28,,,,,,,,,,,,,,,,,
York,Dover Township 3,Attorney General,,GRN,Richard L. Weiss,11,,,,,,,,,,,,,,,,,
York,Dover Township 4,Attorney General,,GRN,Richard L. Weiss,19,,,,,,,,,,,,,,,,,
York,East Hopewell Township,Attorney General,,GRN,Richard L. Weiss,10,,,,,,,,,,,,,,,,,
York,East Manchester Township,Attorney General,,GRN,Richard L. Weiss,28,,,,,,,,,,,,,,,,,
York,Fairview Township 1,Attorney General,,GRN,Richard L. Weiss,14,,,,,,,,,,,,,,,,,
York,Fairview Township 2,Attorney General,,GRN,Richard L. Weiss,14,,,,,,,,,,,,,,,,,
York,Fairview Township 3,Attorney General,,GRN,Richard L. Weiss,33,,,,,,,,,,,,,,,,,
York,Fairview Township 4,Attorney General,,GRN,Richard L. Weiss,23,,,,,,,,,,,,,,,,,
York,Fawn Township,Attorney General,,GRN,Richard L. Weiss,15,,,,,,,,,,,,,,,,,
York,Franklin Township,Attorney General,,GRN,Richard L. Weiss,19,,,,,,,,,,,,,,,,,
York,Heidelberg Township,Attorney General,,GRN,Richard L. Weiss,11,,,,,,,,,,,,,,,,,
York,Hellam Township 1,Attorney General,,GRN,Richard L. Weiss,13,,,,,,,,,,,,,,,,,
York,Hellam Township 2,Attorney General,,GRN,Richard L. Weiss,9,,,,,,,,,,,,,,,,,
York,Hopewell Township,Attorney General,,GRN,Richard L. Weiss,29,,,,,,,,,,,,,,,,,
York,Jackson Township 1,Attorney General,,GRN,Richard L. Weiss,16,,,,,,,,,,,,,,,,,
York,Jackson Township 2,Attorney General,,GRN,Richard L. Weiss,17,,,,,,,,,,,,,,,,,
York,Lower Chanceford Township 1,Attorney General,,GRN,Richard L. Weiss,3,,,,,,,,,,,,,,,,,
York,Lower Chanceford Township 2,Attorney General,,GRN,Richard L. Weiss,11,,,,,,,,,,,,,,,,,
York,Lower Windsor Township 1,Attorney General,,GRN,Richard L. Weiss,7,,,,,,,,,,,,,,,,,
York,Lower Windsor Township 2,Attorney General,,GRN,Richard L. Weiss,8,,,,,,,,,,,,,,,,,
York,Lower Windsor Township 3,Attorney General,,GRN,Richard L. Weiss,10,,,,,,,,,,,,,,,,,
York,Manchester Township 1,Attorney General,,GRN,Richard L. Weiss,7,,,,,,,,,,,,,,,,,
York,Manchester Township 2,Attorney General,,GRN,Richard L. Weiss,10,,,,,,,,,,,,,,,,,
York,Manchester Township 3,Attorney General,,GRN,Richard L. Weiss,20,,,,,,,,,,,,,,,,,
York,Manchester Township 4,Attorney General,,GRN,Richard L. Weiss,7,,,,,,,,,,,,,,,,,
York,Manchester Township 5,Attorney General,,GRN,Richard L. Weiss,26,,,,,,,,,,,,,,,,,
York,Manchester Township 6,Attorney General,,GRN,Richard L. Weiss,10,,,,,,,,,,,,,,,,,
York,Manchester Township 7,Attorney General,,GRN,Richard L. Weiss,9,,,,,,,,,,,,,,,,,
York,Manheim Township,Attorney General,,GRN,Richard L. Weiss,15,,,,,,,,,,,,,,,,,
York,Monaghan Township,Attorney General,,GRN,Richard L. Weiss,8,,,,,,,,,,,,,,,,,
York,Newberry Township 1,Attorney General,,GRN,Richard L. Weiss,18,,,,,,,,,,,,,,,,,
York,Newberry Township 2,Attorney General,,GRN,Richard L. Weiss,15,,,,,,,,,,,,,,,,,
York,Newberry Township 3,Attorney General,,GRN,Richard L. Weiss,21,,,,,,,,,,,,,,,,,
York,North Codorus Township 1,Attorney General,,GRN,Richard L. Weiss,26,,,,,,,,,,,,,,,,,
York,North Codorus Township 2,Attorney General,,GRN,Richard L. Weiss,9,,,,,,,,,,,,,,,,,
York,North Hopewell Township,Attorney General,,GRN,Richard L. Weiss,17,,,,,,,,,,,,,,,,,
York,Paradise Township,Attorney General,,GRN,Richard L. Weiss,14,,,,,,,,,,,,,,,,,
York,Peach Bottom Township,Attorney General,,GRN,Richard L. Weiss,25,,,,,,,,,,,,,,,,,
York,Penn Township 1,Attorney General,,GRN,Richard L. Weiss,15,,,,,,,,,,,,,,,,,
York,Penn Township 2,Attorney General,,GRN,Richard L. Weiss,20,,,,,,,,,,,,,,,,,
York,Penn Township 3,Attorney General,,GRN,Richard L. Weiss,14,,,,,,,,,,,,,,,,,
York,Penn Township 4,Attorney General,,GRN,Richard L. Weiss,33,,,,,,,,,,,,,,,,,
York,Shrewsbury Township 1,Attorney General,,GRN,Richard L. Weiss,16,,,,,,,,,,,,,,,,,
York,Shrewsbury Township 2,Attorney General,,GRN,Richard L. Weiss,21,,,,,,,,,,,,,,,,,
York,Springettsbury Township 1,Attorney General,,GRN,Richard L. Weiss,9,,,,,,,,,,,,,,,,,
York,Springettsbury Township 2,Attorney General,,GRN,Richard L. Weiss,13,,,,,,,,,,,,,,,,,
York,Springettsbury Township 3,Attorney General,,GRN,Richard L. Weiss,27,,,,,,,,,,,,,,,,,
York,Springettsbury Township 4,Attorney General,,GRN,Richard L. Weiss,15,,,,,,,,,,,,,,,,,
York,Springettsbury Township 5,Attorney General,,GRN,Richard L. Weiss,15,,,,,,,,,,,,,,,,,
York,Springettsbury Township 6,Attorney General,,GRN,Richard L. Weiss,10,,,,,,,,,,,,,,,,,
York,Springettsbury Township 7,Attorney General,,GRN,Richard L. Weiss,12,,,,,,,,,,,,,,,,,
York,Springettsbury Township 8,Attorney General,,GRN,Richard L. Weiss,13,,,,,,,,,,,,,,,,,
York,Springfield Township,Attorney General,,GRN,Richard L. Weiss,26,,,,,,,,,,,,,,,,,
York,Spring Garden Township 1,Attorney General,,GRN,Richard L. Weiss,11,,,,,,,,,,,,,,,,,
York,Spring Garden Township 2,Attorney General,,GRN,Richard L. Weiss,11,,,,,,,,,,,,,,,,,
York,Spring Garden Township 3,Attorney General,,GRN,Richard L. Weiss,12,,,,,,,,,,,,,,,,,
York,Spring Garden Township 4,Attorney General,,GRN,Richard L. Weiss,15,,,,,,,,,,,,,,,,,
York,Spring Garden Township 5,Attorney General,,GRN,Richard L. Weiss,25,,,,,,,,,,,,,,,,,
York,Warrington Township,Attorney General,,GRN,Richard L. Weiss,12,,,,,,,,,,,,,,,,,
York,Washington Township,Attorney General,,GRN,Richard L. Weiss,8,,,,,,,,,,,,,,,,,
York,West Manchester Township 1,Attorney General,,GRN,Richard L. Weiss,19,,,,,,,,,,,,,,,,,
York,West Manchester Township 2,Attorney General,,GRN,Richard L. Weiss,17,,,,,,,,,,,,,,,,,
York,West Manchester Township 3,Attorney General,,GRN,Richard L. Weiss,21,,,,,,,,,,,,,,,,,
York,West Manchester Township 4,Attorney General,,GRN,Richard L. Weiss,9,,,,,,,,,,,,,,,,,
York,West Manchester Township 5,Attorney General,,GRN,Richard L. Weiss,23,,,,,,,,,,,,,,,,,
York,West Manheim Township 1,Attorney General,,GRN,Richard L. Weiss,9,,,,,,,,,,,,,,,,,
York,West Manheim Township 2,Attorney General,,GRN,Richard L. Weiss,11,,,,,,,,,,,,,,,,,
York,West Manheim Township 3,Attorney General,,GRN,Richard L. Weiss,5,,,,,,,,,,,,,,,,,
York,Windsor Township 1,Attorney General,,GRN,Richard L. Weiss,27,,,,,,,,,,,,,,,,,
York,Windsor Township 2,Attorney General,,GRN,Richard L. Weiss,20,,,,,,,,,,,,,,,,,
York,Windsor Township 3,Attorney General,,GRN,Richard L. Weiss,21,,,,,,,,,,,,,,,,,
York,Windsor Township 4,Attorney General,,GRN,Richard L. Weiss,17,,,,,,,,,,,,,,,,,
York,York Township 1-1,Attorney General,,GRN,Richard L. Weiss,8,,,,,,,,,,,,,,,,,
York,York Township 1-2,Attorney General,,GRN,Richard L. Weiss,10,,,,,,,,,,,,,,,,,
York,York Township 1-3,Attorney General,,GRN,Richard L. Weiss,11,,,,,,,,,,,,,,,,,
York,York Township 2-1,Attorney General,,GRN,Richard L. Weiss,9,,,,,,,,,,,,,,,,,
York,York Township 2-2,Attorney General,,GRN,Richard L. Weiss,7,,,,,,,,,,,,,,,,,
York,York Township 2-3,Attorney General,,GRN,Richard L. Weiss,13,,,,,,,,,,,,,,,,,
York,York Township 3-1,Attorney General,,GRN,Richard L. Weiss,9,,,,,,,,,,,,,,,,,
York,York Township 3-2,Attorney General,,GRN,Richard L. Weiss,8,,,,,,,,,,,,,,,,,
York,York Township 3-3,Attorney General,,GRN,Richard L. Weiss,8,,,,,,,,,,,,,,,,,
York,York Township 4-1,Attorney General,,GRN,Richard L. Weiss,7,,,,,,,,,,,,,,,,,
York,York Township 4-2,Attorney General,,GRN,Richard L. Weiss,8,,,,,,,,,,,,,,,,,
York,York Township 4-3,Attorney General,,GRN,Richard L. Weiss,13,,,,,,,,,,,,,,,,,
York,York Township 5-1,Attorney General,,GRN,Richard L. Weiss,9,,,,,,,,,,,,,,,,,
York,York Township 5-2,Attorney General,,GRN,Richard L. Weiss,10,,,,,,,,,,,,,,,,,
York,York Township 5-3,Attorney General,,GRN,Richard L. Weiss,9,,,,,,,,,,,,,,,,,
York,Cross Roads Borough,Attorney General,,GRN,Richard L. Weiss,1,,,,,,,,,,,,,,,,,
York,Dallastown Borough 1,Attorney General,,GRN,Richard L. Weiss,10,,,,,,,,,,,,,,,,,
York,Dallastown Borough 2,Attorney General,,GRN,Richard L. Weiss,15,,,,,,,,,,,,,,,,,
York,Delta Borough,Attorney General,,GRN,Richard L. Weiss,2,,,,,,,,,,,,,,,,,
York,Dillsburg Borough,Attorney General,,GRN,Richard L. Weiss,10,,,,,,,,,,,,,,,,,
York,Dover Borough,Attorney General,,GRN,Richard L. Weiss,15,,,,,,,,,,,,,,,,,
York,East Prospect Borough,Attorney General,,GRN,Richard L. Weiss,7,,,,,,,,,,,,,,,,,
York,Fawn Grove Borough,Attorney General,,GRN,Richard L. Weiss,5,,,,,,,,,,,,,,,,,
York,Felton Borough,Attorney General,,GRN,Richard L. Weiss,2,,,,,,,,,,,,,,,,,
York,Franklintown Borough,Attorney General,,GRN,Richard L. Weiss,1,,,,,,,,,,,,,,,,,
York,Glen Rock Borough,Attorney General,,GRN,Richard L. Weiss,10,,,,,,,,,,,,,,,,,
York,Goldsboro Borough,Attorney General,,GRN,Richard L. Weiss,5,,,,,,,,,,,,,,,,,
York,Hallam Borough,Attorney General,,GRN,Richard L. Weiss,18,,,,,,,,,,,,,,,,,
York,Hanover Borough 1,Attorney General,,GRN,Richard L. Weiss,19,,,,,,,,,,,,,,,,,
York,Hanover Borough 2,Attorney General,,GRN,Richard L. Weiss,15,,,,,,,,,,,,,,,,,
York,Hanover Borough 3,Attorney General,,GRN,Richard L. Weiss,16,,,,,,,,,,,,,,,,,
York,Hanover Borough 4,Attorney General,,GRN,Richard L. Weiss,14,,,,,,,,,,,,,,,,,
York,Hanover Borough 5,Attorney General,,GRN,Richard L. Weiss,14,,,,,,,,,,,,,,,,,
York,Jacobus Borough,Attorney General,,GRN,Richard L. Weiss,11,,,,,,,,,,,,,,,,,
York,Jefferson Borough,Attorney General,,GRN,Richard L. Weiss,3,,,,,,,,,,,,,,,,,
York,Lewisberry Borough,Attorney General,,GRN,Richard L. Weiss,2,,,,,,,,,,,,,,,,,
York,Loganville Borough,Attorney General,,GRN,Richard L. Weiss,9,,,,,,,,,,,,,,,,,
York,Manchester Borough,Attorney General,,GRN,Richard L. Weiss,11,,,,,,,,,,,,,,,,,
York,Mount Wolf Borough,Attorney General,,GRN,Richard L. Weiss,2,,,,,,,,,,,,,,,,,
York,New Freedom Borough,Attorney General,,GRN,Richard L. Weiss,30,,,,,,,,,,,,,,,,,
York,New Salem Borough,Attorney General,,GRN,Richard L. Weiss,4,,,,,,,,,,,,,,,,,
York,North York Borough,Attorney General,,GRN,Richard L. Weiss,11,,,,,,,,,,,,,,,,,
York,Railroad Borough,Attorney General,,GRN,Richard L. Weiss,1,,,,,,,,,,,,,,,,,
York,Red Lion Borough 1,Attorney General,,GRN,Richard L. Weiss,8,,,,,,,,,,,,,,,,,
York,Red Lion Borough 2,Attorney General,,GRN,Richard L. Weiss,15,,,,,,,,,,,,,,,,,
York,Red Lion Borough 3,Attorney General,,GRN,Richard L. Weiss,16,,,,,,,,,,,,,,,,,
York,Seven Valleys Borough,Attorney General,,GRN,Richard L. Weiss,4,,,,,,,,,,,,,,,,,
York,Shrewsbury Borough,Attorney General,,GRN,Richard L. Weiss,21,,,,,,,,,,,,,,,,,
York,Spring Grove Borough,Attorney General,,GRN,Richard L. Weiss,7,,,,,,,,,,,,,,,,,
York,Stewartstown Borough,Attorney General,,GRN,Richard L. Weiss,6,,,,,,,,,,,,,,,,,
York,Wellsville Borough,Attorney General,,GRN,Richard L. Weiss,2,,,,,,,,,,,,,,,,,
York,West York Borough 1,Attorney General,,GRN,Richard L. Weiss,9,,,,,,,,,,,,,,,,,
York,West York Borough 2,Attorney General,,GRN,Richard L. Weiss,16,,,,,,,,,,,,,,,,,
York,Windsor Borough,Attorney General,,GRN,Richard L. Weiss,7,,,,,,,,,,,,,,,,,
York,Winterstown Borough,Attorney General,,GRN,Richard L. Weiss,3,,,,,,,,,,,,,,,,,
York,Wrightsville Borough 1,Attorney General,,GRN,Richard L. Weiss,2,,,,,,,,,,,,,,,,,
York,Wrightsville Borough 2,Attorney General,,GRN,Richard L. Weiss,5,,,,,,,,,,,,,,,,,
York,Wrightsville Borough 3,Attorney General,,GRN,Richard L. Weiss,2,,,,,,,,,,,,,,,,,
York,Yoe Borough,Attorney General,,GRN,Richard L. Weiss,10,,,,,,,,,,,,,,,,,
York,Yorkana Borough,Attorney General,,GRN,Richard L. Weiss,1,,,,,,,,,,,,,,,,,
York,York Haven Borough,Attorney General,,GRN,Richard L. Weiss,6,,,,,,,,,,,,,,,,,
York,York City 1-0,Attorney General,,GRN,Richard L. Weiss,10,,,,,,,,,,,,,,,,,
York,York City 5-0,Attorney General,,GRN,Richard L. Weiss,19,,,,,,,,,,,,,,,,,
York,York City 6-0,Attorney General,,GRN,Richard L. Weiss,14,,,,,,,,,,,,,,,,,
York,York City 7-0,Attorney General,,GRN,Richard L. Weiss,6,,,,,,,,,,,,,,,,,
York,York City 8-0,Attorney General,,GRN,Richard L. Weiss,9,,,,,,,,,,,,,,,,,
York,York City 9-1,Attorney General,,GRN,Richard L. Weiss,12,,,,,,,,,,,,,,,,,
York,York City 9-2,Attorney General,,GRN,Richard L. Weiss,3,,,,,,,,,,,,,,,,,
York,York City 11-0,Attorney General,,GRN,Richard L. Weiss,21,,,,,,,,,,,,,,,,,
York,York City 12-1,Attorney General,,GRN,Richard L. Weiss,15,,,,,,,,,,,,,,,,,
York,York City 12-2,Attorney General,,GRN,Richard L. Weiss,8,,,,,,,,,,,,,,,,,
York,York City 12-3,Attorney General,,GRN,Richard L. Weiss,13,,,,,,,,,,,,,,,,,
York,York City 12-4,Attorney General,,GRN,Richard L. Weiss,11,,,,,,,,,,,,,,,,,
York,York City 13-0,Attorney General,,GRN,Richard L. Weiss,10,,,,,,,,,,,,,,,,,
York,York City 14-1,Attorney General,,GRN,Richard L. Weiss,7,,,,,,,,,,,,,,,,,
York,York City 14-2,Attorney General,,GRN,Richard L. Weiss,13,,,,,,,,,,,,,,,,,
York,York City 14-3,Attorney General,,GRN,Richard L. Weiss,9,,,,,,,,,,,,,,,,,
York,York City 15-0,Attorney General,,GRN,Richard L. Weiss,16,,,,,,,,,,,,,,,,,
York,Carroll Township,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Chanceford Township 1,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Chanceford Township 2,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Chanceford Township 3,Attorney General,,,Write-ins,1,,,,,,,,,,,,,,,,,
York,Codorus Township 1,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Codorus Township 2,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Codorus Township 3,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Conewago Township 1,Attorney General,,,Write-ins,1,,,,,,,,,,,,,,,,,
York,Conewago Township 2,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Dover Township 1,Attorney General,,,Write-ins,3,,,,,,,,,,,,,,,,,
York,Dover Township 2,Attorney General,,,Write-ins,3,,,,,,,,,,,,,,,,,
York,Dover Township 3,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Dover Township 4,Attorney General,,,Write-ins,1,,,,,,,,,,,,,,,,,
York,East Hopewell Township,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,East Manchester Township,Attorney General,,,Write-ins,1,,,,,,,,,,,,,,,,,
York,Fairview Township 1,Attorney General,,,Write-ins,1,,,,,,,,,,,,,,,,,
York,Fairview Township 2,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Fairview Township 3,Attorney General,,,Write-ins,1,,,,,,,,,,,,,,,,,
York,Fairview Township 4,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Fawn Township,Attorney General,,,Write-ins,1,,,,,,,,,,,,,,,,,
York,Franklin Township,Attorney General,,,Write-ins,2,,,,,,,,,,,,,,,,,
York,Heidelberg Township,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Hellam Township 1,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Hellam Township 2,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Hopewell Township,Attorney General,,,Write-ins,4,,,,,,,,,,,,,,,,,
York,Jackson Township 1,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Jackson Township 2,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Lower Chanceford Township 1,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Lower Chanceford Township 2,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Lower Windsor Township 1,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Lower Windsor Township 2,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Lower Windsor Township 3,Attorney General,,,Write-ins,4,,,,,,,,,,,,,,,,,
York,Manchester Township 1,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Manchester Township 2,Attorney General,,,Write-ins,1,,,,,,,,,,,,,,,,,
York,Manchester Township 3,Attorney General,,,Write-ins,2,,,,,,,,,,,,,,,,,
York,Manchester Township 4,Attorney General,,,Write-ins,1,,,,,,,,,,,,,,,,,
York,Manchester Township 5,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Manchester Township 6,Attorney General,,,Write-ins,1,,,,,,,,,,,,,,,,,
York,Manchester Township 7,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Manheim Township,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Monaghan Township,Attorney General,,,Write-ins,1,,,,,,,,,,,,,,,,,
York,Newberry Township 1,Attorney General,,,Write-ins,2,,,,,,,,,,,,,,,,,
York,Newberry Township 2,Attorney General,,,Write-ins,1,,,,,,,,,,,,,,,,,
York,Newberry Township 3,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,North Codorus Township 1,Attorney General,,,Write-ins,5,,,,,,,,,,,,,,,,,
York,North Codorus Township 2,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,North Hopewell Township,Attorney General,,,Write-ins,2,,,,,,,,,,,,,,,,,
York,Paradise Township,Attorney General,,,Write-ins,1,,,,,,,,,,,,,,,,,
York,Peach Bottom Township,Attorney General,,,Write-ins,3,,,,,,,,,,,,,,,,,
York,Penn Township 1,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Penn Township 2,Attorney General,,,Write-ins,1,,,,,,,,,,,,,,,,,
York,Penn Township 3,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Penn Township 4,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Shrewsbury Township 1,Attorney General,,,Write-ins,1,,,,,,,,,,,,,,,,,
York,Shrewsbury Township 2,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Springettsbury Township 1,Attorney General,,,Write-ins,1,,,,,,,,,,,,,,,,,
York,Springettsbury Township 2,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Springettsbury Township 3,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Springettsbury Township 4,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Springettsbury Township 5,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Springettsbury Township 6,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Springettsbury Township 7,Attorney General,,,Write-ins,1,,,,,,,,,,,,,,,,,
York,Springettsbury Township 8,Attorney General,,,Write-ins,3,,,,,,,,,,,,,,,,,
York,Springfield Township,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Spring Garden Township 1,Attorney General,,,Write-ins,2,,,,,,,,,,,,,,,,,
York,Spring Garden Township 2,Attorney General,,,Write-ins,2,,,,,,,,,,,,,,,,,
York,Spring Garden Township 3,Attorney General,,,Write-ins,2,,,,,,,,,,,,,,,,,
York,Spring Garden Township 4,Attorney General,,,Write-ins,2,,,,,,,,,,,,,,,,,
York,Spring Garden Township 5,Attorney General,,,Write-ins,2,,,,,,,,,,,,,,,,,
York,Warrington Township,Attorney General,,,Write-ins,2,,,,,,,,,,,,,,,,,
York,Washington Township,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,West Manchester Township 1,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,West Manchester Township 2,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,West Manchester Township 3,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,West Manchester Township 4,Attorney General,,,Write-ins,4,,,,,,,,,,,,,,,,,
York,West Manchester Township 5,Attorney General,,,Write-ins,1,,,,,,,,,,,,,,,,,
York,West Manheim Township 1,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,West Manheim Township 2,Attorney General,,,Write-ins,1,,,,,,,,,,,,,,,,,
York,West Manheim Township 3,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Windsor Township 1,Attorney General,,,Write-ins,1,,,,,,,,,,,,,,,,,
York,Windsor Township 2,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Windsor Township 3,Attorney General,,,Write-ins,1,,,,,,,,,,,,,,,,,
York,Windsor Township 4,Attorney General,,,Write-ins,2,,,,,,,,,,,,,,,,,
York,York Township 1-1,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,York Township 1-2,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,York Township 1-3,Attorney General,,,Write-ins,2,,,,,,,,,,,,,,,,,
York,York Township 2-1,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,York Township 2-2,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,York Township 2-3,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,York Township 3-1,Attorney General,,,Write-ins,1,,,,,,,,,,,,,,,,,
York,York Township 3-2,Attorney General,,,Write-ins,2,,,,,,,,,,,,,,,,,
York,York Township 3-3,Attorney General,,,Write-ins,1,,,,,,,,,,,,,,,,,
York,York Township 4-1,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,York Township 4-2,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,York Township 4-3,Attorney General,,,Write-ins,1,,,,,,,,,,,,,,,,,
York,York Township 5-1,Attorney General,,,Write-ins,2,,,,,,,,,,,,,,,,,
York,York Township 5-2,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,York Township 5-3,Attorney General,,,Write-ins,1,,,,,,,,,,,,,,,,,
York,Cross Roads Borough,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Dallastown Borough 1,Attorney General,,,Write-ins,1,,,,,,,,,,,,,,,,,
York,Dallastown Borough 2,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Delta Borough,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Dillsburg Borough,Attorney General,,,Write-ins,0,,,,,,,,,,,,,,,,,
York,Dover Borough,Attorney General,,,Write-ins,1,,,,,,,,,,,,,,,,,
York,East Prospect Borough,Attorney General,,,Write-ins,1,,,,,,,,,,,,,,,,,
