county,precinct,office,district,party,candidate,votes,mail,election_day,provisional
Westmoreland,City Of Greensburg - 2-4,Auditor General,,LIB,Jennifer Moore,38,8,28,2
Westmoreland,City Of Greensburg - 3,Auditor General,,LIB,Jennifer Moore,12,1,10,1
Westmoreland,City Of Greensburg - 4-1,Auditor General,,LIB,Jennifer Moore,12,2,10,0
Westmoreland,City Of Greensburg - 5-1,Auditor General,,LIB,Jennifer Moore,24,5,19,0
Westmoreland,City Of Greensburg - 5-2,Auditor General,,LIB,Jennifer Moore,13,1,11,1
Westmoreland,City Of Greensburg - 6,Auditor General,,LIB,Jennifer Moore,7,2,4,1
Westmoreland,City Of Greensburg - 7-1,Auditor General,,LIB,Jennifer Moore,32,8,24,0
Westmoreland,City Of Greensburg - 7-2,Auditor General,,LIB,Jennifer Moore,17,2,15,0
Westmoreland,City Of Greensburg - 8-1,Auditor General,,LIB,Jennifer Moore,12,1,11,0
Westmoreland,City Of Greensburg - 8-2,Auditor General,,LIB,Jennifer Moore,15,3,12,0
Westmoreland,Hempfield Township - #1 Foxhill,Auditor General,,LIB,Jennifer Moore,43,12,31,0
Westmoreland,Hempfield Township - #2 Alwine,Auditor General,,LIB,Jennifer Moore,62,19,43,0
Westmoreland,Hempfield Township - #3 Maplewood,Auditor General,,LIB,Jennifer Moore,27,6,21,0
Westmoreland,Hempfield Township - #4 Carbon,Auditor General,,LIB,Jennifer Moore,47,18,29,0
Westmoreland,Hempfield Township - #5 Wendel-Herminie,Auditor General,,LIB,Jennifer Moore,26,7,19,0
Westmoreland,Hempfield Township - #6 Luxor,Auditor General,,LIB,Jennifer Moore,9,0,9,0
Westmoreland,Hempfield Township - #7 Hannastown,Auditor General,,LIB,Jennifer Moore,7,0,7,0
Westmoreland,Hempfield Township - #8 Bovard,Auditor General,,LIB,Jennifer Moore,18,3,15,0
Westmoreland,Hempfield Township - East Adamsburg,Auditor General,,LIB,Jennifer Moore,49,15,33,1
Westmoreland,Hempfield Township - Eastview,Auditor General,,LIB,Jennifer Moore,13,7,6,0
Westmoreland,Hempfield Township - Fort Allen,Auditor General,,LIB,Jennifer Moore,26,7,18,1
Westmoreland,Hempfield Township - Gayville,Auditor General,,LIB,Jennifer Moore,12,1,11,0
Westmoreland,Hempfield Township - Grapeville,Auditor General,,LIB,Jennifer Moore,17,2,15,0
Westmoreland,Hempfield Township - Haydenville,Auditor General,,LIB,Jennifer Moore,24,7,17,0
Westmoreland,Hempfield Township - High Park,Auditor General,,LIB,Jennifer Moore,6,1,5,0
Westmoreland,Hempfield Township - Lincoln Heights East,Auditor General,,LIB,Jennifer Moore,24,3,21,0
Westmoreland,Hempfield Township - Lincoln Heights West,Auditor General,,LIB,Jennifer Moore,29,4,24,1
Westmoreland,Hempfield Township - Middletown,Auditor General,,LIB,Jennifer Moore,19,2,17,0
Westmoreland,Hempfield Township - New Stanton,Auditor General,,LIB,Jennifer Moore,14,1,13,0
Westmoreland,Hempfield Township - North Carbon,Auditor General,,LIB,Jennifer Moore,16,1,15,0
Westmoreland,Hempfield Township - Sibel,Auditor General,,LIB,Jennifer Moore,6,3,3,0
Westmoreland,Hempfield Township - Todd,Auditor General,,LIB,Jennifer Moore,29,6,22,1
Westmoreland,Hempfield Township - University,Auditor General,,LIB,Jennifer Moore,22,4,18,0
Westmoreland,Hempfield Township - Valley,Auditor General,,LIB,Jennifer Moore,29,8,21,0
Westmoreland,Hempfield Township - Weaver'S Old Stand,Auditor General,,LIB,Jennifer Moore,33,13,20,0
Westmoreland,Hempfield Township - Wegley,Auditor General,,LIB,Jennifer Moore,11,1,10,0
Westmoreland,Hempfield Township - West Hempfield,Auditor General,,LIB,Jennifer Moore,32,8,23,1
Westmoreland,Hempfield Township - West Point,Auditor General,,LIB,Jennifer Moore,47,22,25,0
Westmoreland,Hunker Borough,Auditor General,,LIB,Jennifer Moore,13,0,13,0
Westmoreland,Hyde Park Borough,Auditor General,,LIB,Jennifer Moore,10,1,9,0
Westmoreland,Irwin Borough - 1St Ward,Auditor General,,LIB,Jennifer Moore,14,3,11,0
Westmoreland,Irwin Borough - 2Nd Ward,Auditor General,,LIB,Jennifer Moore,11,3,8,0
Westmoreland,Irwin Borough - 3Rd Ward,Auditor General,,LIB,Jennifer Moore,10,2,8,0
Westmoreland,Irwin Borough - 4Th Ward,Auditor General,,LIB,Jennifer Moore,10,0,10,0
Westmoreland,Irwin Borough - 5Th Ward,Auditor General,,LIB,Jennifer Moore,6,1,5,0
Westmoreland,Irwin Borough - 6Th Ward,Auditor General,,LIB,Jennifer Moore,10,2,8,0
Westmoreland,Irwin Borough - 7Th Ward,Auditor General,,LIB,Jennifer Moore,14,2,12,0
Westmoreland,City Of Jeannette - 1,Auditor General,,LIB,Jennifer Moore,9,1,8,0
Westmoreland,City Of Jeannette - 2-1,Auditor General,,LIB,Jennifer Moore,6,0,6,0
Westmoreland,City Of Jeannette - 2-2,Auditor General,,LIB,Jennifer Moore,16,3,12,1
Westmoreland,City Of Jeannette - 3,Auditor General,,LIB,Jennifer Moore,27,2,24,1
Westmoreland,City Of Jeannette - 4,Auditor General,,LIB,Jennifer Moore,7,1,6,0
Westmoreland,City Of Jeannette - 5-1,Auditor General,,LIB,Jennifer Moore,13,3,10,0
Westmoreland,City Of Jeannette - 5-2,Auditor General,,LIB,Jennifer Moore,22,4,17,1
Westmoreland,City Of Jeannette - 6,Auditor General,,LIB,Jennifer Moore,29,5,24,0
Westmoreland,City Of Latrobe - 1St Ward,Auditor General,,LIB,Jennifer Moore,40,9,30,1
Westmoreland,City Of Latrobe - 2Nd Ward,Auditor General,,LIB,Jennifer Moore,21,6,15,0
Westmoreland,City Of Latrobe - 3Rd Ward,Auditor General,,LIB,Jennifer Moore,25,9,16,0
Westmoreland,City Of Latrobe - 4Th Ward,Auditor General,,LIB,Jennifer Moore,33,5,28,0
Westmoreland,City Of Latrobe - 5Th Ward,Auditor General,,LIB,Jennifer Moore,18,2,15,1
Westmoreland,City Of Latrobe - 6Th Ward,Auditor General,,LIB,Jennifer Moore,13,3,10,0
Westmoreland,Laurel Mountain Borough,Auditor General,,LIB,Jennifer Moore,2,0,2,0
Westmoreland,Ligonier Borough,Auditor General,,LIB,Jennifer Moore,26,5,20,1
Westmoreland,Ligonier Township - Idle Park,Auditor General,,LIB,Jennifer Moore,30,6,24,0
Westmoreland,Ligonier Township - Laughlintown,Auditor General,,LIB,Jennifer Moore,15,3,12,0
Westmoreland,Ligonier Township - North Ligonier,Auditor General,,LIB,Jennifer Moore,44,16,28,0
Westmoreland,Ligonier Township - South Ligonier,Auditor General,,LIB,Jennifer Moore,16,1,14,1
Westmoreland,Ligonier Township - Waterford,Auditor General,,LIB,Jennifer Moore,16,1,14,1
Westmoreland,Ligonier Township - Wilpen,Auditor General,,LIB,Jennifer Moore,4,2,2,0
Westmoreland,City Of Lower Burrell - 1-1,Auditor General,,LIB,Jennifer Moore,32,5,27,0
Westmoreland,City Of Lower Burrell - 1-2,Auditor General,,LIB,Jennifer Moore,47,5,41,1
Westmoreland,City Of Lower Burrell - 2-1,Auditor General,,LIB,Jennifer Moore,18,3,14,1
Westmoreland,City Of Lower Burrell - 2-2,Auditor General,,LIB,Jennifer Moore,22,5,17,0
Westmoreland,City Of Lower Burrell - 2-3,Auditor General,,LIB,Jennifer Moore,28,4,23,1
Westmoreland,City Of Lower Burrell - 3-1,Auditor General,,LIB,Jennifer Moore,35,11,24,0
Westmoreland,City Of Lower Burrell - 3-2,Auditor General,,LIB,Jennifer Moore,13,1,12,0
Westmoreland,City Of Lower Burrell - 4-1,Auditor General,,LIB,Jennifer Moore,23,7,15,1
Westmoreland,City Of Lower Burrell - 4-2,Auditor General,,LIB,Jennifer Moore,16,3,13,0
Westmoreland,Loyalhanna Township - #1,Auditor General,,LIB,Jennifer Moore,23,3,20,0
Westmoreland,Loyalhanna Township - #2,Auditor General,,LIB,Jennifer Moore,12,2,10,0
Westmoreland,Madison Borough,Auditor General,,LIB,Jennifer Moore,3,0,3,0
Westmoreland,Manor Borough,Auditor General,,LIB,Jennifer Moore,42,20,22,0
Westmoreland,City Of Monessen - 1-1,Auditor General,,LIB,Jennifer Moore,14,1,13,0
Westmoreland,City Of Monessen - 1-2,Auditor General,,LIB,Jennifer Moore,7,3,4,0
Westmoreland,City Of Monessen - 1-3,Auditor General,,LIB,Jennifer Moore,9,4,4,1
Westmoreland,City Of Monessen - 1-4,Auditor General,,LIB,Jennifer Moore,18,5,13,0
Westmoreland,City Of Monessen - 1-5,Auditor General,,LIB,Jennifer Moore,21,6,14,1
Westmoreland,City Of Monessen - 2-1,Auditor General,,LIB,Jennifer Moore,5,2,3,0
Westmoreland,City Of Monessen - 2-2,Auditor General,,LIB,Jennifer Moore,2,0,1,1
Westmoreland,City Of Monessen - 2-3,Auditor General,,LIB,Jennifer Moore,3,0,3,0
Westmoreland,City Of Monessen - 3-2,Auditor General,,LIB,Jennifer Moore,2,1,1,0
Westmoreland,City Of Monessen - 3-3,Auditor General,,LIB,Jennifer Moore,4,1,3,0
Westmoreland,City Of Monessen - 3-4,Auditor General,,LIB,Jennifer Moore,4,0,4,0
Westmoreland,City Of Monessen - 4-2,Auditor General,,LIB,Jennifer Moore,12,1,11,0
Westmoreland,City Of Monessen - 4-3,Auditor General,,LIB,Jennifer Moore,17,3,14,0
Westmoreland,Mt. Pleasant Borough 1St Ward,Auditor General,,LIB,Jennifer Moore,28,6,22,0
Westmoreland,Mt. Pleasant Borough 2Nd Ward,Auditor General,,LIB,Jennifer Moore,27,8,18,1
Westmoreland,Mt. Pleasant Borough 3Rd Ward,Auditor General,,LIB,Jennifer Moore,19,1,18,0
Westmoreland,Mt. Pleasant Township - Bridgeport,Auditor General,,LIB,Jennifer Moore,3,0,3,0
Westmoreland,Mt. Pleasant Township - Duncan,Auditor General,,LIB,Jennifer Moore,19,3,16,0
Westmoreland,Mt. Pleasant Township - Heccla,Auditor General,,LIB,Jennifer Moore,16,1,15,0
Westmoreland,Mt. Pleasant Township - Laurel Run,Auditor General,,LIB,Jennifer Moore,15,5,10,0
Westmoreland,Mt. Pleasant Township - Mammoth,Auditor General,,LIB,Jennifer Moore,9,0,9,0
Westmoreland,Mt. Pleasant Township - Pleasant Valley,Auditor General,,LIB,Jennifer Moore,17,3,14,0
Westmoreland,Mt. Pleasant Township - Ridgeview,Auditor General,,LIB,Jennifer Moore,10,2,7,1
Westmoreland,Mt. Pleasant Township - Spring Garden,Auditor General,,LIB,Jennifer Moore,29,2,27,0
Westmoreland,Mt. Pleasant Township - United,Auditor General,,LIB,Jennifer Moore,18,3,15,0
Westmoreland,Mt. Pleasant Township - Westmoreland Homesteads,Auditor General,,LIB,Jennifer Moore,17,1,16,0
Westmoreland,Municipality Of Murrysville - East Manordale,Auditor General,,LIB,Jennifer Moore,43,13,28,2
Westmoreland,Municipality Of Murrysville - East Murrysville,Auditor General,,LIB,Jennifer Moore,34,13,21,0
Westmoreland,Municipality Of Murrysville - Manordale,Auditor General,,LIB,Jennifer Moore,32,10,22,0
Westmoreland,Municipality Of Murrysville - Newlonsburg #1,Auditor General,,LIB,Jennifer Moore,42,20,21,1
Westmoreland,Municipality Of Murrysville - Newlonsburg #2,Auditor General,,LIB,Jennifer Moore,29,16,12,1
Westmoreland,Municipality Of Murrysville - Sardis #1,Auditor General,,LIB,Jennifer Moore,34,9,25,0
Westmoreland,Municipality Of Murrysville - Sardis #2,Auditor General,,LIB,Jennifer Moore,35,14,19,2
Westmoreland,Municipality Of Murrysville - South Murrysville,Auditor General,,LIB,Jennifer Moore,27,10,17,0
Westmoreland,Municipality Of Murrysville - West Murrysville,Auditor General,,LIB,Jennifer Moore,47,13,34,0
Westmoreland,New Alexandria Borough,Auditor General,,LIB,Jennifer Moore,13,2,10,1
Westmoreland,New Florence Borough,Auditor General,,LIB,Jennifer Moore,20,4,16,0
Westmoreland,City Of New Kensington - 2,Auditor General,,LIB,Jennifer Moore,6,1,4,1
Westmoreland,City Of New Kensington - 3-1,Auditor General,,LIB,Jennifer Moore,7,0,7,0
Westmoreland,City Of New Kensington - 3-2,Auditor General,,LIB,Jennifer Moore,15,2,13,0
Westmoreland,City Of New Kensington - 3-3,Auditor General,,LIB,Jennifer Moore,7,0,6,1
Westmoreland,City Of New Kensington - 3-4,Auditor General,,LIB,Jennifer Moore,23,6,17,0
Westmoreland,City Of New Kensington - 4-1,Auditor General,,LIB,Jennifer Moore,9,3,6,0
Westmoreland,City Of New Kensington - 4-2,Auditor General,,LIB,Jennifer Moore,28,7,21,0
Westmoreland,City Of New Kensington - 4-3,Auditor General,,LIB,Jennifer Moore,21,4,17,0
Westmoreland,City Of New Kensington - 4-4,Auditor General,,LIB,Jennifer Moore,31,6,25,0
Westmoreland,City Of New Kensington - 4-5,Auditor General,,LIB,Jennifer Moore,14,1,12,1
Westmoreland,City Of New Kensington - 5,Auditor General,,LIB,Jennifer Moore,7,4,3,0
Westmoreland,City Of New Kensington - 6,Auditor General,,LIB,Jennifer Moore,13,4,9,0
Westmoreland,City Of New Kensington - 7-1,Auditor General,,LIB,Jennifer Moore,20,5,14,1
Westmoreland,City Of New Kensington - 7-2,Auditor General,,LIB,Jennifer Moore,24,8,13,3
Westmoreland,New Stanton Borough,Auditor General,,LIB,Jennifer Moore,37,6,31,0
Westmoreland,North Belle Vernon - #1,Auditor General,,LIB,Jennifer Moore,11,2,8,1
Westmoreland,North Belle Vernon - #2,Auditor General,,LIB,Jennifer Moore,9,3,5,1
Westmoreland,N Huntingdon Township - 1-1,Auditor General,,LIB,Jennifer Moore,37,11,25,1
Westmoreland,N Huntingdon Township - 1-2,Auditor General,,LIB,Jennifer Moore,8,2,6,0
Westmoreland,N Huntingdon Township - 1-3,Auditor General,,LIB,Jennifer Moore,25,5,20,0
Westmoreland,N Huntingdon Township - 1-4,Auditor General,,LIB,Jennifer Moore,16,5,11,0
Westmoreland,N Huntingdon Township - 2-1,Auditor General,,LIB,Jennifer Moore,14,5,8,1
Westmoreland,N Huntingdon Township - 2-2,Auditor General,,LIB,Jennifer Moore,36,4,29,3
Westmoreland,N Huntingdon Township - 2-3,Auditor General,,LIB,Jennifer Moore,15,4,11,0
Westmoreland,N Huntingdon Township - 3-1,Auditor General,,LIB,Jennifer Moore,43,9,34,0
Westmoreland,N Huntingdon Township - 3-2,Auditor General,,LIB,Jennifer Moore,42,5,36,1
Westmoreland,N Huntingdon Township - 4-1,Auditor General,,LIB,Jennifer Moore,29,8,21,0
Westmoreland,N Huntingdon Township - 4-2,Auditor General,,LIB,Jennifer Moore,30,6,24,0
Westmoreland,N Huntingdon Township - 4-3,Auditor General,,LIB,Jennifer Moore,7,2,5,0
Westmoreland,N Huntingdon Township - 4-4,Auditor General,,LIB,Jennifer Moore,2,0,1,1
Westmoreland,N Huntingdon Township - 5-1,Auditor General,,LIB,Jennifer Moore,12,2,10,0
Westmoreland,N Huntingdon Township - 5-2,Auditor General,,LIB,Jennifer Moore,36,8,28,0
Westmoreland,N Huntingdon Township - 5-3,Auditor General,,LIB,Jennifer Moore,14,4,10,0
Westmoreland,N Huntingdon Township - 6-1,Auditor General,,LIB,Jennifer Moore,12,2,10,0
Westmoreland,N Huntingdon Township - 6-2,Auditor General,,LIB,Jennifer Moore,23,3,19,1
Westmoreland,N Huntingdon Township - 6-3,Auditor General,,LIB,Jennifer Moore,36,7,29,0
Westmoreland,N Huntingdon Township - 6-4,Auditor General,,LIB,Jennifer Moore,10,1,8,1
Westmoreland,N Huntingdon Township - 7-1,Auditor General,,LIB,Jennifer Moore,11,0,11,0
Westmoreland,N Huntingdon Township - 7-2,Auditor General,,LIB,Jennifer Moore,22,3,19,0
Westmoreland,N Huntingdon Township - 7-3,Auditor General,,LIB,Jennifer Moore,10,2,8,0
Westmoreland,N Huntingdon Township - 7-4,Auditor General,,LIB,Jennifer Moore,14,2,12,0
Westmoreland,N Irwin Borough,Auditor General,,LIB,Jennifer Moore,17,1,16,0
Westmoreland,Oklahoma Borough,Auditor General,,LIB,Jennifer Moore,14,3,11,0
Westmoreland,Penn Borough,Auditor General,,LIB,Jennifer Moore,6,1,5,0
Westmoreland,Penn Township - 1-1,Auditor General,,LIB,Jennifer Moore,40,9,31,0
Westmoreland,Penn Township - 1-2,Auditor General,,LIB,Jennifer Moore,31,6,24,1
Westmoreland,Penn Township - 2-1,Auditor General,,LIB,Jennifer Moore,31,5,26,0
Westmoreland,Penn Township - 2-2,Auditor General,,LIB,Jennifer Moore,44,12,32,0
Westmoreland,Penn Township - 3-1,Auditor General,,LIB,Jennifer Moore,35,10,25,0
Westmoreland,Penn Township - 3-2,Auditor General,,LIB,Jennifer Moore,24,8,16,0
Westmoreland,Penn Township - 3-3,Auditor General,,LIB,Jennifer Moore,4,1,3,0
Westmoreland,Penn Township - 4-1,Auditor General,,LIB,Jennifer Moore,26,6,20,0
Westmoreland,Penn Township - 4-2,Auditor General,,LIB,Jennifer Moore,21,7,14,0
Westmoreland,Penn Township - 5-1,Auditor General,,LIB,Jennifer Moore,24,10,14,0
Westmoreland,Penn Township - 5-2,Auditor General,,LIB,Jennifer Moore,24,3,20,1
Westmoreland,Penn Township - 5-3,Auditor General,,LIB,Jennifer Moore,11,2,9,0
Westmoreland,Rostraver Township - Collinsburg,Auditor General,,LIB,Jennifer Moore,12,0,12,0
Westmoreland,Rostraver Township - Concord,Auditor General,,LIB,Jennifer Moore,31,6,24,1
Westmoreland,Rostraver Township - Crossroads,Auditor General,,LIB,Jennifer Moore,30,7,21,2
Westmoreland,Rostraver Township - Fellsburg,Auditor General,,LIB,Jennifer Moore,30,15,15,0
Westmoreland,Rostraver Township - Lynnwood,Auditor General,,LIB,Jennifer Moore,5,0,4,1
Westmoreland,Rostraver Township - Pricedale,Auditor General,,LIB,Jennifer Moore,17,3,14,0
Westmoreland,Rostraver Township - Van Meter,Auditor General,,LIB,Jennifer Moore,5,0,5,0
Westmoreland,Rostraver Township - Webster,Auditor General,,LIB,Jennifer Moore,13,0,13,0
Westmoreland,Salem Township - Five Points,Auditor General,,LIB,Jennifer Moore,31,4,26,1
Westmoreland,Salem Township - Hugus,Auditor General,,LIB,Jennifer Moore,4,1,3,0
Westmoreland,Salem Township - Mechlings,Auditor General,,LIB,Jennifer Moore,6,1,5,0
Westmoreland,Salem Township - New Salem,Auditor General,,LIB,Jennifer Moore,29,10,19,0
Westmoreland,Salem Township - Slickville,Auditor General,,LIB,Jennifer Moore,9,0,9,0
Westmoreland,Salem Township - Steeles,Auditor General,,LIB,Jennifer Moore,11,4,7,0
Westmoreland,Salem Township - Trees Mills,Auditor General,,LIB,Jennifer Moore,17,2,15,0
Westmoreland,Scottdale Borough - 1St Ward,Auditor General,,LIB,Jennifer Moore,18,6,11,1
Westmoreland,Scottdale Borough - 2Nd Ward,Auditor General,,LIB,Jennifer Moore,23,2,20,1
Westmoreland,Scottdale Borough - 3Rd Ward,Auditor General,,LIB,Jennifer Moore,23,5,18,0
Westmoreland,Scottdale Borough - 4Th Ward,Auditor General,,LIB,Jennifer Moore,9,1,8,0
Westmoreland,Seward Borough,Auditor General,,LIB,Jennifer Moore,5,2,3,0
Westmoreland,Sewickley Township - East Herminie,Auditor General,,LIB,Jennifer Moore,16,1,15,0
Westmoreland,Sewickley Township - Lowber,Auditor General,,LIB,Jennifer Moore,14,1,13,0
Westmoreland,Sewickley Township - Rillton,Auditor General,,LIB,Jennifer Moore,28,2,26,0
Westmoreland,Sewickley Township - Sewickley,Auditor General,,LIB,Jennifer Moore,16,2,14,0
Westmoreland,Sewickley Township - West Herminie,Auditor General,,LIB,Jennifer Moore,9,2,7,0
Westmoreland,Sewickley Township - Whyel,Auditor General,,LIB,Jennifer Moore,6,0,6,0
Westmoreland,Smithton Borough,Auditor General,,LIB,Jennifer Moore,12,0,12,0
Westmoreland,S Greensburg Borough - #1,Auditor General,,LIB,Jennifer Moore,18,4,14,0
Westmoreland,S Greensburg Borough - #2,Auditor General,,LIB,Jennifer Moore,34,6,28,0
Westmoreland,South Huntingdon Township - Hixon,Auditor General,,LIB,Jennifer Moore,14,6,8,0
Westmoreland,South Huntingdon Township - Jacobs Creek,Auditor General,,LIB,Jennifer Moore,4,0,4,0
Westmoreland,South Huntingdon Township - Mineral,Auditor General,,LIB,Jennifer Moore,9,3,6,0
Westmoreland,South Huntingdon Township - Port Royal,Auditor General,,LIB,Jennifer Moore,3,0,3,0
Westmoreland,South Huntingdon Township - South Huntingdon,Auditor General,,LIB,Jennifer Moore,32,9,23,0
Westmoreland,South Huntingdon Township - Wayne,Auditor General,,LIB,Jennifer Moore,25,4,21,0
Westmoreland,South Huntingdon Township - Wyano,Auditor General,,LIB,Jennifer Moore,7,0,7,0
Westmoreland,South Huntingdon Township - Yukon,Auditor General,,LIB,Jennifer Moore,16,1,15,0
Westmoreland,Sw Greensburg Borough - #1,Auditor General,,LIB,Jennifer Moore,27,3,24,0
Westmoreland,Sw Greensburg Borough - #2,Auditor General,,LIB,Jennifer Moore,13,3,9,1
Westmoreland,St Clair Township - - Seward,Auditor General,,LIB,Jennifer Moore,9,2,7,0
Westmoreland,St Clair Township - - St Clair,Auditor General,,LIB,Jennifer Moore,11,0,11,0
Westmoreland,Sutersville Borough,Auditor General,,LIB,Jennifer Moore,14,6,8,0
Westmoreland,Trafford Borough - #1,Auditor General,,LIB,Jennifer Moore,37,9,27,1
Westmoreland,Trafford Borough - #2,Auditor General,,LIB,Jennifer Moore,18,8,8,2
Westmoreland,Unity Township - Baggaley,Auditor General,,LIB,Jennifer Moore,30,10,20,0
Westmoreland,Unity Township - Beatty,Auditor General,,LIB,Jennifer Moore,29,12,15,2
Westmoreland,Unity Township - Crabtree,Auditor General,,LIB,Jennifer Moore,12,3,9,0
Westmoreland,Unity Township - Dennison,Auditor General,,LIB,Jennifer Moore,86,24,60,2
Westmoreland,Unity Township - Dorothy,Auditor General,,LIB,Jennifer Moore,22,5,17,0
Westmoreland,Unity Township - Gravel Hill,Auditor General,,LIB,Jennifer Moore,25,7,18,0
Westmoreland,Unity Township - Kuhns,Auditor General,,LIB,Jennifer Moore,17,3,13,1
Westmoreland,Unity Township - Lloydsville,Auditor General,,LIB,Jennifer Moore,15,3,12,0
Westmoreland,Unity Township - Marguerite,Auditor General,,LIB,Jennifer Moore,39,16,22,1
Westmoreland,Unity Township - Mutual,Auditor General,,LIB,Jennifer Moore,16,1,14,1
Westmoreland,Unity Township - Pleasant Unity,Auditor General,,LIB,Jennifer Moore,19,3,16,0
Westmoreland,Unity Township - Roble,Auditor General,,LIB,Jennifer Moore,22,1,21,0
Westmoreland,Unity Township - Whitney,Auditor General,,LIB,Jennifer Moore,45,11,34,0
Westmoreland,Upper Burrell Township - # 1,Auditor General,,LIB,Jennifer Moore,19,4,15,0
Westmoreland,Upper Burrell Township - # 2,Auditor General,,LIB,Jennifer Moore,19,6,13,0
Westmoreland,Vandergrift Borough - 1St Ward,Auditor General,,LIB,Jennifer Moore,15,0,15,0
Westmoreland,Vandergrift Borough - 2Nd Ward,Auditor General,,LIB,Jennifer Moore,21,3,18,0
Westmoreland,Vandergrift Borough - 3Rd Ward,Auditor General,,LIB,Jennifer Moore,24,6,16,2
Westmoreland,Vandergrift Borough - 4Th Ward,Auditor General,,LIB,Jennifer Moore,14,2,12,0
Westmoreland,Vandergrift Borough - 5Th Ward,Auditor General,,LIB,Jennifer Moore,16,3,13,0
Westmoreland,Vandergrift Borough - 6Th Ward,Auditor General,,LIB,Jennifer Moore,20,3,17,0
Westmoreland,Washington Township - Beamers,Auditor General,,LIB,Jennifer Moore,35,12,22,1
Westmoreland,Washington Township - North Washington,Auditor General,,LIB,Jennifer Moore,29,9,20,0
Westmoreland,Washington Township - Oakland Cross Roads,Auditor General,,LIB,Jennifer Moore,30,9,20,1
Westmoreland,Washington Township - Paulton,Auditor General,,LIB,Jennifer Moore,30,6,24,0
Westmoreland,W Leechburg Borough,Auditor General,,LIB,Jennifer Moore,22,1,19,2
Westmoreland,W Newton Borough - 1St Ward,Auditor General,,LIB,Jennifer Moore,19,3,16,0
Westmoreland,W Newton Borough - 2Nd Ward,Auditor General,,LIB,Jennifer Moore,9,1,8,0
Westmoreland,W Newton Borough - 3Rd Ward,Auditor General,,LIB,Jennifer Moore,17,1,16,0
Westmoreland,Youngstown Borough,Auditor General,,LIB,Jennifer Moore,2,0,2,0
Westmoreland,Youngwood Borough - 1St Ward,Auditor General,,LIB,Jennifer Moore,20,4,14,2
Westmoreland,Youngwood Borough - 2Nd Ward,Auditor General,,LIB,Jennifer Moore,12,4,8,0
Westmoreland,Youngwood Borough - 3Rd Ward,Auditor General,,LIB,Jennifer Moore,25,5,19,1
Westmoreland,Adamsburg Borough,Auditor General,,GRN,GRN Olivia Faison,0,0,0,0
Westmoreland,Allegheny Township #1 Shearers,Auditor General,,GRN,GRN Olivia Faison,14,3,10,1
Westmoreland,Allegheny Township #2 Mckees,Auditor General,,GRN,GRN Olivia Faison,8,4,4,0
Westmoreland,Allegheny Township #3 Sobers,Auditor General,,GRN,GRN Olivia Faison,5,1,4,0
Westmoreland,Allegheny Township #4 Stewarts,Auditor General,,GRN,GRN Olivia Faison,8,4,4,0
Westmoreland,Allegheny Township #5 Bellvue,Auditor General,,GRN,GRN Olivia Faison,0,0,0,0
Westmoreland,City Of Arnold - 1-1,Auditor General,,GRN,GRN Olivia Faison,1,0,1,0
Westmoreland,City Of Arnold - 1-2,Auditor General,,GRN,GRN Olivia Faison,6,0,5,1
Westmoreland,City Of Arnold - 2-1,Auditor General,,GRN,GRN Olivia Faison,3,0,3,0
Westmoreland,City Of Arnold - 2-2,Auditor General,,GRN,GRN Olivia Faison,8,1,7,0
Westmoreland,City Of Arnold - 2-3,Auditor General,,GRN,GRN Olivia Faison,7,0,7,0
Westmoreland,Arona Borough,Auditor General,,GRN,GRN Olivia Faison,0,0,0,0
Westmoreland,Avonmore Borough,Auditor General,,GRN,GRN Olivia Faison,3,0,3,0
Westmoreland,Bell Township - Perrysville,Auditor General,,GRN,GRN Olivia Faison,8,3,5,0
Westmoreland,Bell Township - Roaring Run,Auditor General,,GRN,GRN Olivia Faison,2,0,2,0
Westmoreland,Bell Township - Salina,Auditor General,,GRN,GRN Olivia Faison,5,0,4,1
Westmoreland,Bolivar Borough,Auditor General,,GRN,GRN Olivia Faison,3,0,3,0
Westmoreland,Cook Township,Auditor General,,GRN,GRN Olivia Faison,10,1,9,0
Westmoreland,Delmont Borough,Auditor General,,GRN,GRN Olivia Faison,7,3,4,0
Westmoreland,Derry Borough - 1St Ward,Auditor General,,GRN,GRN Olivia Faison,4,0,4,0
Westmoreland,Derry Borough - 2Nd Ward,Auditor General,,GRN,GRN Olivia Faison,5,0,5,0
Westmoreland,Derry Borough - 3Rd Ward,Auditor General,,GRN,GRN Olivia Faison,4,1,3,0
Westmoreland,Derry Borough - 4Th Ward,Auditor General,,GRN,GRN Olivia Faison,0,0,0,0
Westmoreland,Derry Township - Alters,Auditor General,,GRN,GRN Olivia Faison,3,1,2,0
Westmoreland,Derry Township - Bradenville,Auditor General,,GRN,GRN Olivia Faison,5,2,3,0
Westmoreland,Derry Township - Cokeville,Auditor General,,GRN,GRN Olivia Faison,3,0,3,0
Westmoreland,Derry Township - Cooperstown,Auditor General,,GRN,GRN Olivia Faison,9,2,7,0
Westmoreland,Derry Township - Kingston,Auditor General,,GRN,GRN Olivia Faison,1,1,0,0
Westmoreland,Derry Township - Loyalhanna,Auditor General,,GRN,GRN Olivia Faison,2,1,1,0
Westmoreland,Derry Township - Millwood,Auditor General,,GRN,GRN Olivia Faison,10,2,7,1
Westmoreland,Derry Township - New Derry,Auditor General,,GRN,GRN Olivia Faison,6,3,3,0
