county,precinct,office,district,party,candidate,votes,election_day,absentee,provisional
Lebanon,Lebanon 1st Ward East,Registered Voters,,,,749,,,
Lebanon,Lebanon 1st Ward East,Ballots Cast,,,,492,348,127,17
Lebanon,Lebanon 1st Ward East,President,,DEM,Joseph R. Biden,209,112,88,9
Lebanon,Lebanon 1st Ward East,President,,REP,Donald J. Trump,269,225,36,8
Lebanon,Lebanon 1st Ward East,President,,LBT,Jo Jorgensen,9,8,1,0
Lebanon,Lebanon 1st Ward East,President,,,Write-ins,2,2,0,0
Lebanon,Lebanon 1st Ward East,Attorney General,,DEM,JOSH SHAPIRO,210,113,89,8
Lebanon,Lebanon 1st Ward East,Attorney General,,REP,HEATHER HEIDELBAUGH,246,214,28,4
Lebanon,Lebanon 1st Ward East,Attorney General,,LBT,DANIEL WASSMER,11,8,3,0
Lebanon,Lebanon 1st Ward East,Attorney General,,GRN,RICHARD L. WEISS,5,2,1,2
Lebanon,Lebanon 1st Ward East,Attorney General,,,Write-ins,0,0,0,0
Lebanon,Lebanon 1st Ward East,Auditor General,,DEM,NINA AHMAD,196,108,81,7
Lebanon,Lebanon 1st Ward East,Auditor General,,REP,TIMOTHY DEFOOR,252,209,37,6
Lebanon,Lebanon 1st Ward East,Auditor General,,LBT,JENNIFER MOORE,19,16,3,0
Lebanon,Lebanon 1st Ward East,Auditor General,,GRN,OLIVIA FAISON,5,4,0,1
Lebanon,Lebanon 1st Ward East,Auditor General,,,Write-ins,0,0,0,0
Lebanon,Lebanon 1st Ward East,State Treasurer,,DEM,JOE TORSELLA,197,109,81,7
Lebanon,Lebanon 1st Ward East,State Treasurer,,REP,STACY L. GARRITY,253,212,36,5
Lebanon,Lebanon 1st Ward East,State Treasurer,,LBT,JOE SOLOSKI,14,12,2,0
Lebanon,Lebanon 1st Ward East,State Treasurer,,GRN,TIMOTHY RUNKLE,4,3,0,1
Lebanon,Lebanon 1st Ward East,State Treasurer,,,Write-ins,0,0,0,0
Lebanon,Lebanon 1st Ward East,U.S. House,9,DEM,GARY WEGMAN,205,110,88,7
Lebanon,Lebanon 1st Ward East,U.S. House,9,REP,DAN MEUSER,264,228,31,5
Lebanon,Lebanon 1st Ward East,U.S. House,9,,Write-ins,1,1,0,0
Lebanon,Lebanon 1st Ward East,State House,101,DEM,CALVIN CLEMENTS,200,111,81,8
Lebanon,Lebanon 1st Ward East,State House,101,REP,FRANK RYAN,270,227,38,5
Lebanon,Lebanon 1st Ward East,State House,101,,Write-ins,1,1,0,0
Lebanon,Lebanon 1st Ward Middle,Registered Voters,,,,670,,,
Lebanon,Lebanon 1st Ward Middle,Ballots Cast,,,,382,240,123,19
Lebanon,Lebanon 1st Ward Middle,President,,DEM,Joseph R. Biden,163,73,81,9
Lebanon,Lebanon 1st Ward Middle,President,,REP,Donald J. Trump,209,158,41,10
Lebanon,Lebanon 1st Ward Middle,President,,LBT,Jo Jorgensen,10,9,1,0
Lebanon,Lebanon 1st Ward Middle,President,,,Write-ins,0,0,0,0
Lebanon,Lebanon 1st Ward Middle,Attorney General,,DEM,JOSH SHAPIRO,163,71,82,10
Lebanon,Lebanon 1st Ward Middle,Attorney General,,REP,HEATHER HEIDELBAUGH,191,146,36,9
Lebanon,Lebanon 1st Ward Middle,Attorney General,,LBT,DANIEL WASSMER,11,10,1,0
Lebanon,Lebanon 1st Ward Middle,Attorney General,,GRN,RICHARD L. WEISS,6,5,1,0
Lebanon,Lebanon 1st Ward Middle,Attorney General,,,Write-ins,0,0,0,0
Lebanon,Lebanon 1st Ward Middle,Auditor General,,DEM,NINA AHMAD,144,64,71,9
Lebanon,Lebanon 1st Ward Middle,Auditor General,,REP,TIMOTHY DEFOOR,197,148,39,10
Lebanon,Lebanon 1st Ward Middle,Auditor General,,LBT,JENNIFER MOORE,24,18,6,0
Lebanon,Lebanon 1st Ward Middle,Auditor General,,GRN,OLIVIA FAISON,5,3,2,0
Lebanon,Lebanon 1st Ward Middle,Auditor General,,,Write-ins,1,0,1,0
Lebanon,Lebanon 1st Ward Middle,State Treasurer,,DEM,JOE TORSELLA,149,67,72,10
Lebanon,Lebanon 1st Ward Middle,State Treasurer,,REP,STACY L. GARRITY,198,151,39,8
Lebanon,Lebanon 1st Ward Middle,State Treasurer,,LBT,JOE SOLOSKI,14,10,3,1
Lebanon,Lebanon 1st Ward Middle,State Treasurer,,GRN,TIMOTHY RUNKLE,8,4,4,0
Lebanon,Lebanon 1st Ward Middle,State Treasurer,,,Write-ins,0,0,0,0
Lebanon,Lebanon 1st Ward Middle,U.S. House,9,DEM,GARY WEGMAN,154,67,78,9
Lebanon,Lebanon 1st Ward Middle,U.S. House,9,REP,DAN MEUSER,218,166,42,10
Lebanon,Lebanon 1st Ward Middle,U.S. House,9,,Write-ins,1,1,0,0
Lebanon,Lebanon 1st Ward Middle,State House,101,DEM,CALVIN CLEMENTS,147,63,76,8
Lebanon,Lebanon 1st Ward Middle,State House,101,REP,FRANK RYAN,222,167,44,11
Lebanon,Lebanon 1st Ward Middle,State House,101,,Write-ins,1,1,0,0
Lebanon,Lebanon 1st Ward West,Registered Voters,,,,888,,,
Lebanon,Lebanon 1st Ward West,Ballots Cast,,,,443,280,153,10
Lebanon,Lebanon 1st Ward West,President,,DEM,Joseph R. Biden,198,98,96,4
Lebanon,Lebanon 1st Ward West,President,,REP,Donald J. Trump,228,175,47,6
Lebanon,Lebanon 1st Ward West,President,,LBT,Jo Jorgensen,13,6,7,0
Lebanon,Lebanon 1st Ward West,President,,,Write-ins,2,0,2,0
Lebanon,Lebanon 1st Ward West,Attorney General,,DEM,JOSH SHAPIRO,202,98,100,4
Lebanon,Lebanon 1st Ward West,Attorney General,,REP,HEATHER HEIDELBAUGH,196,150,40,6
Lebanon,Lebanon 1st Ward West,Attorney General,,LBT,DANIEL WASSMER,17,14,3,0
Lebanon,Lebanon 1st Ward West,Attorney General,,GRN,RICHARD L. WEISS,6,4,2,0
Lebanon,Lebanon 1st Ward West,Attorney General,,,Write-ins,2,2,0,0
Lebanon,Lebanon 1st Ward West,Auditor General,,DEM,NINA AHMAD,180,87,90,3
Lebanon,Lebanon 1st Ward West,Auditor General,,REP,TIMOTHY DEFOOR,208,157,45,6
Lebanon,Lebanon 1st Ward West,Auditor General,,LBT,JENNIFER MOORE,29,20,8,1
Lebanon,Lebanon 1st Ward West,Auditor General,,GRN,OLIVIA FAISON,7,3,4,0
Lebanon,Lebanon 1st Ward West,Auditor General,,,Write-ins,1,1,0,0
Lebanon,Lebanon 1st Ward West,State Treasurer,,DEM,JOE TORSELLA,189,95,90,4
Lebanon,Lebanon 1st Ward West,State Treasurer,,REP,STACY L. GARRITY,212,157,50,5
Lebanon,Lebanon 1st Ward West,State Treasurer,,LBT,JOE SOLOSKI,16,14,2,0
Lebanon,Lebanon 1st Ward West,State Treasurer,,GRN,TIMOTHY RUNKLE,5,2,3,0
Lebanon,Lebanon 1st Ward West,State Treasurer,,,Write-ins,0,0,0,0
Lebanon,Lebanon 1st Ward West,U.S. House,9,DEM,GARY WEGMAN,196,97,95,4
Lebanon,Lebanon 1st Ward West,U.S. House,9,REP,DAN MEUSER,224,169,50,5
Lebanon,Lebanon 1st Ward West,U.S. House,9,,Write-ins,0,0,0,0
Lebanon,Lebanon 1st Ward West,State House,101,DEM,CALVIN CLEMENTS,186,89,93,4
Lebanon,Lebanon 1st Ward West,State House,101,REP,FRANK RYAN,236,178,53,5
Lebanon,Lebanon 1st Ward West,State House,101,,Write-ins,0,0,0,0
Lebanon,Lebanon 2nd Ward East,Registered Voters,,,,1727,,,
Lebanon,Lebanon 2nd Ward East,Ballots Cast,,,,978,605,341,32
Lebanon,Lebanon 2nd Ward East,President,,DEM,Joseph R. Biden,463,216,232,15
Lebanon,Lebanon 2nd Ward East,President,,REP,Donald J. Trump,488,373,99,16
Lebanon,Lebanon 2nd Ward East,President,,LBT,Jo Jorgensen,23,15,7,1
Lebanon,Lebanon 2nd Ward East,President,,,Write-ins,0,0,0,0
Lebanon,Lebanon 2nd Ward East,Attorney General,,DEM,JOSH SHAPIRO,471,226,231,14
Lebanon,Lebanon 2nd Ward East,Attorney General,,REP,HEATHER HEIDELBAUGH,444,343,88,13
Lebanon,Lebanon 2nd Ward East,Attorney General,,LBT,DANIEL WASSMER,22,14,8,0
Lebanon,Lebanon 2nd Ward East,Attorney General,,GRN,RICHARD L. WEISS,13,8,4,1
Lebanon,Lebanon 2nd Ward East,Attorney General,,,Write-ins,0,0,0,0
