county,precinct,office,district,candidate,party,election_day,absentee,votes
Susquehanna,Apolacon TWP,Registered Voters,,,,,,367
Susquehanna,Apolacon TWP,Ballots Cast,,,,227,57,284
Susquehanna,Apolacon TWP,President,,Joseph R. Biden,DEM,35,28,63
Susquehanna,Apolacon TWP,President,,Donald J. Trump,REP,187,29,216
Susquehanna,Apolacon TWP,President,,Jo Jorgensen,LIB,5,0,5
Susquehanna,Apolacon TWP,President,,Write-in,,0,0,0
Susquehanna,Apolacon TWP,Attorney General,,Josh Shapiro,DEM,39,30,69
Susquehanna,Apolacon TWP,Attorney General,,Heather Heidelbaug H.,REP,171,27,198
Susquehanna,Apolacon TWP,Attorney General,,Daniel Wassmer,LIB,6,0,6
Susquehanna,Apolacon TWP,Attorney General,,Richard L. Weiss,GRN,1,0,1
Susquehanna,Apolacon TWP,Attorney General,,Write-in,,0,0,0
Susquehanna,Apolacon TWP,Auditor General,,Nina Ahmad,DEM,28,29,57
Susquehanna,Apolacon TWP,Auditor General,,Timothy Defoor,REP,173,27,200
Susquehanna,Apolacon TWP,Auditor General,,Jennifer Moore,LIB,9,0,9
Susquehanna,Apolacon TWP,Auditor General,,Olivia Faison,GRN,5,0,5
Susquehanna,Apolacon TWP,Auditor General,,Write-in,,0,1,1
Susquehanna,Apolacon TWP,State Treasurer,,Joe Torsella,DEM,34,27,61
Susquehanna,Apolacon TWP,State Treasurer,,Stacy L. Garrity,REP,175,29,204
Susquehanna,Apolacon TWP,State Treasurer,,Joe Soloski,LIB,7,1,8
Susquehanna,Apolacon TWP,State Treasurer,,Timothy Runkle,GRN,3,0,3
Susquehanna,Apolacon TWP,State Treasurer,,Write-in,,0,0,0
Susquehanna,Apolacon TWP,U.S. House,12,Lee Griffin,DEM,39,28,67
Susquehanna,Apolacon TWP,U.S. House,12,Fred Keller,REP,179,29,208
Susquehanna,Apolacon TWP,U.S. House,12,Write-in,,0,0,0
Susquehanna,Apolacon TWP,State Senate,23,Jackie Baker,DEM,38,27,65
Susquehanna,Apolacon TWP,State Senate,23,Gene Yaw,REP,181,28,209
Susquehanna,Apolacon TWP,State Senate,23,Write-in,,0,0,0
Susquehanna,Apolacon TWP,State House,110,Tina Pickett,REP,194,38,232
Susquehanna,Apolacon TWP,State House,110,Larry Frey,LIB,26,12,38
Susquehanna,Apolacon TWP,State House,110,Write-in,,0,4,4
Susquehanna,Apolacon TWP,State House,111,Jonathan Fritz,REP,,,
Susquehanna,Apolacon TWP,State House,111,Write-in,,,,
Susquehanna,Ararat TWP,Registered Voters,,,,,,397
Susquehanna,Ararat TWP,Ballots Cast,,,,224,69,293
Susquehanna,Ararat TWP,President,,Joseph R. Biden,DEM,49,40,89
Susquehanna,Ararat TWP,President,,Donald J. Trump,REP,169,27,196
Susquehanna,Ararat TWP,President,,Jo Jorgensen,LIB,2,0,2
Susquehanna,Ararat TWP,President,,Write-in,,4,1,5
Susquehanna,Ararat TWP,Attorney General,,Josh Shapiro,DEM,50,35,85
Susquehanna,Ararat TWP,Attorney General,,Heather Heidelbaug H.,REP,162,27,189
Susquehanna,Ararat TWP,Attorney General,,Daniel Wassmer,LIB,3,2,5
Susquehanna,Ararat TWP,Attorney General,,Richard L. Weiss,GRN,3,0,3
Susquehanna,Ararat TWP,Attorney General,,Write-in,,0,0,0
Susquehanna,Ararat TWP,Auditor General,,Nina Ahmad,DEM,43,35,78
Susquehanna,Ararat TWP,Auditor General,,Timothy Defoor,REP,163,29,192
Susquehanna,Ararat TWP,Auditor General,,Jennifer Moore,LIB,6,0,6
Susquehanna,Ararat TWP,Auditor General,,Olivia Faison,GRN,6,1,7
Susquehanna,Ararat TWP,Auditor General,,Write-in,,0,0,0
Susquehanna,Ararat TWP,State Treasurer,,Joe Torsella,DEM,51,37,88
Susquehanna,Ararat TWP,State Treasurer,,Stacy L. Garrity,REP,165,28,193
Susquehanna,Ararat TWP,State Treasurer,,Joe Soloski,LIB,2,0,2
Susquehanna,Ararat TWP,State Treasurer,,Timothy Runkle,GRN,0,0,0
Susquehanna,Ararat TWP,State Treasurer,,Write-in,,0,0,0
Susquehanna,Ararat TWP,U.S. House,12,Lee Griffin,DEM,42,37,79
Susquehanna,Ararat TWP,U.S. House,12,Fred Keller,REP,177,29,206
Susquehanna,Ararat TWP,U.S. House,12,Write-in,,0,0,0
Susquehanna,Ararat TWP,State Senate,23,Jackie Baker,DEM,,,
Susquehanna,Ararat TWP,State Senate,23,Gene Yaw,REP,,,
Susquehanna,Ararat TWP,State Senate,23,Write-in,,,,
Susquehanna,Ararat TWP,State House,110,Tina Pickett,REP,,,
Susquehanna,Ararat TWP,State House,110,Larry Frey,LIB,,,
Susquehanna,Ararat TWP,State House,110,Write-in,,,,
Susquehanna,Ararat TWP,State House,111,Jonathan Fritz,REP,195,46,241
Susquehanna,Ararat TWP,State House,111,Write-in,,5,1,6
Susquehanna,Auburn TWP,Registered Voters,,,,,,1143
Susquehanna,Auburn TWP,Ballots Cast,,,,737,205,942
Susquehanna,Auburn TWP,President,,Joseph R. Biden,DEM,84,125,209
Susquehanna,Auburn TWP,President,,Donald J. Trump,REP,646,77,723
Susquehanna,Auburn TWP,President,,Jo Jorgensen,LIB,7,1,8
Susquehanna,Auburn TWP,President,,Write-in,,0,1,1
Susquehanna,Auburn TWP,Attorney General,,Josh Shapiro,DEM,108,128,236
Susquehanna,Auburn TWP,Attorney General,,Heather Heidelbaug H.,REP,608,68,676
Susquehanna,Auburn TWP,Attorney General,,Daniel Wassmer,LIB,6,3,9
Susquehanna,Auburn TWP,Attorney General,,Richard L. Weiss,GRN,2,1,3
Susquehanna,Auburn TWP,Attorney General,,Write-in,,0,0,0
Susquehanna,Auburn TWP,Auditor General,,Nina Ahmad,DEM,85,101,186
Susquehanna,Auburn TWP,Auditor General,,Timothy Defoor,REP,615,89,704
Susquehanna,Auburn TWP,Auditor General,,Jennifer Moore,LIB,18,6,24
Susquehanna,Auburn TWP,Auditor General,,Olivia Faison,GRN,7,2,9
Susquehanna,Auburn TWP,Auditor General,,Write-in,,0,0,0
Susquehanna,Auburn TWP,State Treasurer,,Joe Torsella,DEM,83,112,195
