candidate,office,district,party,county,votes,winner
"DINNIMAN, ANDREW E. ",State Senate,19,DEM,Chester,20937,
"AICHELE, CAROL",State Senate,19,REP,Chester,16181,
"DINNIMAN, ANDREW E. ",State Senate,19,DEM,Montgomery,677,
"AICHELE, CAROL",State Senate,19,REP,Montgomery,641,
"DINNIMAN, ANDREW E. ",State Senate,19,DEM,,21614,TRUE
"AICHELE, CAROL",State Senate,19,REP,,16822,
