candidate,office,district,party,county,votes,winner
"CORNELL, SUSAN E.",State House,152,REP,Montgomery,4335,
"SCHRIFTMANN, ROSS F.",State House,152,DEM,Montgomery,1648,
"CORNELL, SUSAN E.",State House,152,REP,Philadelphia,180,
"SCHRIFTMANN, ROSS F.",State House,152,DEM,Philadelphia,64,
"CORNELL, SUSAN E.",State House,152,REP,,4399,TRUE
"SCHRIFTMANN, ROSS F.",State House,152,DEM,,1828,
