candidate,office,district,party,county,votes,winner
"VULAKOVICH, RANDY",State Senate,40,REP,Allegheny,12065,
"BROWN, SHARON",State Senate,40,DEM,Allegheny,4704,
"VULAKOVICH, RANDY",State Senate,40,REP,Butler,4235,
"BROWN, SHARON",State Senate,40,DEM,Butler,1322,
"VULAKOVICH, RANDY",State Senate,40,REP,,16300,TRUE
"BROWN, SHARON",State Senate,40,DEM,,6026,
