candidate,office,district,party,county,votes,winner
"WILLIAMS, CONNIE",State Senate,17,DEM,Delaware,9483,
"COHEN, LITA INDZEL",State Senate,17,REP,Delaware,9065,
"WILLIAMS, CONNIE",State Senate,17,DEM,Montgomery,20073,
"COHEN, LITA INDZEL",State Senate,17,REP,Montgomery,18224,
"WILLIAMS, CONNIE",State Senate,17,DEM,,29556,TRUE
"COHEN, LITA INDZEL",State Senate,17,REP,,27289,
