county,precinct,office,district,party,candidate,votes,election_day,provisional,absentee
Lawrence,New Castle 1-1,Registered Voters,,,,508,,,
Lawrence,New Castle 1-1,Ballots Cast,,,,73,49,1,23
Lawrence,New Castle 1-1,Ballots Cast Blank,,,,0,0,0,0
Lawrence,New Castle 1-1,Governor,,DEM,Josh Shapiro,49,28,1,20
Lawrence,New Castle 1-1,Governor,,DEM,Write-In Totals,0,0,0,0
Lawrence,New Castle 1-1,Lieutenant Governor,,DEM,Austin Davis,45,24,1,20
Lawrence,New Castle 1-1,Lieutenant Governor,,DEM,Write-In Totals,0,0,0,0
Lawrence,New Castle 1-1,U.S. House,16,DEM,Justin Wagner,44,23,1,20
Lawrence,New Castle 1-1,U.S. House,16,DEM,Write-In Totals,0,0,0,0
Lawrence,New Castle 1-1,State Senate,50,DEM,Write-In Totals,11,6,0,5
Lawrence,New Castle 1-1,State House,9,DEM,Shay Micco,42,22,1,19
Lawrence,New Castle 1-1,State House,9,DEM,Write-In Totals,1,1,0,0
Lawrence,New Castle 1-1,Member of Democratic State Committee,,DEM,J Howard Thompson,34,17,1,16
Lawrence,New Castle 1-1,Member of Democratic State Committee,,DEM,Juliann G Mangino,27,16,1,10
Lawrence,New Castle 1-1,Member of Democratic State Committee,,DEM,Mira Lou Thompson,17,10,0,7
Lawrence,New Castle 1-1,Member of Democratic State Committee,,DEM,Write-In Totals,1,1,0,0
Lawrence,New Castle 1-1,Member of Democratic County Committee - Male New Castle 1-1,,DEM,Write-In Totals,5,5,0,0
Lawrence,New Castle 1-1,Member of Democratic County Committee - Female New Castle 1-1,,DEM,Write-In Totals,3,3,0,0
Lawrence,New Castle 1-1,Governor,,REP,Stacy Garrity,22,19,0,3
Lawrence,New Castle 1-1,Governor,,REP,Write-In Totals,0,0,0,0
Lawrence,New Castle 1-1,Lieutenant Governor,,REP,Jason Richey,14,13,0,1
Lawrence,New Castle 1-1,Lieutenant Governor,,REP,John Ventre,7,5,0,2
Lawrence,New Castle 1-1,Lieutenant Governor,,REP,Write-In Totals,0,0,0,0
Lawrence,New Castle 1-1,U.S. House,16,REP,Mike Kelly,22,19,0,3
Lawrence,New Castle 1-1,U.S. House,16,REP,Write-In Totals,0,0,0,0
Lawrence,New Castle 1-1,State Senate,50,REP,Michele Brooks,21,18,0,3
Lawrence,New Castle 1-1,State Senate,50,REP,Write-In Totals,0,0,0,0
Lawrence,New Castle 1-1,State House,9,REP,Marla Gallo Brown,23,20,0,3
Lawrence,New Castle 1-1,State House,9,REP,Write-In Totals,0,0,0,0
Lawrence,New Castle 1-1,Member of Republican State Committee,,REP,Marla Gallo Brown,19,16,0,3
Lawrence,New Castle 1-1,Member of Republican State Committee,,REP,Gale Measel,15,13,0,2
Lawrence,New Castle 1-1,Member of Republican State Committee,,REP,Dale Turner,10,8,0,2
Lawrence,New Castle 1-1,Member of Republican State Committee,,REP,Write-In Totals,0,0,0,0
Lawrence,New Castle 1-2,Registered Voters,,,,537,,,
Lawrence,New Castle 1-2,Ballots Cast,,,,113,68,0,45
Lawrence,New Castle 1-2,Ballots Cast Blank,,,,0,0,0,0
Lawrence,New Castle 1-2,Governor,,DEM,Josh Shapiro,71,39,0,32
Lawrence,New Castle 1-2,Governor,,DEM,Write-In Totals,0,0,0,0
Lawrence,New Castle 1-2,Lieutenant Governor,,DEM,Austin Davis,71,39,0,32
Lawrence,New Castle 1-2,Lieutenant Governor,,DEM,Write-In Totals,0,0,0,0
Lawrence,New Castle 1-2,U.S. House,16,DEM,Justin Wagner,67,38,0,29
Lawrence,New Castle 1-2,U.S. House,16,DEM,Write-In Totals,1,0,0,1
Lawrence,New Castle 1-2,State Senate,50,DEM,Write-In Totals,11,8,0,3
Lawrence,New Castle 1-2,State House,9,DEM,Shay Micco,69,38,0,31
