county,precinct,office,district,party,candidate,votes,election_day,provisional,absentee
Mercer,Clark Borough,Registered Voters,,,,365,,,
Mercer,Clark Borough,Ballots Cast,,,,87,,,
Mercer,Clark Borough,Ballots Cast Blank,,,,0,,,
Mercer,Clark Borough,Governor,,DEM,Josh Shapiro,53,,,
Mercer,Clark Borough,Governor,,DEM,Write-In Totals,0,,,
Mercer,Clark Borough,Lieutenant Governor,,DEM,Austin Davis,52,,,
Mercer,Clark Borough,Lieutenant Governor,,DEM,Write-In Totals,0,,,
Mercer,Clark Borough,U.S. House,16,DEM,Justin Wagner,52,,,
Mercer,Clark Borough,U.S. House,16,DEM,Write-In Totals,0,,,
Mercer,Clark Borough,State Senate,50,DEM,Write-In Totals,11,,,
Mercer,Clark Borough,State House,7,DEM,Write-In Totals,11,,,
Mercer,Clark Borough,Member of Democratic State Committee,,DEM,Diane Syphrit,46,,,
Mercer,Clark Borough,Member of Democratic State Committee,,DEM,Jim McLusky,43,,,
Mercer,Clark Borough,Member of Democratic State Committee,,DEM,Write-In Totals,0,,,
Mercer,Clark Borough,Governor,,REP,Stacy Garrity,28,,,
Mercer,Clark Borough,Governor,,REP,Write-In Totals,3,,,
Mercer,Clark Borough,Lieutenant Governor,,REP,Jason Richey,20,,,
Mercer,Clark Borough,Lieutenant Governor,,REP,John Ventre,12,,,
Mercer,Clark Borough,Lieutenant Governor,,REP,Write-In Totals,0,,,
Mercer,Clark Borough,U.S. House,16,REP,Mike Kelly,31,,,
Mercer,Clark Borough,U.S. House,16,REP,Write-In Totals,0,,,
Mercer,Clark Borough,State Senate,50,REP,Michele Brooks,33,,,
Mercer,Clark Borough,State Senate,50,REP,Write-In Totals,0,,,
Mercer,Clark Borough,State House,7,REP,Parke Wentling,33,,,
Mercer,Clark Borough,State House,7,REP,Write-In Totals,0,,,
Mercer,Clark Borough,Member of Republican State Committee,,REP,Ann Coleman,28,,,
Mercer,Clark Borough,Member of Republican State Committee,,REP,William A Finley Jr.,27,,,
Mercer,Clark Borough,Member of Republican State Committee,,REP,Ginny Steese Richardson,17,,,
Mercer,Clark Borough,Member of Republican State Committee,,REP,Julie Swartfager,13,,,
Mercer,Clark Borough,Member of Republican State Committee,,REP,Write-In Totals,0,,,
Mercer,Coolspring Township,Registered Voters,,,,1275,,,
Mercer,Coolspring Township,Ballots Cast,,,,267,,,
Mercer,Coolspring Township,Ballots Cast Blank,,,,1,,,
Mercer,Coolspring Township,Governor,,DEM,Josh Shapiro,91,,,
Mercer,Coolspring Township,Governor,,DEM,Write-In Totals,2,,,
Mercer,Coolspring Township,Lieutenant Governor,,DEM,Austin Davis,95,,,
Mercer,Coolspring Township,Lieutenant Governor,,DEM,Write-In Totals,0,,,
Mercer,Coolspring Township,U.S. House,16,DEM,Justin Wagner,96,,,
Mercer,Coolspring Township,U.S. House,16,DEM,Write-In Totals,0,,,
Mercer,Coolspring Township,State Senate,50,DEM,Write-In Totals,26,,,
Mercer,Coolspring Township,State House,17,DEM,Write-In Totals,8,,,
Mercer,Coolspring Township,Member of Democratic State Committee,,DEM,Jim McLusky,87,,,
Mercer,Coolspring Township,Member of Democratic State Committee,,DEM,Diane Syphrit,78,,,
Mercer,Coolspring Township,Member of Democratic State Committee,,DEM,Write-In Totals,1,,,
Mercer,Coolspring Township,Governor,,REP,Stacy Garrity,144,,,
Mercer,Coolspring Township,Governor,,REP,Write-In Totals,14,,,
Mercer,Coolspring Township,Lieutenant Governor,,REP,Jason Richey,88,,,
Mercer,Coolspring Township,Lieutenant Governor,,REP,John Ventre,57,,,
Mercer,Coolspring Township,Lieutenant Governor,,REP,Write-In Totals,3,,,
Mercer,Coolspring Township,U.S. House,16,REP,Mike Kelly,154,,,
Mercer,Coolspring Township,U.S. House,16,REP,Write-In Totals,6,,,
Mercer,Coolspring Township,State Senate,50,REP,Michele Brooks,156,,,
Mercer,Coolspring Township,State Senate,50,REP,Write-In Totals,4,,,
Mercer,Coolspring Township,State House,17,REP,Tim Bonner,155,,,
Mercer,Coolspring Township,State House,17,REP,Write-In Totals,0,,,
Mercer,Coolspring Township,Member of Republican State Committee,,REP,William A Finley Jr.,134,,,
Mercer,Coolspring Township,Member of Republican State Committee,,REP,Ginny Steese Richardson,105,,,
Mercer,Coolspring Township,Member of Republican State Committee,,REP,Ann Coleman,94,,,
Mercer,Coolspring Township,Member of Republican State Committee,,REP,Julie Swartfager,74,,,
Mercer,Coolspring Township,Member of Republican State Committee,,REP,Write-In Totals,6,,,
Mercer,Deer Creek Township,Registered Voters,,,,257,,,
Mercer,Deer Creek Township,Ballots Cast,,,,70,,,
Mercer,Deer Creek Township,Ballots Cast Blank,,,,0,,,
Mercer,Deer Creek Township,Governor,,DEM,Josh Shapiro,25,,,
Mercer,Deer Creek Township,Governor,,DEM,Write-In Totals,0,,,
Mercer,Deer Creek Township,Lieutenant Governor,,DEM,Austin Davis,23,,,
Mercer,Deer Creek Township,Lieutenant Governor,,DEM,Write-In Totals,0,,,
Mercer,Deer Creek Township,U.S. House,16,DEM,Justin Wagner,24,,,
Mercer,Deer Creek Township,U.S. House,16,DEM,Write-In Totals,0,,,
Mercer,Deer Creek Township,State Senate,50,DEM,Write-In Totals,4,,,
Mercer,Deer Creek Township,State House,17,DEM,Write-In Totals,6,,,
Mercer,Deer Creek Township,Member of Democratic State Committee,,DEM,Diane Syphrit,25,,,
Mercer,Deer Creek Township,Member of Democratic State Committee,,DEM,Jim McLusky,19,,,
Mercer,Deer Creek Township,Member of Democratic State Committee,,DEM,Write-In Totals,1,,,
Mercer,Deer Creek Township,Governor,,REP,Stacy Garrity,41,,,
Mercer,Deer Creek Township,Governor,,REP,Write-In Totals,2,,,
Mercer,Deer Creek Township,Lieutenant Governor,,REP,Jason Richey,30,,,
Mercer,Deer Creek Township,Lieutenant Governor,,REP,John Ventre,11,,,
Mercer,Deer Creek Township,Lieutenant Governor,,REP,Write-In Totals,1,,,
