county,office,district,party,candidate,votes,election_day,mail,provisional
Erie,Governor,,DEM,Josh Shapiro,23082,11024,11978,80
Erie,Governor,,REP,Stacy Garrity,11129,8416,2675,38
Erie,Lieutenant Governor,,DEM,Austin Davis,22285,10634,11577,74
Erie,Lieutenant Governor,,REP,John Ventre,3008,2364,632,12
Erie,Lieutenant Governor,,REP,Jason Richey,8286,6109,2150,27
Erie,U.S. House,16,DEM,Justin Wagner,21425,10135,11219,71
Erie,U.S. House,16,REP,Mike Kelly,10967,8329,2602,36
Erie,State House,1,DEM,Patrick J Harkins,5035,2753,2259,23
Erie,State House,2,DEM,Bob Merski,6506,3140,3348,18
Erie,State House,3,DEM,Ryan A Bizzarro,6752,2838,3892,22
Erie,State House,3,REP,Donna Reese,3151,2153,987,11
Erie,State House,4,DEM,Kathryn Divittorio,3727,1800,1919,8
Erie,State House,4,REP,Jake Banta,3836,3077,751,8
Erie,State House,6,DEM,Michael Walker,477,241,234,2
Erie,State House,6,REP,Brad Roae,549,438,109,2
Erie,Member of Democratic State Committee,,DEM,Michael Keys,8913,4750,4135,28
Erie,Member of Democratic State Committee,,DEM,Chelcie Alcorn,8773,4450,4288,35
Erie,Member of Democratic State Committee,,DEM,Dominic Chaves Gardunio,3729,1865,1846,18
Erie,Member of Democratic State Committee,,DEM,Rock Copeland,6268,3108,3139,21
Erie,Member of Democratic State Committee,,DEM,Valerie Perkins,9507,5108,4359,40
Erie,Member of Democratic State Committee,,DEM,Jim Wertz,13558,6390,7122,46
Erie,Member of Democratic State Committee,,DEM,Ryan A Bizzarro,16042,7362,8628,52
Erie,Member of Democratic State Committee,,DEM,Seth Trott,4636,2120,2503,13
Erie,Member of Democratic State Committee,,DEM,Kristy Gnibus,10028,4005,5996,27
Erie,Member of Democratic State Committee,,DEM,Christine Mitchell,7081,2900,4159,22
Erie,Member of Democratic State Committee,,DEM,Cindy Purvis,7785,3337,4418,30
Erie,Member of Democratic State Committee,,DEM,Darin Masri,4780,2511,2249,20
Erie,Member of Republican State Committee,,REP,Michelle Previte,5061,3810,1235,16
Erie,Member of Republican State Committee,,REP,Donna Reese,8100,6006,2071,23
Erie,Member of Republican State Committee,,REP,Sheila Fitzgerald Sterrett,6416,4778,1622,16
Erie,Member of Republican State Committee,,REP,Matt Strupczewski,7630,5465,2137,28
Erie,Member of Republican State Committee,,REP,Kimberly A Hunter,4310,3112,1185,13
Erie,Member of Republican State Committee,,REP,Tim Kuzma,9145,6630,2486,29
Erie,Member of Republican State Committee,,REP,Brian Shank,9402,6975,2394,33
Erie,Member of Republican State Committee,,REP,Kolleen Sweeney,6421,4726,1678,17
Erie,Governor,,DEM,Write-In Totals,117,80,35,2
Erie,Governor,,REP,Write-In Totals,464,302,161,1
Erie,Lieutenant Governor,,DEM,Write-In Totals,71,50,20,1
Erie,Lieutenant Governor,,REP,Write-In Totals,146,75,71,0
Erie,U.S. House,16,DEM,Write-In Totals,72,51,20,1
Erie,U.S. House,16,REP,Write-In Totals,349,215,132,2
Erie,State House,1,DEM,Write-In Totals,30,20,10,0
Erie,State House,1,REP,Write-In Totals,117,89,28,0
Erie,State House,2,DEM,Write-In Totals,31,19,12,0
Erie,State House,2,REP,Write-In Totals,753,617,134,2
Erie,State House,3,DEM,Write-In Totals,22,15,7,0
Erie,State House,3,REP,Write-In Totals,70,40,30,0
Erie,State House,4,DEM,Write-In Totals,8,7,1,0
Erie,State House,4,REP,Write-In Totals,49,30,19,0
Erie,State House,6,DEM,Write-In Totals,1,1,0,0
Erie,State House,6,REP,Write-In Totals,3,2,1,0
Erie,Member of Democratic State Committee,,DEM,Write-In Totals,181,123,58,0
Erie,Member of Republican State Committee,,REP,Write-In Totals,343,238,105,0
