county,precinct,office,district,party,candidate,votes,election_day,provisional,absentee
Clinton,ALLISON TOWNSHIP,Registered Voters,,,,134,,,
Clinton,ALLISON TOWNSHIP,Ballots Cast,,,,28,25,0,3
Clinton,ALLISON TOWNSHIP,Ballots Cast Blank,,,,0,0,0,0
Clinton,ALLISON TOWNSHIP,Governor,,DEM,Josh Shapiro,12,9,0,3
Clinton,ALLISON TOWNSHIP,Lieutenant Governor,,DEM,Austin Davis,13,10,0,3
Clinton,ALLISON TOWNSHIP,U.S. House,15,DEM,Ray Bilger,13,10,0,3
Clinton,ALLISON TOWNSHIP,State House,76,DEM,Sara Eggler,14,11,0,3
Clinton,ALLISON TOWNSHIP,Member of Democratic State Committee,,DEM,Richard D Fitzgerald,13,10,0,3
Clinton,ALLISON TOWNSHIP,Governor,,REP,Stacy Garrity,12,12,0,0
Clinton,ALLISON TOWNSHIP,Lieutenant Governor,,REP,John Ventre,6,6,0,0
Clinton,ALLISON TOWNSHIP,Lieutenant Governor,,REP,Jason Richey,8,8,0,0
Clinton,ALLISON TOWNSHIP,U.S. House,15,REP,Glenn Gt Thompson,14,14,0,0
Clinton,ALLISON TOWNSHIP,State House,76,REP,Stephanie Borowicz,14,14,0,0
Clinton,ALLISON TOWNSHIP,Member of Republican State Committee,,REP,Jeff Brinker,14,14,0,0
Clinton,AVIS BOROUGH,Registered Voters,,,,817,,,
Clinton,AVIS BOROUGH,Ballots Cast,,,,159,125,0,34
Clinton,AVIS BOROUGH,Ballots Cast Blank,,,,0,0,0,0
Clinton,AVIS BOROUGH,Governor,,DEM,Josh Shapiro,52,33,0,19
Clinton,AVIS BOROUGH,Lieutenant Governor,,DEM,Austin Davis,54,34,0,20
Clinton,AVIS BOROUGH,U.S. House,15,DEM,Ray Bilger,52,34,0,18
Clinton,AVIS BOROUGH,State House,76,DEM,Sara Eggler,55,35,0,20
Clinton,AVIS BOROUGH,Member of Democratic State Committee,,DEM,Richard D Fitzgerald,52,34,0,18
Clinton,AVIS BOROUGH,Governor,,REP,Stacy Garrity,92,83,0,9
Clinton,AVIS BOROUGH,Lieutenant Governor,,REP,John Ventre,28,23,0,5
Clinton,AVIS BOROUGH,Lieutenant Governor,,REP,Jason Richey,65,60,0,5
Clinton,AVIS BOROUGH,U.S. House,15,REP,Glenn Gt Thompson,95,85,0,10
Clinton,AVIS BOROUGH,State House,76,REP,Stephanie Borowicz,99,88,0,11
Clinton,AVIS BOROUGH,Member of Republican State Committee,,REP,Jeff Brinker,99,87,0,12
Clinton,AVIS BOROUGH,Republican Committee Man Avis Borough,,REP,Craig Seasholtz,101,89,0,12
Clinton,BALD EAGLE TOWNSHIP,Registered Voters,,,,1056,,,
Clinton,BALD EAGLE TOWNSHIP,Ballots Cast,,,,247,173,0,74
Clinton,BALD EAGLE TOWNSHIP,Ballots Cast Blank,,,,0,0,0,0
Clinton,BALD EAGLE TOWNSHIP,Governor,,DEM,Josh Shapiro,78,37,0,41
Clinton,BALD EAGLE TOWNSHIP,Lieutenant Governor,,DEM,Austin Davis,77,37,0,40
Clinton,BALD EAGLE TOWNSHIP,U.S. House,15,DEM,Ray Bilger,77,37,0,40
Clinton,BALD EAGLE TOWNSHIP,State House,76,DEM,Sara Eggler,78,37,0,41
Clinton,BALD EAGLE TOWNSHIP,Member of Democratic State Committee,,DEM,Richard D Fitzgerald,77,38,0,39
Clinton,BALD EAGLE TOWNSHIP,Governor,,REP,Stacy Garrity,144,120,0,24
Clinton,BALD EAGLE TOWNSHIP,Lieutenant Governor,,REP,John Ventre,48,40,0,8
Clinton,BALD EAGLE TOWNSHIP,Lieutenant Governor,,REP,Jason Richey,102,80,0,22
Clinton,BALD EAGLE TOWNSHIP,U.S. House,15,REP,Glenn Gt Thompson,152,125,0,27
Clinton,BALD EAGLE TOWNSHIP,State House,76,REP,Stephanie Borowicz,150,123,0,27
Clinton,BALD EAGLE TOWNSHIP,Member of Republican State Committee,,REP,Jeff Brinker,155,128,0,27
Clinton,BEECH CREEK BOROUGH,Registered Voters,,,,411,,,
Clinton,BEECH CREEK BOROUGH,Ballots Cast,,,,105,85,0,20
Clinton,BEECH CREEK BOROUGH,Ballots Cast Blank,,,,0,0,0,0
Clinton,BEECH CREEK BOROUGH,Governor,,DEM,Josh Shapiro,37,26,0,11
Clinton,BEECH CREEK BOROUGH,Lieutenant Governor,,DEM,Austin Davis,37,25,0,12
Clinton,BEECH CREEK BOROUGH,U.S. House,15,DEM,Ray Bilger,36,26,0,10
Clinton,BEECH CREEK BOROUGH,State House,76,DEM,Sara Eggler,38,26,0,12
Clinton,BEECH CREEK BOROUGH,Member of Democratic State Committee,,DEM,Richard D Fitzgerald,37,25,0,12
Clinton,BEECH CREEK BOROUGH,Governor,,REP,Stacy Garrity,60,53,0,7
Clinton,BEECH CREEK BOROUGH,Lieutenant Governor,,REP,John Ventre,19,16,0,3
Clinton,BEECH CREEK BOROUGH,Lieutenant Governor,,REP,Jason Richey,42,37,0,5
Clinton,BEECH CREEK BOROUGH,U.S. House,15,REP,Glenn Gt Thompson,61,53,0,8
Clinton,BEECH CREEK BOROUGH,State House,76,REP,Stephanie Borowicz,59,51,0,8
Clinton,BEECH CREEK BOROUGH,Member of Republican State Committee,,REP,Jeff Brinker,58,51,0,7
Clinton,BEECH CREEK TOWNSHIP,Registered Voters,,,,583,,,
Clinton,BEECH CREEK TOWNSHIP,Ballots Cast,,,,143,106,0,37
Clinton,BEECH CREEK TOWNSHIP,Ballots Cast Blank,,,,0,0,0,0
Clinton,BEECH CREEK TOWNSHIP,Governor,,DEM,Josh Shapiro,60,32,0,28
Clinton,BEECH CREEK TOWNSHIP,Lieutenant Governor,,DEM,Austin Davis,59,31,0,28
