county,precinct,office,district,party,candidate,votes,election_day,provisional,absentee
Cumberland,CAMP HILL 1,Registered Voters,,,,1047,,,
Cumberland,CAMP HILL 1,Governor,,DEM,Josh Shapiro,219,159,1,59
Cumberland,CAMP HILL 1,Lieutenant Governor,,DEM,Austin Davis,209,150,1,58
Cumberland,CAMP HILL 1,U.S. House,10,DEM,Justin Douglas,109,82,1,26
Cumberland,CAMP HILL 1,U.S. House,10,DEM,Janelle Stelson,113,79,0,34
Cumberland,CAMP HILL 1,State Senate,34,DEM,Rich Forsman,90,58,1,31
Cumberland,CAMP HILL 1,State Senate,34,DEM,Nathan Wood,118,92,0,26
Cumberland,CAMP HILL 1,State House,103,DEM,Nate Davidson,206,151,1,54
Cumberland,CAMP HILL 1,Member of the Democratic State Committee,,DEM,Jacqueline Smith- Bennett,117,82,1,34
Cumberland,CAMP HILL 1,Member of the Democratic State Committee,,DEM,Tom Fink,185,133,1,51
Cumberland,CAMP HILL 1,Member of the Democratic State Committee,,DEM,Matt Roan,89,61,1,27
Cumberland,CAMP HILL 1,Member of the Democratic State Committee,,DEM,John Flood,60,54,0,6
Cumberland,CAMP HILL 1,Member of the Democratic State Committee,,DEM,Colleen Gray Nguyen,126,91,0,35
Cumberland,CAMP HILL 1,Member of the Democratic State Committee,,DEM,John Matthew Smith,43,31,0,12
Cumberland,CAMP HILL 1,Member of the Democratic State Committee,,DEM,Sandy Wolfe,136,99,1,36
Cumberland,CAMP HILL 1,Committeeperson - 4 Year Term Camp Hill 1,,DEM,Adele Philippides,181,127,1,53
Cumberland,CAMP HILL 2,Registered Voters,,,,1326,,,
Cumberland,CAMP HILL 2,Governor,,DEM,Josh Shapiro,293,195,1,97
Cumberland,CAMP HILL 2,Lieutenant Governor,,DEM,Austin Davis,286,191,1,94
Cumberland,CAMP HILL 2,U.S. House,10,DEM,Justin Douglas,124,91,0,33
Cumberland,CAMP HILL 2,U.S. House,10,DEM,Janelle Stelson,176,110,1,65
Cumberland,CAMP HILL 2,State Senate,34,DEM,Rich Forsman,137,80,1,56
Cumberland,CAMP HILL 2,State Senate,34,DEM,Nathan Wood,144,112,0,32
Cumberland,CAMP HILL 2,State House,103,DEM,Nate Davidson,294,197,1,96
Cumberland,CAMP HILL 2,Member of the Democratic State Committee,,DEM,Jacqueline Smith- Bennett,182,123,1,58
Cumberland,CAMP HILL 2,Member of the Democratic State Committee,,DEM,Tom Fink,270,178,1,91
Cumberland,CAMP HILL 2,Member of the Democratic State Committee,,DEM,Matt Roan,109,72,0,37
Cumberland,CAMP HILL 2,Member of the Democratic State Committee,,DEM,John Flood,90,66,0,24
Cumberland,CAMP HILL 2,Member of the Democratic State Committee,,DEM,Colleen Gray Nguyen,168,110,1,57
Cumberland,CAMP HILL 2,Member of the Democratic State Committee,,DEM,John Matthew Smith,40,27,0,13
Cumberland,CAMP HILL 2,Member of the Democratic State Committee,,DEM,Sandy Wolfe,158,106,1,51
Cumberland,CAMP HILL 2,Committeeperson - 4 Year Term Camp Hill 2,,DEM,Sherry A Bowman,263,172,1,90
Cumberland,CAMP HILL 3,Registered Voters,,,,1737,,,
Cumberland,CAMP HILL 3,Governor,,DEM,Josh Shapiro,369,211,1,157
Cumberland,CAMP HILL 3,Lieutenant Governor,,DEM,Austin Davis,365,209,1,155
Cumberland,CAMP HILL 3,U.S. House,10,DEM,Justin Douglas,148,102,0,46
Cumberland,CAMP HILL 3,U.S. House,10,DEM,Janelle Stelson,224,111,1,112
Cumberland,CAMP HILL 3,State Senate,34,DEM,Rich Forsman,160,86,1,73
Cumberland,CAMP HILL 3,State Senate,34,DEM,Nathan Wood,200,118,0,82
Cumberland,CAMP HILL 3,State House,103,DEM,Nate Davidson,359,205,1,153
Cumberland,CAMP HILL 3,Member of the Democratic State Committee,,DEM,Jacqueline Smith- Bennett,217,129,1,87
Cumberland,CAMP HILL 3,Member of the Democratic State Committee,,DEM,Tom Fink,339,194,1,144
Cumberland,CAMP HILL 3,Member of the Democratic State Committee,,DEM,Matt Roan,152,95,0,57
Cumberland,CAMP HILL 3,Member of the Democratic State Committee,,DEM,John Flood,83,56,0,27
Cumberland,CAMP HILL 3,Member of the Democratic State Committee,,DEM,Colleen Gray Nguyen,208,109,1,98
Cumberland,CAMP HILL 3,Member of the Democratic State Committee,,DEM,John Matthew Smith,67,35,1,31
