county,office,district,party,candidate,votes,election_day,mail,provisional
Montour,Governor,,DEM,Josh Shapiro,1040,584,455,1
Montour,Governor,,DEM,Write-In Totals,13,11,2,0
Montour,Lieutenant Governor,,DEM,Austin Davis,1022,576,445,1
Montour,Lieutenant Governor,,DEM,Write-In Totals,4,3,1,0
Montour,U.S. House,,DEM,Rachel Wallace,1015,572,442,1
Montour,U.S. House,,DEM,Write-In Totals,5,2,3,0
Montour,State House,,DEM,Amber L Neidig,1032,578,453,1
Montour,State House,,DEM,Write-In Totals,11,9,2,0
Montour,Member of Democratic State Committee,,DEM,Tamia Lanier,1018,582,435,1
Montour,Member of Democratic State Committee,,DEM,Write-In Totals,10,7,3,0
Montour,Governor,,REP,Stacy Garrity,1196,914,281,1
Montour,Governor,,REP,Write-In Totals,63,47,16,0
Montour,Lieutenant Governor,,REP,John Ventre,445,342,102,1
Montour,Lieutenant Governor,,REP,Jason Richey,768,585,183,0
Montour,Lieutenant Governor,,REP,Write-In Totals,18,12,6,0
Montour,U.S. House,,REP,Dan Meuser,1230,944,285,1
Montour,U.S. House,,REP,Write-In Totals,27,16,11,0
Montour,State House,,REP,Michael Stender,1248,951,296,1
Montour,State House,,REP,Write-In Totals,20,13,7,0
Montour,Member of Republican State Committee,,REP,Michael Kuziak,1199,916,282,1
Montour,Member of Republican State Committee,,REP,Write-In Totals,38,28,10,0
