county,office,district,party,candidate,votes,election_day,mail,provisional
Tioga,Governor,,DEM,Josh Shapiro,1258,699,559,0
Tioga,Governor,,DEM,Write-In Totals,55,41,14,0
Tioga,Lieutenant Governor,,DEM,Austin Davis,1266,704,562,0
Tioga,Lieutenant Governor,,DEM,Write-In Totals,20,14,6,0
Tioga,U.S. House,15,DEM,Ray Bilger,1233,691,542,0
Tioga,U.S. House,15,DEM,Write-In Totals,26,19,7,0
Tioga,State House,68,DEM,Quentin Gee,1248,703,545,0
Tioga,State House,68,DEM,Write-In Totals,32,20,12,0
Tioga,Governor,,REP,Stacy Garrity,3136,2620,516,0
Tioga,Governor,,REP,Write-In Totals,154,124,30,0
Tioga,Lieutenant Governor,,REP,Jason Richey,2251,1883,368,0
Tioga,Lieutenant Governor,,REP,John Ventre,841,704,137,0
Tioga,Lieutenant Governor,,REP,Write-In Totals,36,22,14,0
Tioga,U.S. House,15,REP,Glenn Gt Thompson,3191,2665,526,0
Tioga,U.S. House,15,REP,Write-In Totals,48,33,15,0
Tioga,State House,68,REP,Clint Owlett,3270,2707,563,0
Tioga,State House,68,REP,Write-In Totals,91,77,14,0
Tioga,Member of Republican State Committee,,REP,Lauren Owlett,2741,2260,481,0
Tioga,Member of Republican State Committee,,REP,Gary Wilson,2496,2039,457,0
Tioga,Member of Republican State Committee,,REP,Write-In Totals,37,29,8,0
