county,precinct,office,district,party,candidate,votes,election_day,provisional,absentee
Lehigh,Alburtis- 0068,Governor,,DEM,Josh Shapiro,226,,,
Lehigh,Alburtis- 0068,Lieutenant Governor,,DEM,Austin Davis,223,,,
Lehigh,Alburtis- 0068,U.S. House,7,DEM,Carol Obando Derstine,49,,,
Lehigh,Alburtis- 0068,U.S. House,7,DEM,Bob Brooks,96,,,
Lehigh,Alburtis- 0068,U.S. House,7,DEM,Lamont G McClure,26,,,
Lehigh,Alburtis- 0068,U.S. House,7,DEM,Ryan Crosswell,57,,,
Lehigh,Alburtis- 0068,State Senate,16,DEM,Mark Pinsley,157,,,
Lehigh,Alburtis- 0068,State Senate,16,DEM,Bradley Merkl Gump,69,,,
Lehigh,Alburtis- 0068,State House,187,DEM,Geoffrey S Whitcomb,68,,,
Lehigh,Alburtis- 0068,State House,187,DEM,Rachel Cuevas,160,,,
Lehigh,Alburtis- 0068,Member of Democratic State Committee,,DEM,Danielle Shackelford,122,,,
Lehigh,Alburtis- 0068,Member of Democratic State Committee,,DEM,Aidan Levinson,144,,,
Lehigh,Alburtis- 0068,Member of Democratic State Committee,,DEM,April Riddick,119,,,
Lehigh,Alburtis- 0068,Member of Democratic State Committee,,DEM,Carmen Bell,94,,,
Lehigh,Alburtis- 0068,Member of Democratic State Committee,,DEM,Celeste Dee,71,,,
Lehigh,Alburtis- 0068,Member of Democratic State Committee,,DEM,Gabrielle Klotz,156,,,
Lehigh,Alburtis- 0068,Member of Democratic State Committee,,DEM,Sarina Torres,77,,,
Lehigh,Alburtis- 0068,Member of Democratic State Committee,,DEM,Julian Guridy,122,,,
Lehigh,Alburtis- 0068,Member of Democratic State Committee,,DEM,Sunny Ghai,120,,,
Lehigh,Alburtis- 0068,Member of Democratic State Committee,,DEM,Lori McFarland,115,,,
Lehigh,Alburtis- 0068,Member of Democratic State Committee,,DEM,Ben Stemrich,123,,,
Lehigh,Alburtis- 0068,Member of Democratic State Committee,,DEM,Kathleen Parsons,90,,,
Lehigh,Alburtis- 0068,Governor,,REP,Stacy Garrity,102,,,
Lehigh,Alburtis- 0068,Lieutenant Governor,,REP,John Ventre,33,,,
Lehigh,Alburtis- 0068,Lieutenant Governor,,REP,Jason Richey,74,,,
Lehigh,Alburtis- 0068,U.S. House,7,REP,Ryan Mackenzie,107,,,
Lehigh,Alburtis- 0068,State Senate,16,REP,Jarrett Coleman,108,,,
Lehigh,Alburtis- 0068,State House,187,REP,Gary Day,110,,,
Lehigh,Alburtis- 0068,Member of Republican State Committee,,REP,Joe Vichot,80,,,
Lehigh,Alburtis- 0068,Member of Republican State Committee,,REP,Lisa Walter,76,,,
Lehigh,Alburtis- 0068,Member of Republican State Committee,,REP,Jeannette Wrobel,85,,,
Lehigh,Alburtis- 0068,Member of Republican State Committee,,REP,Linda J Swankoski,46,,,
Lehigh,Alburtis- 0068,Member of Republican State Committee,,REP,Blake Marles,98,,,
Lehigh,Alburtis- 0068,Member of Republican State Committee,,REP,Bernadette Comfort,90,,,
Lehigh,Alburtis- 0068,Member of Republican State Committee,,REP,Raymond P Leister,87,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,Governor,,DEM,Josh Shapiro,107,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,Lieutenant Governor,,DEM,Austin Davis,91,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,U.S. House,7,DEM,Carol Obando Derstine,41,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,U.S. House,7,DEM,Bob Brooks,36,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,U.S. House,7,DEM,Lamont G McClure,10,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,U.S. House,7,DEM,Ryan Crosswell,16,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,State Senate,14,DEM,Nick Miller,98,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,State House,22,DEM,Ce Ce Gerlach,43,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,State House,22,DEM,Ana Tiburcio,65,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,Member of Democratic State Committee,,DEM,Danielle Shackelford,56,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,Member of Democratic State Committee,,DEM,Aidan Levinson,26,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,Member of Democratic State Committee,,DEM,April Riddick,59,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,Member of Democratic State Committee,,DEM,Carmen Bell,58,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,Member of Democratic State Committee,,DEM,Celeste Dee,31,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,Member of Democratic State Committee,,DEM,Gabrielle Klotz,16,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,Member of Democratic State Committee,,DEM,Sarina Torres,62,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,Member of Democratic State Committee,,DEM,Julian Guridy,64,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,Member of Democratic State Committee,,DEM,Sunny Ghai,33,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,Member of Democratic State Committee,,DEM,Lori McFarland,14,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,Member of Democratic State Committee,,DEM,Ben Stemrich,51,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,Member of Democratic State Committee,,DEM,Kathleen Parsons,21,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,Governor,,REP,Stacy Garrity,11,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,Lieutenant Governor,,REP,John Ventre,3,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,Lieutenant Governor,,REP,Jason Richey,8,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,U.S. House,7,REP,Ryan Mackenzie,11,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,State Senate,14,REP,Omy Maldonado,10,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,State House,22,REP,Robert E Smith Jr,9,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,Member of Republican State Committee,,REP,Joe Vichot,7,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,Member of Republican State Committee,,REP,Lisa Walter,7,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,Member of Republican State Committee,,REP,Jeannette Wrobel,4,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,Member of Republican State Committee,,REP,Linda J Swankoski,5,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,Member of Republican State Committee,,REP,Blake Marles,4,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,Member of Republican State Committee,,REP,Bob Daday,8,,,
Lehigh,Allentown 10th Ward 1st Dist- 0017,Member of Republican State Committee,,REP,Jacqueline Rivera,5,,,
Lehigh,Allentown 10th Ward 3rd Dist- 0018,Governor,,DEM,Josh Shapiro,67,,,
Lehigh,Allentown 10th Ward 3rd Dist- 0018,Lieutenant Governor,,DEM,Austin Davis,63,,,
Lehigh,Allentown 10th Ward 3rd Dist- 0018,U.S. House,7,DEM,Carol Obando Derstine,26,,,
Lehigh,Allentown 10th Ward 3rd Dist- 0018,U.S. House,7,DEM,Bob Brooks,28,,,
Lehigh,Allentown 10th Ward 3rd Dist- 0018,U.S. House,7,DEM,Lamont G McClure,2,,,
Lehigh,Allentown 10th Ward 3rd Dist- 0018,U.S. House,7,DEM,Ryan Crosswell,15,,,
Lehigh,Allentown 10th Ward 3rd Dist- 0018,State Senate,14,DEM,Nick Miller,67,,,
Lehigh,Allentown 10th Ward 3rd Dist- 0018,State House,22,DEM,Ce Ce Gerlach,35,,,
Lehigh,Allentown 10th Ward 3rd Dist- 0018,State House,22,DEM,Ana Tiburcio,34,,,
Lehigh,Allentown 10th Ward 3rd Dist- 0018,Member of Democratic State Committee,,DEM,Danielle Shackelford,40,,,
Lehigh,Allentown 10th Ward 3rd Dist- 0018,Member of Democratic State Committee,,DEM,Aidan Levinson,22,,,
Lehigh,Allentown 10th Ward 3rd Dist- 0018,Member of Democratic State Committee,,DEM,April Riddick,40,,,
Lehigh,Allentown 10th Ward 3rd Dist- 0018,Member of Democratic State Committee,,DEM,Carmen Bell,34,,,
Lehigh,Allentown 10th Ward 3rd Dist- 0018,Member of Democratic State Committee,,DEM,Celeste Dee,22,,,
Lehigh,Allentown 10th Ward 3rd Dist- 0018,Member of Democratic State Committee,,DEM,Gabrielle Klotz,11,,,
Lehigh,Allentown 10th Ward 3rd Dist- 0018,Member of Democratic State Committee,,DEM,Sarina Torres,41,,,
Lehigh,Allentown 10th Ward 3rd Dist- 0018,Member of Democratic State Committee,,DEM,Julian Guridy,44,,,
Lehigh,Allentown 10th Ward 3rd Dist- 0018,Member of Democratic State Committee,,DEM,Sunny Ghai,18,,,
Lehigh,Allentown 10th Ward 3rd Dist- 0018,Member of Democratic State Committee,,DEM,Lori McFarland,10,,,
Lehigh,Allentown 10th Ward 3rd Dist- 0018,Member of Democratic State Committee,,DEM,Ben Stemrich,28,,,
Lehigh,Allentown 10th Ward 3rd Dist- 0018,Member of Democratic State Committee,,DEM,Kathleen Parsons,15,,,
Lehigh,Allentown 10th Ward 3rd Dist- 0018,Governor,,REP,Stacy Garrity,12,,,
Lehigh,Allentown 10th Ward 3rd Dist- 0018,Lieutenant Governor,,REP,John Ventre,0,,,
Lehigh,Allentown 10th Ward 3rd Dist- 0018,Lieutenant Governor,,REP,Jason Richey,10,,,
Lehigh,Allentown 10th Ward 3rd Dist- 0018,U.S. House,7,REP,Ryan Mackenzie,11,,,
Lehigh,Allentown 10th Ward 3rd Dist- 0018,State Senate,14,REP,Omy Maldonado,11,,,
Lehigh,Allentown 10th Ward 3rd Dist- 0018,State House,22,REP,Robert E Smith Jr,12,,,
