county,office,district,party,candidate,votes,election_day,mail,provisional
Fayette,Governor,,DEM,Josh Shapiro,8237,3736,4482,19
Fayette,Governor,,,Write-In Totals,260,214,44,2
Fayette,Governor,,,Stacy Garrity,38,25,13,0
Fayette,Governor,,,Mark Fiano,1,1,0,0
Fayette,Governor,,,Paul Work,1,1,0,0
Fayette,Governor,,,Josh Shapio,1,1,0,0
Fayette,Governor,,,James Moore,1,1,0,0
Fayette,Governor,,,Justin Teets,1,1,0,0
Fayette,Governor,,,Stacey Garritty,1,1,0,0
Fayette,Governor,,,Stacey Garrity,1,1,0,0
Fayette,Governor,,,Jerome R Simon,1,1,0,0
Fayette,Governor,,,Spencer Prah,1,1,0,0
Fayette,Governor,,,Gina White,1,1,0,0
Fayette,Governor,,,Mary Defazio,1,1,0,0
Fayette,Governor,,,James Custer,2,2,0,0
Fayette,Governor,,,Stacy Garaty,1,1,0,0
Fayette,Governor,,,John Fetterman,3,3,0,0
Fayette,Governor,,,Bob Casey,1,1,0,0
Fayette,Governor,,,Doug Mastriano,117,108,7,2
Fayette,Governor,,,Jacob Cecil,1,1,0,0
Fayette,Governor,,,Bud Cook,1,1,0,0
Fayette,Governor,,,Robert G Miller,1,1,0,0
Fayette,Governor,,,Robert Casey,1,1,0,0
Fayette,Governor,,,Joe Buens,1,1,0,0
Fayette,Governor,,,Katie Muth,1,1,0,0
Fayette,Governor,,,Jared Hoffman,1,1,0,0
Fayette,Governor,,,John Federman,0,0,0,0
Fayette,Governor,,,Austin Davis,1,0,1,0
Fayette,Governor,,,Kim Skinner,1,0,1,0
Fayette,Governor,,,Andy Cross,1,0,1,0
Fayette,Governor,,,Donald Lancaster,1,0,1,0
Fayette,Governor,,,Thomas Madison Washington,1,0,1,0
Fayette,Governor,,,Bob Casey Jr.,1,0,1,0
Fayette,Governor,,REP,Stacy Garrity,7149,5822,1317,10
Fayette,Governor,,,Josh Shapiro,37,24,13,0
Fayette,Governor,,,Brian Clausner,1,1,0,0
Fayette,Governor,,,Tim Kreiger,1,1,0,0
Fayette,Governor,,,Jeff Hann,1,1,0,0
Fayette,Governor,,,Richelle Swenglish,1,1,0,0
Fayette,Governor,,,Thomas Patton,1,1,0,0
Fayette,Governor,,,Janet Pringle,1,1,0,0
Fayette,Governor,,,John Frick,1,1,0,0
