county,office,district,party,candidate,votes,election_day,mail,provisional
Clinton,Governor,,DEM,Josh Shapiro,1745,927,817,1
Clinton,Governor,,DEM,Write-In Totals,20,12,8,0
Clinton,Lieutenant Governor,,DEM,Austin Davis,1715,904,810,1
Clinton,Lieutenant Governor,,DEM,Write-In Totals,9,4,5,0
Clinton,U.S. House,15,DEM,Ray Bilger,1706,905,800,1
Clinton,U.S. House,15,DEM,Write-In Totals,12,7,5,0
Clinton,State House,76,DEM,Sara Eggler,1751,934,816,1
Clinton,State House,76,DEM,Write-In Totals,11,8,3,0
Clinton,Member of Democratic State Committee,,DEM,Richard D Fitzgerald,1717,918,798,1
Clinton,Member of Democratic State Committee,,DEM,Write-In Totals,7,6,1,0
Clinton,Governor,,REP,Stacy Garrity,2355,1963,387,5
Clinton,Governor,,REP,Write-In Totals,141,121,20,0
Clinton,Lieutenant Governor,,REP,John Ventre,733,607,124,2
Clinton,Lieutenant Governor,,REP,Jason Richey,1675,1409,263,3
Clinton,Lieutenant Governor,,REP,Write-In Totals,31,19,12,0
Clinton,U.S. House,15,REP,Glenn Gt Thompson,2468,2051,412,5
Clinton,U.S. House,15,REP,Write-In Totals,52,38,14,0
Clinton,State House,76,REP,Stephanie Borowicz,2448,2045,399,4
Clinton,State House,76,REP,Write-In Totals,94,69,24,1
Clinton,Member of Republican State Committee,,REP,Jeff Brinker,2486,2062,419,5
Clinton,Member of Republican State Committee,,REP,Write-In Totals,24,18,6,0
