county,office,district,party,candidate,votes,election_day,mail,provisional
Mercer,Governor,,DEM,Josh Shapiro,6394,3453,2933,8
Mercer,Governor,,DEM,Write-In Totals,61,53,8,0
Mercer,Lieutenant Governor,,DEM,Austin Davis,6214,3345,2862,7
Mercer,Lieutenant Governor,,DEM,Write-In Totals,47,39,8,0
Mercer,U.S. House,16,DEM,Justin Wagner,6210,3326,2876,8
Mercer,U.S. House,16,DEM,Write-In Totals,71,62,9,0
Mercer,State Senate,50,DEM,Write-In Totals,1714,1135,577,2
Mercer,State House,7,DEM,Write-In Totals,778,465,312,1
Mercer,State House,17,DEM,Write-In Totals,195,120,75,0
Mercer,Member of Democratic State Committee,,DEM,Diane Syphrit,5669,2969,2694,6
Mercer,Member of Democratic State Committee,,DEM,Jim McLusky,5052,2565,2482,5
Mercer,Member of Democratic State Committee,,DEM,Write-In Totals,65,53,12,0
Mercer,Governor,,REP,Stacy Garrity,5965,4857,1105,3
Mercer,Governor,,REP,Write-In Totals,276,213,63,0
Mercer,Lieutenant Governor,,REP,Jason Richey,4105,3299,802,4
Mercer,Lieutenant Governor,,REP,John Ventre,2008,1662,346,0
Mercer,Lieutenant Governor,,REP,Write-In Totals,53,25,28,0
Mercer,U.S. House,16,REP,Mike Kelly,6171,5038,1130,3
Mercer,U.S. House,16,REP,Write-In Totals,118,85,33,0
Mercer,State Senate,50,REP,Michele Brooks,6435,5209,1222,4
Mercer,State Senate,50,REP,Write-In Totals,59,46,13,0
Mercer,State House,7,REP,Parke Wentling,3060,2421,636,3
Mercer,State House,7,REP,Write-In Totals,20,15,5,0
Mercer,State House,17,REP,Tim Bonner,3337,2779,557,1
Mercer,State House,17,REP,Write-In Totals,19,13,6,0
Mercer,Member of Republican State Committee,,REP,William A Finley Jr.,5105,4080,1022,3
Mercer,Member of Republican State Committee,,REP,Ann Coleman,4173,3353,818,2
Mercer,Member of Republican State Committee,,REP,Ginny Steese Richardson,3974,3128,843,3
Mercer,Member of Republican State Committee,,REP,Julie Swartfager,2744,2202,539,3
Mercer,Member of Republican State Committee,,REP,Write-In Totals,84,62,22,0
