county,precinct,office,district,party,candidate,votes,election_day,provisional,absentee
McKean,Annin Township,Governor,,DEM,Josh Shapiro,16,10,0,6
McKean,Annin Township,Governor,,DEM,Write-In Totals,1,0,0,1
McKean,Annin Township,Lieutenant Governor,,DEM,Austin Davis,15,10,0,5
McKean,Annin Township,Lieutenant Governor,,DEM,Write-In Totals,1,0,0,1
McKean,Annin Township,U.S. House,15,DEM,Ray Bilger,17,10,0,7
McKean,Annin Township,U.S. House,15,DEM,Write-In Totals,0,0,0,0
McKean,Annin Township,State House,67,DEM,Zachary Ware,16,8,0,8
McKean,Annin Township,State House,67,DEM,Write-In Totals,0,0,0,0
McKean,Annin Township,Member of Democratic State Committee,,DEM,James F Heckman,16,10,0,6
McKean,Annin Township,Member of Democratic State Committee,,DEM,Write-In Totals,0,0,0,0
McKean,Annin Township,County Democratic Committee Person Annin Township,,DEM,Luanne M Lane,18,10,0,8
McKean,Annin Township,County Democratic Committee Person Annin Township,,DEM,Write-In Totals,1,1,0,0
McKean,Bradford City 1st Ward,Governor,,DEM,Josh Shapiro,8,7,0,1
McKean,Bradford City 1st Ward,Governor,,DEM,Write-In Totals,0,0,0,0
McKean,Bradford City 1st Ward,Lieutenant Governor,,DEM,Austin Davis,8,7,0,1
McKean,Bradford City 1st Ward,Lieutenant Governor,,DEM,Write-In Totals,0,0,0,0
McKean,Bradford City 1st Ward,U.S. House,15,DEM,Ray Bilger,8,7,0,1
McKean,Bradford City 1st Ward,U.S. House,15,DEM,Write-In Totals,0,0,0,0
McKean,Bradford City 1st Ward,State House,67,DEM,Zachary Ware,8,7,0,1
McKean,Bradford City 1st Ward,State House,67,DEM,Write-In Totals,0,0,0,0
McKean,Bradford City 1st Ward,Member of Democratic State Committee,,DEM,James F Heckman,7,7,0,0
McKean,Bradford City 1st Ward,Member of Democratic State Committee,,DEM,Write-In Totals,1,0,0,1
McKean,Bradford City 1st Ward,County Democratic Committee Person Bradford City 1st Ward,,DEM,Write-In Totals,0,0,0,0
McKean,Bradford City 2nd Ward,Governor,,DEM,Josh Shapiro,14,13,0,1
McKean,Bradford City 2nd Ward,Governor,,DEM,Write-In Totals,0,0,0,0
McKean,Bradford City 2nd Ward,Lieutenant Governor,,DEM,Austin Davis,14,13,0,1
McKean,Bradford City 2nd Ward,Lieutenant Governor,,DEM,Write-In Totals,0,0,0,0
McKean,Bradford City 2nd Ward,U.S. House,15,DEM,Ray Bilger,14,13,0,1
McKean,Bradford City 2nd Ward,U.S. House,15,DEM,Write-In Totals,0,0,0,0
McKean,Bradford City 2nd Ward,State House,67,DEM,Zachary Ware,14,13,0,1
McKean,Bradford City 2nd Ward,State House,67,DEM,Write-In Totals,0,0,0,0
McKean,Bradford City 2nd Ward,Member of Democratic State Committee,,DEM,James F Heckman,13,12,0,1
McKean,Bradford City 2nd Ward,Member of Democratic State Committee,,DEM,Write-In Totals,0,0,0,0
McKean,Bradford City 2nd Ward,County Democratic Committee Person Bradford City 2nd Ward,,DEM,Write-In Totals,2,2,0,0
McKean,Bradford City 3rd Ward 1st,Governor,,DEM,Josh Shapiro,13,9,0,4
McKean,Bradford City 3rd Ward 1st,Governor,,DEM,Write-In Totals,0,0,0,0
McKean,Bradford City 3rd Ward 1st,Lieutenant Governor,,DEM,Austin Davis,13,9,0,4
McKean,Bradford City 3rd Ward 1st,Lieutenant Governor,,DEM,Write-In Totals,0,0,0,0
McKean,Bradford City 3rd Ward 1st,U.S. House,15,DEM,Ray Bilger,12,9,0,3
McKean,Bradford City 3rd Ward 1st,U.S. House,15,DEM,Write-In Totals,0,0,0,0
McKean,Bradford City 3rd Ward 1st,State House,67,DEM,Zachary Ware,12,9,0,3
