county,office,district,party,candidate,votes,election_day,mail,provisional
Berks,Governor,,DEM,Josh Shapiro,24973,13641,11236,96
Berks,Governor,,DEM,Write-In Totals,180,140,40,0
Berks,Lieutenant Governor,,DEM,Austin Davis,23744,12681,10971,92
Berks,Lieutenant Governor,,DEM,Write-In Totals,69,43,26,0
Berks,U.S. House,4,DEM,Madeleine Dean,9025,4955,4049,21
Berks,U.S. House,4,DEM,Write-In Totals,23,12,11,0
Berks,U.S. House,6,DEM,Chrissy Houlahan,12334,6811,5460,63
Berks,U.S. House,6,DEM,Write-In Totals,60,44,16,0
Berks,U.S. House,9,DEM,Rachel Wallace,2968,1396,1568,4
Berks,U.S. House,9,DEM,Write-In Totals,14,9,5,0
Berks,State Senate,24,DEM,Chris Thomas,3449,1886,1552,11
Berks,State Senate,24,DEM,Write-In Totals,12,7,5,0
Berks,State Senate,44,DEM,Katie Muth,543,280,261,2
Berks,State Senate,44,DEM,Write-In Totals,0,0,0,0
Berks,State Senate,48,DEM,Write-In Totals,628,269,356,3
Berks,State House,5,DEM,Andres R. F. Santiago,3649,1761,1880,8
Berks,State House,5,DEM,Write-In Totals,13,9,4,0
Berks,State House,99,DEM,Ethan Gabrick,1015,524,490,1
Berks,State House,99,DEM,Write-In Totals,2,2,0,0
Berks,State House,124,DEM,Tina Burns,1599,859,738,2
Berks,State House,124,DEM,Write-In Totals,3,3,0,0
Berks,State House,126,DEM,Jacklyn Rusnock,3292,1967,1319,6
Berks,State House,126,DEM,Joshua Caltagirone,567,342,219,6
Berks,State House,126,DEM,Write-In Totals,5,5,0,0
Berks,State House,127,DEM,Manny Guzman,1988,1176,805,7
Berks,State House,127,DEM,Write-In Totals,21,15,6,0
Berks,State House,128,DEM,Andy Wagner,4141,2153,1977,11
Berks,State House,128,DEM,Write-In Totals,19,10,9,0
Berks,State House,129,DEM,Johanny Cepeda-freytiz,3768,2179,1572,17
Berks,State House,129,DEM,Write-In Totals,9,8,1,0
Berks,State House,130,DEM,Erik Bonnett,4101,2162,1927,12
Berks,State House,130,DEM,Write-In Totals,8,2,6,0
Berks,Member of Democratic State Committee,,DEM,Crystal L. Harris,21224,11283,9865,76
Berks,Member of Democratic State Committee,,DEM,Candace Faye Stitzman,20264,10586,9609,69
Berks,Member of Democratic State Committee,,DEM,Paul David Stengle,9579,5002,4543,34
Berks,Member of Democratic State Committee,,DEM,Jaime Baez,15802,8756,6981,65
Berks,Member of Democratic State Committee,,DEM,Linda M. Woleslagle,19229,9946,9223,60
Berks,Member of Democratic State Committee,,DEM,Jess Royer,15449,8119,7285,45
Berks,Member of Democratic State Committee,,DEM,Kevin D. Boughter,9489,5031,4434,24
Berks,Member of Democratic State Committee,,DEM,Anthony F. Fiore,14246,7487,6704,55
Berks,Member of Democratic State Committee,,DEM,Tom Herman,11447,5453,5961,33
Berks,Member of Democratic State Committee,,DEM,Write-In Totals,351,244,105,2
Berks,Governor,,REP,Stacy Garrity,21808,17576,4194,38
Berks,Governor,,REP,Write-In Totals,697,499,194,4
Berks,Lieutenant Governor,,REP,John Ventre,7543,6057,1477,9
Berks,Lieutenant Governor,,REP,Jason Richey,13766,10936,2801,29
Berks,Lieutenant Governor,,REP,Write-In Totals,179,84,94,1
Berks,U.S. House,4,REP,Aurora Stuski,8089,6542,1536,11
Berks,U.S. House,4,REP,Write-In Totals,81,41,39,1
Berks,U.S. House,6,REP,Marty Young,7268,5456,1797,15
Berks,U.S. House,6,REP,Write-In Totals,89,48,41,0
Berks,U.S. House,9,REP,Dan Meuser,5056,4184,863,9
Berks,U.S. House,9,REP,Write-In Totals,53,32,21,0
Berks,State Senate,24,REP,Tracy E. Pennycuick,3974,3345,624,5
Berks,State Senate,24,REP,Write-In Totals,21,13,8,0
Berks,State Senate,44,REP,Melissa Dicranian,469,374,94,1
Berks,State Senate,44,REP,Write-In Totals,5,4,1,0
Berks,State Senate,48,REP,Clovis Crane,2693,2274,414,5
Berks,State Senate,48,REP,Chris Gebhard,5343,4398,938,7
Berks,State Senate,48,REP,Write-In Totals,59,43,15,1
Berks,State House,5,REP,Eric Weaknecht,5502,4404,1089,9
Berks,State House,5,REP,Write-In Totals,22,15,7,0
Berks,State House,99,REP,Dave Zimmerman,1040,784,256,0
Berks,State House,99,REP,Write-In Totals,4,2,2,0
Berks,State House,124,REP,Jamie Barton,2265,1906,356,3
Berks,State House,124,REP,Write-In Totals,18,10,8,0
Berks,State House,126,REP,Miguel Vasquez,1570,1183,383,4
Berks,State House,126,REP,Write-In Totals,27,16,11,0
Berks,State House,127,REP,Write-In Totals,32,21,11,0
Berks,State House,128,REP,Mark M. Gillen,3499,2801,692,6
Berks,State House,128,REP,David Hughes,1366,1132,234,0
Berks,State House,128,REP,Write-In Totals,25,17,8,0
Berks,State House,129,REP,Write-In Totals,74,40,34,0
Berks,State House,130,REP,Mitch Micale,2110,1763,345,2
Berks,State House,130,REP,Melissa Brewer,3668,3105,560,3
Berks,State House,130,REP,Write-In Totals,24,13,11,0
Berks,Member of Republican State Committee,,REP,Laura Jane Miller,11910,10191,1696,23
Berks,Member of Republican State Committee,,REP,Michael Cuozzo,13098,10868,2203,27
Berks,Member of Republican State Committee,,REP,Tammy Delucia,12134,10294,1814,26
Berks,Member of Republican State Committee,,REP,Joshua Wilson,9523,7567,1945,11
Berks,Member of Republican State Committee,,REP,Shawn Gamble,12040,10000,2019,21
Berks,Member of Republican State Committee,,REP,Victoria Bentley,12669,10277,2367,25
Berks,Member of Republican State Committee,,REP,Stephen Goodling,9248,7228,2005,15
Berks,Member of Republican State Committee,,REP,Sorangel Resto,5371,4426,938,7
Berks,Member of Republican State Committee,,REP,John A. Wojcik,11094,9553,1522,19
Berks,Member of Republican State Committee,,REP,Susan Larkin,10625,7951,2660,14
Berks,Member of Republican State Committee,,REP,Brian Dority,10357,8231,2116,10
Berks,Member of Republican State Committee,,REP,Roxann Curran,5562,4331,1214,17
Berks,Member of Republican State Committee,,REP,Eugenia Papst,3710,2951,755,4
Berks,Member of Republican State Committee,,REP,Linda Brancadora,10046,7803,2221,22
Berks,Member of Republican State Committee,,REP,Jamie Kyle,5880,4364,1504,12
Berks,Member of Republican State Committee,,REP,Bode Brewer,7735,5785,1936,14
Berks,Member of Republican State Committee,,REP,Lisha L. Rowe,9705,7374,2310,21
Berks,Member of Republican State Committee,,REP,John Fielding,9678,7497,2159,22
Berks,Member of Republican State Committee,,REP,Dean Klopp,9400,7532,1848,20
Berks,Member of Republican State Committee,,REP,Write-In Totals,340,188,146,6
