county,office,district,party,candidate,votes,election_day,mail,provisional
Lawrence,Governor,,DEM,Josh Shapiro,5395,2802,2587,6
Lawrence,Governor,,DEM,Write-In Totals,91,67,24,0
Lawrence,Lieutenant Governor,,DEM,Austin Davis,5244,2727,2511,6
Lawrence,Lieutenant Governor,,DEM,Write-In Totals,45,30,15,0
Lawrence,U.S. House,16,DEM,Justin Wagner,5145,2666,2473,6
Lawrence,U.S. House,16,DEM,Write-In Totals,45,34,11,0
Lawrence,State Senate,50,DEM,Write-In Totals,897,558,339,0
Lawrence,State House,8,DEM,Rick Telesz,1215,638,575,2
Lawrence,State House,8,DEM,Write-In Totals,8,8,0,0
Lawrence,State House,9,DEM,Shay Micco,3881,1993,1884,4
Lawrence,State House,9,DEM,Write-In Totals,82,61,21,0
Lawrence,Member of Democratic State Committee,,DEM,J Howard Thompson,3951,1943,2005,3
Lawrence,Member of Democratic State Committee,,DEM,Juliann G Mangino,3520,1836,1681,3
Lawrence,Member of Democratic State Committee,,DEM,Mira Lou Thompson,2160,1145,1012,3
Lawrence,Member of Democratic State Committee,,DEM,Write-In Totals,70,59,11,0
Lawrence,Governor,,REP,Stacy Garrity,4465,3446,1016,3
Lawrence,Governor,,REP,Write-In Totals,201,149,52,0
Lawrence,Lieutenant Governor,,REP,Jason Richey,2867,2170,695,2
Lawrence,Lieutenant Governor,,REP,John Ventre,1665,1316,348,1
Lawrence,Lieutenant Governor,,REP,Write-In Totals,70,39,31,0
Lawrence,U.S. House,16,REP,Mike Kelly,4546,3500,1042,4
Lawrence,U.S. House,16,REP,Write-In Totals,102,69,33,0
Lawrence,State Senate,50,REP,Michele Brooks,3745,2818,923,4
Lawrence,State Senate,50,REP,Write-In Totals,37,27,10,0
Lawrence,State House,8,REP,Aaron Bernstine,1336,1102,232,2
Lawrence,State House,8,REP,Write-In Totals,47,39,8,0
Lawrence,State House,9,REP,Marla Gallo Brown,3237,2392,843,2
Lawrence,State House,9,REP,Write-In Totals,52,39,13,0
Lawrence,Member of Republican State Committee,,REP,Marla Gallo Brown,4170,3149,1018,3
Lawrence,Member of Republican State Committee,,REP,Dale Turner,2959,2202,756,1
Lawrence,Member of Republican State Committee,,REP,Gale Measel,2844,2106,735,3
Lawrence,Member of Republican State Committee,,REP,Write-In Totals,160,135,25,0
