county,office,district,party,candidate,votes,election_day,mail,provisional
Lycoming,Governor,,DEM,Josh Shapiro,4952,2961,1976,15
Lycoming,Governor,,DEM,Write-In Totals,61,48,13,0
Lycoming,Lieutenant Governor,,DEM,Austin Davis,4860,2904,1942,14
Lycoming,Lieutenant Governor,,DEM,Write-In Totals,35,30,5,0
Lycoming,U.S. House,15,DEM,Ray Bilger,1492,859,628,5
Lycoming,U.S. House,15,DEM,Write-In Totals,17,17,0,0
Lycoming,State House,84,DEM,Write-In Totals,242,165,77,0
Lycoming,Member of Democratic State Committee,,DEM,David C. Raker,2601,1513,1082,6
Lycoming,Member of Democratic State Committee,,DEM,Daniel Byron,2308,1466,836,6
Lycoming,Member of Democratic State Committee,,DEM,Write-In Totals,23,19,3,1
Lycoming,Governor,,REP,Stacy Garrity,9377,8118,1251,8
Lycoming,Governor,,REP,Write-In Totals,218,182,35,1
Lycoming,Lieutenant Governor,,REP,John Ventre,2847,2425,422,0
Lycoming,Lieutenant Governor,,REP,Jason Richey,6391,5578,806,7
Lycoming,Lieutenant Governor,,REP,Write-In Totals,64,45,19,0
Lycoming,U.S. House,15,REP,Glenn Gt Thompson,4042,3577,461,4
Lycoming,U.S. House,15,REP,Write-In Totals,33,25,8,0
Lycoming,State House,84,REP,Joe Hamm,6302,5509,789,4
Lycoming,State House,84,REP,Write-In Totals,39,28,11,0
Lycoming,Member of Republican State Committee,,REP,Joe Hamm,8875,7711,1156,8
Lycoming,Member of Republican State Committee,,REP,Carol D. Sides,6745,5676,1063,6
Lycoming,Member of Republican State Committee,,REP,Tom Marino,6487,5436,1044,7
Lycoming,Member of Republican State Committee,,REP,Write-In Totals,158,134,24,0
Lycoming,State House,83,DEM,Write-In Totals,326,245,80,1
Lycoming,State House,83,REP,Jamie L. Flick,3480,2925,551,4
Lycoming,State House,83,REP,Write-In Totals,40,36,2,2
Lycoming,U.S. House,9,DEM,Rachel Wallace,3283,1992,1282,9
Lycoming,U.S. House,9,DEM,Write-In Totals,21,17,4,0
Lycoming,U.S. House,9,REP,Dan Meuser,5418,4600,814,4
Lycoming,U.S. House,9,REP,Write-In Totals,59,44,14,1
