county,precinct,office,district,party,candidate,votes,election_day,provisional,absentee
Franklin,Chambersburg Ward 1 District 1,Member of Republican State Committee,,REP,Robert Ternes,95,70,0,25
Franklin,Chambersburg Ward 1 District 1,Member of Republican State Committee,,REP,Write-In Totals,18,1,0,17
Franklin,Chambersburg Ward 1 District 1,Committeeperson Chambersburg Wd 1 Dist 1,,REP,Write-In Totals,16,10,0,6
Franklin,Chambersburg Ward 1 District 2,Registered Voters,,,,685,,,
Franklin,Chambersburg Ward 1 District 2,Ballots Cast,,,,200,94,0,106
Franklin,Chambersburg Ward 1 District 2,Ballots Cast Blank,,,,0,0,0,0
Franklin,Chambersburg Ward 1 District 2,Governor,,DEM,Josh Shapiro,100,35,0,65
Franklin,Chambersburg Ward 1 District 2,Governor,,DEM,Write-In Totals,0,0,0,0
Franklin,Chambersburg Ward 1 District 2,Lieutenant Governor,,DEM,Austin Davis,94,31,0,63
Franklin,Chambersburg Ward 1 District 2,Lieutenant Governor,,DEM,Write-In Totals,1,1,0,0
Franklin,Chambersburg Ward 1 District 2,U.S. House,,DEM,Beth Farnham,94,32,0,62
Franklin,Chambersburg Ward 1 District 2,U.S. House,,DEM,Write-In Totals,2,1,0,1
Franklin,Chambersburg Ward 1 District 2,State House,,DEM,Shannon Michael Jackson,97,34,0,63
Franklin,Chambersburg Ward 1 District 2,State House,,DEM,Write-In Totals,1,1,0,0
Franklin,Chambersburg Ward 1 District 2,Member of Democratic State Committee,,DEM,John J. Patterson,47,13,0,34
Franklin,Chambersburg Ward 1 District 2,Member of Democratic State Committee,,DEM,Delmar David Burridge,46,15,0,31
Franklin,Chambersburg Ward 1 District 2,Member of Democratic State Committee,,DEM,Avril Williams,87,31,0,56
Franklin,Chambersburg Ward 1 District 2,Member of Democratic State Committee,,DEM,Write-In Totals,1,0,0,1
Franklin,Chambersburg Ward 1 District 2,Committeeman Chambersburg Wd 1 Dist 2,,DEM,John W. Bryner,99,34,0,65
Franklin,Chambersburg Ward 1 District 2,Committeeman Chambersburg Wd 1 Dist 2,,DEM,Write-In Totals,0,0,0,0
Franklin,Chambersburg Ward 1 District 2,Committeewoman Chambersburg Wd 1 Dist 2,,DEM,Write-In Totals,10,6,0,4
Franklin,Chambersburg Ward 1 District 2,Governor,,REP,Stacy Garrity,82,54,0,28
Franklin,Chambersburg Ward 1 District 2,Governor,,REP,Write-In Totals,7,2,0,5
Franklin,Chambersburg Ward 1 District 2,Lieutenant Governor,,REP,John Ventre,22,13,0,9
Franklin,Chambersburg Ward 1 District 2,Lieutenant Governor,,REP,Jason Richey,65,38,0,27
Franklin,Chambersburg Ward 1 District 2,Lieutenant Governor,,REP,Write-In Totals,0,0,0,0
Franklin,Chambersburg Ward 1 District 2,U.S. House,,REP,John Joyce,91,53,0,38
Franklin,Chambersburg Ward 1 District 2,U.S. House,,REP,Write-In Totals,1,1,0,0
Franklin,Chambersburg Ward 1 District 2,State House,,REP,Rob Kauffman,93,56,0,37
Franklin,Chambersburg Ward 1 District 2,State House,,REP,Write-In Totals,2,1,0,1
Franklin,Chambersburg Ward 1 District 2,Member of Republican State Committee,,REP,Kathy Mahon,69,42,0,27
Franklin,Chambersburg Ward 1 District 2,Member of Republican State Committee,,REP,Doug Dobbs,61,36,0,25
Franklin,Chambersburg Ward 1 District 2,Member of Republican State Committee,,REP,Carol Fix Diller,73,40,0,33
Franklin,Chambersburg Ward 1 District 2,Member of Republican State Committee,,REP,Debbie Taylor,69,44,0,25
Franklin,Chambersburg Ward 1 District 2,Member of Republican State Committee,,REP,Nicholas A. Haines,58,33,0,25
Franklin,Chambersburg Ward 1 District 2,Member of Republican State Committee,,REP,Joshua G. Peters,56,36,0,20
Franklin,Chambersburg Ward 1 District 2,Member of Republican State Committee,,REP,Robert Ternes,70,44,0,26
Franklin,Chambersburg Ward 1 District 2,Member of Republican State Committee,,REP,Write-In Totals,2,2,0,0
Franklin,Chambersburg Ward 1 District 2,Committeeperson Chambersburg Wd 1 Dist 2,,REP,Write-In Totals,1,0,0,1
Franklin,Chambersburg Ward 2 District 1,Registered Voters,,,,739,,,
Franklin,Chambersburg Ward 2 District 1,Ballots Cast,,,,116,79,0,37
Franklin,Chambersburg Ward 2 District 1,Ballots Cast Blank,,,,1,0,0,1
Franklin,Chambersburg Ward 2 District 1,Governor,,DEM,Josh Shapiro,65,38,0,27
Franklin,Chambersburg Ward 2 District 1,Governor,,DEM,Write-In Totals,1,1,0,0
Franklin,Chambersburg Ward 2 District 1,Lieutenant Governor,,DEM,Austin Davis,65,38,0,27
Franklin,Chambersburg Ward 2 District 1,Lieutenant Governor,,DEM,Write-In Totals,0,0,0,0
Franklin,Chambersburg Ward 2 District 1,U.S. House,,DEM,Beth Farnham,65,38,0,27
Franklin,Chambersburg Ward 2 District 1,U.S. House,,DEM,Write-In Totals,0,0,0,0
Franklin,Chambersburg Ward 2 District 1,State House,,DEM,Shannon Michael Jackson,63,38,0,25
Franklin,Chambersburg Ward 2 District 1,State House,,DEM,Write-In Totals,2,1,0,1
Franklin,Chambersburg Ward 2 District 1,Member of Democratic State Committee,,DEM,John J. Patterson,34,18,0,16
Franklin,Chambersburg Ward 2 District 1,Member of Democratic State Committee,,DEM,Delmar David Burridge,17,9,0,8
Franklin,Chambersburg Ward 2 District 1,Member of Democratic State Committee,,DEM,Avril Williams,49,30,0,19
Franklin,Chambersburg Ward 2 District 1,Member of Democratic State Committee,,DEM,Write-In Totals,1,1,0,0
Franklin,Chambersburg Ward 2 District 1,Committeeman Chambersburg Wd 2 Dist 1,,DEM,John (sean) A. Scott III,60,35,0,25
Franklin,Chambersburg Ward 2 District 1,Committeeman Chambersburg Wd 2 Dist 1,,DEM,Write-In Totals,1,1,0,0
Franklin,Chambersburg Ward 2 District 1,Committeewoman Chambersburg Wd 2 Dist 1,,DEM,Write-In Totals,5,4,0,1
Franklin,Chambersburg Ward 2 District 1,Governor,,REP,Stacy Garrity,40,33,0,7
Franklin,Chambersburg Ward 2 District 1,Governor,,REP,Write-In Totals,3,2,0,1
Franklin,Chambersburg Ward 2 District 1,Lieutenant Governor,,REP,John Ventre,15,13,0,2
Franklin,Chambersburg Ward 2 District 1,Lieutenant Governor,,REP,Jason Richey,26,20,0,6
Franklin,Chambersburg Ward 2 District 1,Lieutenant Governor,,REP,Write-In Totals,1,1,0,0
Franklin,Chambersburg Ward 2 District 1,U.S. House,,REP,John Joyce,45,37,0,8
Franklin,Chambersburg Ward 2 District 1,U.S. House,,REP,Write-In Totals,2,1,0,1
Franklin,Chambersburg Ward 2 District 1,State House,,REP,Rob Kauffman,44,37,0,7
Franklin,Chambersburg Ward 2 District 1,State House,,REP,Write-In Totals,3,1,0,2
Franklin,Chambersburg Ward 2 District 1,Member of Republican State Committee,,REP,Kathy Mahon,31,26,0,5
Franklin,Chambersburg Ward 2 District 1,Member of Republican State Committee,,REP,Doug Dobbs,33,27,0,6
Franklin,Chambersburg Ward 2 District 1,Member of Republican State Committee,,REP,Carol Fix Diller,36,30,0,6
Franklin,Chambersburg Ward 2 District 1,Member of Republican State Committee,,REP,Debbie Taylor,30,26,0,4
Franklin,Chambersburg Ward 2 District 1,Member of Republican State Committee,,REP,Nicholas A. Haines,27,21,0,6
Franklin,Chambersburg Ward 2 District 1,Member of Republican State Committee,,REP,Joshua G. Peters,33,26,0,7
Franklin,Chambersburg Ward 2 District 1,Member of Republican State Committee,,REP,Robert Ternes,23,16,0,7
Franklin,Chambersburg Ward 2 District 1,Member of Republican State Committee,,REP,Write-In Totals,0,0,0,0
Franklin,Chambersburg Ward 2 District 1,Committeeperson Chambersburg Wd 2 Dist 1,,REP,Write-In Totals,6,6,0,0
Franklin,Chambersburg Ward 2 District 2,Registered Voters,,,,1261,,,
Franklin,Chambersburg Ward 2 District 2,Ballots Cast,,,,381,204,1,176
Franklin,Chambersburg Ward 2 District 2,Ballots Cast Blank,,,,3,3,0,0
Franklin,Chambersburg Ward 2 District 2,Governor,,DEM,Josh Shapiro,159,57,0,102
Franklin,Chambersburg Ward 2 District 2,Governor,,DEM,Write-In Totals,3,3,0,0
Franklin,Chambersburg Ward 2 District 2,Lieutenant Governor,,DEM,Austin Davis,154,56,0,98
Franklin,Chambersburg Ward 2 District 2,Lieutenant Governor,,DEM,Write-In Totals,1,1,0,0
Franklin,Chambersburg Ward 2 District 2,U.S. House,,DEM,Beth Farnham,153,55,0,98
Franklin,Chambersburg Ward 2 District 2,U.S. House,,DEM,Write-In Totals,2,2,0,0
Franklin,Chambersburg Ward 2 District 2,State House,,DEM,Shannon Michael Jackson,157,57,0,100
Franklin,Chambersburg Ward 2 District 2,State House,,DEM,Write-In Totals,2,0,0,2
Franklin,Chambersburg Ward 2 District 2,Member of Democratic State Committee,,DEM,John J. Patterson,97,33,0,64
Franklin,Chambersburg Ward 2 District 2,Member of Democratic State Committee,,DEM,Delmar David Burridge,59,21,0,38
Franklin,Chambersburg Ward 2 District 2,Member of Democratic State Committee,,DEM,Avril Williams,123,43,0,80
Franklin,Chambersburg Ward 2 District 2,Member of Democratic State Committee,,DEM,Write-In Totals,0,0,0,0
Franklin,Chambersburg Ward 2 District 2,Committeeman Chambersburg Wd 2 Dist 2,,DEM,Shannon Michael Jackson,150,55,0,95
Franklin,Chambersburg Ward 2 District 2,Committeeman Chambersburg Wd 2 Dist 2,,DEM,Write-In Totals,0,0,0,0
Franklin,Chambersburg Ward 2 District 2,Committeewoman Chambersburg Wd 2 Dist 2,,DEM,Roberta Louise Pisle,151,55,0,96
Franklin,Chambersburg Ward 2 District 2,Committeewoman Chambersburg Wd 2 Dist 2,,DEM,Write-In Totals,0,0,0,0
Franklin,Chambersburg Ward 2 District 2,Governor,,REP,Stacy Garrity,180,123,1,56
Franklin,Chambersburg Ward 2 District 2,Governor,,REP,Write-In Totals,23,9,0,14
Franklin,Chambersburg Ward 2 District 2,Lieutenant Governor,,REP,John Ventre,62,40,0,22
Franklin,Chambersburg Ward 2 District 2,Lieutenant Governor,,REP,Jason Richey,130,91,1,38
Franklin,Chambersburg Ward 2 District 2,Lieutenant Governor,,REP,Write-In Totals,9,0,0,9
Franklin,Chambersburg Ward 2 District 2,U.S. House,,REP,John Joyce,195,134,1,60
Franklin,Chambersburg Ward 2 District 2,U.S. House,,REP,Write-In Totals,13,4,0,9
Franklin,Chambersburg Ward 2 District 2,State House,,REP,Rob Kauffman,195,132,1,62
Franklin,Chambersburg Ward 2 District 2,State House,,REP,Write-In Totals,10,2,0,8
Franklin,Chambersburg Ward 2 District 2,Member of Republican State Committee,,REP,Kathy Mahon,134,83,1,50
