county,office,district,party,candidate,votes,election_day,mail,provisional
Snyder,Governor,,DEM,Josh Shapiro,1399,670,724,5
Snyder,Governor,,DEM,Write-In Totals,21,13,8,0
Snyder,Lieutenant Governor,,DEM,Austin Davis,1378,660,713,5
Snyder,Lieutenant Governor,,DEM,Write-In Totals,12,7,5,0
Snyder,U.S. House,,DEM,Ray Bilger,1365,651,709,5
Snyder,U.S. House,,DEM,Write-In Totals,10,7,3,0
Snyder,State House,,DEM,Write-In Totals,134,69,65,0
Snyder,Member of Democratic State Committee,,DEM,Tina L Burgess,1378,664,709,5
Snyder,Member of Democratic State Committee,,DEM,Write-In Totals,15,10,5,0
Snyder,Member of Democratic State Committee,,DEM,Cristi A Curry,34,22,12,0
Snyder,Member of Democratic State Committee,,DEM,Michele Lynn Hackenberg,43,27,16,0
Snyder,Member of Democratic State Committee,,DEM,Emily F Johnson,130,48,82,0
Snyder,Member of Democratic State Committee,,DEM,Jared Thomas Hoffman,118,54,63,1
Snyder,Member of Democratic State Committee,,DEM,Dolly L Meiser,43,19,24,0
Snyder,Member of Democratic State Committee,,DEM,Chris Kalcich,63,38,25,0
Snyder,Member of Democratic State Committee,,DEM,Lynn Siler,65,40,25,0
Snyder,Member of Democratic State Committee,,DEM,Elizabeth L Fincke,91,54,36,1
Snyder,Member of Democratic State Committee,,DEM,Tedd Wenrick,80,46,33,1
Snyder,Member of Democratic State Committee,,DEM,Susan M Corl,50,20,30,0
Snyder,Member of Democratic State Committee,,DEM,Dennis Corl,42,15,27,0
Snyder,Governor,,REP,Stacy Garrity,3500,2980,519,1
Snyder,Governor,,REP,Write-In Totals,164,132,32,0
Snyder,Lieutenant Governor,,REP,John Ventre,1080,891,188,1
Snyder,Lieutenant Governor,,REP,Jason Richey,2342,2014,328,0
Snyder,Lieutenant Governor,,REP,Write-In Totals,39,26,13,0
Snyder,U.S. House,,REP,Glenn Gt Thompson,3564,3027,536,1
Snyder,U.S. House,,REP,Write-In Totals,37,25,12,0
Snyder,State House,,REP,David H Rowe,3731,3174,556,1
Snyder,State House,,REP,Write-In Totals,37,26,11,0
Snyder,Member of Republican State Committee,,REP,Tami Mattern,1818,1587,230,1
Snyder,Member of Republican State Committee,,REP,Pat Saylor,1927,1586,341,0
Snyder,Member of Republican State Committee,,REP,Fred Keller,3289,2787,501,1
Snyder,Member of Republican State Committee,,REP,Write-In Totals,45,37,8,0
