county,office,district,party,candidate,votes,election_day,mail,provisional
Clarion,Governor,,DEM,Josh Shapiro,1536,0,0,0
Clarion,Governor,,DEM,Write-In Totals,24,0,0,0
Clarion,Governor,,REP,Stacy Garrity,3109,0,0,0
Clarion,Governor,,REP,Write-In Totals,123,0,0,0
Clarion,Lieutenant Governor,,DEM,Austin Davis,1495,0,0,0
Clarion,Lieutenant Governor,,DEM,Write-In Totals,17,0,0,0
Clarion,Lieutenant Governor,,REP,John Ventre,945,0,0,0
Clarion,Lieutenant Governor,,REP,Jason Richey,2258,0,0,0
Clarion,Lieutenant Governor,,REP,Write-In Totals,31,0,0,0
Clarion,U.S. House,15,DEM,Ray Bilger,1463,0,0,0
Clarion,U.S. House,15,DEM,Write-In Totals,15,0,0,0
Clarion,U.S. House,15,REP,Glenn Gt Thompson,3183,0,0,0
Clarion,U.S. House,15,REP,Write-In Totals,28,0,0,0
Clarion,State House,63,DEM,Andrew Harbaugh,1512,0,0,0
Clarion,State House,63,DEM,Write-In Totals,14,0,0,0
Clarion,State House,63,REP,Josh Bashline,3243,0,0,0
Clarion,State House,63,REP,Write-In Totals,40,0,0,0
Clarion,Member of Democratic State Committee,,DEM,Skyanne Fisher,1521,0,0,0
Clarion,Member of Democratic State Committee,,DEM,Write-In Totals,10,0,0,0
Clarion,Member of Republican State Committee,,REP,Nancy Banner,2258,0,0,0
Clarion,Member of Republican State Committee,,REP,John R Stroup,2888,0,0,0
Clarion,Member of Republican State Committee,,REP,Write-In Totals,20,0,0,0
