county,office,district,party,candidate,votes,election_day,mail,provisional
Carbon,Governor,,DEM,Josh Shapiro,4151,2436,1704,11
Carbon,Governor,,DEM,Write-In Totals,31,25,6,0
Carbon,Governor,,REP,Stacy Garrity,4397,3783,607,7
Carbon,Governor,,REP,Write-In Totals,92,73,19,0
Carbon,Lieutenant Governor,,DEM,Austin Davis,3779,2211,1558,10
Carbon,Lieutenant Governor,,DEM,Write-In Totals,8,5,3,0
Carbon,Lieutenant Governor,,REP,John Ventre,1517,1302,214,1
Carbon,Lieutenant Governor,,REP,Jason Richey,2744,2346,392,6
Carbon,Lieutenant Governor,,REP,Write-In Totals,18,11,7,0
Carbon,U.S. House,7,DEM,Carol Obando-derstine,807,449,356,2
Carbon,U.S. House,7,DEM,Bob Brooks,1600,1095,500,5
Carbon,U.S. House,7,DEM,Lamont G McClure,905,492,411,2
Carbon,U.S. House,7,DEM,Ryan Crosswell,849,446,401,2
Carbon,U.S. House,7,DEM,Write-In Totals,11,8,3,0
Carbon,U.S. House,7,REP,Ryan Mackenzie,4491,3865,618,8
Carbon,U.S. House,7,REP,Write-In Totals,12,6,6,0
Carbon,State House,122,DEM,Write-In Totals,981,572,408,1
Carbon,State House,122,REP,Doyle Heffley,4374,3706,660,8
Carbon,State House,122,REP,Write-In Totals,350,331,18,1
Carbon,Member of Democratic State Committee,,DEM,Write-In Totals,142,70,72,0
Carbon,Member of Republican State Committee,,REP,Rochelle Pasquariello,2685,2337,341,7
Carbon,Member of Republican State Committee,,REP,Darin Dotter,3266,2738,523,5
Carbon,Member of Republican State Committee,,REP,Rebecca Hassenbein,1889,1596,291,2
Carbon,Member of Republican State Committee,,REP,Write-In Totals,63,58,5,0
