county,precinct,office,district,party,candidate,votes,election_day,provisional,absentee
Centre,1 Bellefonte North,Registered Voters,,,,426,,,
Centre,1 Bellefonte North,Ballots Cast,,,,148,114,0,34
Centre,1 Bellefonte North,Ballots Cast Blank,,,,0,0,0,0
Centre,1 Bellefonte North,Governor,,DEM,Josh Shapiro,87,63,0,24
Centre,1 Bellefonte North,Governor,,DEM,Write-In Totals,1,1,0,0
Centre,1 Bellefonte North,Lieutenant Governor,,DEM,Austin Davis,85,62,0,23
Centre,1 Bellefonte North,Lieutenant Governor,,DEM,Write-In Totals,1,1,0,0
Centre,1 Bellefonte North,U.S. House,,DEM,Ray Bilger,84,61,0,23
Centre,1 Bellefonte North,U.S. House,,DEM,Write-In Totals,2,2,0,0
Centre,1 Bellefonte North,State House,,DEM,John Zangari,82,59,0,23
Centre,1 Bellefonte North,State House,,DEM,Write-In Totals,1,1,0,0
Centre,1 Bellefonte North,Member of Democratic State Committee,,DEM,Laura Shadle,70,49,0,21
Centre,1 Bellefonte North,Member of Democratic State Committee,,DEM,Joanne Tosti-vasey,77,57,0,20
Centre,1 Bellefonte North,Member of Democratic State Committee,,DEM,Jeremy S Breon,76,56,0,20
Centre,1 Bellefonte North,Member of Democratic State Committee,,DEM,Write-In Totals,2,2,0,0
Centre,1 Bellefonte North,County Democratic Committee Precinct Person 1 Bellefonte North,,DEM,Peggy Jackson,86,62,0,24
Centre,1 Bellefonte North,County Democratic Committee Precinct Person 1 Bellefonte North,,DEM,James Jackson,80,57,0,23
Centre,1 Bellefonte North,County Democratic Committee Precinct Person 1 Bellefonte North,,DEM,Write-In Totals,0,0,0,0
Centre,1 Bellefonte North,Governor,,REP,Stacy Garrity,52,43,0,9
Centre,1 Bellefonte North,Governor,,REP,Write-In Totals,4,4,0,0
Centre,1 Bellefonte North,Lieutenant Governor,,REP,John Ventre,15,14,0,1
Centre,1 Bellefonte North,Lieutenant Governor,,REP,Jason Richey,40,32,0,8
Centre,1 Bellefonte North,Lieutenant Governor,,REP,Write-In Totals,0,0,0,0
Centre,1 Bellefonte North,U.S. House,,REP,Glenn Gt Thompson,59,49,0,10
Centre,1 Bellefonte North,U.S. House,,REP,Write-In Totals,0,0,0,0
Centre,1 Bellefonte North,State House,,REP,Kerry A Benninghoff,60,50,0,10
Centre,1 Bellefonte North,State House,,REP,Write-In Totals,0,0,0,0
Centre,1 Bellefonte North,Member of Republican State Committee,,REP,Monica Oakes,43,34,0,9
Centre,1 Bellefonte North,Member of Republican State Committee,,REP,Richard E Smead,59,50,0,9
Centre,1 Bellefonte North,Member of Republican State Committee,,REP,Deb Flavin,40,33,0,7
Centre,1 Bellefonte North,Member of Republican State Committee,,REP,Write-In Totals,1,0,0,1
Centre,1 Bellefonte North,County Republican Committee Chair,,REP,Michelle Schellberg,44,36,0,8
Centre,1 Bellefonte North,County Republican Committee Chair,,REP,Stephen Spoonamore,8,7,0,1
Centre,1 Bellefonte North,County Republican Committee Chair,,REP,Felicia Dionisio Hetzman,6,5,0,1
Centre,1 Bellefonte North,County Republican Committee Chair,,REP,Write-In Totals,0,0,0,0
Centre,1 Bellefonte North,County Republican Committee Vice-chair,,REP,Monica C Oakes,57,48,0,9
Centre,1 Bellefonte North,County Republican Committee Vice-chair,,REP,Write-In Totals,0,0,0,0
Centre,2 Bellefonte Northeast,Registered Voters,,,,710,,,
Centre,2 Bellefonte Northeast,Ballots Cast,,,,242,145,0,97
Centre,2 Bellefonte Northeast,Ballots Cast Blank,,,,0,0,0,0
Centre,2 Bellefonte Northeast,Governor,,DEM,Josh Shapiro,131,72,0,59
Centre,2 Bellefonte Northeast,Governor,,DEM,Write-In Totals,1,1,0,0
Centre,2 Bellefonte Northeast,Lieutenant Governor,,DEM,Austin Davis,127,69,0,58
Centre,2 Bellefonte Northeast,Lieutenant Governor,,DEM,Write-In Totals,1,1,0,0
Centre,2 Bellefonte Northeast,U.S. House,,DEM,Ray Bilger,130,70,0,60
Centre,2 Bellefonte Northeast,U.S. House,,DEM,Write-In Totals,2,2,0,0
Centre,2 Bellefonte Northeast,State House,,DEM,John Zangari,121,65,0,56
Centre,2 Bellefonte Northeast,State House,,DEM,Write-In Totals,2,1,0,1
