county,office,district,party,candidate,votes,election_day,mail,provisional
Elk,Governor,,DEM,Josh Shapiro,1735,904,831,0
Elk,Governor,,DEM,Write-In Totals,48,41,7,0
Elk,Governor,,DEM,General Primary,2026,,,
Elk,Lieutenant Governor,,DEM,Austin Davis,1731,917,814,0
Elk,Lieutenant Governor,,DEM,Write-In Totals,23,19,4,0
Elk,Lieutenant Governor,,DEM,General Primary,2026,,,
Elk,U.S. House,15,DEM,Ray Bilger,1704,910,794,0
Elk,U.S. House,15,DEM,Write-In Totals,26,18,8,0
Elk,U.S. House,15,DEM,General Primary,2026,,,
Elk,State House,75,DEM,Kim Kohlhepp,1695,909,786,0
Elk,State House,75,DEM,Write-In Totals,48,32,16,0
Elk,State House,75,DEM,General Primary,2026,,,
Elk,Member of Democratic State Committee,,DEM,Ryan Grimm,1755,945,810,0
Elk,Member of Democratic State Committee,,DEM,Write-In Totals,9,8,1,0
Elk,Member of Democratic State Committee,,DEM,General Primary,2026,,,
Elk,Member of Democratic State Committee,,DEM,John Glantz,101,47,54,0
Elk,Member of Democratic State Committee,,DEM,Joan Kamandulis,102,49,53,0
Elk,Member of Democratic State Committee,,DEM,Karen Granche,102,66,36,0
Elk,Member of Democratic State Committee,,DEM,William Granche,96,63,33,0
Elk,Member of Democratic State Committee,,DEM,Gail Shturtz,97,55,42,0
Elk,Governor,,REP,Stacy Garrity,2303,1881,422,0
Elk,Governor,,REP,Write-In Totals,75,58,17,0
Elk,Governor,,REP,General Primary,2026,,,
Elk,Lieutenant Governor,,REP,John Ventre,721,564,157,0
Elk,Lieutenant Governor,,REP,Jason Richey,1615,1346,269,0
Elk,Lieutenant Governor,,REP,Write-In Totals,18,10,8,0
Elk,Lieutenant Governor,,REP,General Primary,2026,,,
Elk,U.S. House,15,REP,Glenn Gt Thompson,2345,1909,436,0
Elk,U.S. House,15,REP,Write-In Totals,39,28,11,0
Elk,U.S. House,15,REP,General Primary,2026,,,
Elk,State House,75,REP,Mike Armanini,2397,1943,454,0
Elk,State House,75,REP,Write-In Totals,29,21,8,0
Elk,State House,75,REP,General Primary,2026,,,
Elk,Member of Republican State Committee,,REP,C Marcie Lynch Assetta,2337,1902,435,0
Elk,Member of Republican State Committee,,REP,Write-In Totals,20,16,4,0
Elk,Member of Republican State Committee,,REP,General Primary,2026,,,
Elk,Member of Republican State Committee,,REP,Sally Geyer,2303,1873,430,0
