county,precinct,office,district,party,candidate,votes,election_day,provisional,absentee
Indiana,ARMAGH,Registered Voters,,,,42,,,
Indiana,ARMAGH,Ballots Cast,,,,12,11,0,1
Indiana,ARMAGH,Ballots Cast Blank,,,,0,0,0,0
Indiana,ARMAGH,Governor,,DEM,Josh Shapiro,3,2,0,1
Indiana,ARMAGH,Lieutenant Governor,,DEM,Austin Davis,3,2,0,1
Indiana,ARMAGH,U.S. House,14,DEM,Alan Bradstock,3,2,0,1
Indiana,ARMAGH,State House,62,DEM,Trajan Jones,3,2,0,1
Indiana,ARMAGH,Member of the Democratic State Comm,,DEM,Ronald J. Fairman,2,1,0,1
Indiana,ARMAGH,Governor,,REP,Stacy Garrity,8,8,0,0
Indiana,ARMAGH,Lieutenant Governor,,REP,John Ventre,6,6,0,0
Indiana,ARMAGH,Lieutenant Governor,,REP,Jason Richey,3,3,0,0
Indiana,ARMAGH,U.S. House,14,REP,Guy Reschenthaler,9,9,0,0
Indiana,ARMAGH,State House,62,REP,Jim Struzzi,9,9,0,0
Indiana,ARMAGH,Member of the Republican State Comm,,REP,James Zerfoss,6,6,0,0
Indiana,ARMAGH,Member of the Republican State Comm,,REP,Darlene Bracken,6,6,0,0
Indiana,ARMAGH,Member of the Republican State Comm,,REP,Kimberly McCullough,3,3,0,0
Indiana,ARMAGH,County Commissioner Armagh,,REP,Christine Fisher,9,9,0,0
Indiana,ARMSTRONG #1,Registered Voters,,,,439,,,
Indiana,ARMSTRONG #1,Ballots Cast,,,,125,82,0,43
Indiana,ARMSTRONG #1,Ballots Cast Blank,,,,0,0,0,0
Indiana,ARMSTRONG #1,Governor,,DEM,Josh Shapiro,49,24,0,25
Indiana,ARMSTRONG #1,Lieutenant Governor,,DEM,Austin Davis,45,23,0,22
Indiana,ARMSTRONG #1,U.S. House,14,DEM,Alan Bradstock,46,23,0,23
Indiana,ARMSTRONG #1,State House,62,DEM,Trajan Jones,46,23,0,23
Indiana,ARMSTRONG #1,Member of the Democratic State Comm,,DEM,Ronald J. Fairman,48,23,0,25
Indiana,ARMSTRONG #1,County Commissioner Armstrong #1,,DEM,David Keith,46,22,0,24
Indiana,ARMSTRONG #1,Governor,,REP,Stacy Garrity,69,53,0,16
Indiana,ARMSTRONG #1,Lieutenant Governor,,REP,Jason Richey,36,26,0,10
Indiana,ARMSTRONG #1,Lieutenant Governor,,REP,John Ventre,34,26,0,8
Indiana,ARMSTRONG #1,U.S. House,14,REP,Guy Reschenthaler,68,52,0,16
Indiana,ARMSTRONG #1,State House,62,REP,Jim Struzzi,72,54,0,18
Indiana,ARMSTRONG #1,Member of the Republican State Comm,,REP,Kimberly McCullough,56,41,0,15
Indiana,ARMSTRONG #1,Member of the Republican State Comm,,REP,James Zerfoss,51,37,0,14
Indiana,ARMSTRONG #1,Member of the Republican State Comm,,REP,Darlene Bracken,17,14,0,3
Indiana,ARMSTRONG #2,Registered Voters,,,,1268,,,
Indiana,ARMSTRONG #2,Ballots Cast,,,,325,215,0,110
Indiana,ARMSTRONG #2,Ballots Cast Blank,,,,0,0,0,0
Indiana,ARMSTRONG #2,Governor,,DEM,Josh Shapiro,85,33,0,52
Indiana,ARMSTRONG #2,Lieutenant Governor,,DEM,Austin Davis,85,34,0,51
Indiana,ARMSTRONG #2,U.S. House,14,DEM,Alan Bradstock,82,32,0,50
Indiana,ARMSTRONG #2,State House,62,DEM,Trajan Jones,85,34,0,51
Indiana,ARMSTRONG #2,Member of the Democratic State Comm,,DEM,Ronald J. Fairman,85,34,0,51
Indiana,ARMSTRONG #2,County Commissioner Armstrong #2,,DEM,Mary Rich,81,32,0,49
Indiana,ARMSTRONG #2,County Commissioner Armstrong #2,,DEM,Greg Rich,82,33,0,49
Indiana,ARMSTRONG #2,Governor,,REP,Stacy Garrity,211,166,0,45
Indiana,ARMSTRONG #2,Lieutenant Governor,,REP,John Ventre,138,109,0,29
Indiana,ARMSTRONG #2,Lieutenant Governor,,REP,Jason Richey,85,63,0,22
Indiana,ARMSTRONG #2,U.S. House,14,REP,Guy Reschenthaler,224,171,0,53
Indiana,ARMSTRONG #2,State House,62,REP,Jim Struzzi,222,166,0,56
Indiana,ARMSTRONG #2,Member of the Republican State Comm,,REP,Kimberly McCullough,166,119,0,47
Indiana,ARMSTRONG #2,Member of the Republican State Comm,,REP,James Zerfoss,163,114,0,49
Indiana,ARMSTRONG #2,Member of the Republican State Comm,,REP,Darlene Bracken,74,63,0,11
Indiana,ARMSTRONG #2,County Commissioner Armstrong #2,,REP,Donna J. McCoy,218,168,0,50
Indiana,BANKS,Registered Voters,,,,496,,,
Indiana,BANKS,Ballots Cast,,,,100,83,0,17
Indiana,BANKS,Ballots Cast Blank,,,,0,0,0,0
