county,office,district,party,candidate,votes,election_day,mail,provisional
Columbia,Governor,,DEM,Josh Shapiro,3390,,,
Columbia,Governor,,REP,Stacy Garrity,3754,,,
Columbia,Lieutenant Governor,,DEM,Austin Davis,3349,,,
Columbia,State House,109,REP,Robert Leadbeter,3917,,,
Columbia,Member of Democratic State Committee,,DEM,Jessica Brittain,3356,,,
Columbia,Member of Republican State Committee,,REP,John Wilmington,226,,,
Columbia,Member of Republican State Committee,,REP,Linda Quodomine,212,,,
Columbia,Lieutenant Governor,,REP,John Ventre,1382,,,
Columbia,Lieutenant Governor,,REP,Jason Richey,2380,,,
Columbia,U.S. House,9,DEM,Rachel Wallace,3333,,,
Columbia,U.S. House,9,REP,Dan Meuser,3934,,,
Columbia,State House,109,DEM,Justin C. Hummel,3163,,,
