county,precinct,office,district,party,candidate,votes,election_day,provisional,absentee
Berks,Reading 1-1,Registered Voters,,,,695,,,
Berks,Reading 1-1,Ballots Cast,,,,66,50,1,15
Berks,Reading 1-1,Governor,,DEM,Josh Shapiro,51,40,0,11
Berks,Reading 1-1,Governor,,DEM,Write-In Totals,0,0,0,0
Berks,Reading 1-1,Lieutenant Governor,,DEM,Austin Davis,44,33,1,10
Berks,Reading 1-1,Lieutenant Governor,,DEM,Write-In Totals,0,0,0,0
Berks,Reading 1-1,U.S. House,6,DEM,Chrissy Houlahan,43,33,1,9
Berks,Reading 1-1,U.S. House,6,DEM,Write-In Totals,0,0,0,0
Berks,Reading 1-1,State House,127,DEM,Manny Guzman,50,40,0,10
Berks,Reading 1-1,State House,127,DEM,Write-In Totals,0,0,0,0
Berks,Reading 1-1,Member of Democratic State Committee,,DEM,Crystal L. Harris,37,28,1,8
Berks,Reading 1-1,Member of Democratic State Committee,,DEM,Candace Faye Stitzman,28,18,0,10
Berks,Reading 1-1,Member of Democratic State Committee,,DEM,Paul David Stengle,20,15,1,4
Berks,Reading 1-1,Member of Democratic State Committee,,DEM,Jaime Baez,40,28,1,11
Berks,Reading 1-1,Member of Democratic State Committee,,DEM,Linda M. Woleslagle,24,19,0,5
Berks,Reading 1-1,Member of Democratic State Committee,,DEM,Jess Royer,26,18,1,7
Berks,Reading 1-1,Member of Democratic State Committee,,DEM,Kevin D. Boughter,15,14,0,1
Berks,Reading 1-1,Member of Democratic State Committee,,DEM,Anthony F. Fiore,25,19,1,5
Berks,Reading 1-1,Member of Democratic State Committee,,DEM,Tom Herman,22,15,1,6
Berks,Reading 1-1,Member of Democratic State Committee,,DEM,Write-In Totals,2,2,0,0
Berks,Reading 1-1,County Committeeperson Reading 1-1,,DEM,Write-In Totals,0,0,0,0
Berks,Reading 1-1,Governor,,REP,Stacy Garrity,10,6,0,4
Berks,Reading 1-1,Governor,,REP,Write-In Totals,1,1,0,0
Berks,Reading 1-1,Lieutenant Governor,,REP,John Ventre,3,0,0,3
Berks,Reading 1-1,Lieutenant Governor,,REP,Jason Richey,7,6,0,1
Berks,Reading 1-1,Lieutenant Governor,,REP,Write-In Totals,0,0,0,0
Berks,Reading 1-1,U.S. House,6,REP,Marty Young,10,6,0,4
Berks,Reading 1-1,U.S. House,6,REP,Write-In Totals,0,0,0,0
Berks,Reading 1-1,State House,127,REP,Write-In Totals,1,0,0,1
Berks,Reading 1-1,Member of Republican State Committee,,REP,Laura Jane Miller,10,6,0,4
Berks,Reading 1-1,Member of Republican State Committee,,REP,Michael Cuozzo,8,4,0,4
Berks,Reading 1-1,Member of Republican State Committee,,REP,Tammy Delucia,10,6,0,4
Berks,Reading 1-1,Member of Republican State Committee,,REP,Joshua Wilson,6,3,0,3
Berks,Reading 1-1,Member of Republican State Committee,,REP,Shawn Gamble,7,4,0,3
Berks,Reading 1-1,Member of Republican State Committee,,REP,Victoria Bentley,10,6,0,4
Berks,Reading 1-1,Member of Republican State Committee,,REP,Stephen Goodling,7,4,0,3
Berks,Reading 1-1,Member of Republican State Committee,,REP,Sorangel Resto,2,2,0,0
Berks,Reading 1-1,Member of Republican State Committee,,REP,John A. Wojcik,9,6,0,3
Berks,Reading 1-1,Member of Republican State Committee,,REP,Susan Larkin,7,4,0,3
Berks,Reading 1-1,Member of Republican State Committee,,REP,Brian Dority,5,3,0,2
Berks,Reading 1-1,Member of Republican State Committee,,REP,Roxann Curran,8,5,0,3
Berks,Reading 1-1,Member of Republican State Committee,,REP,Eugenia Papst,1,1,0,0
Berks,Reading 1-1,Member of Republican State Committee,,REP,Linda Brancadora,2,1,0,1
Berks,Reading 1-1,Member of Republican State Committee,,REP,Jamie Kyle,1,1,0,0
Berks,Reading 1-1,Member of Republican State Committee,,REP,Bode Brewer,1,1,0,0
Berks,Reading 1-1,Member of Republican State Committee,,REP,Lisha L. Rowe,4,3,0,1
Berks,Reading 1-1,Member of Republican State Committee,,REP,John Fielding,4,3,0,1
Berks,Reading 1-1,Member of Republican State Committee,,REP,Dean Klopp,2,1,0,1
Berks,Reading 1-1,Member of Republican State Committee,,REP,Write-In Totals,0,0,0,0
Berks,Reading 1-1,County Committeeman Reading 1-1,,REP,Write-In Totals,0,0,0,0
Berks,Reading 1-1,County Committeewoman Reading 1-1,,REP,Write-In Totals,0,0,0,0
Berks,Reading 2-1,Registered Voters,,,,499,,,
