county,precinct,office,district,party,candidate,votes,election_day,provisional,absentee
Bedford,0101 Bedford Borough East Ward,Governor,,DEM,Josh Shapiro,80,,,
Bedford,0102 Bedford Borough West Ward,Governor,,DEM,Josh Shapiro,88,,,
Bedford,0201 Bedford Township No 1,Governor,,DEM,Josh Shapiro,82,,,
Bedford,0202 Bedford Township No 2,Governor,,DEM,Josh Shapiro,112,,,
Bedford,0301 Bloomfield Township,Governor,,DEM,Josh Shapiro,21,,,
Bedford,0401 Broad Top Township,Governor,,DEM,Josh Shapiro,39,,,
Bedford,0501 Coaldale Borough,Governor,,DEM,Josh Shapiro,5,,,
Bedford,0601 Colerain Township,Governor,,DEM,Josh Shapiro,43,,,
Bedford,0701 Cumberland Valley Township,Governor,,DEM,Josh Shapiro,50,,,
Bedford,0801 Everett Borough,Governor,,DEM,Josh Shapiro,50,,,
Bedford,0901 Harrison Township,Governor,,DEM,Josh Shapiro,26,,,
Bedford,1001 Hopewell Borough,Governor,,DEM,Josh Shapiro,1,,,
Bedford,1101 Hopewell Township,Governor,,DEM,Josh Shapiro,49,,,
Bedford,1201 Hyndman Borough,Governor,,DEM,Josh Shapiro,17,,,
Bedford,1301 Juniata Township,Governor,,DEM,Josh Shapiro,40,,,
Bedford,1401 Kimmel Township,Governor,,DEM,Josh Shapiro,72,,,
Bedford,1501 King Township,Governor,,DEM,Josh Shapiro,20,,,
Bedford,1601 Liberty Township,Governor,,DEM,Josh Shapiro,64,,,
Bedford,1701 Lincoln Township,Governor,,DEM,Josh Shapiro,11,,,
Bedford,1801 Londonderry Township,Governor,,DEM,Josh Shapiro,37,,,
Bedford,1901 Mann Township,Governor,,DEM,Josh Shapiro,13,,,
Bedford,2001 Manns Choice Borough,Governor,,DEM,Josh Shapiro,11,,,
Bedford,2101 Monroe Township,Governor,,DEM,Josh Shapiro,32,,,
Bedford,2201 Napier Township,Governor,,DEM,Josh Shapiro,72,,,
Bedford,2301 New Paris Borough,Governor,,DEM,Josh Shapiro,7,,,
Bedford,2401 Pleasantville Borough,Governor,,DEM,Josh Shapiro,0,,,
Bedford,2501 East Providence Township,Governor,,DEM,Josh Shapiro,31,,,
Bedford,2502 West Providence Township,Governor,,DEM,Josh Shapiro,99,,,
Bedford,2601 Rainsburg Borough,Governor,,DEM,Josh Shapiro,3,,,
Bedford,2701 Saxton Borough,Governor,,DEM,Josh Shapiro,26,,,
Bedford,2801 Schellsburg Borough,Governor,,DEM,Josh Shapiro,8,,,
Bedford,2901 Snake Spring Township,Governor,,DEM,Josh Shapiro,86,,,
Bedford,3003 Southampton Township,Governor,,DEM,Josh Shapiro,17,,,
Bedford,3101 St. Clairsville Borough,Governor,,DEM,Josh Shapiro,4,,,
Bedford,3201 East St. Clair Township,Governor,,DEM,Josh Shapiro,109,,,
Bedford,3202 West St. Clair Township,Governor,,DEM,Josh Shapiro,60,,,
Bedford,3301 Pavia Township,Governor,,DEM,Josh Shapiro,4,,,
Bedford,3401 Woodbury Borough,Governor,,DEM,Josh Shapiro,11,,,
Bedford,3501 Woodbury Township,Governor,,DEM,Josh Shapiro,12,,,
Bedford,3601 South Woodbury Township,Governor,,DEM,Josh Shapiro,30,,,
Bedford,0101 Bedford Borough East Ward,Governor,,REP,Stacy Garrity,159,,,
Bedford,0102 Bedford Borough West Ward,Governor,,REP,Stacy Garrity,147,,,
Bedford,0201 Bedford Township No 1,Governor,,REP,Stacy Garrity,261,,,
Bedford,0202 Bedford Township No 2,Governor,,REP,Stacy Garrity,324,,,
Bedford,0301 Bloomfield Township,Governor,,REP,Stacy Garrity,107,,,
Bedford,0401 Broad Top Township,Governor,,REP,Stacy Garrity,91,,,
Bedford,0501 Coaldale Borough,Governor,,REP,Stacy Garrity,4,,,
Bedford,0601 Colerain Township,Governor,,REP,Stacy Garrity,123,,,
Bedford,0701 Cumberland Valley Township,Governor,,REP,Stacy Garrity,155,,,
