county,precinct,office,district,party,candidate,votes,election_day,provisional,absentee
Chester,Atglen,Registered Voters,,,,933,,,
Chester,Atglen,Ballots Cast,,,,201,171,0,30
Chester,Atglen,Ballots Cast Blank,,,,1,1,0,0
Chester,Atglen,Governor,,DEM,Josh Shapiro,104,82,0,22
Chester,Atglen,Governor,,DEM,Write-In Totals,0,0,0,0
Chester,Atglen,Lieutenant Governor,,DEM,Austin Davis,98,78,0,20
Chester,Atglen,Lieutenant Governor,,DEM,Write-In Totals,1,1,0,0
Chester,Atglen,U.S. House,6,DEM,Chrissy Houlahan,102,81,0,21
Chester,Atglen,U.S. House,6,DEM,Write-In Totals,0,0,0,0
Chester,Atglen,State Senate,44,DEM,Katie Muth,101,81,0,20
Chester,Atglen,State Senate,44,DEM,Write-In Totals,0,0,0,0
Chester,Atglen,State House,74,DEM,Dan Williams,102,81,0,21
Chester,Atglen,State House,74,DEM,Write-In Totals,0,0,0,0
Chester,Atglen,Member of Democratic State Committee,,DEM,Carlotta D. Johnston Pugh,77,61,0,16
Chester,Atglen,Member of Democratic State Committee,,DEM,Michelle Smith,76,66,0,10
Chester,Atglen,Member of Democratic State Committee,,DEM,Charlotte Valyo,43,32,0,11
Chester,Atglen,Member of Democratic State Committee,,DEM,Paul Lahm,69,55,0,14
Chester,Atglen,Member of Democratic State Committee,,DEM,Kieran Francke,72,59,0,13
Chester,Atglen,Member of Democratic State Committee,,DEM,Jenn Fenn,81,66,0,15
Chester,Atglen,Member of Democratic State Committee,,DEM,Brian J. McGinnis,49,30,0,19
Chester,Atglen,Member of Democratic State Committee,,DEM,Kristin Gerling,85,67,0,18
Chester,Atglen,Member of Democratic State Committee,,DEM,Christopher Kowerdovich,71,54,0,17
Chester,Atglen,Member of Democratic State Committee,,DEM,Diane O'dwyer,47,28,0,19
Chester,Atglen,Member of Democratic State Committee,,DEM,Russ Phifer,75,58,0,17
Chester,Atglen,Member of Democratic State Committee,,DEM,Lani Frank,63,50,0,13
Chester,Atglen,Member of Democratic State Committee,,DEM,Ashley Lahm,51,34,0,17
Chester,Atglen,Member of Democratic State Committee,,DEM,Abdul Mughees Chaudhri,69,58,0,11
Chester,Atglen,Member of Democratic State Committee,,DEM,Write-In Totals,0,0,0,0
Chester,Atglen,Democratic County Committee Member 005 Atglen,,DEM,Write-In Totals,37,37,0,0
Chester,Atglen,Governor,,REP,Stacy Garrity,86,78,0,8
Chester,Atglen,Governor,,REP,Write-In Totals,6,6,0,0
Chester,Atglen,Lieutenant Governor,,REP,John Ventre,19,16,0,3
Chester,Atglen,Lieutenant Governor,,REP,Jason Richey,69,64,0,5
Chester,Atglen,Lieutenant Governor,,REP,Write-In Totals,4,4,0,0
Chester,Atglen,U.S. House,6,REP,Marty Young,89,81,0,8
Chester,Atglen,U.S. House,6,REP,Write-In Totals,4,4,0,0
Chester,Atglen,State Senate,44,REP,Melissa Dicranian,88,80,0,8
Chester,Atglen,State Senate,44,REP,Write-In Totals,4,4,0,0
Chester,Atglen,State House,74,REP,Lorenzo Kelley,86,78,0,8
Chester,Atglen,State House,74,REP,Write-In Totals,3,3,0,0
Chester,Atglen,Member of Republican State Committee District 2,,REP,Dana Young,81,73,0,8
Chester,Atglen,Member of Republican State Committee District 2,,REP,Matt Thompson,83,75,0,8
Chester,Atglen,Member of Republican State Committee District 2,,REP,Write-In Totals,4,4,0,0
Chester,Atglen,Republican County Committee Member 005 Atglen,,REP,Write-In Totals,46,42,0,4
Chester,Avondale,Registered Voters,,,,464,,,
Chester,Avondale,Ballots Cast,,,,86,71,0,15
Chester,Avondale,Ballots Cast Blank,,,,0,0,0,0
Chester,Avondale,Governor,,DEM,Josh Shapiro,57,45,0,12
Chester,Avondale,Governor,,DEM,Write-In Totals,2,2,0,0
Chester,Avondale,Lieutenant Governor,,DEM,Austin Davis,57,46,0,11
Chester,Avondale,Lieutenant Governor,,DEM,Write-In Totals,1,1,0,0
Chester,Avondale,U.S. House,6,DEM,Chrissy Houlahan,57,45,0,12
Chester,Avondale,U.S. House,6,DEM,Write-In Totals,2,2,0,0
Chester,Avondale,State House,158,DEM,Christina D. Sappey,57,45,0,12
Chester,Avondale,State House,158,DEM,Write-In Totals,2,2,0,0
Chester,Avondale,Member of Democratic State Committee,,DEM,Carlotta D. Johnston Pugh,48,38,0,10
Chester,Avondale,Member of Democratic State Committee,,DEM,Michelle Smith,47,39,0,8
Chester,Avondale,Member of Democratic State Committee,,DEM,Charlotte Valyo,41,35,0,6
Chester,Avondale,Member of Democratic State Committee,,DEM,Paul Lahm,44,36,0,8
Chester,Avondale,Member of Democratic State Committee,,DEM,Kieran Francke,48,39,0,9
Chester,Avondale,Member of Democratic State Committee,,DEM,Jenn Fenn,45,36,0,9
Chester,Avondale,Member of Democratic State Committee,,DEM,Brian J. McGinnis,40,31,0,9
Chester,Avondale,Member of Democratic State Committee,,DEM,Kristin Gerling,53,42,0,11
Chester,Avondale,Member of Democratic State Committee,,DEM,Christopher Kowerdovich,46,39,0,7
Chester,Avondale,Member of Democratic State Committee,,DEM,Diane O'dwyer,24,14,0,10
Chester,Avondale,Member of Democratic State Committee,,DEM,Russ Phifer,51,40,0,11
Chester,Avondale,Member of Democratic State Committee,,DEM,Lani Frank,21,16,0,5
Chester,Avondale,Member of Democratic State Committee,,DEM,Ashley Lahm,34,27,0,7
Chester,Avondale,Member of Democratic State Committee,,DEM,Abdul Mughees Chaudhri,30,24,0,6
Chester,Avondale,Member of Democratic State Committee,,DEM,Write-In Totals,0,0,0,0
Chester,Avondale,Democratic County Committee Member 010 Avondale,,DEM,Write-In Totals,33,24,0,9
Chester,Avondale,Governor,,REP,Stacy Garrity,23,20,0,3
