county,office,district,party,candidate,votes,election_day,mail,provisional
Schuylkill,Governor,,DEM,Josh Shapiro,6492,,,
Schuylkill,Governor,,DEM,Write-In Totals,111,,,
Schuylkill,Lieutenant Governor,,DEM,Austin Davis,6313,,,
Schuylkill,Lieutenant Governor,,DEM,Write-In Totals,54,,,
Schuylkill,U.S. House,,DEM,Rachel Wallace,6473,,,
Schuylkill,U.S. House,,DEM,Write-In Totals,74,,,
Schuylkill,State House,107,DEM,Ryan T. Coleman,765,,,
Schuylkill,State House,107,DEM,Write-In Totals,7,,,
Schuylkill,State House,116,DEM,Write-In Totals,70,,,
Schuylkill,State House,123,DEM,John Deatrich,3494,,,
Schuylkill,State House,123,DEM,Write-In Totals,31,,,
Schuylkill,State House,124,DEM,Tina Burns,1462,,,
Schuylkill,State House,124,DEM,Write-In Totals,16,,,
Schuylkill,Member of Democratic State Committee,,DEM,Elizabeth A. Bettinger Female,6067,,,
Schuylkill,Member of Democratic State Committee,,DEM,Jack Reilly Male,5610,,,
Schuylkill,Member of Democratic State Committee,,DEM,Write-In Totals,74,,,
Schuylkill,Governor,,REP,Stacy Garrity,8663,,,
Schuylkill,Governor,,REP,Write-In Totals,418,,,
Schuylkill,Lieutenant Governor,,REP,Jason Richey,5477,,,
Schuylkill,Lieutenant Governor,,REP,John Ventre,3200,,,
Schuylkill,Lieutenant Governor,,REP,Write-In Totals,114,,,
Schuylkill,U.S. House,,REP,Dan Meuser,8902,,,
Schuylkill,U.S. House,,REP,Write-In Totals,214,,,
Schuylkill,State House,107,REP,Joanne Stehr,1643,,,
Schuylkill,State House,107,REP,Write-In Totals,29,,,
Schuylkill,State House,116,REP,Dane Watro,1024,,,
Schuylkill,State House,116,REP,Write-In Totals,11,,,
Schuylkill,State House,123,REP,Tim Twardzik,3800,,,
Schuylkill,State House,123,REP,Write-In Totals,65,,,
Schuylkill,State House,124,REP,Jamie Barton,2732,,,
Schuylkill,State House,124,REP,Write-In Totals,27,,,
Schuylkill,Member of Republican State Committee,,REP,Mary Beth Dougherty Female,7505,,,
Schuylkill,Member of Republican State Committee,,REP,Gretchen D. Sterns Female,7474,,,
Schuylkill,Member of Republican State Committee,,REP,Mike Rader Male,6806,,,
Schuylkill,Member of Republican State Committee,,REP,Seth Hubler Male,6723,,,
Schuylkill,Member of Republican State Committee,,REP,Larry Wittig Male,6304,,,
Schuylkill,Member of Republican State Committee,,REP,Write-In Totals,229,,,
