county,office,district,party,candidate,votes,election_day,mail,provisional
Centre,Governor,,DEM,Josh Shapiro,11492,5595,5880,17
Centre,Governor,,DEM,Write-In Totals,135,84,51,0
Centre,Lieutenant Governor,,DEM,Austin Davis,11362,5539,5806,17
Centre,Lieutenant Governor,,DEM,Write-In Totals,64,36,28,0
Centre,U.S. House,,DEM,Ray Bilger,11472,5616,5840,16
Centre,U.S. House,,DEM,Write-In Totals,57,27,30,0
Centre,State House,77,DEM,H Scott Conklin,4673,2352,2317,4
Centre,State House,77,DEM,Write-In Totals,35,20,15,0
Centre,State House,82,DEM,Paul Takac,4518,2136,2374,8
Centre,State House,82,DEM,Write-In Totals,13,8,5,0
Centre,State House,171,DEM,John Zangari,2227,1083,1140,4
Centre,State House,171,DEM,Write-In Totals,18,8,10,0
Centre,Member of Democratic State Committee,,DEM,Laura Shadle,10044,4783,5247,14
Centre,Member of Democratic State Committee,,DEM,Joanne Tosti-vasey,9835,4657,5162,16
Centre,Member of Democratic State Committee,,DEM,Jeremy S Breon,10042,4773,5257,12
Centre,Member of Democratic State Committee,,DEM,Write-In Totals,133,85,48,0
Centre,Member of Democratic State Committee,,DEM,Peggy Jackson,86,62,24,0
Centre,Member of Democratic State Committee,,DEM,James Jackson,80,57,23,0
Centre,Member of Democratic State Committee,,DEM,Jason Moser,112,56,56,0
Centre,Member of Democratic State Committee,,DEM,Laura Reddington,118,60,58,0
Centre,Member of Democratic State Committee,,DEM,Katie Novak,163,83,80,0
Centre,Member of Democratic State Committee,,DEM,Kendyl Wittenrich,70,39,31,0
Centre,Member of Democratic State Committee,,DEM,Ledon Young,70,40,30,0
Centre,Member of Democratic State Committee,,DEM,Benjamin Fehl,62,36,26,0
Centre,Member of Democratic State Committee,,DEM,Robert Zeigler,49,35,14,0
Centre,Member of Democratic State Committee,,DEM,Marissa Evankovich,43,31,12,0
Centre,Member of Democratic State Committee,,DEM,Luther Gette,53,34,19,0
Centre,Member of Democratic State Committee,,DEM,William Mark Fescemyer,51,32,19,0
Centre,Member of Democratic State Committee,,DEM,Angela Raymondo,31,26,5,0
Centre,Member of Democratic State Committee,,DEM,Zach Womer,25,22,3,0
Centre,Member of Democratic State Committee,,DEM,Bernie Cantorna,65,34,31,0
Centre,Member of Democratic State Committee,,DEM,Micaela Hayes,218,153,64,1
Centre,Member of Democratic State Committee,,DEM,Leland Glenna,179,131,47,1
Centre,Member of Democratic State Committee,,DEM,Nicholas Cole,52,30,22,0
Centre,Member of Democratic State Committee,,DEM,Catherine Dauler,121,69,51,1
Centre,Member of Democratic State Committee,,DEM,Karl Reichard,99,52,46,1
Centre,Member of Democratic State Committee,,DEM,Thomas Liechty,47,31,16,0
Centre,Member of Democratic State Committee,,DEM,William A Prudnick,155,88,67,0
Centre,Member of Democratic State Committee,,DEM,Margaret J Dobrinska,173,103,70,0
Centre,Member of Democratic State Committee,,DEM,James A Miller,287,78,209,0
Centre,Member of Democratic State Committee,,DEM,Jean A Dietrich,303,80,223,0
Centre,Member of Democratic State Committee,,DEM,Jesse Barlow,249,143,106,0
Centre,Member of Democratic State Committee,,DEM,Elaine R Prestia,243,136,107,0
Centre,Member of Democratic State Committee,,DEM,Cindy Keith,52,36,16,0
Centre,Member of Democratic State Committee,,DEM,Doug Keith,48,31,17,0
Centre,Member of Democratic State Committee,,DEM,Nathan Whitfield,153,100,53,0
Centre,Member of Democratic State Committee,,DEM,Helen Dempsey,172,111,61,0
Centre,Member of Democratic State Committee,,DEM,Paul R McCormick,41,27,14,0
Centre,Member of Democratic State Committee,,DEM,Madeline Shanafelt,42,28,14,0
Centre,Member of Democratic State Committee,,DEM,Jim Leous,162,92,70,0
Centre,Member of Democratic State Committee,,DEM,Madeline High,86,46,40,0
Centre,Member of Democratic State Committee,,DEM,Jean Najjar,132,75,57,0
Centre,Member of Democratic State Committee,,DEM,Paul M Hallacher,108,58,50,0
Centre,Member of Democratic State Committee,,DEM,Sonia Kaufman,48,25,23,0
Centre,Member of Democratic State Committee,,DEM,Eduardo San Juan,42,23,19,0
Centre,Member of Democratic State Committee,,DEM,Lyndie Dubbs,20,15,5,0
Centre,Member of Democratic State Committee,,DEM,Thomas Kalinowski,157,48,109,0
Centre,Member of Democratic State Committee,,DEM,Katy Lumley-sapanski,175,55,120,0
Centre,Member of Democratic State Committee,,DEM,Jessica O'hara,239,83,154,2
Centre,Member of Democratic State Committee,,DEM,Cullen O'hara,218,71,146,1
Centre,Member of Democratic State Committee,,DEM,Jennifer Spence,50,25,25,0
Centre,Member of Democratic State Committee,,DEM,Sarah E Flynn,405,171,234,0
Centre,Member of Democratic State Committee,,DEM,Terence Flynn,369,151,218,0
Centre,Member of Democratic State Committee,,DEM,Sean P McGraw,169,60,109,0
Centre,Member of Democratic State Committee,,DEM,Andrew High,216,87,129,0
Centre,Member of Democratic State Committee,,DEM,Vanessa Sherman,335,133,202,0
Centre,Member of Democratic State Committee,,DEM,Anthony Campiere,256,135,121,0
Centre,Member of Democratic State Committee,,DEM,Tami Levitt-gilmour,271,139,132,0
Centre,Member of Democratic State Committee,,DEM,Amanda Byrd,115,56,59,0
Centre,Member of Democratic State Committee,,DEM,Regan Takac,120,61,59,0
Centre,Member of Democratic State Committee,,DEM,Lisa M Maras,265,119,145,1
Centre,Member of Democratic State Committee,,DEM,Omari Patterson,253,108,144,1
Centre,Member of Democratic State Committee,,DEM,Susan Werner,215,96,119,0
Centre,Member of Democratic State Committee,,DEM,Kathleen Marion Schwartz,200,88,112,0
Centre,Member of Democratic State Committee,,DEM,Patty Stephens,115,69,46,0
Centre,Member of Democratic State Committee,,DEM,Peggy Van Meter,106,61,45,0
Centre,Member of Democratic State Committee,,DEM,Erik Denlinger,194,103,90,1
Centre,Member of Democratic State Committee,,DEM,Kelli Hoover,219,117,101,1
Centre,Member of Democratic State Committee,,DEM,Marion K Sheridan,153,83,70,0
Centre,Member of Democratic State Committee,,DEM,John Snyder,147,75,72,0
Centre,Member of Democratic State Committee,,DEM,Janice A Jenkins,146,64,82,0
Centre,Member of Democratic State Committee,,DEM,Walter Mills,135,60,75,0
Centre,Member of Democratic State Committee,,DEM,Andrea L Vonada,94,44,50,0
Centre,Member of Democratic State Committee,,DEM,Dawn Mulligan,90,42,47,1
Centre,Member of Democratic State Committee,,DEM,Jennifer P Bierly,92,45,46,1
Centre,Member of Democratic State Committee,,DEM,Ken Smeltzer,426,167,257,2
Centre,Member of Democratic State Committee,,DEM,Dianne Gregg,434,172,260,2
Centre,Member of Democratic State Committee,,DEM,Andrea Murrell,285,141,144,0
Centre,Member of Democratic State Committee,,DEM,Jennifer K Wagner,148,73,75,0
Centre,Member of Democratic State Committee,,DEM,Blake M Harper,54,36,18,0
Centre,Member of Democratic State Committee,,DEM,Robert W Potter,252,126,126,0
Centre,Member of Democratic State Committee,,DEM,Vickie C Dodds,59,24,35,0
Centre,Member of Democratic State Committee,,DEM,Doug Swoboda,57,24,33,0
Centre,Member of Democratic State Committee,,DEM,Margie Swoboda,68,30,38,0
Centre,Member of Democratic State Committee,,DEM,Caroline Paterno,201,53,148,0
Centre,Member of Democratic State Committee,,DEM,Jennifer Dececco,246,108,138,0
Centre,Member of Democratic State Committee,,DEM,Timothy Dunleavy,193,81,112,0
Centre,Member of Democratic State Committee,,DEM,Daniel L Trevino,342,163,179,0
Centre,Member of Democratic State Committee,,DEM,Susan Chyczewski,360,174,186,0
Centre,Member of Democratic State Committee,,DEM,Jackie Huff,173,92,81,0
Centre,Member of Democratic State Committee,,DEM,Brandin McDonough,160,85,75,0
Centre,Member of Democratic State Committee,,DEM,Greg Stewart,161,86,75,0
Centre,Member of Democratic State Committee,,DEM,Patricia A Monteith,186,109,77,0
Centre,Member of Democratic State Committee,,DEM,Jeff Laninger,245,159,86,0
Centre,Member of Democratic State Committee,,DEM,Colleen Kennedy,205,108,97,0
Centre,Member of Democratic State Committee,,DEM,Betsy Whitman,329,194,135,0
Centre,Member of Democratic State Committee,,DEM,Margery Ludwig,161,60,99,2
Centre,Member of Democratic State Committee,,DEM,Robin Riglin,54,21,33,0
Centre,Member of Democratic State Committee,,DEM,Terri Conklin,93,36,57,0
Centre,Member of Democratic State Committee,,DEM,Susan Payne,53,26,27,0
Centre,Member of Democratic State Committee,,DEM,Tor Michael McCartney,19,10,9,0
Centre,Member of Democratic State Committee,,DEM,Paul Dombrowski,178,85,92,1
Centre,Member of Democratic State Committee,,DEM,Joe Yech,80,42,38,0
Centre,Member of Democratic State Committee,,DEM,Noah W R Zolnak,227,69,157,1
Centre,Member of Democratic State Committee,,DEM,Michael O Hertzler,32,14,18,0
Centre,Member of Democratic State Committee,,DEM,Deborah Steinberg,40,19,21,0
Centre,Member of Democratic State Committee,,DEM,Mykhala Richner,128,58,70,0
Centre,Member of Democratic State Committee,,DEM,Lydia Vandenbergh,213,100,113,0
Centre,Member of Democratic State Committee,,DEM,Mark David Shriver,211,83,128,0
Centre,Member of Democratic State Committee,,DEM,Kathleen Voss Shriver,216,86,130,0
Centre,Member of Democratic State Committee,,DEM,Georgina Motter,146,62,84,0
Centre,Member of Democratic State Committee,,DEM,Suzanne Simons,145,65,80,0
Centre,Member of Democratic State Committee,,DEM,Nancy Chiswick,144,75,69,0
Centre,Member of Democratic State Committee,,DEM,Christine McDonald,139,74,65,0
Centre,Governor,,REP,Stacy Garrity,7224,5330,1887,7
Centre,Governor,,REP,Write-In Totals,752,604,148,0
Centre,Lieutenant Governor,,REP,John Ventre,2475,1716,758,1
Centre,Lieutenant Governor,,REP,Jason Richey,5201,3974,1221,6
Centre,Lieutenant Governor,,REP,Write-In Totals,148,73,75,0
Centre,U.S. House,,REP,Glenn Gt Thompson,7779,5778,1994,7
Centre,U.S. House,,REP,Write-In Totals,258,156,102,0
Centre,State House,77,REP,Michelle Schellberg,2507,1815,689,3
Centre,State House,77,REP,Write-In Totals,60,39,21,0
Centre,State House,82,REP,Kirsten McTernan,2652,1876,774,2
