county,office,district,party,candidate,votes,election_day,mail,provisional
Beaver,Governor,,DEM,Josh Shapiro,13435,6832,6569,34
Beaver,Governor,,DEM,Write-In Totals,251,194,57,0
Beaver,Lieutenant Governor,,DEM,Austin Davis,13252,6715,6504,33
Beaver,Lieutenant Governor,,DEM,Write-In Totals,164,137,27,0
Beaver,U.S. House,17,DEM,Chris Deluzio,13361,6783,6546,32
Beaver,U.S. House,17,DEM,Write-In Totals,204,162,42,0
Beaver,State Senate,46,DEM,Evan Snyder,298,148,149,1
Beaver,State Senate,46,DEM,Write-In Totals,3,2,1,0
Beaver,State House,14,DEM,Write-In Totals,972,738,229,5
Beaver,State House,15,DEM,Sydney Speicher,2545,1235,1304,6
Beaver,State House,15,DEM,Write-In Totals,33,22,11,0
Beaver,State House,16,DEM,Robert F Matzie,6080,3268,2797,15
Beaver,State House,16,DEM,Write-In Totals,74,53,21,0
Beaver,Member of Democratic State Committee,,DEM,Mary Jane Jones Gilliam,10204,5074,5106,24
Beaver,Member of Democratic State Committee,,DEM,Hannah Brooks,9355,4705,4624,26
Beaver,Member of Democratic State Committee,,DEM,Joe Janos,8751,4124,4614,13
Beaver,Member of Democratic State Committee,,DEM,Michael Jackson,7011,3678,3312,21
Beaver,Member of Democratic State Committee,,DEM,Write-In Totals,178,142,36,0
Beaver,Governor,,REP,Stacy Garrity,9092,7304,1783,5
Beaver,Governor,,REP,Write-In Totals,436,323,113,0
Beaver,Lieutenant Governor,,REP,Jason Richey,6520,5186,1331,3
Beaver,Lieutenant Governor,,REP,John Ventre,2947,2395,549,3
Beaver,Lieutenant Governor,,REP,Write-In Totals,122,65,57,0
Beaver,U.S. House,17,REP,Tony Guy,8735,6973,1756,6
Beaver,U.S. House,17,REP,Jesse James Vodvarka,1125,909,216,0
Beaver,U.S. House,17,REP,Write-In Totals,89,53,36,0
Beaver,State Senate,46,REP,Camera Bartolotta,282,243,39,0
Beaver,State Senate,46,REP,Al Buchtan,256,234,22,0
Beaver,State Senate,46,REP,Write-In Totals,2,1,1,0
Beaver,State House,14,REP,Roman Kozak,4142,3250,890,2
Beaver,State House,14,REP,Write-In Totals,39,31,8,0
Beaver,State House,15,REP,Joshua D Kail,2686,2165,520,1
Beaver,State House,15,REP,Write-In Totals,36,25,11,0
Beaver,State House,16,REP,John Costanza,2753,2220,531,2
Beaver,State House,16,REP,Write-In Totals,49,38,11,0
Beaver,Member of Republican State Committee,,REP,Scott Presler,7860,6259,1596,5
Beaver,Member of Republican State Committee,,REP,Abby Kail,7705,6089,1612,4
Beaver,Member of Republican State Committee,,REP,Jon C Odata,7243,5669,1571,3
Beaver,Member of Republican State Committee,,REP,Diana Campbell,7152,5598,1550,4
Beaver,Member of Republican State Committee,,REP,Toni Shuppe,6916,5395,1518,3
Beaver,Member of Republican State Committee,,REP,Write-In Totals,259,182,77,0
