county,precinct,office,district,party,candidate,votes,election_day,provisional,absentee
Jefferson,Barnett Township,Governor,,DEM,Josh Shapiro,15,,,
Jefferson,Bell Township,Governor,,DEM,Josh Shapiro,72,,,
Jefferson,Big Run Borough,Governor,,DEM,Josh Shapiro,15,,,
Jefferson,Brockway Borough,Governor,,DEM,Josh Shapiro,103,,,
Jefferson,Brookville Borough 1,Governor,,DEM,Josh Shapiro,93,,,
Jefferson,Brookville Borough 2,Governor,,DEM,Josh Shapiro,60,,,
Jefferson,Corsica Borough,Governor,,DEM,Josh Shapiro,19,,,
Jefferson,Eldred Township,Governor,,DEM,Josh Shapiro,43,,,
Jefferson,Falls Creek Borough,Governor,,DEM,Josh Shapiro,31,,,
Jefferson,Falls Creek Borough 2,Governor,,DEM,Josh Shapiro,0,,,
Jefferson,Gaskill Township,Governor,,DEM,Josh Shapiro,10,,,
Jefferson,Heath Township,Governor,,DEM,Josh Shapiro,14,,,
Jefferson,Henderson Township,Governor,,DEM,Josh Shapiro,46,,,
Jefferson,Knox Township,Governor,,DEM,Josh Shapiro,17,,,
Jefferson,McCalmont Township,Governor,,DEM,Josh Shapiro,34,,,
Jefferson,Oliver Township,Governor,,DEM,Josh Shapiro,23,,,
Jefferson,Perry Township,Governor,,DEM,Josh Shapiro,25,,,
Jefferson,Pinecreek Township,Governor,,DEM,Josh Shapiro,22,,,
Jefferson,Polk Township,Governor,,DEM,Josh Shapiro,11,,,
Jefferson,Punxsutawney Borough 1,Governor,,DEM,Josh Shapiro,117,,,
Jefferson,Punxsutawney Borough 2,Governor,,DEM,Josh Shapiro,84,,,
Jefferson,Punxsutawney Borough 3,Governor,,DEM,Josh Shapiro,54,,,
Jefferson,Reynoldsville Borough,Governor,,DEM,Josh Shapiro,73,,,
Jefferson,Ringgold Township,Governor,,DEM,Josh Shapiro,16,,,
Jefferson,Rose Township,Governor,,DEM,Josh Shapiro,28,,,
Jefferson,Snyder Township,Governor,,DEM,Josh Shapiro,95,,,
Jefferson,Summerville Borough,Governor,,DEM,Josh Shapiro,16,,,
Jefferson,Sykesville Borough,Governor,,DEM,Josh Shapiro,39,,,
Jefferson,Timblin Borough,Governor,,DEM,Josh Shapiro,0,,,
Jefferson,Union Township,Governor,,DEM,Josh Shapiro,22,,,
Jefferson,Warsaw Township,Governor,,DEM,Josh Shapiro,25,,,
Jefferson,Washington Township,Governor,,DEM,Josh Shapiro,56,,,
Jefferson,Winslow Township,Governor,,DEM,Josh Shapiro,78,,,
Jefferson,Young Township,Governor,,DEM,Josh Shapiro,70,,,
Jefferson,Barnett Township,Lieutenant Governor,,DEM,Austin Davis,15,,,
Jefferson,Bell Township,Lieutenant Governor,,DEM,Austin Davis,74,,,
Jefferson,Big Run Borough,Lieutenant Governor,,DEM,Austin Davis,14,,,
Jefferson,Brockway Borough,Lieutenant Governor,,DEM,Austin Davis,100,,,
Jefferson,Brookville Borough 1,Lieutenant Governor,,DEM,Austin Davis,88,,,
Jefferson,Brookville Borough 2,Lieutenant Governor,,DEM,Austin Davis,57,,,
Jefferson,Corsica Borough,Lieutenant Governor,,DEM,Austin Davis,18,,,
Jefferson,Eldred Township,Lieutenant Governor,,DEM,Austin Davis,43,,,
Jefferson,Falls Creek Borough,Lieutenant Governor,,DEM,Austin Davis,31,,,
Jefferson,Falls Creek Borough 2,Lieutenant Governor,,DEM,Austin Davis,0,,,
Jefferson,Gaskill Township,Lieutenant Governor,,DEM,Austin Davis,10,,,
Jefferson,Heath Township,Lieutenant Governor,,DEM,Austin Davis,15,,,
Jefferson,Henderson Township,Lieutenant Governor,,DEM,Austin Davis,44,,,
Jefferson,Knox Township,Lieutenant Governor,,DEM,Austin Davis,17,,,
Jefferson,McCalmont Township,Lieutenant Governor,,DEM,Austin Davis,32,,,
Jefferson,Oliver Township,Lieutenant Governor,,DEM,Austin Davis,23,,,
Jefferson,Perry Township,Lieutenant Governor,,DEM,Austin Davis,24,,,
Jefferson,Pinecreek Township,Lieutenant Governor,,DEM,Austin Davis,20,,,
Jefferson,Polk Township,Lieutenant Governor,,DEM,Austin Davis,11,,,
Jefferson,Punxsutawney Borough 1,Lieutenant Governor,,DEM,Austin Davis,113,,,
Jefferson,Punxsutawney Borough 2,Lieutenant Governor,,DEM,Austin Davis,83,,,
Jefferson,Punxsutawney Borough 3,Lieutenant Governor,,DEM,Austin Davis,53,,,
Jefferson,Reynoldsville Borough,Lieutenant Governor,,DEM,Austin Davis,69,,,
Jefferson,Ringgold Township,Lieutenant Governor,,DEM,Austin Davis,16,,,
Jefferson,Rose Township,Lieutenant Governor,,DEM,Austin Davis,28,,,
Jefferson,Snyder Township,Lieutenant Governor,,DEM,Austin Davis,90,,,
Jefferson,Summerville Borough,Lieutenant Governor,,DEM,Austin Davis,16,,,
Jefferson,Sykesville Borough,Lieutenant Governor,,DEM,Austin Davis,40,,,
Jefferson,Timblin Borough,Lieutenant Governor,,DEM,Austin Davis,0,,,
Jefferson,Union Township,Lieutenant Governor,,DEM,Austin Davis,22,,,
Jefferson,Warsaw Township,Lieutenant Governor,,DEM,Austin Davis,24,,,
