county,precinct,office,district,party,candidate,votes,election_day,provisional,absentee
Luzerne,Ashley Boro Ward 01,Governor,,DEM,Josh Shapiro,111,59,0,52
Luzerne,Ashley Boro Ward 02,Governor,,DEM,Josh Shapiro,68,25,0,43
Luzerne,Avoca Boro Ward 01,Governor,,DEM,Josh Shapiro,139,94,0,45
Luzerne,Avoca Boro Ward 02,Governor,,DEM,Josh Shapiro,119,60,1,58
Luzerne,Avoca Boro Ward 03,Governor,,DEM,Josh Shapiro,129,85,1,43
Luzerne,Bear Creek Township Dist 01,Governor,,DEM,Josh Shapiro,90,49,1,40
Luzerne,Bear Creek Township Dist 02,Governor,,DEM,Josh Shapiro,123,52,0,71
Luzerne,Bear Creek Township Dist 03,Governor,,DEM,Josh Shapiro,25,14,0,11
Luzerne,Bear Creek Village Boro,Governor,,DEM,Josh Shapiro,41,29,0,12
Luzerne,Black Creek Township,Governor,,DEM,Josh Shapiro,71,29,0,42
Luzerne,Buck Township,Governor,,DEM,Josh Shapiro,28,20,0,8
Luzerne,Butler Township Dist 01,Governor,,DEM,Josh Shapiro,114,41,0,73
Luzerne,Butler Township Dist 02,Governor,,DEM,Josh Shapiro,139,63,1,75
Luzerne,Butler Township Dist 03,Governor,,DEM,Josh Shapiro,101,37,0,64
Luzerne,Butler Township Dist 04,Governor,,DEM,Josh Shapiro,133,44,0,89
Luzerne,Butler Township Dist 05,Governor,,DEM,Josh Shapiro,100,42,2,56
Luzerne,Conyngham Boro,Governor,,DEM,Josh Shapiro,147,81,0,66
Luzerne,Conyngham Township,Governor,,DEM,Josh Shapiro,73,32,2,39
Luzerne,Courtdale Boro,Governor,,DEM,Josh Shapiro,74,40,0,34
Luzerne,Dallas Boro Ward 01,Governor,,DEM,Josh Shapiro,92,30,1,61
Luzerne,Dallas Boro Ward 02,Governor,,DEM,Josh Shapiro,135,78,0,57
Luzerne,Dallas Township Dist 01,Governor,,DEM,Josh Shapiro,128,66,0,62
Luzerne,Dallas Township Dist 02,Governor,,DEM,Josh Shapiro,183,58,0,125
Luzerne,Dallas Township Dist 03,Governor,,DEM,Josh Shapiro,144,70,0,74
Luzerne,Dallas Township Dist 04,Governor,,DEM,Josh Shapiro,173,69,0,104
Luzerne,Dallas Township Dist 05,Governor,,DEM,Josh Shapiro,136,60,0,76
Luzerne,Dennison Township,Governor,,DEM,Josh Shapiro,59,31,0,28
Luzerne,Dorrance Township,Governor,,DEM,Josh Shapiro,132,56,0,76
Luzerne,Dupont Boro Ward 01,Governor,,DEM,Josh Shapiro,221,120,1,100
Luzerne,Dupont Boro Ward 02,Governor,,DEM,Josh Shapiro,110,52,0,58
Luzerne,Duryea Boro Ward 01,Governor,,DEM,Josh Shapiro,150,69,0,81
Luzerne,Duryea Boro Ward 02,Governor,,DEM,Josh Shapiro,262,145,0,117
Luzerne,Duryea Boro Ward 03,Governor,,DEM,Josh Shapiro,148,58,0,90
Luzerne,Edwardsville Boro Ward 01,Governor,,DEM,Josh Shapiro,176,87,0,89
Luzerne,Edwardsville Boro Ward 02,Governor,,DEM,Josh Shapiro,160,56,0,104
Luzerne,Exeter Boro Ward 01,Governor,,DEM,Josh Shapiro,141,75,0,66
Luzerne,Exeter Boro Ward 02,Governor,,DEM,Josh Shapiro,166,79,0,87
Luzerne,Exeter Boro Ward 03,Governor,,DEM,Josh Shapiro,263,114,0,149
Luzerne,Exeter Township,Governor,,DEM,Josh Shapiro,154,69,0,85
