county,precinct,office,district,party,candidate,votes,election_day,provisional,absentee
Butler,ADAMS TWP 1,Registered Voters,,,,3899,,,
Butler,ADAMS TWP 1,Ballots Cast,,,,785,473,1,311
Butler,ADAMS TWP 1,Governor,,DEM,Josh Shapiro,352,151,0,201
Butler,ADAMS TWP 1,Governor,,DEM,Undervotes,3,0,0,3
Butler,ADAMS TWP 1,Lieutenant Governor,,DEM,Austin Davis,350,150,0,200
Butler,ADAMS TWP 1,Lieutenant Governor,,DEM,Undervotes,6,1,0,5
Butler,ADAMS TWP 1,U.S. House,,DEM,Justin Wagner,348,150,0,198
Butler,ADAMS TWP 1,U.S. House,,DEM,Undervotes,7,0,0,7
Butler,ADAMS TWP 1,State House,,DEM,Brandon Dukes,349,151,0,198
Butler,ADAMS TWP 1,State House,,DEM,Undervotes,6,0,0,6
Butler,ADAMS TWP 1,Member of the Democratic State Committee,,DEM,Karen Barbati,235,112,0,123
Butler,ADAMS TWP 1,Member of the Democratic State Committee,,DEM,Kevin E Boozel,144,54,0,90
Butler,ADAMS TWP 1,Member of the Democratic State Committee,,DEM,Heidi Priest,235,107,0,128
Butler,ADAMS TWP 1,Member of the Democratic State Committee,,DEM,Lou Hancherick,63,34,0,29
Butler,ADAMS TWP 1,Member of the Democratic State Committee,,DEM,Robert L Vigue,207,92,0,115
Butler,ADAMS TWP 1,Member of the Democratic State Committee,,DEM,Phil C Heasley,70,22,0,48
Butler,ADAMS TWP 1,Member of the Democratic State Committee,,DEM,Undervotes,102,29,0,73
Butler,ADAMS TWP 1,Democratic Precinct Committeeman Adams Twp 1,,DEM,Undervotes,346,145,0,201
Butler,ADAMS TWP 1,Democratic Precinct Committeewoman Adams Twp 1,,,Lori Cipkins,335,144,0,191
Butler,ADAMS TWP 1,Democratic Precinct Committeewoman Adams Twp 1,,,Undervotes,20,7,0,13
Butler,ADAMS TWP 1,Governor,,REP,Stacy Garrity,381,290,1,90
Butler,ADAMS TWP 1,Governor,,REP,Undervotes,30,19,0,11
Butler,ADAMS TWP 1,Lieutenant Governor,,REP,John Ventre,132,108,1,23
Butler,ADAMS TWP 1,Lieutenant Governor,,REP,Jason Richey,261,188,0,73
Butler,ADAMS TWP 1,Lieutenant Governor,,REP,Undervotes,31,23,0,8
Butler,ADAMS TWP 1,U.S. House,,REP,Mike Kelly,390,295,1,94
Butler,ADAMS TWP 1,U.S. House,,REP,Undervotes,28,18,0,10
Butler,ADAMS TWP 1,State House,,REP,Ethan Nicholas,200,156,0,44
Butler,ADAMS TWP 1,State House,,REP,Scott Timko,220,160,1,59
Butler,ADAMS TWP 1,State House,,REP,Undervotes,6,4,0,2
Butler,ADAMS TWP 1,Member of the Republican State Committee,,REP,Ed Natali,196,136,1,59
Butler,ADAMS TWP 1,Member of the Republican State Committee,,REP,Marci Mustello,199,144,1,54
Butler,ADAMS TWP 1,Member of the Republican State Committee,,REP,Michele Mustello,113,82,0,31
Butler,ADAMS TWP 1,Member of the Republican State Committee,,REP,Sylvia Maxwell,90,67,0,23
Butler,ADAMS TWP 1,Member of the Republican State Committee,,REP,Shana J Reinhart,300,231,0,69
Butler,ADAMS TWP 1,Member of the Republican State Committee,,REP,Ryan B Martin,128,99,1,28
Butler,ADAMS TWP 1,Member of the Republican State Committee,,REP,Frederick W Hensel,160,134,1,25
Butler,ADAMS TWP 1,Member of the Republican State Committee,,REP,Mike Slupe,196,136,1,59
Butler,ADAMS TWP 1,Member of the Republican State Committee,,REP,Chester Jack,233,183,0,50
Butler,ADAMS TWP 1,Member of the Republican State Committee,,REP,Aaron Rose,290,214,1,75
Butler,ADAMS TWP 1,Member of the Republican State Committee,,REP,Thomas E Breth,108,87,0,21
Butler,ADAMS TWP 1,Member of the Republican State Committee,,REP,Donna M Hensel,198,153,1,44
Butler,ADAMS TWP 1,Member of the Republican State Committee,,REP,Denise Tabacchi,175,142,0,33
Butler,ADAMS TWP 1,Member of the Republican State Committee,,REP,Undervotes,587,430,0,157
Butler,ADAMS TWP 1,Republican Precinct Committeeman Adams Twp 1,,REP,John E Pawlowicz,383,292,1,90
Butler,ADAMS TWP 1,Republican Precinct Committeeman Adams Twp 1,,REP,Undervotes,44,28,0,16
Butler,ADAMS TWP 1,Republican Precinct Committeewoman Adams Twp 1,,REP,Stacey C Palmer,378,287,1,90
Butler,ADAMS TWP 1,Republican Precinct Committeewoman Adams Twp 1,,REP,Undervotes,44,31,0,13
Butler,ADAMS TWP 2,Registered Voters,,,,2557,,,
Butler,ADAMS TWP 2,Ballots Cast,,,,493,283,0,210
Butler,ADAMS TWP 2,Governor,,DEM,Josh Shapiro,188,70,0,118
Butler,ADAMS TWP 2,Governor,,DEM,Undervotes,5,2,0,3
