county,office,district,party,candidate,votes,election_day,mail,provisional
Franklin,Governor,,DEM,Josh Shapiro,5746,2690,3047,9
Franklin,Governor,,DEM,Write-In Totals,90,65,23,2
Franklin,Lieutenant Governor,,DEM,Austin Davis,5613,2609,2994,10
Franklin,Lieutenant Governor,,DEM,Write-In Totals,72,54,17,1
Franklin,U.S. House,,DEM,Beth Farnham,5584,2603,2970,11
Franklin,U.S. House,,DEM,Write-In Totals,62,47,15,0
Franklin,State House,81,DEM,Caleb J. Donahue,677,358,318,1
Franklin,State House,81,DEM,Write-In Totals,13,11,2,0
Franklin,State House,89,DEM,Shannon Michael Jackson,2907,1259,1638,10
Franklin,State House,89,DEM,Write-In Totals,30,19,11,0
Franklin,State House,90,DEM,Write-In Totals,159,94,65,0
Franklin,Member of Democratic State Committee,,DEM,John J. Patterson,2973,1359,1607,7
Franklin,Member of Democratic State Committee,,DEM,Delmar David Burridge,2190,955,1234,1
Franklin,Member of Democratic State Committee,,DEM,Avril Williams,4727,2171,2548,8
Franklin,Member of Democratic State Committee,,DEM,Write-In Totals,68,38,29,1
Franklin,Governor,,REP,Stacy Garrity,9465,7671,1791,3
Franklin,Governor,,REP,Write-In Totals,1331,1110,221,0
Franklin,Lieutenant Governor,,REP,John Ventre,2816,2232,584,0
Franklin,Lieutenant Governor,,REP,Jason Richey,7524,6198,1323,3
Franklin,Lieutenant Governor,,REP,Write-In Totals,193,109,84,0
Franklin,U.S. House,,REP,John Joyce,10681,8711,1967,3
Franklin,U.S. House,,REP,Write-In Totals,204,132,72,0
Franklin,State House,81,REP,Rich Irvin,1832,1618,212,2
Franklin,State House,81,REP,Write-In Totals,13,7,6,0
Franklin,State House,89,REP,Rob Kauffman,4523,3462,1060,1
Franklin,State House,89,REP,Write-In Totals,88,52,36,0
Franklin,State House,90,REP,Chad G. Reichard,4401,3639,762,0
Franklin,State House,90,REP,Write-In Totals,41,35,6,0
Franklin,Member of Republican State Committee,,REP,Kathy Mahon,7688,6169,1518,1
Franklin,Member of Republican State Committee,,REP,Doug Dobbs,7148,5842,1305,1
Franklin,Member of Republican State Committee,,REP,Carol Fix Diller,8191,6513,1677,1
Franklin,Member of Republican State Committee,,REP,Debbie Taylor,7472,5923,1548,1
Franklin,Member of Republican State Committee,,REP,Nicholas A. Haines,6328,5104,1221,3
Franklin,Member of Republican State Committee,,REP,Joshua G. Peters,7039,5672,1365,2
Franklin,Member of Republican State Committee,,REP,Robert Ternes,6754,5351,1402,1
Franklin,Member of Republican State Committee,,REP,Write-In Totals,377,274,101,2
