county,office,district,party,candidate,votes,election_day,mail,provisional
Northumberland,Governor,,DEM,Josh Shapiro,3270,2188,1077,5
Northumberland,Governor,,DEM,Write-In Totals,54,47,7,0
Northumberland,Lieutenant Governor,,DEM,Austin Davis,3203,2143,1055,5
Northumberland,Lieutenant Governor,,DEM,Write-In Totals,27,23,4,0
Northumberland,U.S. House,9,DEM,Rachel Wallace,3194,2158,1031,5
Northumberland,U.S. House,9,DEM,Write-In Totals,25,20,5,0
Northumberland,State House,107,DEM,Ryan T. Coleman,1523,1004,516,3
Northumberland,State House,107,DEM,Write-In Totals,14,11,3,0
Northumberland,State House,108,DEM,Amber L. Neidig,1621,1104,515,2
Northumberland,State House,108,DEM,Write-In Totals,10,9,1,0
Northumberland,Member of Democratic State Committee,,DEM,Deborah Howell,3270,2220,1045,5
Northumberland,Member of Democratic State Committee,,DEM,Write-In Totals,28,20,8,0
Northumberland,Governor,,REP,Stacy Garrity,4654,4099,550,5
Northumberland,Governor,,REP,Write-In Totals,204,171,33,0
Northumberland,Lieutenant Governor,,REP,John Ventre,1748,1548,198,2
Northumberland,Lieutenant Governor,,REP,Jason Richey,2998,2633,362,3
Northumberland,Lieutenant Governor,,REP,Write-In Totals,40,29,11,0
Northumberland,U.S. House,9,REP,Dan Meuser,4804,4223,577,4
Northumberland,U.S. House,9,REP,Write-In Totals,57,44,13,0
Northumberland,State House,107,REP,Joanne Stehr,2154,1854,297,3
Northumberland,State House,107,REP,Write-In Totals,28,23,5,0
Northumberland,State House,108,REP,Michael Stender,2751,2460,289,2
Northumberland,State House,108,REP,Write-In Totals,25,23,2,0
Northumberland,Member of Republican State Committee,,REP,Terry Lee Curran,2997,2630,364,3
Northumberland,Member of Republican State Committee,,REP,Derrick A. Backer,2945,2601,342,2
Northumberland,Member of Republican State Committee,,REP,Andrew Hertzler,1505,1349,155,1
Northumberland,Member of Republican State Committee,,REP,Wendy M. Gallick,3083,2671,409,3
Northumberland,Member of Republican State Committee,,REP,Martha S. Milbrand,2294,1993,299,2
Northumberland,Member of Republican State Committee,,REP,Write-In Totals,84,81,3,0
